funder,year,region,county,nonprofit,amount,city,type ,category,
Temple Hoyne Buell Foundation,2009,Northwest,Routt,First Impressions of Routt County,47000.00,Steamboat Springs,Program,Neighborhood Development,
Temple Hoyne Buell Foundation,2009,Northwest,Grand,Fraser Creative Learning Center and Day Care,20000.00,Fraser,General Operating,Education,
Temple Hoyne Buell Foundation,2009,Northwest,Grand,Fraser Creative Learning Center and Day Care,4000.00,Fraser,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2009,Northwest,Rio Blanco,Human Resource Center,5600.00,Rangely,Other,Education,
Temple Hoyne Buell Foundation,2009,Northwest,Rio Blanco,Human Resource Center,2000.00,Rangely,Other,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Northwest,Moffat,Moffat County School District Re-1,22000.00,Craig,Other,Education,
Temple Hoyne Buell Foundation,2009,Northwest,Moffat,Moffat County School District Re-1,8000.00,Craig,Other,Education,
Temple Hoyne Buell Foundation,2009,Northwest,Routt,Steamboat Springs Discovery Learning Center,30000.00,Steamboat Springs,Program,Education,
Temple Hoyne Buell Foundation,2010,Northwest,Routt,First Impressions of Routt County,47000.00,Steamboat Springs,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Northwest,Routt,Steamboat Springs Discovery Learning Center,30000.00,Steamboat Springs,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Northwest,Routt,North Routt Preschool,20000.00,Clark,Capital,Education,
Temple Hoyne Buell Foundation,2010,Northwest,Grand,Church of the Eternal Hills,5000.00,Tabernash,General Operating,Education,
Temple Hoyne Buell Foundation,2010,Northwest,Grand,Church of the Eternal Hills,10000.00,Tabernash,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2010,Northwest,Rio Blanco,Human Resources Centeer,1200.00,Rangely,Other,Education,
Temple Hoyne Buell Foundation,2010,Northwest,Rio Blanco,Human Resources Centeer,1000.00,Rangely,Other,Education,
Temple Hoyne Buell Foundation,2010,Northwest,Rio Blanco,Human Resources Centeer,8000.00,Rangely,General Operating,Education,
Temple Hoyne Buell Foundation,2011,Northwest,Routt,First Impressions of Routt County,47000.00,Steamboat Springs,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2011,Northwest,Moffat,Boys & Girls Clubs of Craig,35000.00,Craig,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northwest,Routt,Steamboat Springs Discovery Learning Center,35000.00,Steamboat Springs,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northwest,Moffat,"Connections 4 Kids, Moffat County",25000.00,Craig,Student Aid/Scholarship,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northwest,Grand,Fraser Creative Learning Center,20000.00,Fraser,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2011,Northwest,Grand,Church of the Eternal Hills,15000.00,Tabernash,Other,Education,
Temple Hoyne Buell Foundation,2011,Northwest,Rio Blanco,Human Resources Centeer,15000.00,Rangely,Other,Education,
Temple Hoyne Buell Foundation,2011,Northwest,Grand,Grand Beginnings,14000.00,Hot Sulphur Springs,Program,Education,
Temple Hoyne Buell Foundation,2011,Northwest,Grand,Grand County Department of Social Services,10000.00,Hot Sulphur Springs,Program,,
Temple Hoyne Buell Foundation,2011,Northwest,Grand,Wapiti Child Care Center Parent Organization,7000.00,Fraser,Other,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Northwest,Routt,First Impressions of Routt County,47000.00,Steamboat Springs,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2012,Northwest,Routt,Steamboat Springs Discovery Learning Center,35000.00,Steamboat Springs,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Northwest,Moffat,Boys & Girls Clubs of Craig,26250.00,Craig,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Northwest,Grand,Fraser Creative Learning Center,19600.00,Fraser,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2012,Northwest,Moffat,"Connections 4 Kids, Moffat County",15000.00,Craig,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Northwest,Grand,Church of the Eternal Hills,15000.00,Tabernash,Other,Education,
Temple Hoyne Buell Foundation,2012,Northwest,Grand,Grand Beginnings,15000.00,Hot Sulphur Springs,General Operating,,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Eternal Hills Christian Preschool,15000.00,Tabernash,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Routt,Family Development Center of Steamboat Springs,35000.00,Steamboat Springs,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Routt,First Impressions of Routt County,57000.00,Steamboat Springs,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Fraser Creative Learning Center,15000.00,Fraser,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Grand Beginnings (EC Council),15000.00,Hot Sulphur Springs,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Grand Kids,10000.00,Fraser,Program,Early Childhood,
The Colorado Health Foundation,2009,Northwest,Grand,Grand County Rural Health Network,50000.00,Hot Sulphur Springs,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Northwest,Moffat,"Independent Life Center, Inc.",64000.00,Craig,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Northwest,Jackson,"North Park Medical Clinic, Inc.",50000.00,Walden,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Northwest,Moffat,"Northwest Colorado Dental Coalition, Inc.",27000.00,Craig,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Northwest,Routt,Northwest Colorado Visiting Nurse Association,15000.00,Steamboat Springs,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Northwest,Routt,Northwest Colorado Visiting Nurse Association,139440.00,Steamboat Springs,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northwest,Moffat,"Independent Life Center, Inc.",64000.00,Craig,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northwest,Routt,North Routt Preschool,35000.00,Clark,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northwest,Moffat,Northwest Colorado Dental Coalition,104000.00,Craig,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northwest,Routt,"Northwest Colorado Visiting Nurse Association, Inc.",400000.00,Steamboat Springs,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northwest,Routt,"Northwest Colorado Visiting Nurse Association, Inc.",127696.00,Steamboat Springs,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northwest,Routt,Hayden School District Re-1495,10000.00,Hayden,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northwest,Jackson,"North Park Medical Clinic, Inc.",887500.00,Walden,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northwest,Routt,Northwest Colorado Boces,157052.00,Steamboat Springs,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northwest,Routt,South Routt School District RE-3,56870.00,Oak Creek,Program,Health                                                                     ,
The Colorado Health Foundation,2012,Northwest,Grand,"Grand County Rural Health Network, Inc.",356285.00,Hot Sulphur Springs,Program,Health,
The Colorado Health Foundation,2012,Northwest,Routt,Hayden School District RE-1,195150.00,Hayden,Program,Health,
The Colorado Health Foundation,2012,Northwest,Routt,Northwest Colorado BOCES,420963.00,Steamboat Springs,Program,Health,
The Colorado Health Foundation,2012,Northwest,Routt,Northwest CO Visiting Nurse Association,558706.00,Steamboat Springs,Program,Health,
The Colorado Health Foundation,2012,Northwest,Routt,South Routt School District RE-2,190288.00,Oak Creek,Program,Health,
The Colorado Health Foundation,2013,Northwest,Routt,Northwest Colorado Visiting Nurse Association,316920.00,Steamboat Springs,Program,,2/21/13
The Colorado Health Foundation,2013,Northwest,Routt,Town of Oak Creek,59045.00,Oak Creek,Capital,,6/6/13
The Colorado Trust,2009,Northwest,Routt,Colorado West Regional Mental Health Center Steamboat,20000.00,Steamboat Springs,Program,Health                                                                     ,
The Colorado Trust,2009,Northwest,Routt,Come Lets Dance,200.00,Steamboat Springs,General Operating,"Arts, Culture & Humanities ",
The Colorado Trust,2009,Northwest,Moffat,Moffat County Department of Social Services,7500.00,Craig,Program,Health                                                                     ,
The Colorado Trust,2009,Northwest,Routt,Northwest Colorado Visiting Nurse Association,462000.00,Steamboat Springs,Program,Health                                                                     ,
The Colorado Trust,2009,Northwest,Routt,Northwest Colorado Visiting Nurse Association,187500.00,Steamboat Springs,Program,Health                                                                     ,
The Colorado Trust,2009,Northwest,Routt,Routt County Department of Human Services,7000.00,Steamboat Springs,Program,Health                                                                     ,
The Colorado Trust,2010,Northwest,Routt,First Impressions of Routt County,121580.00,Steamboat Springs,Program,Health                                                                     ,
The Colorado Trust,2010,Northwest,Moffat,Moffat County Department of Social Services,178390.00,Craig,Program,Health                                                                     ,
The Colorado Trust,2010,Northwest,Moffat,Moffat County Department of Social Services,5000.00,Craig,Program,Health                                                                     ,
The Colorado Trust,2010,Northwest,Routt,Northwest Colorado Visiting Nurse Association,25000.00,Steamboat Springs,Program,Health                                                                     ,
The Colorado Trust,2012,Northwest,Grand,Grand Beginnings,122000.00,Hot Sulphur Springs,Program,Access to Health,
The Colorado Trust,2012,Northwest,Routt,Northwest Colorado Visiting Nurse Association,10000.00,Steamboat Springs,Directed,,
The Colorado Trust,2013,Northwest,Grand,"Grand County Council On Aging, Inc",5000.00,Granby,General Operating,Northwest RPD,11/13/13
The Colorado Trust,2013,Northwest,Grand,Grand County Rural Health Network Inc.,20000.00,Hot Sulphur Springs,Program,Convening for Colorado,12/4/13
The Colorado Trust,2013,Northwest,Routt,"Reaching Everyone Preventing Suicide, Inc.",5000.00,Steamboat Springs,General Operating,Northwest RPD,11/13/13
The Colorado Trust,2013,Northwest,Routt,Rocky Mountain Youth Corps,5000.00,Steamboat Springs,General Operating,Northwest RPD,11/13/13
Gates Family Foundation,2009,Northwest,Grand,Fraser Valley Recreation,50000.00,Winter Park,Capital,"Environment, Conservation",
Gates Family Foundation,2009,Northwest,Routt,Hayden School District RE-1,75000.00,Hayden,Capital,Education,
Gates Family Foundation,2009,Northwest,Routt,Northwest Colorado Visiting Nurse Association,100000.00,Steamboat Springs,Capital,Health                                                                     ,
Gates Family Foundation,2009,Northwest,Moffat,Yampa Valley Partners,25000.00,Craig,General Operating,"Community, Public Affairs",
Gates Family Foundation,2010,Northwest,Grand,Rocky Mountain Repertory Theatre,200000.00,Grand Lake,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2010,Northwest,Routt,North Routt Community Charter School,200000.00,Clark,Capital,Education,
Gates Family Foundation,2010,Northwest,Routt,North Routt Preschool,15000.00,Clark,Capital,Education,
Gates Family Foundation,2010,Northwest,Moffat,Boys & Girls Club of Craig,10000.00,Craig,Capital,Children and Youth Services,
Gates Family Foundation,2011,Northwest,Routt,Solandt Memorial Hospital,50000.00,Hayden,Capital,"Community, Public Affairs",
Gates Family Foundation,2011,Northwest,Rio Blanco,Rio Blanco County 4-H,50000.00,Meeker,Capital,Children and Youth Services,
Gates Family Foundation,2012,Northwest,Routt,Tread of Pioneers Historical Commission,50000.00,Steamboat Springs,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2012,Northwest,Routt,Town of Hayden,10000.00,Hayden,General Operating,"Community, Public Affairs",
Gates Family Foundation,2012,Northwest,Routt,Steamboat Springs Winter Sports Club,100000.00,Steamboat Springs,Capital,"Environment, Conservation",
Gates Family Foundation,2013,Northwest,Routt,South Routt Medical Center,75000.00,Oak Creek,Renovation,"Well-being of Children, Youth & Families",6/12/13
Gates Family Foundation,2013,Northwest,Routt,Town of Hayden,10000.00,Hayden,Operating,Community Development & Revitalization,4/5/12
