funder,year,region,county,nonprofit,amount,city,type ,category,,,,,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Fremont,Fremont Schools Facilities Corporation,47500.00,Canon City,Capital,Education,,,,,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Fremont,Park Avenue Preschool,18000.00,Canon City,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Fremont,Park Avenue Preschool,5000.00,Canon City,Other,Education,,,,,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Fremont,Park Avenue Preschool,5000.00,Canon City,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Park,Park County School District RE-2,23119.00,Fairplay,Capital,Education,,,,,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Park,Park County School District RE-2,15000.00,Fairplay,Program,Education,,,,,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Chaffee,Salida Regional Library,16458.00,Salida,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Fremont,Development Opportunities- Starpoint,404745.00,Canon City,Program,,,,,,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Chaffee,Boys & Girls Clubs of Chaffee County,35000.00,Salida,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Park,Park County School District RE-2,35000.00,Fairplay,Program,Education,,,,,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Chaffee,Family & Youth Initiatives Division,25000.00,Salida,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Fremont,Park Avenue Child Center,23000.00,Canon City,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Teller,Community Partnership Family Resource Center,18000.00,Divide,Program,Education,,,,,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Park,Bristlecone Montessori School,10000.00,Alma,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Chaffee,"Chaffee County Montessori School, Inc.",10000.00,Salida,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Chaffee,Boys & Girls Clubs of Chaffee County,35000.00,Salida,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Park,Park County School District RE-2,35000.00,Fairplay,Program,Education,,,,,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Park,Boys & Girls Club of South Park,25000.00,Fairplay,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Chaffee,Chaffee County Health & Human Services,25000.00,Salida,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Fremont,Park Avenue Preschool,23000.00,Canon City,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Chaffee,Southern Chaffee County Regional Library District,21206.00,Salida,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Chaffee,"Chaffee County Montessori School, Inc.",15000.00,Salida,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Custer,Custer County Transitions,15000.00,Westcliffe,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Teller,Community Coalition for Families and Children,15000.00,Divide,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Custer,Custer County Transitions,10000.00,Westcliffe,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Teller,Woodland Park Pregnancy Center,5000.00,Woodland Park,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Fremont,Development Opportunities- Starpoint,39426.00,Canon City,Program,,,,,,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Park,Park County School District RE-2,35000.00,Fairplay,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Chaffee,Boys & Girls Clubs of Chaffee County,26250.00,Salida,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Chaffee,Chaffee County Department of Health & Human Services,25000.00,Salida,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Fremont,Canon City Schools Fremont RE-1,18000.00,Canon City,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Chaffee,"Chaffee County Montessori School, Inc.",17000.00,Salida,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Park,Boys & Girls Club of South Park,15000.00,Fairplay,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Teller,Community Coalition for Families and Children,12000.00,Divide,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Park,Bristlecone Montessori School,11000.00,Alma,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Teller,Child Care Connections,4600.00,Divide,Student Aid/Scholarship,Children and Youth Services,,,,,
The Colorado Health Foundation,2009,Heart of Colorado,Fremont,Catholic Health Initiatives Colorado Foundation,34200.00,Canon City,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Heart of Colorado,Chaffee,Chaffee People's Clinic,21313.00,Salida,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Heart of Colorado,Chaffee,Chaffee People's Clinic,14400.00,Salida,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Heart of Colorado,Custer,West Custer County Hospital District,17200.00,Westcliffe,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Heart of Colorado,Fremont,Catholic Health Initiatives Colorado Founation,289962.00,Canon City,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Heart of Colorado,Chaffee,Chaffee County Dental Coalition,20764.00,Salida,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Heart of Colorado,Teller,Cripple Creek Victor School District RE-1,20000.00,Cripple Creek,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Heart of Colorado,Teller,Cripple Creek Victor School District RE-2,400000.00,Cripple Creek,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Heart of Colorado,Teller,Cripple Creek Victor School District RE-3,27860.00,Cripple Creek,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Heart of Colorado,Custer,"Custer 2020, Inc.",90000.00,Silver Cliff,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Heart of Colorado,Chaffee,Livewell of Chaffee County,30900.00,Salida,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Heart of Colorado,Custer,West Custer County Hospital District,81998.00,Westcliffe,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Heart of Colorado,Chaffee,Chaffee County,55000.00,Salida,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Heart of Colorado,Chaffee,Chaffee People's Clinic,105000.00,Salida,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Heart of Colorado,Park,Park County School District RE-2,35483.00,Fairplay,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Heart of Colorado,Park,Rocky Mountian Rural Health,81649.00,Fairplay,Program,Health                                                                     ,,,,,
The Colorado Trust,2009,Heart of Colorado,Chaffee,Ark-Valley Humane Society,900.00,Buena Vista,General Operating,Animal Protection and Welfare,,,,,
The Colorado Trust,2009,Heart of Colorado,Fremont,Canon City Schools,7460.00,Canon City,Program,Health                                                                     ,,,,,
The Colorado Trust,2009,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,228000.00,Salida,Program,Health                                                                     ,,,,,
The Colorado Trust,2009,Heart of Colorado,Chaffee,Chaffee County Early Childhood Council,177836.00,Salida,Program,Health                                                                     ,,,,,
The Colorado Trust,2009,Heart of Colorado,Chaffee,Chaffee People's Clinic,187500.00,Salida,Program,Health                                                                     ,,,,,
The Colorado Trust,2009,Heart of Colorado,Fremont,ECHO and Family Center Early Childhood Council,120000.00,Canon City,Program,Health                                                                     ,,,,,
The Colorado Trust,2009,Heart of Colorado,Chaffee,Salida Regional Library,7500.00,Salida,Program,Health                                                                     ,,,,,
The Colorado Trust,2010,Heart of Colorado,Teller,Teller/Park Early Childhood Council,63000.00,Divide,Program,Health                                                                     ,,,,,
The Colorado Trust,2010,Heart of Colorado,Chaffee,Ark-Valley Humane Society,2110.00,Buena Vista,General Operating,Animal Protection and Welfare,,,,,
The Colorado Trust,2011,Heart of Colorado,Teller,Teller/Park Early Childhood Council,37148.74,Divide,General Operating,Education,,,,,
The Colorado Trust,2011,Heart of Colorado,Chaffee,Ark-Valley Humane Society,1000.00,Buena Vista,General Operating,Animal Protection and Welfare,,,,,
The Colorado Trust,2011,Heart of Colorado,Chaffee,Ark-Valley Humane Society,1000.00,Buena Vista,General Operating,Animal Protection and Welfare,,,,,
The Colorado Trust,2011,Heart of Colorado,Chaffee,Ark-Valley Humane Society,1200.00,Buena Vista,General Operating,Animal Protection and Welfare,,,,,
The Colorado Trust,2011,Heart of Colorado,Chaffee,Ark-Valley Humane Society,1000.00,Buena Vista,General Operating,Animal Protection and Welfare,,,,,
Gates Family Foundation,2010,Heart of Colorado,Custer,Custer 2020,100000.00,Silver Cliff,Capital,"Environment, Conservation",,,,,
Gates Family Foundation,2010,Heart of Colorado,Custer,San Isabel Land Protection Trust,70000.00,Westcliffe,Capital,"Environment, Conservation",,,,,
Gates Family Foundation,2011,Heart of Colorado,Fremont,Canon City Park & Recreation District,21000.00,Canon City,Capital,"Environment, Conservation",,,,,
Gates Family Foundation,2012,Heart of Colorado,Chaffee,"Salida Area Parks, Open Space and Trails (SPOT)",80000.00,Salida,Capital,"Environment, Conservation",,,,,
Gates Family Foundation,2012,Heart of Colorado,Custer,San Isabel Land Protection Trust,50000.00,Westcliffe,Capital,"Environment, Conservation",,,,,
Gates Family Foundation,2012,Heart of Colorado,Teller,CHOICES,30000.00,Woodland Park,Capital,Children and Youth Services,,,,,
Adolph Coors Foundation,2009,Mountain,Garfield,"Institute for Civic Achievement, Inc.",2500.00,Glenwood Springs,Program,"Community, Public Affairs",,,,,
Adolph Coors Foundation,2009,Mountain,Summit,Summit County Family Resource Center,6000.00,Dillon,Program,Human Services,,,,,
Adolph Coors Foundation,2010,Mountain,Summit,Breckenridge Outdoor Education Center,20000.00,Breckenridge,General Operating,,,,,,
Adolph Coors Foundation,2010,Mountain,Garfield,"Columbine Home Health, Inc.",10000.00,Glenwood Springs,General Operating,,,,,,
Adolph Coors Foundation,2010,Mountain,Eagle,Eagle River Youth Coalition,5000.00,Edwards,General Operating,,,,,,
Adolph Coors Foundation,2010,Mountain,Garfield,Family Visitor Program,10000.00,Glenwood Springs,General Operating,,,,,,
Adolph Coors Foundation,2010,Mountain,Lake,Full Circle of Lake County,10000.00,Leadville,General Operating,,,,,,
Adolph Coors Foundation,2010,Mountain,Pitkin,The Buddy Program,10000.00,Aspen,General Operating,,,,,,
Adolph Coors Foundation,2010,Mountain,Eagle,Youth Foundation,7500.00,Edwards,General Operating,,,,,,
Adolph Coors Foundation,2011,Mountain,Eagle,Access Roaring Fork,10000.00,Basalt,General Operating,,,,,,
Adolph Coors Foundation,2011,Mountain,Pitkin,Computers for Kids Foundation,10000.00,Carbondale,General Operating,,,,,,
Adolph Coors Foundation,2011,Mountain,Garfield,Roaring Fork Business Resource Center,5000.00,Glenwood Springs,General Operating,,,,,,
Adolph Coors Foundation,2011,Mountain,Summit,Summit County Family Resource Center,10000.00,Dillon,General Operating,,,,,,
Adolph Coors Foundation,2011,Mountain,Garfield,YouthZone,10000.00,Glenwood Springs,General Operating,,,,,,
Adolph Coors Foundation,2012,Mountain,Garfield,Garfield County Public Library Foundation,10000.00,Rifle,Capital,"Community, Public Affairs",,,,,
Adolph Coors Foundation,2012,Mountain,Eagle,SOS Outreach,10000.00,Avon,General Operating,,,,,,
Adolph Coors Foundation,2012,Mountain,Pitkin,The Buddy Program,10000.00,Aspen,General Operating,Children and Youth Services,,,,,
Adolph Coors Foundation,2013,Mountain,Eagle,Walking Mountains Science Center,10000.00,Avon,Program,Youth,3/29/13,,,,
Adolph Coors Foundation,2013,Mountain,Garfield,Computers for Kids Foundation,10000.00,Carbondale,General Operating,Youth,3/29/13,,,,
Adolph Coors Foundation,2013,Mountain,Garfield,New Ute Theatre Society,25000.00,Rifle,General Operating,Economic Development,3/29/13,,,,
Adolph Coors Foundation,2013,Mountain,Lake,"Lake City Downtown Improvement & Revitalization Team (DIRT), Inc.",10000.00,Lake City,Program,Economic Development,7/31/13,,,,
Adolph Coors Foundation,2013,Mountain,Lake,Full Circle of Lake County. Inc.,10000.00,Leadville,General Operating,Youth,11/27/13,,,,
Adolph Coors Foundation,2013,Mountain,Lake,Partnership For Lake County Recreation,25000.00,Leadville,General Operating,Economic Development,3/29/13,,,,
Anschutz Family Foundation,2009,Mountain,Garfield,"Advocate Safehouse Project, Inc.",5000.00,Glenwood Springs,General Operating,"Domestic Violence Shelters, Services",,,,,
Anschutz Family Foundation,2009,Mountain,Summit,"Advocates for Victims of Assult, Inc.",5000.00,Frisco,General Operating,"Domestic Violence Shelters, Services",,,,,
Anschutz Family Foundation,2009,Mountain,Garfield,"Alpine Legal Services, Inc.",5000.00,Glenwood Springs,General Operating,Legal Services,,,,,
Anschutz Family Foundation,2009,Mountain,Summit,CASA of the Continental Divide,5000.00,Dillon,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2009,Mountain,Eagle,English in Action,5000.00,Basalt,General Operating,,,,,,
Anschutz Family Foundation,2009,Mountain,Garfield,Kelsey's Kids,3500.00,Glenwood Springs,General Operating,Health                                                                     ,,,,,
Anschutz Family Foundation,2009,Mountain,Garfield,Roaring Fork Valley Early Learning Center,5000.00,Glenwood Springs,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2009,Mountain,Garfield,Senior Matters,5000.00,Carbondale,Program,,,,,,
Anschutz Family Foundation,2009,Mountain,Summit,"Summit Community Care Clinic, Inc.",7500.00,Frisco,General Operating,Health                                                                     ,,,,,
Anschutz Family Foundation,2009,Mountain,Summit,Summit Medical Center Health Foundation,5000.00,Frisco,General Operating,Health                                                                     ,,,,,
Anschutz Family Foundation,2009,Mountain,Eagle,The Eagle River Youth Coalition,5000.00,Edwards,Program,,,,,,
Anschutz Family Foundation,2009,Mountain,Garfield,Third Street Center,10000.00,Carbondale,Capital,"Community, Public Affairs",,,,,
Anschutz Family Foundation,2009,Mountain,Garfield,WindWalkers Equine Assisted Learning & Therapy Center,5000.00,Carbondale,General Operating,Disabled Persons,,,,,
Anschutz Family Foundation,2009,Mountain,Garfield,Yampah Teen Parent Program,5000.00,Glenwood Springs,General Operating,,,,,,
Anschutz Family Foundation,2009,Mountain,Garfield,Youthentity,5000.00,Carbondale,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2009,Mountain,Garfield,YouthZone,5000.00,Glenwood Springs,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2010,Mountain,Eagle,Eagle River Youth Coalition,5000.00,Edwards,Other,Children and Youth Services,,,,,
Anschutz Family Foundation,2010,Mountain,Garfield,The Manaus Fund,5000.00,Carbondale,Program,Children and Youth Services,,,,,
Anschutz Family Foundation,2010,Mountain,Summit,CASA of the Continental Divide,5000.00,Dillon,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2010,Mountain,Summit,Breckenridge Outdoor Education Center,5000.00,Breckenridge,General Operating,Disabled Persons,,,,,
Anschutz Family Foundation,2010,Mountain,Garfield,"Blue Lake Preschool, Inc.",5000.00,Carbondale,Program,Children and Youth Services,,,,,
Anschutz Family Foundation,2010,Mountain,Garfield,Crystal Valley Preschool,3500.00,Marble,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2010,Mountain,Lake,Small Steps of Lake County,2400.00,Leadville,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2010,Mountain,Garfield,Family Visitor Programs,7500.00,Glenwood Springs,Program,,,,,,
Anschutz Family Foundation,2010,Mountain,Garfield,Roaring Fork Family Resource Center,5000.00,Carbondale,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2010,Mountain,Garfield,"Alpine Legal Services, Inc.",5000.00,Glenwood Springs,General Operating,Legal Services,,,,,
Anschutz Family Foundation,2010,Mountain,Garfield,Feed My Sheep Ministry,5000.00,New Castle,General Operating,Human Services,,,,,
Anschutz Family Foundation,2010,Mountain,Garfield,LIFT-UP,5000.00,Glenwood Springs,Program,"Food, Agriculture, Nutrition",,,,,
Anschutz Family Foundation,2010,Mountain,Garfield,Tom's Door,2000.00,Carbondale,General Operating,Emergency Assistance      ,,,,,
Anschutz Family Foundation,2010,Mountain,Eagle,Can Do Multiple Sclerosis,5000.00,Edwards,General Operating,Health                                                                     ,,,,,
Anschutz Family Foundation,2010,Mountain,Summit,Summit Community Care Clinic,5000.00,Frisco,General Operating,Health                                                                     ,,,,,
Anschutz Family Foundation,2010,Mountain,Garfield,Literacy Outreach,5000.00,Glenwood Springs,General Operating,Education,,,,,
Anschutz Family Foundation,2010,Mountain,Eagle,English in Action,5000.00,Basalt,General Operating,,,,,,
Anschutz Family Foundation,2010,Mountain,Summit,Family & Intercultural Resource Center,5000.00,Dillon,Program,Emergency Assistance      ,,,,,
Anschutz Family Foundation,2010,Mountain,Garfield,"Advocate Safehouse Project, Inc.",5000.00,Glenwood Springs,General Operating,"Domestic Violence Shelters, Services",,,,,
Anschutz Family Foundation,2010,Mountain,Lake,"Full Circle of Lake County, Inc.",5000.00,Leadville,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2010,Mountain,Eagle,SOS Outreach,5000.00,Avon,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2010,Mountain,Summit,Summit County Youth and Family Services,5000.00,Frisco,Program,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Mountain,Summit,Breckenridge Outdoor Education Center,5000.00,Breckenridge,General Operating,Disabled Persons,,,,,
Anschutz Family Foundation,2011,Mountain,Garfield,Wind Walkers Equine Assisted Learning & Therapy Center,5000.00,Carbondale,General Operating,Disabled Persons,,,,,
Anschutz Family Foundation,2011,Mountain,Summit,Breckenridge Montessori,5000.00,Breckenridge,Program,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Mountain,Eagle,Early Childhood Partners,5000.00,Eagle,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Mountain,Eagle,Family Learning Center,5000.00,Edwards,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Mountain,Garfield,Roaring Fork Family Resource Centers,5000.00,Carbondale,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Mountain,Garfield,Feed My Sheep Ministry,5000.00,New Castle,General Operating,"Housing, Homeless shelters",,,,,
Anschutz Family Foundation,2011,Mountain,Garfield,LIFT-UP,5000.00,Rifle,Program,"Food, Agriculture, Nutrition",,,,,
Anschutz Family Foundation,2011,Mountain,Eagle,The Salvation Army/Vail Valley,5000.00,Edwards,General Operating,"Food, Agriculture, Nutrition",,,,,
Anschutz Family Foundation,2011,Mountain,Garfield,TOM'S Door,1000.00,Carbondale,General Operating,Emergency Assistance      ,,,,,
Anschutz Family Foundation,2011,Mountain,Eagle,Doctors Plus,5000.00,Avon,Program,Health                                                                     ,,,,,
Anschutz Family Foundation,2011,Mountain,Summit,Domus Pacis Family Respite,5000.00,Breckenridge,General Operating,Hospice,,,,,
Anschutz Family Foundation,2011,Mountain,Eagle,Vail Valley Charitable Fund,5000.00,Edwards,Program,Health                                                                     ,,,,,
Anschutz Family Foundation,2011,Mountain,Eagle,Eagle Valley Humane Society,5000.00,Eagle,General Operating,Animal Protection and Welfare,,,,,
Anschutz Family Foundation,2011,Mountain,Garfield,Literacy Outreach,5000.00,Glenwood Springs,General Operating,Education,,,,,
Anschutz Family Foundation,2011,Mountain,Summit,"Colorado West Regional Mental Health Center, Summit Center",5000.00,Frisco,Program,Health                                                                     ,,,,,
Anschutz Family Foundation,2011,Mountain,Eagle,Eagly County School District RE 50J,5000.00,Eagle,Program,Health                                                                     ,,,,,
Anschutz Family Foundation,2011,Mountain,Garfield,Colorado Mountain College,5000.00,Glenwood Springs,Program,,,,,,
Anschutz Family Foundation,2011,Mountain,Summit,Family & Intercultural Resource Center,5000.00,Dillon,General Operating,,,,,,
Anschutz Family Foundation,2011,Mountain,Garfield,High Country RSVP,5000.00,Glenwood Springs,General Operating,,,,,,
Anschutz Family Foundation,2011,Mountain,Summit,"Advocates for Victims of Assault, Inc.",5000.00,Frisco,General Operating,"Domestic Violence Shelters, Services",,,,,
Anschutz Family Foundation,2011,Mountain,Lake,"Advocates of Lake County, Inc.",7500.00,Leadville,General Operating,"Domestic Violence Shelters, Services",,,,,
Anschutz Family Foundation,2011,Mountain,Eagle,Bright Future Foundation for Eagle County,5000.00,Avon,Program,Emergency Assistance      ,,,,,
Anschutz Family Foundation,2011,Mountain,Eagle,SOS Outreach,5000.00,Avon,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Mountain,Summit,"Swan Center Outreach, Inc.",5000.00,Silverthorne,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Mountain,Eagle,The Youth Foundation,7500.00,Edwards,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Mountain,Garfield,YouthEntity,5000.00,Carbondale,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2011,Mountain,Garfield,YouthZone,5000.00,Glenwood Springs,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2012,Mountain,Lake,Partnership for Lake County Recreation,5000.00,Leadville,Program,"Civic, Community and Capacity Building",,,,,
Anschutz Family Foundation,2012,Mountain,Garfield,Third Street Center,7500.00,Carbondale,General Operating,"Civic, Community and Capacity Building",,,,,
Anschutz Family Foundation,2012,Mountain,Garfield,Advocate Safehouse Project ,7500.00,Glenwood Springs,General Operating,Crisis Intervention ,,,,,
Anschutz Family Foundation,2012,Mountain,Eagle,Bright Future Foundation for Eagle County,5000.00,Avon,Program ,Crisis Intervention ,,,,,
Anschutz Family Foundation,2012,Mountain,Pitkin,RESPONSE: Help for Survivors of Domestic Violence & Sexual Assault,5000.00,Aspen,Program,Crisis Intervention ,,,,,
Anschutz Family Foundation,2012,Mountain,Garfield,"Alpine Legal Services, Inc. ",5000.00,Glenwood Springs,General Operating,Food/Shelter/Homeless,,,,,
Anschutz Family Foundation,2012,Mountain,San Miguel,"Angel Baskets, Inc. ",5000.00,Telluride,General Operating,Food/Shelter/Homeless,,,,,
Anschutz Family Foundation,2012,Mountain,Lake,St. Vincent Hospital Foundation,10000.00,Leadville,Program,Health and Hospice,,,,,
Anschutz Family Foundation,2012,Mountain,Pitkin,English in Action,5000.00,Basalt,General Operating,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,Mountain,Garfield,Garfield County Libraries,5000.00,Rifle,Program,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,Mountain,Garfield,Roaring Fork Valley Early Learning Fund,5000.00,Glenwood Springs,Program,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,Mountain,Garfield,Colorado Mountain College Foundation. Inc. ,5000.00,Glenwood Springs,Program ,Senior Programs,,,,,
Anschutz Family Foundation,2012,Mountain,Eagle,Bravo! Vail Valley Music Festival,5000.00,Vail,Program,Youth Development,,,,,
Anschutz Family Foundation,2012,Mountain,Summit,Breckenridge Montessori,5000.00,Breckenridge,Program,Youth Development,,,,,
Anschutz Family Foundation,2012,Mountain,Summit,CASA of the Continental Divide,5000.00,Dillon,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Mountain,Lake,"Full Circle of Lake County, Inc.",7500.00,Leadville,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Mountain,Summit,Summit County Youth and Family Services,5000.00,Frisco,Program,Youth Development,,,,,
Anschutz Family Foundation,2012,Mountain,Garfield,YouthEntity,5000.00,Carbondale,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2013,Mountain,Garfield,Advocate Safehouse Project,5000.00,Glenwood Springs,General Operating,Crisis Intervention,4/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Summit,"Advocates for Victims of Assault, Inc.",5000.00,Frisco,General Operating,Crisis Intervention,11/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Lake,"Advocates of Lake County, Inc.",7500.00,Leadville,General Operating,Crisis Intervention,11/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Garfield,"Alpine Legal Services, Inc.",7500.00,Glenwood Springs,General Operating,Crisis Intervention,11/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Summit,Breckenridge Outdoor Education Center,5000.00,Breckenridge,General Operating,Disabled,4/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Summit,CASA of the Continental Divide,5000.00,Dillon,General Operating,Crisis Intervention,4/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Eagle,English in Action,5000.00,Basalt,General Operating,Self Sufficiency,4/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Garfield,Family Resource Center of the Roaring Fork School District,5000.00,Carbondale,General Operating,Self Sufficiency,4/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Garfield,Family Visitor Programs,7500.00,Glenwood Springs,General Operating,Self Sufficiency,4/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Lake,"Full Circle of Lake County, Inc.",8000.00,Leadville,General Operating,Youth Development,11/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Eagle,"Habitat for Humanity of Eagle and Lake Counties, Inc.",8000.00,Avon,Program,Low Income Housing,11/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Garfield,Literacy Outreach,5000.00,Glenwood Springs,General Operating,Self Sufficiency,4/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Summit,Mountain Hope Foundation,8000.00,Breckenridge,General Operating,Disabled,11/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Garfield,"River Center of New Castle, Inc.",5000.00,New Castle,General Operating,"Civic, Community, and Capacity Building",11/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Eagle,Roaring Fork Outdoor Volunteers,5000.00,Basalt,Program,Youth Development,4/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Garfield,"Sopris Sun, LLC",5000.00,Carbondale,General Operating,"Civic, Community, and Capacity Building",11/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Eagle,SOS Outreach,8000.00,Avon,Program,Youth Development,11/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Summit,Summit County Youth and Family Services,5000.00,Frisco,Program,Youth Development,4/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Pitkin,The Buddy Program,7500.00,Aspen,General Operating,Youth Development,11/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Garfield,Third Street Center,10000.00,Carbondale,General Operating,"Civic, Community, and Capacity Building",11/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Garfield,WindWalkers,5000.00,Carbondale,Program,Disabled,4/30/13,,,,
Anschutz Family Foundation,2013,Mountain,Garfield,YouthZone,10000.00,Glenwood Springs,General Operating,Youth Development,4/30/13,,,,
Boettcher Foundation,2009,Mountain,Garfield,Colorado Mountain College Foundation,150000.00,Glenwood Springs,Capital,Education,,,,,
Boettcher Foundation,2009,Mountain,Garfield,"Colorado West Regional Mental Health, Inc.",150000.00,Glenwood Springs,Capital,Health                                                                     ,,,,,
Boettcher Foundation,2009,Mountain,Lake,High Mountain Institute,45000.00,Leadville,Capital,,,,,,
