funder,year,region,county,nonprofit,amount,city,type,category
El Pomar Foundation,2012,Northwest,Grand,Grand Huts Association,2500,Fraser,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Northwest,Moffat,Advocates Crisis Support Services,2000,Craig,Program,Human Services ,,,,,
El Pomar Foundation,2012,Northwest,Moffat,Community Budget Center of Craig,7500,Craig,Program,Human Services ,,,,,
El Pomar Foundation,2012,Northwest,Moffat,Love Inc. of the Yampa Valley,1500,Craig,Program,Human Services ,,,,,
El Pomar Foundation,2012,Northwest,Moffat,Boys and Girls Club of Northwest Colorado,5000,Craig,General Operating,Youth Development,,,,,
El Pomar Foundation,2012,Northwest,Moffat,Friends of Moffat County Education,2000,Craig,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Northwest,Moffat,Yampa Valley Partners,3000,Craig,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Northwest,Rio Blanco,"Rangely Food Bank, Inc.",1000,Rangely,Program,Human Services ,,,,,
El Pomar Foundation,2012,Northwest,Routt,Friends of Perry-Mansfield Performing Arts School & Camp,2500,Steamboat Springs,General Operating,Arts & Humanities,,,,,
El Pomar Foundation,2012,Northwest,Routt,Tread of Pioneers Historical Commission,10000,Steamboat Springs,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Northwest,Routt,Northwest Colorado Visiting Nurse Association,10000,Steamboat Springs,General Operating,Health,,,,,
El Pomar Foundation,2012,Northwest,Routt,Horizons Specialized Services,15000,Steamboat Springs,Program,Disabled Persons,,,,,
El Pomar Foundation,2012,Northwest,Routt,Routt County Council on Aging,5000,Steamboat Springs,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Northwest,Routt,Lift-Up of Routt County,7500,Steamboat Springs,Program,Human Services ,,,,,
El Pomar Foundation,2012,Northwest,Routt,North Routt Community Charter School,2500,Clark,General Operating,Education,,,,,
Gates Family Foundation,2012,Northwest,Routt,Tread of Pioneers Historical Commission,50000,Steamboat Springs,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2012,Northwest,Routt,Town of Hayden,10000,Hayden,General Operating,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,Northwest,Routt,Steamboat Springs Winter Sports Club,100000,Steamboat Springs,Capital,"Environment, Conservation",,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Northwest,Moffat,Boys & Girls Club of Northwest Colorado,30000,Craig,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Northwest,Routt,Northwest Colorado Visiting Nurse Association,20000,Steamboat Springs,Program,Health,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Grand,Fraser Creative Learning Center,19600,Fraser,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Grand,Church of the Eternal Hills,15000,Tabernash,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Grand,Grand Beginnings,15000,Hot Sulphur Springs,General Operating,,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Moffat,Boys & Girls Clubs of Craig,26250,Craig,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Moffat,"Connections 4 Kids, Moffat County",15000,Craig,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Routt,First Impressions of Routt County,47000,Steamboat Springs,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Routt,Steamboat Springs Discovery Learning Center,35000,Steamboat Springs,Program,Children and Youth Services,,,,,
The Colorado Health Foundation,2012,Northwest,Grand,"Grand County Rural Health Network, Inc.",356285,Hot Sulphur Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Northwest,Routt,Hayden School District RE-1,195150,Hayden,Program,Health,,,,,
The Colorado Health Foundation,2012,Northwest,Routt,Northwest Colorado BOCES,420963,Steamboat Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Northwest,Routt,Northwest CO Visiting Nurse Association,558706,Steamboat Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Northwest,Routt,South Routt School District RE-2,190288,Oak Creek,Program,Health,,,,,
The Colorado Trust,2012,Northwest,Grand,Grand Beginnings,122000,Hot Sulphur Springs,Program,Access to Health,,,,,
The Colorado Trust,2012,Northwest,Routt,Northwest Colorado Visiting Nurse Association,10000,Steamboat Springs,Directed,,,,,,
Anschutz Family Foundation,2013,Northwest,Grand,Advocates for a Violence-Free Community,5000,Hot Sulphur Springs,General Operating,Crisis Intervention,11/30/13
Anschutz Family Foundation,2013,Northwest,Grand,Grand Beginnings,8000,Hot Sulphur Springs,Program,Youth Development,11/30/13
Anschutz Family Foundation,2013,Northwest,Grand,"Grand County Council on Aging, Inc.",5000,Granby,Program,Senior Programs,4/30/13
Anschutz Family Foundation,2013,Northwest,Grand,"Grand County Rural Health Network, Inc.",7500,Hot Sulphur Springs,General Operating,Health & Hospice,4/30/13
Anschutz Family Foundation,2013,Northwest,Grand,Grand Foundation,5000,Winter Park,Program,"Civic, Community, and Capacity Building",4/30/13
Anschutz Family Foundation,2013,Northwest,Grand,Habitat for Humanity of Grand County,5000,Granby,Program,Low Income Housing,4/30/13
Anschutz Family Foundation,2013,Northwest,Grand,Mountain Family Center,10000,Granby,General Operating,Self Sufficiency,11/30/13
Anschutz Family Foundation,2013,Northwest,Grand,National Sports Center for the Disabled,5000,Winter Park,Program,Disabled,4/30/13
Anschutz Family Foundation,2013,Northwest,Grand,Project Sanctuary,5000,Granby,Program,Crisis Intervention,11/30/13
Anschutz Family Foundation,2013,Northwest,Grand,Shining Stars Foundation,5000,Tabernash,General Operating,Youth Development,4/30/13
Anschutz Family Foundation,2013,Northwest,Moffat,Boys and Girls Clubs of Northwest Colorado,7500,Craig,General Operating,Youth Development,11/30/13
Anschutz Family Foundation,2013,Northwest,Moffat,Yampa Valley Data Partners,7500,Craig,General Operating,"Civic, Community, and Capacity Building",11/30/13
Anschutz Family Foundation,2013,Northwest,Rio Blanco,Giant Step Preschool & Child Care Center,5000,Rangely,General Operating,Youth Development,4/30/13
Anschutz Family Foundation,2013,Northwest,Routt,Advocates Building Peaceful Communities,5000,Steamboat Springs,General Operating,Crisis Intervention,11/30/13
Anschutz Family Foundation,2013,Northwest,Routt,Grand Futures Prevention Coalition,5000,Steamboat Springs,General Operating,Crisis Intervention,4/30/13
Anschutz Family Foundation,2013,Northwest,Routt,Northwest Rocky Mountain CASA,5000,Steamboat Springs,General Operating,Crisis Intervention,4/30/13
Anschutz Family Foundation,2013,Northwest,Routt,Partners in Routt County,7500,Steamboat Springs,General Operating,Youth Development,11/30/13
Anschutz Family Foundation,2013,Northwest,Routt,Rocky Mountain Youth Corps,10000,Steamboat Springs,General Operating,Youth Development,11/30/13
Anschutz Family Foundation,2013,Northwest,Routt,Steamboat Adaptive Recreational Sports,5000,Steamboat Springs,Program,Disabled,4/30/13
Anschutz Family Foundation,2013,Northwest,Routt,Yampa Valley Autism Program,5000,Steamboat Springs,Program,Disabled,4/30/13
Anschutz Family Foundation,2013,Northwest,Routt,Yampatika,5000,Steamboat Springs,Program,Youth Development,11/30/13
Anschutz Family Foundation,2013,Northwest,Routt,"Young Tracks, Inc.",7500,Steamboat Springs,General Operating,Youth Development,11/30/13
AV Hunter Trust,2013,Northwest,Moffat,Boys & Girls Clubs of Northwest Colorado,7500,Craig,General Operating,Youth,11/18/13
AV Hunter Trust,2013,Northwest,Grand,Advocates for a Violence Free Community,5000,Hot Sulphur Springs,General Operating,Indigent,8/29/13
Boettcher Foundation,2013,Northwest,Routt,First Impressions of Routt County,15000,Steamboat Springs,Capital,Social Service,11/14/2013
Boettcher Foundation,2013,Northwest,Routt,Colorado Mountain College Foundation,40000,Glenwood Springs,Capital,Education,2/14/2013
Caring for Colorado Foundation,2013,Northwest,Routt,Integrated Community,15000,Steamboat Springs,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Northwest,Routt,"Northwest Colorado Visiting Nurse Association, Inc.",30000,Steamboat Springs ,,,10/1/12
Caring for Colorado Foundation,2013,Northwest,Routt,"Northwest Colorado Visiting Nurse Association, Inc.",100000,Steamboat Springs ,Technical Assistance,,8/14/13
Daniels Fund,2013,Northwest,Grand,Grand Futures Prevention Coalition,30000,Granby,General Operating Support,Alcoholism and Substance Abuse,7/15/13
Daniels Fund,2013,Northwest,Routt,Lift-Up of Routt County,25000,Steamboat Springs,Program / Project,Homeless and Disadvantaged,4/1/13
Daniels Fund,2013,Northwest,Routt,Northwest Colorado Visiting Nurse Association,50000,Steamboat Springs,Program / Project,Aging,6/21/13
Daniels Fund,2013,Northwest,Routt,Rocky Mountain Youth Corps,18000,Steamboat Springs,Program / Project,Youth Development,6/21/13
El Pomar Foundation,2013,Northwest,Grand,Advocates Victim Assistance Team,5000,Hot Sulphur Springs,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Northwest,Grand,Advocates Victim Assistance Team,5000,Hot Sulphur Springs,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Northwest,Grand,Mountain Family Center,5000,Hot Sulphur Springs,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Northwest,Moffat,"Northwest Colorado Dental Coalition, Inc.",10000,Craig,General Operating,Health,9/29/13
El Pomar Foundation,2013,Northwest,Rio Blanco,Colorado Northwestern Community College,25000,Rangley,Capital,Education,12/17/13
El Pomar Foundation,2013,Northwest,Rio Blanco,Colorado Northwestern Community College Foundation,2500,Rangely,General Operating,Education,9/29/13
El Pomar Foundation,2013,Northwest,Routt,Yampa Valley Partners,7500,Craig,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Northwest,Routt,Hayden School District RE-1,2500,Hayden,Program,Education,9/29/13
El Pomar Foundation,2013,Northwest,Routt,Yampa Valley Partners,2500,Craig,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Northwest,Routt,Rocky Mountain Youth Corps,5000,Steamboat Springs,General Operating,Civic and Community,8/20/13
El Pomar Foundation,2013,Northwest,Routt,Strings Music Festival,10000,Steamboat Springs,General Operating,Arts and Culture,2/27/13
Gates Family Foundation,2013,Northwest,Routt,South Routt Medical Center,75000,Oak Creek,Renovation,"Well-being of Children, Youth & Families",6/12/13
Gates Family Foundation,2013,Northwest,Routt,Town of Hayden,10000,Hayden,Operating,Community Development & Revitalization,4/5/12
Helen K. and Arthur E. Johnson Foundation,2013,Northwest,Routt,Boys & Girls Club Of Northwest Colorado,30000,Craig,General Operating,Youth Development,12/5/13
Helen K. and Arthur E. Johnson Foundation,2013,Northwest,Routt,Northwest Colorado Visiting Nurse Association,20000,Steamboat Springs,General Operating,Home Health Care,12/6/13
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Eternal Hills Christian Preschool,15000,Tabernash,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Fraser Creative Learning Center,15000,Fraser,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Grand Beginnings (EC Council),15000,Hot Sulphur Springs,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Grand Kids,10000,Fraser,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Routt,Family Development Center of Steamboat Springs,35000,Steamboat Springs,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Routt,First Impressions of Routt County,57000,Steamboat Springs,Program,Early Childhood,
The Colorado Health Foundation,2013,Northwest,Routt,Northwest Colorado Visiting Nurse Association,316920,Steamboat Springs,Program,,2/21/13
The Colorado Health Foundation,2013,Northwest,Routt,Town of Oak Creek,59045,Oak Creek,Capital,,6/6/13
The Colorado Trust,2013,Northwest,Grand,"Grand County Council On Aging, Inc",5000,Granby,General Operating,Northwest RPD,11/13/13
The Colorado Trust,2013,Northwest,Grand,Grand County Rural Health Network Inc.,20000,Hot Sulphur Springs,Program,Convening for Colorado,12/4/13
The Colorado Trust,2013,Northwest,Routt,"Reaching Everyone Preventing Suicide, Inc.",5000,Steamboat Springs,General Operating,Northwest RPD,11/13/13
The Colorado Trust,2013,Northwest,Routt,Rocky Mountain Youth Corps,5000,Steamboat Springs,General Operating,Northwest RPD,11/13/13
El Pomar Foundation,2014,Northwest,Routt ,Advocates Against Battering and Abuse,2500,Steamboat Springs,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Northwest,Routt ,Partners in Routt County,2500,Steamboat Springs,General Operating,Civic and Community,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Northwest,Routt ,Yampa Fire Protection District,5000,Yampa,Capital,Human Services,5/7/14,,,,,,,,,,
Adolph Coors Foundation,2014,Northwest,Routt,Partners in Routt County,10000,Steamboat Springs,General Operating,,11/28/14,,,,,,,,,,
Adolph Coors Foundation,2014,Northwest,Routt,"Steamboat Institute, The",10000,Steamboat Springs,General Operating,,7/31/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northwest,Routt,Integrated Community,5000,Steamboat Springs,Program,Self Sufficiency,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northwest,Routt,"Routt County Council on Aging, Inc.",10000,Steamboat Springs,General Operating,Senior Programs,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northwest,Routt,Steamboat Adaptive Recreational Sports,7500,Steamboat Springs,Program,Disabled,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northwest,Routt,Yampa Valley Autism Program,8000,Steamboat Springs,Program,Disabled,4/30/14,,,,,,,,,,
AV Hunter Trust,2014,Northwest,Routt,Steamboat Adaptive Recreational Sports (STARS),7500,Steamboat Springs,General Operating,Disabled,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Northwest,Routt,Northwest Rocky Mountain CASA,5000,Steamboat Springs,General Operating,Youth,8/20/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Northwest,Routt,Integrated Community,15000,Steamboat Springs,Program,Health,1/29/14,,,,,,,,,,
Daniels Fund,2014,Northwest,Routt,"Horizons Specialized Services, Incorporated",20000,Steamboat Springs,Program,Disabilities,,,,,,,,,,,
Daniels Fund,2014,Northwest,Routt,"Young Tracks, Incorporated",30000,Steamboat Springs,Capital,Early Childhood Education,,,,,,,,,,,
Helen K. and Arthur E. Johnson Foundation,2014,Northwest,Routt,Northwest Colorado Visiting Nurse Assoc.,20000,Steamboat Springs,General Support,Health,12/2/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northwest,Routt,Family Development Center of Steamboat Springs,38500,Steamboat Springs,Program,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northwest,Routt,Young Tracks,20000,Steamboat Springs,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northwest,Routt,First Impressions of Routt County,57000,Steamboat Springs,Program,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Health Foundation,2014,Northwest,Routt,Northwest Colorado Visiting Nurse Association,479190,Steamboat Springs,General Operating,Health,2/25/14,,,,,,,,,,
The Colorado Trust,2014,Northwest,Routt,"Northwest Colorado Visiting Nurse Association, Inc.",5000,Steamboat Springs,General Operating,Health,3/14/14,,,,,,,,,,
The Colorado Trust,2014,Northwest,Routt,"Northwest Colorado Visiting Nurse Association, Inc.",200000,Steamboat Springs,General Operating,Health,11/11/14,,,,,,,,,,
The Colorado Trust,2014,Northwest,Routt,"Northwest Colorado Visiting Nurse Association, Inc.",40000,Steamboat Springs,General Operating,Health,3/26/14,,,,,,,,,,
El Pomar Foundation,2014,Northwest,Rio Blanco ,Colorado Northwestern Community College,13000,Rangely,Program,Education,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Northwest,Rio Blanco ,Colorado Northwestern Community College Foundation,5000,Rangely,Program,Education,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Northwest,Rio Blanco ,"Rio Blanco County Historical Society , Inc.",5000,Meeker,Capital,Arts and Culture,12/15/14,,,,,,,,,,
Boettcher Foundation,2014,Northwest,Rio Blanco,Colorado Northwestern Community College Foundation,75000,Rangely,Capital,Education,4/1/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Northwest,Rio Blanco,Colorado Northwestern Community College,78661,Craig,Capital,Health,5/27/14,,,,,,,,,,
Adolph Coors Foundation,2014,Northwest,Moffat,Bear River Young Life,10000,Craig,General Operating,,3/31/14,,,,,,,,,,
Adolph Coors Foundation,2014,Northwest,Moffat,Boys and Girls Clubs of Northwest Colorado,15000,Craig,General Operating,,11/28/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northwest,Moffat,"Moffat County United Way, Inc.",7500,Craig,Program,Self Sufficiency,11/30/14,,,,,,,,,,
AV Hunter Trust,2014,Northwest,Moffat,Boys & Girls Clubs of Northwest Colorado,7500,Craig,General Operating,Youth,11/24/14,,,,,,,,,,
Daniels Fund,2014,Northwest,Moffat,"Moffat County United Way, Incorporated",50000,Craig,Program,Homeless and Disadvantaged,,,,,,,,,,,
Helen K. and Arthur E. Johnson Foundation,2014,Northwest,Moffat,Boys and Girls Club of Northwest Colorado- Craig,25000,Craig,General Support,Youth,12/2/14,,,,,,,,,,
El Pomar Foundation,2014,Northwest,Grand ,"Grand County Council on Aging, Inc.",2500,Granby,General Operating,Human Services,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,Northwest,Grand ,Rocky Mountain Repertory Theatre,1500,Grand Lake,General Operating,Arts and Culture,5/7/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northwest,Grand,Grand Beginnings,8000,Hot Sulphur Springs,Program,Early Childhood,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northwest,Grand,"Grand County Council on Aging, Inc.",7500,Granby,Program,Senior Programs,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northwest,Grand,"Grand County Rural Health Network, Inc.",9423,Hot Sulphur Springs,General Operating,Health & Hospice,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northwest,Grand,Grand Futures Prevention Coalition,7500,Granby,General Operating,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northwest,Grand,Grand Kids,10000,Fraser,Program,Early Childhood,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northwest,Grand,Transit Alliance,10000,Granby,Program,"Civic, Community, and Technical Assistance",11/30/14,,,,,,,,,,
AV Hunter Trust,2014,Northwest,Grand,Advocates for a Violence Free Community,5000,Hot Sulphur Springs,General Operating,Indigent,8/20/14,,,,,,,,,,
Daniels Fund,2014,Northwest,Grand,"Heart of the Mountains Volunteer Hospice, Incorporated",20000,Hot Sulphur Springs,General Operating,Aging,,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northwest,Grand,Eternal Hills Christian Preschool,17000,Tabernash,Program,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northwest,Grand,Grand Beginnings (EC Council),20000,Hot Sulphur Springs,General Operating,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Health Foundation,2014,Northwest,Grand,Grand County Rural Health Network,185485,Hot Sulphur Springs,Program,Health,5/22/14,,,,,,,,,,
The Colorado Trust,2014,Northwest,Grand,Grand County Rural Health Network Inc.,200000,Hot Sulphur Springs,General Operating,Health,11/4/14,,,,,,,,,,
The Colorado Trust,2014,Northwest,Grand,Grand County Rural Health Network Inc.,40000,Hot Sulphur Springs,General Operating,Health,3/26/14,,,,,,,,,,
