funder,year,region,county,nonprofit,amount,city,type,category
Anschutz Family Foundation,2010,Heart of Colorado,Lake,Small Steps of Lake County,2400,Leadville,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Heart of Colorado,Lake,"Full Circle of Lake County, Inc.",5000,Leadville,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Heart of Colorado,Park,South Park Early Childhood System,5000,Fairplay,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Heart of Colorado,Park,"South Park Seniors, Inc.",5000,Fairplay,Program,,
Anschutz Family Foundation,2010,Heart of Colorado,Park,Mountain Peace Shelter,5000,Bailey,General Operating,"Domestic Violence Shelters, Services",
Anschutz Family Foundation,2010,Heart of Colorado,Summit,CASA of the Continental Divide,5000,Dillon,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Heart of Colorado,Summit,Breckenridge Outdoor Education Center,5000,Breckenridge,General Operating,Disabled Persons,
Anschutz Family Foundation,2010,Heart of Colorado,Summit,Summit Community Care Clinic,5000,Frisco,General Operating,Health                                                                     ,
Anschutz Family Foundation,2010,Heart of Colorado,Summit,Family & Intercultural Resource Center,5000,Dillon,Program,Emergency Assistance      ,
Anschutz Family Foundation,2010,Heart of Colorado,Summit,Summit County Youth and Family Services,5000,Frisco,Program,Children and Youth Services,
Anschutz Family Foundation,2010,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.",5000,Woodland Park,General Operating,Health                                                                     ,
Anschutz Family Foundation,2010,Heart of Colorado,Teller,Teller Senior Coalition,5000,Woodland Park,General Operating,,
AV Hunter Trust,2010,Heart of Colorado,Fremont,"Canon City Golden Age Center, Inc.",7500,Canon City,Program Support,Seniors,11/22/10
AV Hunter Trust,2010,Heart of Colorado,Fremont,Senior Services Solutions Plus,5000,Canon City,General Operating,Seniors,11/22/10
AV Hunter Trust,2010,Heart of Colorado,Summit,CASA of the Continental Divide,5000,Dillon,General Operating,Youth,8/30/10
AV Hunter Trust,2010,Heart of Colorado,Lake,St. George Community Meals,10000,Leadville,General Operating,Indigent,6/1/10
AV Hunter Trust,2010,Heart of Colorado,Lake,"Full Circle of Lake County, Inc.",5000,Leadville,Program Support,Indigent,11/22/10
AV Hunter Trust,2010,Heart of Colorado,Lake,The Center,30000,Leadville,Program Support,Youth,11/22/10
AV Hunter Trust,2010,Heart of Colorado,Lake,St. George Community Meals,5000,Leadville,General Operating,Indigent,12/20/10
AV Hunter Trust,2010,Heart of Colorado,Chaffee,Colorado Farm to Table,5000,Salida,General Operating,Indigent,6/1/10
AV Hunter Trust,2010,Heart of Colorado,Chaffee,Boys & Girls Club of Chaffee County,7500,Salida,General Operating,Youth,11/22/10
AV Hunter Trust,2010,Heart of Colorado,Chaffee,Colorado Farm to Table,2500,Salida,General Operating,Indigent,12/17/10
AV Hunter Trust,2010,Heart of Colorado,Teller,Habitat for Humanity of Teller County,5000,Woodland Park,General Operating,Indigent,8/30/10
Boettcher Foundation,2010,Heart of Colorado,Custer,Custer 2020,75000,Westcliffe,Capital,,
Boettcher Foundation,2010,Heart of Colorado,Lake,Colorado Mountain College,75000,Leadville,Capital,Education,
Boettcher Foundation,2010,Heart of Colorado,Summit,Colorado Mountain College,75000,Breckenridge,Capital,Education,
Caring for Colorado Foundation,2010,Heart of Colorado,Chaffee,Chaffee People's Clinic,38800,Salida,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Heart of Colorado,Chaffee,Neighbor to Neighbor Volunteers,20000,Salida,Not Provided,,
Caring for Colorado Foundation,2010,Heart of Colorado,Chaffee,"Salida Hospital Foundation, dba: Heart of the Rockies Regional Medical Cent",50000,Salida,Not Provided,Health                                                                     ,
Caring for Colorado Foundation,2010,Heart of Colorado,Park,Rocky Mountain Rural Health,49730,Fairplay,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Heart of Colorado,Teller,Southwest Teller County Emergency Medical Services,8000,Cripple Creek,Not Provided,Health                                                                     ,
Daniels Fund,2010,Heart of Colorado,Fremont,Florence Senior Citizen Council on Aging,10000,Florence,Other,"Community, Public Affairs",
Daniels Fund,2010,Heart of Colorado,Fremont,Rocky Mountain Behavioral Health,10000,Canon City,Program,Health                                                                     ,
Daniels Fund,2010,Heart of Colorado,Summit,Breckenridge Outdoor Education Center,10000,Breckenridge,General Operating,Education,
Daniels Fund,2010,Heart of Colorado,Summit,"Advocates for Victims of Assault, Inc.",15000,Frisco,Program,"Domestic Violence Shelters, Services",
Daniels Fund,2010,Heart of Colorado,Teller,Help the Needy,10000,Woodland Park,General Operating,Human Services,
Daniels Fund,2010,Heart of Colorado,Teller,Little Chapel of the Hills,8500,Divide,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,5000,Salida,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Chaffee Housing Trust,15000,Salida,General Operating,"Housing, Homeless shelters",
El Pomar Foundation,2010,Heart of Colorado,Chaffee,"Moms for Moms, Inc.",10000,Salida,Other,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Ark Valley Humane Society,7500,Buena Vista,Program,Animal Protection and Welfare,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Alliance Against Domestic Abuse,5000,Salida,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Grainery Ministries,2500,Salida,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,New Caring and Sharing,5000,Salida,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Society of the First Presbyterian Church of Salida,5000,Salida,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,10000,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,1500,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,1500,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Chaffee County Publich Health,15000,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Chaffee People's Clinic,1500,Salida,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Salida Hospital Foundation,15000,Salida,Event,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Buena Vista High School,5000,Buena Vista,Other,Education,
El Pomar Foundation,2010,Heart of Colorado,Custer,Custer County Search and Rescue,7000,Westcliffe,Capital,"Public safety, Emergency relief",
El Pomar Foundation,2010,Heart of Colorado,Custer,Wet Mountain Valley Community Foundation,1720,Westcliffe,Program,Education,
El Pomar Foundation,2010,Heart of Colorado,Custer,West Custer County Hospital District,10000,Westcliffe,Other,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Custer,"Catholic Charities of the Diocese of Pueblo, Inc.",5000,Westcliffe,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Custer,Hope Evangelical Lutheran Church,2500,Westcliffe,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Custer,Crystal Mountain Center for Performing Arts,1500,Westcliffe,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Heart of Colorado,Custer,Custer County Public Health Agency,7500,Westcliffe,Event,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Custer,Custer County Public Health Agency,5000,Westcliffe,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Boys & Girls Club of Fremont County,40000,Canon City,General Operating,Children and Youth Services,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Fremont Regional Hospice,12000,Canon City,Program,Hospice,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County,12500,Canon City,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,10000,Canon City,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Fremont County Public Health,20000,Canon City,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Fremont,St. Thomas More Hospital,15000,Canon City,Event,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Lake,"Full Circle of Lake County, Inc.",5000,Leadville,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Lake,Small Steps,7500,Leadville,Program,Children and Youth Services,
El Pomar Foundation,2010,Heart of Colorado,Lake,"Advocates of Lake County, Inc.",12000,Leadville,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Heart of Colorado,Lake,First Presbyterian Church,1000,Leadville,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Lake,Holy Family Parish,1000,Leadville,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Lake,Lake County Human Services,10000,Leadville,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Lake,St. George Episcopal Church,1000,Leadville,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Lake,"Advocates of Lake County, Inc.",50000,Leadville,Program,"Housing, Homeless shelters",
El Pomar Foundation,2010,Heart of Colorado,Park,Gold Belt Tour Scenic and Historic Byway Association,5000,Guffey,Capital,"Community, Public Affairs",
El Pomar Foundation,2010,Heart of Colorado,Park,Lake George Fire Protection District,2500,Lake George,Other,"Public safety, Emergency relief",
El Pomar Foundation,2010,Heart of Colorado,Park,Park County Vision 2020,2500,Fairplay,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Park,Park County Senior Coalition,2500,Fairplay,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Park,South Park Food Bank,7500,Fairplay,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Park,Boys and Girls Club of South Park,15000,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Park,Park County Search and Rescue,1500,Bailey,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2010,Heart of Colorado,Park,Rocky Mountain Rural Health,12500,Fairplay,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Park,Rocky Mountain Rural Health,10000,Fairplay,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Summit,Lake Dillon Foundation for the Performing Arts,7500,Dillon,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Heart of Colorado,Summit,Breckenridge Outdoor Education Center,7500,Breckenridge,Program,Education,
El Pomar Foundation,2010,Heart of Colorado,Summit,"Advocates for Victims of Assault, Inc.",5000,Frisco,General Operating,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Heart of Colorado,Summit,"Early Intervention Colorado of Summit County, Inc.",2500,Frisco,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Summit,Family Wellness Center,1500,Frisco,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Summit,Keystone Center,7500,Keystone,General Operating,Education,
El Pomar Foundation,2010,Heart of Colorado,Summit,Dillon Community Church,1000,Dillon,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Summit,Father Dyer United Methodist Church,1000,Breckenridge,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Summit,"Summit County Community Care Clinic, Inc.",7000,Frisco,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Summit,Summit County Family Resource Center,6000,Dillon,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Summit,"Summit County Care Clinic, Inc.",1500,Frisco,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Summit,"Summit County Care Clinic, Inc.",1500,Frisco,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Summit,"Summit Radio and TV, Inc.",1500,Breckenridge,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Heart of Colorado,Teller,Teller Senior Coalition,5000,Woodland Park,General Operating,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Teller,Feline Friends of the Pikes Peak Region,3900,Florissant,General Operating,Animal Protection and Welfare,
El Pomar Foundation,2010,Heart of Colorado,Teller,Little Chapel of the Hills,5000,Divide,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Teller,Teller County Safe House,5000,Woodland Park,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Heart of Colorado,Teller,Teller Senior Coalition,5000,Woodland Park,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Teller,"Woodland Park Community Cupboard, inc.",2500,Woodland Park,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Teller,Cripple Creek Victor High School,5000,Cripple Creek,Other,Education,
Gates Family Foundation,2010,Heart of Colorado,Custer,Custer 2020,100000,Silver Cliff,Capital,"Environment, Conservation",
Gates Family Foundation,2010,Heart of Colorado,Custer,San Isabel Land Protection Trust,70000,Westcliffe,Capital,"Environment, Conservation",
Helen K. and Arthur E. Johnson Foundation,2010,Heart of Colorado,Chaffee,"Colorado Farm to Table, Inc.",15000,Salida,General Operating,Human Services,
Helen K. and Arthur E. Johnson Foundation,2010,Heart of Colorado,Chaffee,"Colorado Farm to Table, Inc.",25000,Salida,Capital,Human Services,
Helen K. and Arthur E. Johnson Foundation,2010,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",12500,Canon City,Capital,,
Helen K. and Arthur E. Johnson Foundation,2010,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.",15000,Woodland Park,General Operating,Health                                                                     ,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Chaffee,Boys & Girls Clubs of Chaffee County,35000,Salida,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Chaffee,Family & Youth Initiatives Division,25000,Salida,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Chaffee,"Chaffee County Montessori School, Inc.",10000,Salida,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Fremont,Development Opportunities- Starpoint,404745,Canon City,Program,,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Fremont,Park Avenue Child Center,23000,Canon City,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Lake,"Full Circle of Lake County, Inc.",10000,Leadville,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Park,Park County School District RE-2,35000,Fairplay,Program,Education,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Park,Bristlecone Montessori School,10000,Alma,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Summit,Summit County Department of Human Services,25000,Frisco,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Summit,Family Wellness Center,5000,Frisco,Program,,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Teller,Community Partnership Family Resource Center,18000,Divide,Program,Education,
The Colorado Health Foundation,2010,Heart of Colorado,Chaffee,Chaffee County Dental Coalition,20764,Salida,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Chaffee,Livewell of Chaffee County,30900,Salida,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Custer,"Custer 2020, Inc.",90000,Silver Cliff,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Custer,West Custer County Hospital District,81998,Westcliffe,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Fremont,Catholic Health Initiatives Colorado Founation,289962,Canon City,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Summit,Family and Intercultural Resource Center,97157,Dillon,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Summit,Summit Community Care Clinic,372228,Frisco,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Summit,Summit Community Care Clinic,172196,Frisco,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Summit,Summit Foundation,10000,Breckenridge,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Summit,Summit Prevention Alliance,54364,Frisco,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Summit,The Family Wellness Center,15000,Frisco,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Teller,Cripple Creek Victor School District RE-1,20000,Cripple Creek,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Teller,Cripple Creek Victor School District RE-2,400000,Cripple Creek,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Teller,Cripple Creek Victor School District RE-3,27860,Cripple Creek,Program,Health                                                                     ,
The Colorado Trust,2010,Heart of Colorado,Chaffee,Ark-Valley Humane Society,2110,Buena Vista,General Operating,Animal Protection and Welfare,
The Colorado Trust,2010,Heart of Colorado,Summit,Rural Resort Region Early Childhood Council- Northeast Division,93000,Dillon,Program,Health                                                                     ,
The Colorado Trust,2010,Heart of Colorado,Summit,Summit Community Care Clinic,25000,Frisco,Program,Health                                                                     ,
The Colorado Trust,2010,Heart of Colorado,Teller,Teller/Park Early Childhood Council,63000,Divide,Program,Health                                                                     ,
Adolph Coors Foundation,2011,Heart of Colorado,Chaffee,Boys & Girls Clubs of Chaffee County,10000,Salida,General Operating,,
Adolph Coors Foundation,2011,Heart of Colorado,Custer,Cross D Bar Recreation Center,5000,Westcliffe,General Operating,,
Adolph Coors Foundation,2011,Heart of Colorado,Fremont,Boys & Girls of Fremont County,10000,Canon City,General Operating,,
Adolph Coors Foundation,2011,Heart of Colorado,Park,Boys & Girls Club of South Park,10000,Fairplay,General Operating,,
Adolph Coors Foundation,2011,Heart of Colorado,Summit,Summit County Family Resource Center,10000,Dillon,General Operating,,
Anschutz Family Foundation,2011,Heart of Colorado,Chaffee,The Grainery Ministries,5000,Salida,General Operating,"Food, Agriculture, Nutrition",
Anschutz Family Foundation,2011,Heart of Colorado,Chaffee,Chaffee People's Clinic,5000,Salida,General Operating,Health                                                                     ,
Anschutz Family Foundation,2011,Heart of Colorado,Chaffee,Family and Youth Initiatives,5000,Salida,Program,Children and Youth Services,
Anschutz Family Foundation,2011,Heart of Colorado,Custer,Excellence in Education Committee and Designated Fund,3500,Westcliffe,Program,Education,
Anschutz Family Foundation,2011,Heart of Colorado,Custer,VALI Residence and VALI Home Care,5000,Silver Cliff,General Operating,Disabled Persons,
Anschutz Family Foundation,2011,Heart of Colorado,Custer,"Boys and Girls Club of Fremont County, Inc.",5000,Canon City,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,Park Avenue Child Center,5000,Canon City,Program,Children and Youth Services,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,Arkansas Valley Ambulance,5000,Cotopaxi,General Operating,Health                                                                     ,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,"The Canon City Golden Age Council, Inc.",5000,Canon City,General Operating,,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,The Florence Senior Center,5000,Florence,General Operating,,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,Senior Services Solutions Plus,5000,Canon City,General Operating,Disabled Persons,
Anschutz Family Foundation,2011,Heart of Colorado,Lake,"Advocates of Lake County, Inc.",7500,Leadville,General Operating,"Domestic Violence Shelters, Services",
Anschutz Family Foundation,2011,Heart of Colorado,Park,Bristlecone Montessori School,5000,Alma,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Heart of Colorado,Park,South Park Early Childhood System,5000,Fairplay,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,5000,Fairplay,General Operating,Health                                                                     ,
Anschutz Family Foundation,2011,Heart of Colorado,Summit,Breckenridge Outdoor Education Center,5000,Breckenridge,General Operating,Disabled Persons,
Anschutz Family Foundation,2011,Heart of Colorado,Summit,Breckenridge Montessori,5000,Breckenridge,Program,Children and Youth Services,
Anschutz Family Foundation,2011,Heart of Colorado,Summit,Domus Pacis Family Respite,5000,Breckenridge,General Operating,Hospice,
Anschutz Family Foundation,2011,Heart of Colorado,Summit,"Colorado West Regional Mental Health Center, Summit Center",5000,Frisco,Program,Health                                                                     ,
Anschutz Family Foundation,2011,Heart of Colorado,Summit,Family & Intercultural Resource Center,5000,Dillon,General Operating,,
Anschutz Family Foundation,2011,Heart of Colorado,Summit,"Advocates for Victims of Assault, Inc.",5000,Frisco,General Operating,"Domestic Violence Shelters, Services",
Anschutz Family Foundation,2011,Heart of Colorado,Summit,"Swan Center Outreach, Inc.",5000,Silverthorne,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Heart of Colorado,Teller,Help the Needy,6000,Woodland Park,General Operating,Emergency Assistance      ,
Anschutz Family Foundation,2011,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.",5000,Woodland Park,General Operating,Hospice,
Anschutz Family Foundation,2011,Heart of Colorado,Teller,Teller Senior Coalition,5000,Woodland Park,General Operating,,
AV Hunter Trust,2011,Heart of Colorado,Summit,Breckenridge Outdoor Education Center,15000,Breckenridge,Program,Disabled,11/22/11
AV Hunter Trust,2011,Heart of Colorado,Fremont,"Canon City Golden Age Center, Inc.",10000,Canon City,Program,Seniors,11/22/11
AV Hunter Trust,2011,Heart of Colorado,Fremont,Senior Services Solutions Plus,5000,Canon City,General Operating,Seniors,11/22/11
AV Hunter Trust,2011,Heart of Colorado,Fremont,Senior Services Solutions Plus,2500,Canon City,General Operating,Seniors,12/21/11
AV Hunter Trust,2011,Heart of Colorado,Summit,CASA of the Continental Divide,5000,Dillon,General Operating,Youth,8/29/11
AV Hunter Trust,2011,Heart of Colorado,Lake,St. George Community Meals,15000,Leadville,General Operating,Indigent,6/3/11
AV Hunter Trust,2011,Heart of Colorado,Lake,"Full Circle of Lake County, Inc.",10000,Leadville,Program,Indigent,11/22/11
AV Hunter Trust,2011,Heart of Colorado,Lake,The Center,30000,Leadville,Program,Youth,11/22/11
AV Hunter Trust,2011,Heart of Colorado,Chaffee,Colorado Farm to Table,7500,Salida,General Operating,Indigent,6/3/11
AV Hunter Trust,2011,Heart of Colorado,Chaffee,Valley to Valley Senior Care Center,5000,Salida,General Operating,Seniors,11/22/11
AV Hunter Trust,2011,Heart of Colorado,Chaffee,Valley to Valley Senior Care Center,2500,Salida,General Operating,Seniors,12/20/11
AV Hunter Trust,2011,Heart of Colorado,Teller,Habitat for Humanity of Teller County,10000,Woodland Park,General Operating,Indigent,8/29/11
AV Hunter Trust,2011,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.",10000,Woodland Park,Program,Seniors,8/29/11
AV Hunter Trust,2011,Heart of Colorado,Teller,Teller Senior Coalition,5000,Woodland Park,General Operating,Seniors,11/22/11
Caring for Colorado Foundation,2011,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",18000,Canon City,Program,Human Services,
Caring for Colorado Foundation,2011,Heart of Colorado,Fremont,Colorado Health Initiatives Colorado Foundation,49408,Canon City,Capital,Health                                                                     ,
Caring for Colorado Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,10000,Fairplay,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,50000,Fairplay,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Heart of Colorado,Summit,Summit Community Care Clinic,45493,Frisco,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Heart of Colorado,Teller,Cripple Creek-Victor School District RE-1,50000,Cripple Creek,Capital,Health                                                                     ,
Daniels Fund,2011,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.",10000,Salida,General Operating,"Community, Public Affairs",
Daniels Fund,2011,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.",5000,Salida,General Operating,"Community, Public Affairs",
Daniels Fund,2011,Heart of Colorado,Chaffee,Boys & Girls Club of Chaffee County,30000,Salida,General Operating,Children and Youth Services,
Daniels Fund,2011,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",22000,Canon City,General Operating,"Community, Public Affairs",
Daniels Fund,2011,Heart of Colorado,Fremont,Fremont Regional Hospice,12000,Canon City,Program,Hospice,
Daniels Fund,2011,Heart of Colorado,Fremont,"Family Crisis Services, Inc.",10000,Canon City,General Operating,"Housing, Homeless shelters",
Daniels Fund,2011,Heart of Colorado,Lake,"Full Circle of Lake County, Inc",20000,Leadville,Program,Children and Youth Services,
Daniels Fund,2011,Heart of Colorado,Park,Park County School District RE-2,20000,Fairplay,Program,Education,
Daniels Fund,2011,Heart of Colorado,Park,"Park County Crisis Center, Inc.",20000,Bailey,General Operating,"Housing, Homeless shelters",
Daniels Fund,2011,Heart of Colorado,Summit,Summit County Department of Youth and Family Services,15000,Frisco,Program,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Chaffee County Search and Rescue- South,5000,Salida,Other,"Public safety, Emergency relief",
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Full Circle Center for Community Restorative Justice,5000,Salida,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.",5000,Salida,General Operating,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Salida Hospital Foundation,25000,Salida,General Operating,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Chaffee People's Clinic,5500,Salida,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,New Caring and Sharing,2000,Salida,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Society of the First Presbyterian Church of Salida,6000,Salida,Program,,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,10000,Salida,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,10000,Salida,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,1500,Salida,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Chaffee County Public Health,7500,Salida,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Full Circle for Community Restorative Justice,3000,Salida,General Operating,,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Salida Hospital Foundation,10000,Salida,Event,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Buena Vista High School,5000,Buena Vista,Other,Education,
El Pomar Foundation,2011,Heart of Colorado,Custer,Hope Evangelical Lutheran Church,4000,Westcliffe,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,Heart of Colorado,Custer,"All Aboard Westcliffe, Inc.",1500,Westcliffe,General Operating,,
El Pomar Foundation,2011,Heart of Colorado,Custer,Custer 2020,5000,Westcliffe,Program,,
El Pomar Foundation,2011,Heart of Colorado,Custer,Custer County Public Health Agency,10000,Westcliffe,Event,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Custer,Custer County Transitions,5000,Westcliffe,Program,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Custer,Sustainable Ways,5000,Westcliffe,General Operating,"Environment, Conservation",
El Pomar Foundation,2011,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",10000,Canon City,Program,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Fremont,Florence Senior Citizens Council on Aging,5000,Florence,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Fremont,Senior Services Solutions Plus,3000,Canon City,General Operating,Human Services,
