funder,year,region,county,nonprofit,amount,city,type,category
Anschutz Family Foundation,2011,San Luis Valley,Conejos,Little Treasures Preschool,5000,La Jara,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,San Luis Valley,Mineral,"Creede Repertory Theatre, Inc.",5000,Creede,Program,Children and Youth Services,
Anschutz Family Foundation,2011,San Luis Valley,Rio Grande,High Valley Community Center,5000,Del Norte,Program,Children and Youth Services,
Anschutz Family Foundation,2011,San Luis Valley,Saguache,Crestone Musical Festival,5000,Crestone,General Operating,Economic Development      ,
Anschutz Family Foundation,2011,San Luis Valley,Saguache,ScSEED,5000,Villa Grove,General Operating,Economic Development      ,
Anschutz Family Foundation,2011,San Luis Valley,Saguache,Crestone Youth Place,5000,Crestone,General Operating,Children and Youth Services,
AV Hunter Trust,2011,San Luis Valley,Alamosa ,"Tu Casa, Inc.",10000,Alamosa,General Operating,Indigent,8/29/11
AV Hunter Trust,2011,San Luis Valley,Alamosa ,Boys & Girls Club of the San Luis Valley,20000,Alamosa,General Operating,Youth,11/22/11
AV Hunter Trust,2011,San Luis Valley,Alamosa ,La Puente Home,30000,Alamosa,General Operating,Indigent,11/22/11
AV Hunter Trust,2011,San Luis Valley,Conejos,Valle del Sol Community Center,5000,Capulin,General Operating,Youth,11/22/11
AV Hunter Trust,2011,San Luis Valley,Rio Grande,High Valley Community Center,7500,Del Norte,Program,Youth,11/22/11
AV Hunter Trust,2011,San Luis Valley,Conejos,"Northerners Senior Citizens Association, Inc.",5000,La Jara,General Operating,Seniors,11/22/11
Boettcher Foundation,2011,San Luis Valley,Alamosa,Adams State College,27016,Alamosa,Student Aid/Scholarship,Education,
Boettcher Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",15000,Alamosa,Capital,,
Boettcher Foundation,2011,San Luis Valley,Rio Grande,Rio Grande Headwaters Land Trust,2500,Del Norte,General Operating,,
Boettcher Foundation,2011,San Luis Valley,Saguache,Town of Crestone,25000,Crestone,Capital,,
Caring for Colorado Foundation,2011,San Luis Valley,Alamosa,Adams State College,79878,Alamosa,Program,Education,
Caring for Colorado Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,49692,Alamosa,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",100000,Alamosa,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",100000,Alamosa,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",175000,Alamosa,Program,Health                                                                     ,
Daniels Fund,2011,San Luis Valley,Alamosa,Alamosa School District RE-11J,25000,Alamosa,Program,Education,
Daniels Fund,2011,San Luis Valley,Alamosa,Alamosa School District RE-11J,2500,Alamosa,Program,Education,
Daniels Fund,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",90000,Alamosa,General Operating,"Housing, Homeless shelters",
Daniels Fund,2011,San Luis Valley,Alamosa,Adams State College Foundation,2500,Alamosa,Program,Children and Youth Services,
Daniels Fund,2011,San Luis Valley,Rio Grande,"High Valley Community Center, Inc.",12000,Del Norte,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Health Education Center,5000,Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Alamosa Senior Citizens, Inc.",5000,Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",25000,Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Alamosa County Public Health,5000,Alamosa,Program,Emergency Assistance      ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",25000,Alamosa,Program,Emergency Assistance      ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"South-Central Colorado Seniors, Inc.",10000,Alamosa,Program,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Valley-Wide Health Services Inc.,10000,Alamosa,Program,Emergency Assistance      ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley,5000,Alamosa,General Operating,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Center for Restorative Programs,4000,Alamosa,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Alamosa Community Greenhouse, Inc.",750,Alamosa,Program,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Alamosa Live Music Association,5000,Alamosa,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Alamosa Live Music Association,5700,Alamosa,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Alamosa School District RE-11J,2500,Alamosa,Program,Education,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley,7000,Alamosa,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley,7500,Alamosa,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley,1500,Alamosa,General Operating,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Canto Al Pueblo,2000,Alamosa,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Canto Al Pueblo,7000,Alamosa,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Center for Restorative Programs,10000,Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Dedicated Hearts Foundation,10000,Alamosa,Program,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Hospice Del Valle, Inc.",5338,Alamosa,Other,Hospice,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",4000,Alamosa,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,1500,Alamosa,General Operating,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Christian Community Services,1500,Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Ecosystem Council,2500,Alamosa,Program,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Regional Medical Center,47000,Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Regional Medical Center,13000,Alamosa,Other,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"San Luis Valley Regional Science Fair, Inc.",2200,Alamosa,Event,Education,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"San Luis Valley Regional Science Fair, Inc.",2500,Alamosa,Event,Education,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"South-Central Colorado Seniors, Inc.",15000,Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"South-Central Colorado Seniors, Inc.",1500,Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Tu Casa, Inc.",5852,Alamosa,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Valley Community Fund,2500,Alamosa,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",2000,Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Conejos,La Jara Elementary Parent Teacher Association,7500,La Jara,Capital,Education,
El Pomar Foundation,2011,San Luis Valley,Conejos,"Northerners Senior Citizens Association, Inc.",2500,La Jara,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Conejos,Conejos County Library,3000,La Jara,Program,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Conejos,Conejos County Public Health and Nursing Service,2150,La Jara,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Conejos,Centauri High School,5000,La Jara,Other,Education,
El Pomar Foundation,2011,San Luis Valley,Costilla,Costilla County Libraries,7500,San Luis,Capital,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Costilla,Costilla County Public Health Agency,10000,San Luis,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Costilla,"Tiny Hands Daycare Center, Inc.",5000,Blanca,Other,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Mineral,Creede Child Care Center,2500,Creede,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Mineral,Mineral County Publich Health,10000,Creede,Program,Emergency Assistance      ,
El Pomar Foundation,2011,San Luis Valley,Mineral,Creede Repertory Theatre Inc.,1500,Creede,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Rio Grande,High Valley Community Center,5000,Del Norte,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Rio Grande,City of Monte Vista,4000,Monte Vista,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,"Bridges of Health, Inc.",2500,Monte Vista,General Operating,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District,25000,Center,Program,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District,7500,Center,Other,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District 26JT,10000,Center,Other,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District 26JT,2000,Center,Program,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District 26JT,4000,Center,Program,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,High Valley Community Center,5000,Del Norte,Capital,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Monte Vista Community Fund,7500,Monte Vista,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Rio Grande Headwaters Land Trust,5000,Monte Vista,Program,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Rio Grande Watershed Conservation & Education Initiative,3000,Center,Other,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Saguache,Saguache County Sustainable Environment and Economic Development,2500,Moffat,General Operating,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Saguache,"Crestone Performances, Inc.",2500,Crestone,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Saguache,Saguache County Sustainable Environment and Economic Development,3500,Saguache,Program,Neighborhood Development,
El Pomar Foundation,2011,San Luis Valley,Saguache,Town of Saguache,10000,Saguache,Other,"Community, Public Affairs",
Gates Family Foundation,2011,San Luis Valley,Rio Grande,Rio Grande County Library District,27000,Monte Vista,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2011,San Luis Valley,Rio Grande,Rio Grande Headwaters Land Trust,100000,Del Norte,Capital,"Environment, Conservation",
Helen K. and Arthur E. Johnson Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Club of the San Luis Valley,8000,Alamosa,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Club of the San Luis Valley,35000,Alamosa,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2011,San Luis Valley,Alamosa,La Llave Family Resource Center,10000,Alamosa,General Operating,"Community, Public Affairs",
Helen K. and Arthur E. Johnson Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",22500,Alamosa,General Operating,"Housing, Homeless shelters",
Helen K. and Arthur E. Johnson Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",10000,Alamosa,General Operating,"Housing, Homeless shelters",
Helen K. and Arthur E. Johnson Foundation,2011,San Luis Valley,Alamosa,"Tu Casa, Inc.",25000,Alamosa,General Operating,Human Services,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Alamosa,Early Childhood Partners of the San Luis Valley,80000,Alamosa,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Alamosa,Alamosa School District RE-11J,50000,Alamosa,General Operating,Education,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",35000,Alamosa,Program,"Housing, Homeless shelters",
Temple Hoyne Buell Foundation,2011,San Luis Valley,Alamosa,Boys & Girls Clubs of the San Luis Valley,30000,Alamosa,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Alamosa,La Llave Family Resource Center,20000,Alamosa,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",19000,Alamosa,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Costilla,"Tiny Hands Daycare Center, Inc.",5000,Blanca,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Costilla,"Tiny Hands Daycare Center, Inc.",4000,Blanca,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Mineral,Creede Child Care Center,7000,Creede,Other,Education,
The Colorado Health Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Comprehensive Community Mental Health Center,104162,Alamosa,Program,Health                                                                     ,
The Colorado Health Foundation,2011,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",39100,Alamosa,Program,Health                                                                     ,
The Colorado Trust,2011,San Luis Valley,Alamosa,SLVRMC Foundation,5000,Alamosa,General Operating,Health                                                                     ,
The Colorado Trust,2011,San Luis Valley,Alamosa,Boys and Girls Club of the San Luis Valley,5000,Alamosa,General Operating,Children and Youth Services,
The Colorado Trust,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",8500,Alamosa,General Operating,Human Services,
The Colorado Trust,2011,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,5000,Alamosa,General Operating,Health                                                                     ,
The Colorado Trust,2011,San Luis Valley,Alamosa,San Luis Valley Comprehensive Community Mental Health Center,5000,Alamosa,General Operating,Health                                                                     ,
The Colorado Trust,2011,San Luis Valley,Rio Grande,"Valley Citizen's Foundation for Health Care, Inc. ",5000,Del Norte,General Operating,Health                                                                     ,
The Colorado Trust,2011,San Luis Valley,Rio Grande,Center Consolidated Schools ,5000,Center,General Operating,Education,
The Colorado Trust,2011,San Luis Valley,Saguache,San Luis Valley Rural Philanthropy Days,7500,Villa Grove,General Operating,"Community, Public Affairs",
Adolph Coors Foundation,2012,San Luis Valley,Alamosa,Durango Adult Education Center,7500,Durango,General Operating,Education,,,,,
Adolph Coors Foundation,2012,San Luis Valley,Saguache,Friends of the Saguache Library,10000,Saguache,General Operating,"Community, Public Affairs",,,,,
Anschutz Family Foundation,2012,San Luis Valley,Alamosa,"La Puente Home, Inc. ",10000,Alamosa,General Operating,Food/Shelter/Homeless,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Alamosa,San Luis Valley Immigrant Resource Center,7500,Alamosa,General Operating,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,2900,Alamosa,Program ,Senior Programs,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Alamosa,Boys and Girls Club of the San Luis Valley Inc. ,7500,Alamosa,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Alamosa,Center for Restorative Programs,7500,Alamosa,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Costilla,"Costilla County Economic Development Council, Inc.",7500,San Luis,Program,"Civic, Community and Capacity Building",,,,,
Anschutz Family Foundation,2012,San Luis Valley,Mineral,Creede Early Learning Center ,5000,Creede,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Mineral,Creede Repertory Theatre,5000,Creede,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Rio Grande,High Valley Community center,5000,Del Norte,General Operating,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Saguache,ScSEED,5000,Villa Grove,Program,"Civic, Community and Capacity Building",,,,,
Anschutz Family Foundation,2012,San Luis Valley,Saguache,Northern Saguache County Library District,5000,Saguache,General Operating,Self Sufficiency,,,,,
AV Hunter Trust,2012,San Luis Valley,Alamosa ,"Tu Casa, Inc.",10000,Alamosa,General Operating,Indigent,8/27/12,,,,
AV Hunter Trust,2012,San Luis Valley,Alamosa ,"Alamosa Senior Citizens, Inc.",5000,Alamosa,General Operating,Seniors,11/19/12,,,,
AV Hunter Trust,2012,San Luis Valley,Alamosa ,Boys & Girls Club of the San Luis Valley,20000,Alamosa,General Operating,Youth,11/19/12,,,,
AV Hunter Trust,2012,San Luis Valley,Alamosa ,La Puente Home,30000,Alamosa,General Operating,Indigent,11/19/12,,,,
AV Hunter Trust,2012,San Luis Valley,Alamosa ,"Tu Casa, Inc.",2500,Alamosa,General Operating,Indigent,12/18/12,,,,
AV Hunter Trust,2012,San Luis Valley,Conejos,Valle del Sol Community Center,10000,Capulin,General Operating,Youth,11/19/12,,,,
AV Hunter Trust,2012,San Luis Valley,Rio Grande,High Valley Community Center,10000,Del Norte,Program,Youth,11/19/12,,,,
Boettcher Foundation,2012,San Luis Valley,Alamosa,Adams State College,18622,Alamosa,Scholarship Support,,,,,,
Boettcher Foundation,2012,San Luis Valley,Alamosa,"La Puente, Inc.",10000,Alamosa,Capital,,,,,,
Boettcher Foundation,2012,San Luis Valley,Conejos,Cumbres and Toltec Scenic Railroad Commission,15000,Antonito,Capital,,,,,,
Boettcher Foundation,2012,San Luis Valley,Mineral,Creede Repertory Theatre,25000,Creede,Capital,,,,,,
Boettcher Foundation,2012,San Luis Valley,Mineral,Creede School District,5000,Creede,Program,,,,,,
Caring for Colorado Foundation,2012,San Luis Valley,Alamosa,"La Puente Home, Inc.",30000,Alamosa,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",100000,Alamosa,Program,Health,1010 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,San Luis Valley,Conejos,Conejos County Hospital,93389,La Jara,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,San Luis Valley,Mineral,Mineral County Public Health,8250,Creede,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Daniels Fund,2012,San Luis Valley,Alamosa,Adams State College Foundation,2500,Alamosa,Program,Youth Development,,,,,
Daniels Fund,2012,San Luis Valley,Alamosa,Alamosa Senior Citizens,12000,Alamosa,General Operating,Aging,,,,,
Daniels Fund,2012,San Luis Valley,Alamosa,City of Alamosa,20000,Alamosa,Capital,Amateur Sports,,,,,
Daniels Fund,2012,San Luis Valley,Alamosa,La Puente Home,90000,Alamosa,General Operating,Homeless and Disadvantaged,,,,,
Daniels Fund,2012,San Luis Valley,Alamosa,South-Central Colorado Seniors,30000,Alamosa,Program,Aging,,,,,
Daniels Fund,2012,San Luis Valley,Conejos,Little Treasures Early Childhood Center,30000,La Jara,Capital,Early Childhood Education,,,,,
Daniels Fund,2012,San Luis Valley,Costilla,Canto Al Pueblo,15000,San Luis,Program,Youth Development,,,,,
El Pomar Foundation,2012,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley,20000,Alamosa,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,San Luis Valley,Alamosa,Dedicated Hearts Foundation,10000,Alamosa,Program,Human Services ,,,,,
El Pomar Foundation,2012,San Luis Valley,Alamosa,"La Puente Home, Inc.",35000,Alamosa,Program,Human Services ,,,,,
El Pomar Foundation,2012,San Luis Valley,Alamosa,"South-Central Colorado Seniors, Inc.",10000,Alamosa,Program,Human Services ,,,,,
El Pomar Foundation,2012,San Luis Valley,Alamosa,"Velley-Wide Health Systems, Inc.",10000,Alamosa,Program,Human Services ,,,,,
El Pomar Foundation,2012,San Luis Valley,Alamosa,"La Puente Home, Inc.",3000,Alamosa,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,San Luis Valley,Alamosa,Wright Stuff Community Foundation,45000,Alamosa,Program,Civic and Community,,,,,
El Pomar Foundation,2012,San Luis Valley,Alamosa,"La Puente Home, Inc.",5000,Alamosa,General Operating,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2012,San Luis Valley,Alamosa,"Tu Casa, Inc.",14000,Alamosa,Program,Civic and Community,,,,,
El Pomar Foundation,2012,San Luis Valley,Conejos,Conejos County Library District ,5130,La Jara,Program,Civic and Community,,,,,
El Pomar Foundation,2012,San Luis Valley,Conejos,Valle del Sol Community Center,3000,Capulin,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,San Luis Valley,Conejos,Conejos County Hospital Corporation,50000,La Jara,Program,Health,,,,,
El Pomar Foundation,2012,San Luis Valley,Costilla,Tiny Hands Day Care Center,2500,Blanca,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,San Luis Valley,Mineral,Creede Repertory Theater,25000,Creede,General Operating,Arts & Humanities,,,,,
El Pomar Foundation,2012,San Luis Valley,Rio Grande,Rio Grande Family Development Center and Family Services,20000,Del Norte,Program,Civic and Community,,,,,
El Pomar Foundation,2012,San Luis Valley,Rio Grande,Town of Del Norte,80000,Del Norte,Capital,Civic and Community,,,,,
El Pomar Foundation,2012,San Luis Valley,Saguache,Northern Saguache County Library District,2500,Saguache,Program,Civic and Community,,,,,
El Pomar Foundation,2012,San Luis Valley,Saguache,Saguache County Community Council,15000,Center,Program,Civic and Community,,,,,
Gates Family Foundation,2012,San Luis Valley,Alamosa,"La Puente Home, Inc.",50000,Alamosa,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,San Luis Valley,Conejos,Cumbres & Toltec Scenic Railroad Commission,60000,Antonito,Capital,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,San Luis Valley,Costilla,Costilla County Economic Development Council,28214,San Luis,Capital,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,San Luis Valley,Saguache,ScSEED,38000,Villa Grove,Capital,"Community, Public Affairs",,,,,
Helen K. and Arthur E. Johnson Foundation,2012,San Luis Valley,Alamosa,"Boys and Girls Clubs of the San Luis Valley, Inc.",35000,Alamosa,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,San Luis Valley,Alamosa,"La Puente Home, Inc.",22500,Alamosa,Program,"Housing, Homeless Shelters",,,,,
Helen K. and Arthur E. Johnson Foundation,2012,San Luis Valley,Alamosa,Tu Casa Incorporated,10000,Alamosa,Program,"Housing, Homeless Shelters",,,,,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Alamosa,"Hilos Culturales, Inc.",99649,Alamosa,Program,"Group, Race Relations",,,,,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Alamosa,Early Childhood Council of the San Luis Valley,80000,Alamosa,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Alamosa,"La Puente Home, Inc.",26250,Alamosa,Program,"Housing, Homeless shelters",,,,,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Alamosa,Boys and Girls Club of the San Luis Valley,22500,Alamosa,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Alamosa,La Llave Family Resource Center,20000,Alamosa,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",20000,Alamosa,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Costilla,"Tiny Hands Daycare Center, Inc.",5000,Blanca,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Rio Grande,County of Rio Grande Consolidated School District No. 8,15843,Monte Vista,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Saguache,Saguache County Community Council ,47000,Center,Capital,"Community, Public Affairs",,,,,
The Colorado Health Foundation,2012,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,18590,Alamosa,Program,Health,,,,,
The Colorado Health Foundation,2012,San Luis Valley,Alamosa,San Luis Valley Comprehensive Mental Health Center,500000,Alamosa,Program,Health,,,,,
The Colorado Health Foundation,2012,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",1000000,Alamosa,Program,Health,,,,,
The Colorado Trust,2012,San Luis Valley,Rio Grande,Valley Citizen's Foundation for Health Care,10000,Del Norte,Directed,,,,,,
Anschutz Family Foundation,2013,San Luis Valley,Alamosa,"La Llave Family Resource Center, Inc.",7500,Alamosa,Program,Youth Development,11/30/13
Anschutz Family Foundation,2013,San Luis Valley,Alamosa,San Luis Valley Local Foods Coalition,10000,Alamosa,General Operating,"Civic, Community, and Capacity Building",11/30/13
Anschutz Family Foundation,2013,San Luis Valley,Alamosa,"Tu Casa, Inc.",10000,Alamosa,General Operating,Crisis Intervention,4/30/13
Anschutz Family Foundation,2013,San Luis Valley,Conejos,Little Treasures Preschool,5000,La Jara,General Operating,Youth Development,11/30/13
Anschutz Family Foundation,2013,San Luis Valley,Costilla,Revitalizing Sustainable Agriculture,8750,San Luis,General Operating,Self Sufficiency,11/30/13
Anschutz Family Foundation,2013,San Luis Valley,Costilla,"Tiny Hands Daycare Center, Inc.",10000,Blanca,General Operating,Youth Development,11/30/13
Anschutz Family Foundation,2013,San Luis Valley,Mineral,Creede Arts Council,3500,Creede,General Operating,"Civic, Community, and Capacity Building",4/30/13
Anschutz Family Foundation,2013,San Luis Valley,Saguache,Crestone Musical Festival,3500,Crestone,General Operating,"Civic, Community, and Capacity Building",4/30/13
AV Hunter Trust,2013,San Luis Valley,Alamosa ,"Tu Casa, Inc.",10000,Alamosa,General Operating,Indigent,8/29/13
AV Hunter Trust,2013,San Luis Valley,Alamosa ,Boys & Girls Club of the San Luis Valley,20000,Alamosa,General Operating,Youth,11/18/13
AV Hunter Trust,2013,San Luis Valley,Alamosa ,La Puente Home,30000,Alamosa,General Operating,Indigent,11/18/13
AV Hunter Trust,2013,San Luis Valley,Conejos,Valle del Sol Community Center,10000,Capulin,General Operating,Youth,11/18/13
AV Hunter Trust,2013,San Luis Valley,Rio Grande,High Valley Community Center,10000,Del Norte,Program,Youth,11/18/13
Caring for Colorado Foundation,2013,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,40000,Alamosa,Project/Program,,1/17/13
Daniels Fund,2013,San Luis Valley,Alamosa,Adams State College Foundation,2500,Alamosa,Program / Project,Youth Development,5/29/13
Daniels Fund,2013,San Luis Valley,Alamosa,"La Puente Home, Incorporated",90000,Alamosa,General Operating Support,Homeless and Disadvantaged,11/18/13
Daniels Fund,2013,San Luis Valley,Alamosa,San Luis Valley Immigrant Resource Center,15000,Alamosa,Program / Project,Homeless and Disadvantaged,4/1/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"Boys and Girls Clubs of the San Luis Valley, Inc.",5000,Alamosa,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"Boys and Girls Clubs of the San Luis Valley, Inc.",5000,Alamosa,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"Boys and Girls Clubs of the San Luis Valley, Inc.",5000,Alamosa,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"Boys and Girls Clubs of the San Luis Valley, Inc.",5000,Alamosa,General Operating,Civic and Community,12/17/13
