funder,year,region,county,nonprofit,amount,city,type,category
Gates Family Foundation,2010,Southwest,Montezuma,Crow Canyon Archaeological Center,32000,Cortez,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2010,Southwest,Montezuma,Montezuma Land Conservancy,50000,Cortez,Capital,"Environment, Conservation",
Gates Family Foundation,2010,Southwest,Montezuma,Pinon Project,25000,Cortez,Capital,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2010,Southwest,La Plata,Adaptive Sports Association,15000,Durango,General Operating,Disabled Persons,
Helen K. and Arthur E. Johnson Foundation,2010,Southwest,La Plata,Big Brothers Big Sisters of Southwest CO,15000,Durango,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2010,Southwest,La Plata,Boys & Girls Club of La Plata County,15000,Durango,Program,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2010,Southwest,La Plata,Manna - The Durango Soup Kitchen,15000,Durango,General Operating,Human Services,
Helen K. and Arthur E. Johnson Foundation,2010,Southwest,La Plata,Women's Resource Center,12500,Durango,General Operating,"Domestic Violence Shelters, Services",
Helen K. and Arthur E. Johnson Foundation,2010,Southwest,Montezuma,"Montezuma County Partners, Inc.",12500,Cortez,General Operating,,
Helen K. and Arthur E. Johnson Foundation,2010,Southwest,Montezuma,The Pinon Project,20000,Cortez,General Operating,"Community, Public Affairs",
Buell Foundation,2010,Southwest,Archuleta,Seeds of Learning Early Care & Education Center,35000,Pagosa Springs,General Operating,Education,
Buell Foundation,2010,Southwest,Archuleta,San Juan Basin Health Department,25000,Pagosa Springs,Program,Children and Youth Services,
Buell Foundation,2010,Southwest,Archuleta,Archuleta County Education Center,18000,Pagosa Springs,Program,Education,
Buell Foundation,2010,Southwest,Dolores,Dove's Nest Early Care and Education Center,10000,Dove Creek,General Operating,Education,
Buell Foundation,2010,Southwest,Dolores,Dolores County School District RE-2J,7000,Rico,General Operating,Education,
Buell Foundation,2010,Southwest,La Plata,Bayfield Early Education Programs,75000,Bayfield,Capital,Education,
Buell Foundation,2010,Southwest,La Plata,Durango Adult Education Center,69000,Durango,Program,Education,
Buell Foundation,2010,Southwest,La Plata,La Plata Family Centers Coalition,38000,Durango,Program,Education,
Buell Foundation,2010,Southwest,La Plata,Fort Lewis College,24800,Durango,General Operating,Children and Youth Services,
Buell Foundation,2010,Southwest,La Plata,Durango 4-C Council,14100,Durango,Program,Children and Youth Services,
Buell Foundation,2010,Southwest,La Plata,Durango Early Learning Center,11200,Durango,Student Aid/Scholarship,Education,
Buell Foundation,2010,Southwest,Montezuma,Pinon Project Family Resource Center,28000,Cortez,General Operating,"Community, Public Affairs",
Buell Foundation,2010,Southwest,Montezuma,Pinon Project Family Resource Center,10000,Cortez,Program,"Community, Public Affairs",
Buell Foundation,2010,Southwest,Montezuma,The Pinon Project,25000,Cortez,Program,Children and Youth Services,
Buell Foundation,2010,Southwest,Montezuma,Children's Kiva Montessori Preschool and Kindergarten,22000,Cortez,General Operating,Education,
The Colorado Health Foundation,2010,Southwest,Dolores,Dolores County Health Association,299520,Dove Creek,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southwest,La Plata,Boys and Girls Club of La Plata County,54040,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southwest,La Plata,Durango School District 9 R-210,400000,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southwest,La Plata,Durango School District 9 R-211,321913,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southwest,La Plata,San Juan Basin Health Department,96000,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southwest,La Plata,"Southwest Colorado Mental Health Center, Inc.",500000,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southwest,La Plata,Town of Bayfield,20000,Bayfield,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southwest,Montezuma,Southwest Open School,64542,Cortez,Program,Health                                                                     ,
The Colorado Trust,2010,Southwest,Archuleta,Power House Ministries,5000,Pagosa Springs,Program,,
The Colorado Trust,2010,Southwest,Archuleta,Upper San Juan Health Services District,5000,Pagosa Springs,Program,Health                                                                     ,
The Colorado Trust,2010,Southwest,La Plata,"Community Connections, Inc.",5000,Durango,Program,"Community, Public Affairs",
The Colorado Trust,2010,Southwest,Montezuma,Montelores Early Childhood Council,96000,Cortez,Program,Health                                                                     ,
The Colorado Trust,2010,Southwest,Montezuma,Southwest Open School,25000,Cortez,Program,Health                                                                     ,
The Colorado Trust,2010,Southwest,Montezuma,Mancos School District RE-6,5000,Mancos,Program,Education,
The Colorado Trust,2010,Southwest,San Juan,"Silverton San Juan County Ambulance Association, Inc.",5000,Silverton,Program,Health                                                                     ,
Adolph Coors Foundation,2011,Southwest,La Plata,Big Brothers Big Sisters of Southwest CO,15000,Durango,General Operating,,
Adolph Coors Foundation,2011,Southwest,La Plata,People Improving Communities and Kids,10000,Hesperus,General Operating,,
Anschutz Family Foundation,2011,Southwest,Archuleta,Seeds of Learning,5000,Pagosa Springs,Program,Children and Youth Services,
Anschutz Family Foundation,2011,Southwest,Dolores,Dolores County School District,3000,Rico,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Southwest,Dolores,Dove's Nest Early Care and Education Center,5000,Dove Creek,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Southwest,La Plata,RSAPP - Regional Substance Abuse Prevention Partners,5000,Durango,General Operating,Disabled Persons,
Anschutz Family Foundation,2011,Southwest,La Plata,"Riverhouse Children's Center, Inc.",5000,Durango,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Southwest,La Plata,Durango Adult Education Center,5000,Durango,Program,Education,
Anschutz Family Foundation,2011,Southwest,La Plata,Music in the Mountains,5000,Durango,Program,Education,
Anschutz Family Foundation,2011,Southwest,La Plata,La Plata Family Centers Coalition,5000,Durango,Program,,
Anschutz Family Foundation,2011,Southwest,La Plata,The Manna Soup Kitchen,7500,Durango,General Operating,"Food, Agriculture, Nutrition",
Anschutz Family Foundation,2011,Southwest,La Plata,La Plata Home Fund,7500,Durango,General Operating,Education,
Anschutz Family Foundation,2011,Southwest,La Plata,Trails 2000,5000,Durango,Program,"Environment, Conservation",
Anschutz Family Foundation,2011,Southwest,La Plata,Alternative Horizons Corporation,5000,Durango,General Operating,"Domestic Violence Shelters, Services",
Anschutz Family Foundation,2011,Southwest,La Plata,Sexual Assult Services Organization,5000,Durango,General Operating,"Domestic Violence Shelters, Services",
Anschutz Family Foundation,2011,Southwest,La Plata,Boys and Girls Club of La Plata County,5000,Durango,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Southwest,Montezuma,Mancos Valley Resources,3000,Mancos,General Operating,,
Anschutz Family Foundation,2011,Southwest,Montezuma,The Children's Kiva,5000,Cortez,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Southwest,Montezuma,Salvation Army Cortez CO Service Center,5000,Cortez,General Operating,Emergency Assistance      ,
Anschutz Family Foundation,2011,Southwest,Montezuma,"For Pets' Sake, Inc.",5000,Cortez,Program,Animal Protection and Welfare,
Anschutz Family Foundation,2011,Southwest,Montezuma,Medicine Horse Center: Therapeutic Riding & Equine,5000,Mancos,Program,Health                                                                     ,
Anschutz Family Foundation,2011,Southwest,Montezuma,Mancos Public Library District,4500,Mancos,Program,Children and Youth Services,
AV Hunter Trust,2011,Southwest,Montezuma,Four Corners Child Advocacy Center,5000,Cortez,General Operating,Youth,8/29/11
AV Hunter Trust,2011,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,5000,Durango,General Operating,Youth,6/3/11
AV Hunter Trust,2011,Southwest,La Plata,Manna - The Durango Soup Kitchen,10000,Durango,General Operating,Indigent,6/3/11
AV Hunter Trust,2011,Southwest,La Plata,Habitat for Humanity of La Plata County,10000,Durango,General Operating,Indigent,8/29/11
AV Hunter Trust,2011,Southwest,La Plata,Adaptive Sports Association,10000,Durango,General Operating,Disabled,11/22/11
AV Hunter Trust,2011,Southwest,La Plata,Alternative Horizons Corporation,10000,Durango,Program,Youth,11/22/11
AV Hunter Trust,2011,Southwest,La Plata,Boys & Girls Club of La Plata County,5000,Durango,General Operating,Youth,11/22/11
AV Hunter Trust,2011,Southwest,La Plata,La Plata Family Centers Coalition,10000,Durango,Program,Youth,11/22/11
AV Hunter Trust,2011,Southwest,La Plata,Sexual Assault Services Organization,5000,Durango,Program,Youth,11/22/11
AV Hunter Trust,2011,Southwest,Montezuma,Medicine Horse Center,10000,Mancos,General Operating,Disabled,11/22/11
AV Hunter Trust,2011,Southwest,Archuleta,"Habitat for Humanity of Archuleta County, Inc.",10000,Pagosa Springs,General Operating,Indigent,8/29/11
Boettcher Foundation,2011,Southwest,La Plata,Fort Lewis College,50000,Durango,Capital,Education,
Boettcher Foundation,2011,Southwest,La Plata,Fort Lewis College - Scholarships,15000,Durango,Student Aid/Scholarship,Education,
Boettcher Foundation,2011,Southwest,Montezuma,Crow Canyon Archaeological Center,5000,Cortez,General Operating,,
Caring for Colorado Foundation,2011,Southwest,La Plata,San Juan Basin Health Department,74996,Durango,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Southwest,La Plata,Southern Ute Community Action Programs,23000,Ignacio,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Southwest,Montezuma,Montezuma County Public Health Department,9500,Cortez,Program,Health                                                                     ,
Daniels Fund,2011,Southwest,Archuleta,Archuleta County Senior Services,15000,Pagosa Springs,Program,"Community, Public Affairs",
Daniels Fund,2011,Southwest,Dolores,Dove's Nest,8500,Dove Creek,Other,Education,
Daniels Fund,2011,Southwest,La Plata,Manna - The Durango Soup Kitchen,25000,Durango,General Operating,Human Services,
Daniels Fund,2011,Southwest,La Plata,Fort Lewis College,2500,Durango,Program,Health                                                                     ,
El Pomar Foundation,2011,Southwest,Archuleta,"Folkwest, Inc.",5000,Pagosa Springs,Event,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,Archuleta,Pagosa Springs Arts Alliance,2500,Pagosa Springs,Capital,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,Archuleta,Archuleta County Education Center,10000,Pagosa Springs,Program,Education,
El Pomar Foundation,2011,Southwest,Archuleta,Dr. Mary Fisher Medical Foundation,5000,Pagosa Springs,General Operating,Health                                                                     ,
El Pomar Foundation,2011,Southwest,Archuleta,Habitat for Humanity of Archuleta County,10000,Pagosa Springs,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,Southwest,Archuleta,Community United Methodist Church,2500,Pagosa Springs,Program,Human Services,
El Pomar Foundation,2011,Southwest,Archuleta,"Pagosa Crisis Pregnancy Center, Inc.",1000,Pagosa Springs,Program,Health                                                                     ,
El Pomar Foundation,2011,Southwest,Archuleta,Pope John Paul II Catholic Church,2500,Pagosa Springs,Program,Human Services,
El Pomar Foundation,2011,Southwest,Archuleta,St. Patrick Episcopal Church,2500,Pagosa Springs,Program,Human Services,
El Pomar Foundation,2011,Southwest,Archuleta,Archuleta County Education Center,10000,Pagosa Springs,General Operating,Education,
El Pomar Foundation,2011,Southwest,Archuleta,Power House Ministries,1500,Pagosa Springs,Program,Children and Youth Services,
El Pomar Foundation,2011,Southwest,Archuleta,Power House Ministries,10000,Pagosa Springs,Program,Children and Youth Services,
El Pomar Foundation,2011,Southwest,Archuleta,Seeds of Learning,12500,Pagosa Springs,General Operating,Education,
El Pomar Foundation,2011,Southwest,Dolores,Dolores County Health Association,5000,Dove Creek,Program,Health                                                                     ,
El Pomar Foundation,2011,Southwest,Dolores,Dolores County Senior Services,5000,Cahone,Program,Human Services,
El Pomar Foundation,2011,Southwest,Dolores,Dolores County Foundation,15000,Dove Creek,Other,"Community, Public Affairs",
El Pomar Foundation,2011,Southwest,Dolores,Dolores County High School,1500,Dolores,Program,Education,
El Pomar Foundation,2011,Southwest,Dolores,Dove's Nest,10000,Dove Creek,General Operating,,
El Pomar Foundation,2011,Southwest,La Plata,Durango Art Museum,10000,Durango,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,La Plata,Music in the Mountains,2500,Durango,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,La Plata,San Juan Symphony,2500,Durango,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,La Plata,Boys and Girls Club of La Plata County,10000,Durango,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Southwest,La Plata,Durango Railroad Historical Society,2500,Durango,Capital,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,La Plata,Southern Ute Community Cultural Center,5000,Ignacio,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,La Plata,Southwest Colorado Mental Health Center,15000,Durango,Program,Health                                                                     ,
El Pomar Foundation,2011,Southwest,La Plata,Durango Adult Education Center,20000,Durango,General Operating,Education,
El Pomar Foundation,2011,Southwest,La Plata,Housing Solutions for the Southwest,10000,Durango,General Operating,"Housing, Homeless shelters",
El Pomar Foundation,2011,Southwest,La Plata,Manna - The Durango Soup Kitchen,10000,Durango,Program,Human Services,
El Pomar Foundation,2011,Southwest,La Plata,United Way of Southwest Colorado,18500,Durango,Program,Human Services,
El Pomar Foundation,2011,Southwest,La Plata,"Volunteers of America, Inc.",10000,Durango,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,Southwest,La Plata,"Great Southwest Council, Mesa Verde District, Boy Scouts of America",5000,Durango,Student Aid/Scholarship,Children and Youth Services,
El Pomar Foundation,2011,Southwest,La Plata,Southern Ute Indian Tribe,10000,Ignacio,Program,Children and Youth Services,
El Pomar Foundation,2011,Southwest,La Plata,Adult Learning Center,10000,Bayfield,General Operating,Education,
El Pomar Foundation,2011,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,10000,Durango,General Operating,Children & Youth Services,
El Pomar Foundation,2011,Southwest,La Plata,Boys and Girls Club of La Plata County,11000,Durango,General Operating,Children & Youth Services,
El Pomar Foundation,2011,Southwest,La Plata,Community Foundation of Southwest Colorado,1500,Durango,Program,"Community, Public Affairs",
El Pomar Foundation,2011,Southwest,La Plata,Durango Adult Education Center,10000,Durango,General Operating,Education,
El Pomar Foundation,2011,Southwest,La Plata,Durango Adult Education Center,15000,Durango,General Operating,Education,
El Pomar Foundation,2011,Southwest,La Plata,Durango Arts Center,10000,Durango,Event,"Arts, Culture & Humanities",
El Pomar Foundation,2011,Southwest,La Plata,Durango District 9-R,15000,Durango,Other,Education,
El Pomar Foundation,2011,Southwest,La Plata,Durango Film Institute,1500,Durango,General Operating,"Arts, Culture & Humanities",
El Pomar Foundation,2011,Southwest,La Plata,Fort Lewis College Foundation,15000,Durango,Program,"Arts, Culture & Humanities",
El Pomar Foundation,2011,Southwest,La Plata,Fort Lewis College Foundation,2500,Durango,Event,"Arts, Culture & Humanities",
El Pomar Foundation,2011,Southwest,La Plata,San Juan Board of Cooperative Educational Services,10000,Durango,Program,Education,
El Pomar Foundation,2011,Southwest,La Plata,"Violence Prevention Coalition of Southwest Colorado, Inc.",1500,Durango,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2011,Southwest,La Plata,Women's Resource Center in Durango,10000,Durango,General Operating,"Domestic Violence Shelters, Services",
El Pomar Foundation,2011,Southwest,Montezuma,"Community Radio Project, Inc.",25000,Cortez,Capital,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,Montezuma,Cortez Addictions Recovery Services,5000,Cortez,General Operating,Health                                                                     ,
El Pomar Foundation,2011,Southwest,Montezuma,Bridge Emergency Shelter,7500,Cortez,Program,Human Services,
El Pomar Foundation,2011,Southwest,Montezuma,Good Samaritan Center,3000,Cortez,Program,Human Services,
El Pomar Foundation,2011,Southwest,Montezuma,Pinon Project,5000,Cortez,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Southwest,Montezuma,"Salvation Army, Intermountain Division",5000,Cortez,Program,Human Services,
El Pomar Foundation,2011,Southwest,Montezuma,Southwest Open School,2500,Cortez,Program,Children and Youth Services,
El Pomar Foundation,2011,Southwest,Montezuma,Bridge Emergency Shelter,5000,Cortez,Program,Emergency Assistance,
El Pomar Foundation,2011,Southwest,Montezuma,Community Radio Project,1500,Cortez,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Southwest,Montezuma,Community Radio Project,43500,Cortez,Program,"Community, Public Affairs",
El Pomar Foundation,2011,Southwest,Montezuma,Mountain Studies Institute San Juan Mountains Colorado,10000,Cortez,Program,Education,
El Pomar Foundation,2011,Southwest,Montezuma,Onward A Legacy Foundation,35000,Cortez,Program,Health,
El Pomar Foundation,2011,Southwest,Montezuma,Onward A Legacy Foundation,15000,Cortez,Other,Children and Youth Services,
El Pomar Foundation,2011,Southwest,Montezuma,Onward A Legacy Foundation,50000,Cortez,Other,,
El Pomar Foundation,2011,Southwest,Montezuma,Southwest Open School,10000,Cortez,Program,Education,
El Pomar Foundation,2011,Southwest,Montezuma,"Unlimited Learning, Inc.",10000,Cortez,General Operating,Education,
Gates Family Foundation,2011,Southwest,Montezuma,Pinon Project,25000,Cortez,Capital,Children and Youth Services,
Gates Family Foundation,2011,Southwest,San Juan,San Juan County Historical Society,45000,Silverton,Capital,"Community, Public Affairs",
Helen K. and Arthur E. Johnson Foundation,2011,Southwest,La Plata,Big Brothers Big Sisters of Southwest CO,15000,Durango,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2011,Southwest,La Plata,Boys and Girls Club of La Plata County,15000,Durango,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2011,Southwest,La Plata,Manna - The Durango Soup Kitchen,30000,Durango,General Operating,Human Services,
Helen K. and Arthur E. Johnson Foundation,2011,Southwest,La Plata,Women's Resource Center,27500,Durango,General Operating,"Domestic Violence Shelters, Services",
Helen K. and Arthur E. Johnson Foundation,2011,Southwest,Montezuma,Montezuma County Partners,35000,Cortez,General Operating,"Community, Public Affairs",
Helen K. and Arthur E. Johnson Foundation,2011,Southwest,Montezuma,Pinon Project,20000,Cortez,General Operating,Children and Youth Services,
Buell Foundation,2011,Southwest,Archuleta,Seeds of Learning Family Center,35000,Pagosa Springs,General Operating,Education,
Buell Foundation,2011,Southwest,Archuleta,San Juan Basin Health Department,25000,Pagosa Springs,Program,Health                                                                     ,
Buell Foundation,2011,Southwest,Archuleta,Seeds of Learning,4500,Pagosa Springs,Program,Children and Youth Services,
Buell Foundation,2011,Southwest,Dolores,Dolores County School District RE-2J,7000,Rico,General Operating,Education,
Buell Foundation,2011,Southwest,Dolores,Dove's Nest Early Care and Education Center,5000,Dove Creek,Other,Education,
Buell Foundation,2011,Southwest,La Plata,Durango Adult Education Center,75000,Durango,Program,Education,
Buell Foundation,2011,Southwest,La Plata,La Plata Family Centers Coalition,38000,Durango,Program,Children and Youth Services,
Buell Foundation,2011,Southwest,La Plata,"Bayfield Early Education Programs, Inc.",22000,Bayfield,Other,Education,
Buell Foundation,2011,Southwest,La Plata,Fort Lewis College,20000,Durango,Student Aid/Scholarship,Education,
Buell Foundation,2011,Southwest,Montezuma,The Pinon Project Family Resource Center,38000,Cortez,Other,Children and Youth Services,
Buell Foundation,2011,Southwest,Montezuma,The Pinon Project,25000,Cortez,General Operating,Children and Youth Services,
The Colorado Health Foundation,2011,Southwest,La Plata,Boys and Girls Club of La Plata County,40000,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southwest,La Plata,Community Foundation Serving Southwest Colorado,287417,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southwest,La Plata,Durango School District 9 R-210,25888,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southwest,La Plata,Ignacio School District 11 JT,50000,Ignacio,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southwest,La Plata,San Juan Basin Health Department,151943,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southwest,La Plata,San Juan Board of Cooperative Education Services,124869,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southwest,La Plata,Southern Ute Community Action Programs,30000,Ignacio,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southwest,La Plata,Southwest Colorado Area Health Education Center,110265,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southwest,Montezuma,"Southwest Health System, Inc.",150000,Cortez,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southwest,Montezuma,Southwest Open School,400000,Cortez,Program,Health                                                                     ,
Adolph Coors Foundation,2012,Southwest,Montezuma,Onward! A Legacy Foundation,6000,Cortez,General Operating,,,,,,
Anschutz Family Foundation,2012,Southwest,Dolores,"K9 Search and Rescue Team, Inc. ",3000,Dolores,Program,"Civic, Community and Capacity Building",,,,,
Anschutz Family Foundation,2012,Southwest,Dolores,Dolores County School District,3000,Dove Creek,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Southwest,Dolores,Dove's Nest Early Care and Education Center,8000,Dove Creek,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Southwest,La Plata,KSUT Radio,7500,Ignacio,General Operating,"Civic, Community and Capacity Building",,,,,
Anschutz Family Foundation,2012,Southwest,La Plata,Alternative Horizons Corporation ,5000,Durango,General Operating,Crisis Intervention ,,,,,
Anschutz Family Foundation,2012,Southwest,La Plata,Adaptive Sports Association,7500,Durango,General Operating,Disabled,,,,,
Anschutz Family Foundation,2012,Southwest,La Plata,La Plata Family Centers Coalition,5000,Durango,General Operating,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,Southwest,La Plata,"Women's Resource Center in Durango, Inc.",5000,Durango,Program,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,Southwest,La Plata,"Southern Ute Community Action Program, Inc.",5000,Ignacio,Program,Senior Programs,,,,,
Anschutz Family Foundation,2012,Southwest,La Plata,Big Brothers Big Sisters of SW CO,7500,Durango,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Southwest,La Plata,Music in the Mountains,5000,Durango,Program,Youth Development,,,,,
Anschutz Family Foundation,2012,Southwest,La Plata,"Riverhouse Children's Center, Inc. ",5000,Durango,Program,Youth Development,,,,,
Anschutz Family Foundation,2012,Southwest,La Plata,RSAPP - Regional Substance Abuse Prevention Partners,5000,Durango,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Southwest,La Plata,Trails 2000,5000,Durango,Program,Youth Development,,,,,
Anschutz Family Foundation,2012,Southwest,La Plata,Boys and Girls Club of La Plata County,5000,Durango,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Southwest,Montezuma,KSJD,7500,Cortez,Program,"Civic, Community and Capacity Building",,,,,
Anschutz Family Foundation,2012,Southwest,Montezuma,The NEST,5000,Cortez,General Operating,Crisis Intervention ,,,,,
Anschutz Family Foundation,2012,Southwest,Montezuma,The Bridge Emergency Shelter,5000,Cortez,Program,Food/Shelter/Homeless,,,,,
Anschutz Family Foundation,2012,Southwest,Montezuma,The Pinon Project,5000,Cortez,Program,Food/Shelter/Homeless,,,,,
Anschutz Family Foundation,2012,Southwest,Montezuma,The Salvation Army Cortez,7500,Cortez,General Operating,Food/Shelter/Homeless,,,,,
Anschutz Family Foundation,2012,Southwest,Montezuma,Medicine Horse Center: Therapeutic Riding & Equine Rehabilitation,5000,Mancos,Program,Youth Development,,,,,
Anschutz Family Foundation,2012,Southwest,Montezuma,School Community Youth Collaborative ,5000,Cortez,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Southwest,San Juan,A Theatre Group,7500,Silverton,Program,Youth Development,,,,,
AV Hunter Trust,2012,Southwest,Montezuma,Four Corners Child Advocacy Center,5000,Cortez,General Operating,Youth,8/27/12,,,,
AV Hunter Trust,2012,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,10000,Durango,General Operating,Youth,5/21/12,,,,
AV Hunter Trust,2012,Southwest,La Plata,Manna - The Durango Soup Kitchen,10000,Durango,General Operating,Indigent,5/21/12,,,,
AV Hunter Trust,2012,Southwest,La Plata,Habitat for Humanity of La Plata County,10000,Durango,General Operating,Indigent,8/27/12,,,,
AV Hunter Trust,2012,Southwest,La Plata,Adaptive Sports Association,10000,Durango,General Operating,Disabled,11/19/12,,,,
AV Hunter Trust,2012,Southwest,La Plata,Alternative Horizons Corporation,10000,Durango,Program,Youth,11/19/12,,,,
AV Hunter Trust,2012,Southwest,La Plata,Boys & Girls Club of La Plata County,5000,Durango,General Operating,Youth,11/19/12,,,,
AV Hunter Trust,2012,Southwest,La Plata,La Plata Family Centers Coalition,10000,Durango,Program,Youth,11/19/12,,,,
AV Hunter Trust,2012,Southwest,La Plata,Sexual Assault Services Organization,5000,Durango,Program,Youth,11/19/12,,,,
AV Hunter Trust,2012,Southwest,Montezuma,Medicine Horse Center,10000,Mancos,General Operating,Disabled,11/19/12,,,,
AV Hunter Trust,2012,Southwest,Montezuma,Medicine Horse Center,5000,Mancos,General Operating,Disabled,12/18/12,,,,
AV Hunter Trust,2012,Southwest,Archuleta,"Habitat for Humanity of Archuleta County, Inc.",10000,Pagosa Springs,General Operating,Indigent,8/27/12,,,,
Boettcher Foundation,2012,Southwest,La Plata,Axis Health System,50000,Durango,Capital,,,,,,
Boettcher Foundation,2012,Southwest,La Plata,Fort Lewis College,15000,Durango,Scholarship Support,,,,,,
Boettcher Foundation,2012,Southwest,San Juan,San Juan County Historical Society,15000,Silverton,Capital,,,,,,
Caring for Colorado Foundation,2012,Southwest,La Plata,San Juan Basin Health Department,42720,Durango,Program,Health,999 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Southwest,La Plata,"Southwest Colorado Mental Health Center, Inc.",50000,Durango,Program,Health,1003 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Southwest,Montezuma,Montezuma County Public Health Department,31752,Cortez,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Southwest,San Juan,"Silverton San Juan County Ambulance Association, Inc.",42409,Silverton,Program,Health,1001 dated Oct 2011 through Sept 2012 ,,,,
Daniels Fund,2012,Southwest,Archuleta,Seeds of Learning,6000,Pagosa Springs,General Operating,Early Childhood Education,,,,,
Daniels Fund,2012,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,15000,Durango,General Operating,Youth Development,,,,,
Daniels Fund,2012,Southwest,La Plata,Community Connections,12000,Durango,Program,Disabilities,,,,,
Daniels Fund,2012,Southwest,La Plata,Fort Lewis College,2500,Durango,Program,Youth Development,,,,,
Daniels Fund,2012,Southwest,La Plata,Housing Solutions for the Southwest,20000,Durango,Program,Homeless and Disadvantaged,,,,,
Daniels Fund,2012,Southwest,La Plata,Regional Substance Abuse Prevention Partners,40000,Durango,General Operating,Alcoholism and Substance Abuse,,,,,
Daniels Fund,2012,Southwest,La Plata,Youth Baseball of Southwestern Colorado,25000,Durango,Capital,Amateur Sports,,,,,
Daniels Fund,2012,Southwest,La Plata,Southwest Conservation Corps,30000,Durango,General Operating,Youth Development,,,,,
Daniels Fund,2012,Southwest,Montezuma,First Valley United Methodist Church of Cortez,5000,Cortez,Program,Homeless and Disadvantaged,,,,,
Daniels Fund,2012,Southwest,Montezuma,St. Barnabas of the Valley,10000,Cortez,Capital,Homeless and Disadvantaged,,,,,
El Pomar Foundation,2012,Southwest,Archuleta,Seeds of Learning Family Center,20000,Pagosa Springs,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,Archuleta,"Lucky Dog, Inc.",5000,Arboles,Program,Animal Protection and Welfare,,,,,
El Pomar Foundation,2012,Southwest,Archuleta,Community United Methodist Church,2000,Pagosa Springs,Program,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,Archuleta,"Pagosa Crisis Pregnancy Center, Inc.",1000,Pagosa Springs,Program,Human Services ,,,,,
