funder,year,region,county,nonprofit,amount,city,type,category
Anschutz Family Foundation,2011,Northeast,Yuma,Wray Senior Community Center,7500,Wray,General Operating,,
Boettcher Foundation,2011,Northeast,Logan,Sterling Public Library,25000,Sterling,Capital,,
Caring for Colorado Foundation,2011,Northeast,Lincoln,"Plains Medical Center, Inc.",100000,Limon,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,68818,Yuma,Program,,
Caring for Colorado Foundation,2011,Northeast,Yuma,Rural Communities Resource Center,44787,Yuma,Program,Health                                                                     ,
Daniels Fund,2011,Northeast,Logan,Cooperating Ministry of Logan County,20000,Sterling,General Operating,Human Services,
Daniels Fund,2011,Northeast,Logan,Family Resource Center,25000,Sterling,Program,Children and Youth Services,
Daniels Fund,2011,Northeast,Morgan,Eben Ezer Lutheran Care Center,58845,Brush,Program,Health                                                                     ,
Daniels Fund,2011,Northeast,Yuma,Wray Community Child Care Center,7000,Wray,General Operating,Education,
Daniels Fund,2011,Northeast,Yuma,Wray Community Child Care Center,5000,Wray,General Operating,Education,
El Pomar Foundation,2011,Northeast,Kit Carson,"Dynamic Dimensions, Inc.",1500,Burlington,Program,,
El Pomar Foundation,2011,Northeast,Kit Carson,Kit Carson Rural Development,1500,Kit Carson,General Operating,Neighborhood Development,
El Pomar Foundation,2011,Northeast,Lincoln,East Central BOCES,50000,Limon,Other,,
El Pomar Foundation,2011,Northeast,Logan,"Centennial Mental Health Center, Inc.",20000,Sterling,Program,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Logan,Cooperating Ministry of Logan County,10000,Sterling,Program,Human Services,
El Pomar Foundation,2011,Northeast,Logan,Cooperating Ministry of Logan County,15000,Sterling,Program,Human Services,
El Pomar Foundation,2011,Northeast,Logan,Family Resource Center,5000,Sterling,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Northeast,Logan,"Centennial Mental Health Center, Inc.",25000,Sterling,Other,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Logan,Family Resource Center,30000,Sterling,Program,"Community, Public Affairs",
El Pomar Foundation,2011,Northeast,Logan,Family Resource Center,1500,Sterling,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Northeast,Logan,Northeastern Junior College Foundation,50000,Sterling,Program,Education,
El Pomar Foundation,2011,Northeast,Logan,RE-1 Valley Schools,1500,Sterling,Other,Education,
El Pomar Foundation,2011,Northeast,Morgan,Eben Ezer Lutheran Care Center,10000,Brush,Other,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Morgan,Morgan Humane Society,5000,Fort Morgan,General Operating,Animal Protection and Welfare,
El Pomar Foundation,2011,Northeast,Morgan,"Caring Ministries of Morgan County, Inc.",15000,Fort Morgan,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Northeast,Morgan,Colorado Mission of Mercy,15000,Brush,Program,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Morgan,Morgan County Family Center,1500,Fort Morgan,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Northeast,Phillips,"Haxtun Education Foundation, Inc.",20000,Haxtun,Program,Education,
El Pomar Foundation,2011,Northeast,Sedgwick,Sedgwick County Memorial Hospital,20000,Julesburg,Other,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Yuma,"Wray Rehabilitation & Activities Center, Inc.",15000,Wray,Other,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Yuma,Rural Communities Resource Center,3000,Yuma,Program,Human Services,
El Pomar Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,2500,Yuma,Program,Children and Youth Services,
El Pomar Foundation,2011,Northeast,Yuma,Plano Land Trust Corporation,6000,Wray,Program,"Environment, Conservation",
El Pomar Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,2500,Yuma,General Operating,,
El Pomar Foundation,2011,Northeast,Yuma,"Wray Rehabilitation & Activities Center, Inc.",10000,Wray,Other,"Community, Public Affairs",
Gates Family Foundation,2011,Northeast,Kit Carson,Burlington School District RE-6J,18000,Burlington,Capital,Children and Youth Services,
Gates Family Foundation,2011,Northeast,Lincoln,"Roundhouse Preservation, Inc.",35000,Hugo,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2011,Northeast,Phillips,Haxtun Childcare Coalition,28000,Haxtun,Capital,Education,
Helen K. and Arthur E. Johnson Foundation,2011,Northeast,Lincoln,Limon Child Development Center,20000,Limon,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2011,Northeast,Phillips,"Phillips County Family Education Services, Inc.",25000,Holyoke,General Operating,"Community, Public Affairs",
Helen K. and Arthur E. Johnson Foundation,2011,Northeast,Yuma,"Hospice of the Plains, Inc.",12500,Wray,General Operating,Hospice,
Helen K. and Arthur E. Johnson Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,12500,Yuma,General Operating,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2011,Northeast,Kit Carson,Prairie Family Center,23800,Burlington,Other,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2011,Northeast,Kit Carson,"Burlington Community Child Care, Inc.",10000,Burlington,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Lincoln,Limon Child Development Center,36500,Limon,Other,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,"Centennial Mental Health Center, Inc.",45000,Sterling,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,"The Early Childhood Council of Logan, Phillips & Sedgwick Counties",35000,Sterling,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,Northeastern Junior College Foundation,20000,Sterling,Program,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,"Iliff Community Center, Inc.",18000,Iliff,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,Morgan County Family Center,15000,Fort Morgan,Program,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,Trinity Lutheran Church,15000,Sterling,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,Northeast Colorado Health Department,7500,Sterling,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2011,Northeast,Morgan,Morgan County Early Childhood Council,45000,Fort Morgan,Other,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Morgan,Morgan County School District RE-3,25000,Fort Morgan,Program,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Morgan,Wiggins School District RE-50J,20000,Wiggins,General Operating,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Phillips,"Haxtun Education Foundation, Inc.",55000,Haxtun,Capital,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Phillips,"Phillips County Family Education Services, Inc.",10000,Holyoke,Program,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Phillips,Haxtun School District,5000,Haxtun,General Operating,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Sedgwick,Julesburg School District RE-1,10000,Julesburg,Capital,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Washington,Akron United Methodist Church,7500,Akron,Program,,
Temple Hoyne Buell Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,45000,Yuma,General Operating,,
Temple Hoyne Buell Foundation,2011,Northeast,Yuma,Wray Community Child Care Center,20000,Wray,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Yuma,Rural Communities Resource Center,15000,Yuma,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Yuma,Rural Communities Resource Center,15000,Yuma,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Yuma,The Cub's Den,15000,Idalia,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Yuma,Rural Communities Resource Center,5000,Yuma,Program,Children and Youth Services,
The Colorado Health Foundation,2011,Northeast,Lincoln,Limon Doctors Committee,989734,Limon,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Lincoln,Lincoln Community Hospital and Nursing Home,136221,Hugo,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Logan,Family Resource Center,10000,Sterling,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,181172,Yuma,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Yuma,Rural Communities Resource Center,10000,Yuma,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Yuma,The Wray Rehabilitation and Activities Center,50000,Wray,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Yuma,Wray Senior Community Center,30000,Wray,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Yuma,Yuma School District,10904,Yuma,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Yuma,Yuma School District,90434,Yuma,Program,Health                                                                     ,
The Colorado Trust,2011,Northeast,Kit Carson,Stratton Church of God,100,Stratton,General Operating,,
Adolph Coors Foundation,2012,Northeast,Morgan,The Production Company,5000,Wiggins,General Operating,"Arts, Culture & Humanities ",,,,,
Adolph Coors Foundation,2012,Northeast,Yuma,"Wray Area Foundation, Inc.",5000,Wray,General Operating,"Community, Public Affairs",,,,,
Adolph Coors Foundation,2012,Northeast,Yuma,Wray Rehabilitation & Activities Center,25000,Wray,General Operating,,,,,,
Adolph Coors Foundation,2012,Northeast,Yuma,Young Americans Center for Financial Education,10000,Wray,General Operating,Education,,,,,
Anschutz Family Foundation,2012,Northeast,Kit Carson ,"Prairie Family Center, Inc. ",5000,Burlington,General Operating,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,Northeast,Logan,The Family Resource Center,7500,Sterling,Program,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,Northeast,Morgan,OneMorgan County,5000,Ft. Morgan,General Operating,"Civic, Community and Capacity Building",,,,,
Anschutz Family Foundation,2012,Northeast,Morgan,"S.A.R.A., Inc.",7140,Fort Morgan,General Operating,Crisis Intervention ,,,,,
Anschutz Family Foundation,2012,Northeast,Morgan,Caring Ministries of Morgan County,5000,Fort Morgan,General Operating,Food/Shelter/Homeless,,,,,
Anschutz Family Foundation,2012,Northeast,Morgan,Kids at Their Best,5000,Wiggins,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Northeast,Morgan,Morgan County Early Childhood Council,5000,Fort Morgan,Program,Youth Development,,,,,
Anschutz Family Foundation,2012,Northeast,Phillips,The Dragon's Wagon,7500,Holyoke,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Northeast,Washington,"Golden Plains, Inc. ",6000,Akron,Program,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,Northeast,Yuma,"Wray Rehabilitation & Activities Center, Inc. ",10000,Wray,General Operating,Health and Hospice,,,,,
Anschutz Family Foundation,2012,Northeast,Yuma,Baby Bear Hugs,7500,Yuma,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Northeast,Yuma,Wray Community Child Care Center,5000,Wray,General Operating,Youth Development,,,,,
Boettcher Foundation,2012,Northeast,Yuma,Wray Public Library,25000,Wray,Capital,,,,,,
Caring for Colorado Foundation,2012,Northeast,Kit Carson,Kit Carson County Health Service District,50000,Burlington,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Northeast,Lincoln,Lincoln Community Hospital and Nursing Home,50000,Hugo,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Northeast,Lincoln,"Plains Medical Center, Inc.",100000,Limon,Program,Health,991 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Northeast,Morgan,"Northeastern Colorado Transportation Authority, Inc.",42000,Fort Morgan,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Northeast,Sedgwick,Sedgwick County Memorial Hospital,50000,Julesburg,Program,Health,1000 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Northeast,Washington,Washington County Clinic,100000,Akron,Program,Health,1011 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Northeast,Yuma,Regional Home Visitation Programs,87949,Yuma,Program,Health,995 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Northeast,Yuma,Rural Communities Resource Center,44787,Yuma,Program,Health,998 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Northeast,Yuma,"Wray Rehabilitation and Activities Center, Inc.",100000,Wray,Program,Health,1012 dated Oct 2011 through Sept 2012 ,,,,
Daniels Fund,2012,Northeast,Lincoln,East Central Board of Cooperative Educational Services,14780,Limon,Program,Amateur Sports,,,,,
Daniels Fund,2012,Northeast,Lincoln,Limon Child Development Center,10000,Limon,Program,Disabilities,,,,,
Daniels Fund,2012,Northeast,Logan,Cooperating Ministry of Logan County,20000,Sterling,Program,Homeless and Disadvantaged,,,,,
Daniels Fund,2012,Northeast,Logan,Family Resource Center,20000,Sterling,Program,Youth Development,,,,,
Daniels Fund,2012,Northeast,Morgan,Caring Ministries of Morgan County,30000,Fort Morgan,General Operating,Homeless and Disadvantaged,,,,,
Daniels Fund,2012,Northeast,Morgan,Morgan County Family Center,20000,Fort Morgan,Program,Youth Development,,,,,
Daniels Fund,2012,Northeast,Yuma,Wray Area Foundation,30000,Wray,Program,Aging,,,,,
Daniels Fund,2012,Northeast,Yuma,Wray Community Child Care Center,13500,Wray,Program,Early Childhood Education,,,,,
Daniels Fund,2012,Northeast,Yuma,Wray Rehabilitation & Activities Center,50000,Wray,Program & Capital,Aging,,,,,
Daniels Fund,2012,Northeast,Yuma,Yuma Children's Academy,105000,Yuma,Capital,Early Childhood Education,,,,,
El Pomar Foundation,2012,Northeast,Cheyenne,Kit Carson Rural Development,2500,Kit Carson,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Northeast,Cheyenne,"Praire View Health Resources, Inc.",2500,Cheyenne Wells,General Operating,Health,,,,,
El Pomar Foundation,2012,Northeast,Kit Carson ,Kit Carson Heath Service District ,25000,Burlington,Project ,Health,,,,,
El Pomar Foundation,2012,Northeast,Kit Carson ,Colorado East Community Action Agency,7500,Stratton,Program,Human Services ,,,,,
El Pomar Foundation,2012,Northeast,Kit Carson ,Prairie Family Center,5000,Burlington,Program,Human Services ,,,,,
El Pomar Foundation,2012,Northeast,Kit Carson ,City of Burlington,5000,Burlington,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Northeast,Logan,Northeast Colorado Health Department,10000,Sterling,Program,Health,,,,,
El Pomar Foundation,2012,Northeast,Logan,Cooperating Ministry of Logan County,10000,Sterling,Program,Human Services ,,,,,
El Pomar Foundation,2012,Northeast,Logan,Rural Solutions,4000,Sterling,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,Northeast,Logan,Family Resource Center,2500,Sterling,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Northeast,Logan,Northeastern Junior College Foundation,50000,Sterling,Program,Education,,,,,
El Pomar Foundation,2012,Northeast,Logan,Northeastern Junior College Foundation,20000,Sterling,Program,Education,,,,,
El Pomar Foundation,2012,Northeast,Morgan,"Fort Morgan Heritage Foundation, Inc. ",7500,Fort Morgan,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Northeast,Morgan,Caring Ministries of Morgan County,5000,Fort Morgan,General Operating,Human Services ,,,,,
El Pomar Foundation,2012,Northeast,Morgan,Morgan County Early Childhood Council,5000,Fort Morgan,General Operating,Education ,,,,,
El Pomar Foundation,2012,Northeast,Morgan,"SARA (Sexual Assault Respose Advocates), Inc.",5000,Fort Morgan,General Operating,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2012,Northeast,Morgan,Caring Ministries of Morgan County,15000,Fort Morgan,Program,Human Services ,,,,,
El Pomar Foundation,2012,Northeast,Morgan,Brush Fire Department,1000,Brush,General Operating,"Public safety, Emergency relief",,,,,
El Pomar Foundation,2012,Northeast,Morgan,Morgan Community College Foundation,50000,Fort Morgan,Program,Education,,,,,
El Pomar Foundation,2012,Northeast,Morgan,OneMorgan County,4000,Fort Morgan,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Northeast,Morgan,OneMorgan County,2500,Fort Morgan,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Northeast,Phillips,"Phillips County Family Education Service, Inc.",5000,Holyoke,General Operating,Education ,,,,,
El Pomar Foundation,2012,Northeast,Phillips,Phillips County Family Education Services,6000,Holyoke,Program,Education,,,,,
El Pomar Foundation,2012,Northeast,Sedgwick,Sedgwick County Department of Human Services,2500,Julesburg,Program,Human Services ,,,,,
El Pomar Foundation,2012,Northeast,Sedgwick,Hippodrome Arts Center,5000,Julesburg,General Operating,Arts & Humanities,,,,,
El Pomar Foundation,2012,Northeast,Yuma,Wray Community Child Care Center,10000,Wray,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Northeast,Yuma,Rural Communities Resrouce Center,10000,Yuma,Program,Human Services ,,,,,
El Pomar Foundation,2012,Northeast,Yuma,"Cliff Cultural Community Center, Inc. ",2500,Wray,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Northeast,Yuma,"Hospice of the Plains, Inc.",2500,Wray,General Operating,Hospice,,,,,
El Pomar Foundation,2012,Northeast,Yuma,Regional Home Visitation Program,7500,Yuma,General Operating,Civic and Community,,,,,
Gates Family Foundation,2012,Northeast,Kit Carson,Burlington School District RE-6J,21000,Burlington,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,Northeast,Lincoln,"Plains Medical Center, Inc.",67000,Limon,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,Northeast,Morgan,Fort Morgan Heritage Foundation,2500,Fort Morgan,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2012,Northeast,Yuma,Wray Public Library,70000,Wray,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2012,Northeast,Yuma,Cliff Cultural Community Center Theater,10000,Wray,Capital,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,Northeast,Yuma,Yuma Children's Academy,130000,Yuma,Capital,Education,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Northeast,Lincoln,Limon Child Development Center,20000,Limon,Program,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Northeast,Phillips,"Phillips County Family Education Services, Inc.",8500,Holyoke,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Northeast,Yuma,"Hospice of the Plains, Inc.",12500,Wray,Program,Hospice,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Northeast,Yuma,Regional Home Visitation Program,12500,Yuma,Program,Community and Civic,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Kit Carson,"Dynamic Dimensions, Inc.",10000,Burlington,Not Provided,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Lincoln,Limon Child Development Center,35000,Limon,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,"Centennial Mental Health Center, Inc.",45000,Sterling,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,"The Early Childhood Council of Logan, Phillips & Sedgwick Counties",35000,Sterling,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,Northeastern Junior College Foundation,20000,Sterling,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,Morgan County Family Center,15000,Fort Morgan,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,"Iliff Community Center, Inc.",12000,Iliff,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,Northeast Colorado Health Department,7500,Sterling,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Morgan,Morgan County Early Childhood Council,35000,Fort Morgan,Other,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Morgan,Morgan County School District RE-3,25000,Fort Morgan,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Morgan,Wiggins School District RE-50J,20000,Wiggins,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Phillips,"Phillips County Family Education Services, Inc.",11000,Holyoke,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Sedgwick,Julesburg School District RE-1,3000,Julesburg,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Washington,Woodlin School District R-104,15000,Woodrow,Capital,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Washington,Akron United Methodist Church,10000,Akron,General Operating,,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Washington,Otis Public Schools,9000,Otis,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Regional Home Visitation Program,45000,Yuma,General Operating,,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Rural Communities Resource Center,30000,Yuma,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Wray Community Child Care Center,20000,Wray,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Rural Communities Resource Center,15000,Yuma,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Rural Communities Resource Center,15000,Yuma,Program,Children and Youth Services,,,,,
The Colorado Health Foundation,2012,Northeast,Cheyenne,Keefe Memorial Hospital,139364,Cheyenne Wells,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Kit Carson,City of Burlington,250000,Burlington,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Lincoln,"Plains Medical Center, Inc.",810790,Limon,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Logan,Family Resource Center,7500,Sterling,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Logan,Valley School District RE-1,156053,Sterling,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Phillips,Northeast CO Board of Cooperateive Educational Services,822296,Haxtun,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Yuma,Rural Communities Resource Center,7500,Yuma,Program,Health,,,,,
The Colorado Health Foundation,2012,Northeast,Yuma,Wray Senior Community Center,60000,Wray,Program,Health,,,,,
The Colorado Trust,2012,Northeast,Logan,"Community Caring Hands, Inc.",5000,Sterling,,Human Services,,,,,
The Colorado Trust,2012,Northeast,Morgan,Eben Ezer Lutheran Care Center,5000,Brush,Program,Access to Health,,,,,
The Colorado Trust,2012,Northeast,Morgan,OneMorgan County,9600,Fort Morgan,Program,Convening for Colorado,,,,,
The Colorado Trust,2012,Northeast,Washington,Freedom to Cowboy Up Therapeutic Riding Center,5000,Akron,Program,Access to Health,,,,,
The Colorado Trust,2012,Northeast,Yuma,Regional Home Visitation,5000,Yuma,Program,Access to Health,,,,,
Adolph Coors Foundation,2013,Northeast,Logan,Family Resource Center,10000,Sterling,Program,Youth,11/27/13
Adolph Coors Foundation,2013,Northeast,Phillips,A Sanctuary for Military Families,15000,Granby,General Operating,Military/Family,7/31/13
Anschutz Family Foundation,2013,Northeast,Kit Carson,"Dynamic Dimension, Inc.",7500,Burlington,General Operating,Youth Development,11/30/13
Anschutz Family Foundation,2013,Northeast,Lincoln,Colorado East Community Action Agency,8000,Limon,General Operating,Self Sufficiency,11/30/13
Anschutz Family Foundation,2013,Northeast,Morgan,Brush Main Street Foundation,5000,Brush,General Operating,"Civic, Community, and Capacity Building",11/30/13
Anschutz Family Foundation,2013,Northeast,Morgan,OneMorgan County,5000,Fort Morgan,General Operating,"Civic, Community, and Capacity Building",4/30/13
Anschutz Family Foundation,2013,Northeast,Morgan,"S.A.R.A., Inc.",7000,Fort Morgan,General Operating,Crisis Intervention,11/30/13
Anschutz Family Foundation,2013,Northeast,Phillips,"Phillips County Family Education Services, Inc.",7500,Holyoke,General Operating,Self Sufficiency,11/30/13
Anschutz Family Foundation,2013,Northeast,Phillips,The Dragon's Wagon,5000,Holyoke,General Operating,Youth Development,4/30/13
Anschutz Family Foundation,2013,Northeast,Phillips,The Haxtun Community Childcare Center,7500,Haxtun,General Operating,Youth Development,11/30/13
Anschutz Family Foundation,2013,Northeast,Washington,"Golden Plains, Inc.",8000,Akron,Program,Food/Shelter/Homeless,4/30/13
Anschutz Family Foundation,2013,Northeast,Yuma,"Encore Life, Inc.",10000,Wray,General Operating,Senior Programs,11/30/13
Anschutz Family Foundation,2013,Northeast,Yuma,Rural Communities Resource Center,7500,Yuma,Program,Food/Shelter/Homeless,4/30/13
AV Hunter Trust,2013,Northeast,Morgan,"S.A.R.A., Inc.",5000,Fort Morgan,General Operating,Youth,8/29/13
AV Hunter Trust,2013,Northeast,Morgan,Kids At Their Best,7500,Fort Morgan,General Operating,Youth,11/18/13
AV Hunter Trust,2013,Northeast,Phillips,"Phillips County Family Education Services, Inc.",10000,Holyoke,General Operating,Indigent,8/29/13
AV Hunter Trust,2013,Northeast,Logan,Family Resource Center,5000,Sterling,Program,Youth,5/22/13
AV Hunter Trust,2013,Northeast,Yuma,Wray Rehabilitation & Activities Center,5000,Wray,Program,Seniors,11/18/13
AV Hunter Trust,2013,Northeast,Yuma,Baby Bear Hugs,7500,Yuma,General Operating,Youth,8/29/13
Boettcher Foundation,2013,Northeast,Morgan,Fort Morgan Heritage Foundation,10000,Fort Morgan,Capital,Arts & Culture,7/11/2013
Boettcher Foundation,2013,Northeast,Morgan,Fort Morgan Bandshell Project,10000,Fort Morgan,Capital,Arts & Culture,7/11/2013
Caring for Colorado Foundation,2013,Northeast,Kit Carson,Town of Flagler,50000,Flagler,Capital,,6/20/13
Caring for Colorado Foundation,2013,Northeast,Logan,"Centennial Mental Health Center, Inc.",50000,Sterling,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Northeast,Logan,Northeast Colorado Health Department,42150,Sterling,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Northeast,Morgan,Eben Ezer Lutheran Care Center,30000,Brush,Capital,,6/20/13
Caring for Colorado Foundation,2013,Northeast,Yuma,Regional Home Visitation Program dba Baby Bear Hugs,76209,Yuma,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Northeast,Yuma,Rural Communities Resource Center,90000,Yuma,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Northeast,Yuma,"Wray Rehabilitation and Activities Center, Inc.",21574,Wray,Capital Equipment Purchase,,6/20/13
Daniels Fund,2013,Northeast,Lincoln,Limon Child Development Center,10000,Limon,Program / Project,Disabilities,6/21/13
Daniels Fund,2013,Northeast,Logan,Family Resource Center,25000,Sterling,Program / Project,Youth Development,10/1/13
Daniels Fund,2013,Northeast,Logan,Northeast Colorado Health Department,25000,Sterling,Program / Project,Disabilities,1/7/13
Daniels Fund,2013,Northeast,Morgan,"The Production Company, dba Kids at their Best",40000,Wiggins,General Operating Support,Youth Development,12/3/13
Daniels Fund,2013,Northeast,Yuma,Wray Community Child Care Center dba Wray Community Learning Center,10000,Wray,Program / Project,Early Childhood Education,12/3/13
Daniels Fund,2013,Northeast,Yuma,"Wray Rehabilitation & Activities Center, Incorporated",40000,Wray,General Operating Support,Aging,10/21/13
Daniels Fund,2013,Northeast,Yuma,Young Americans Center for Financial Education - Wray,25000,Wray,General Operating Support,Youth Development,11/18/13
El Pomar Foundation,2013,Northeast,Kit Carson,"Burlington Community Child Care,Inc",5000,Burlington,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Kit Carson,Prairie Family Center,5000,Burlington,Program,Education,9/29/13
El Pomar Foundation,2013,Northeast,Lincoln,"Lincoln County Economic Development Corporation, Inc.",5000,Limon,Capital,Arts and Culture,8/20/13
