funder,year,region,county,nonprofit,amount,city,type,category
The Colorado Trust,2009,Western Slope,Pitkin,"City of Aspen, Kids First",7500,Aspen,Program,Health                                                                     ,
The Colorado Trust,2009,Western Slope,Pitkin,"Rocky Mountain Institute, Inc.",10000,Snowmass,General Operating,"Environment, Conservation",
Adolph Coors Foundation,2010,Western Slope,Eagle,Eagle River Youth Coalition,5000,Edwards,General Operating,,
Adolph Coors Foundation,2010,Western Slope,Eagle,Youth Foundation,7500,Edwards,General Operating,,
Adolph Coors Foundation,2010,Western Slope,Garfield,"Columbine Home Health, Inc.",10000,Glenwood Springs,General Operating,,
Adolph Coors Foundation,2010,Western Slope,Garfield,Family Visitor Program,10000,Glenwood Springs,General Operating,,
Adolph Coors Foundation,2010,Western Slope,Mesa,Boy Scouts of America/Western CO Council,5000,Grand Junction,General Operating,Children and Youth Services,
Adolph Coors Foundation,2010,Western Slope,Mesa,Collbran Job Corps Center,3000,Collbran,General Operating,"Employment, Job training",
Adolph Coors Foundation,2010,Western Slope,Mesa,Kids Voting Mesa County,5000,Grand Junction,General Operating,,
Adolph Coors Foundation,2010,Western Slope,Pitkin,The Buddy Program,10000,Aspen,General Operating,,
Anschutz Family Foundation,2010,Western Slope,Delta,Kids' Pasta Project,5000,Hotchkiss,General Operating,"Community, Public Affairs",
Anschutz Family Foundation,2010,Western Slope,Delta,Delta County Meth Task Force,5000,Hotchkiss,General Operating,,
Anschutz Family Foundation,2010,Western Slope,Delta,Little Sprouts Community Preschool,5000,Cedaredge,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Delta,Creamery Arts Center,5000,Hotchkiss,Program,,
Anschutz Family Foundation,2010,Western Slope,Eagle,Eagle River Youth Coalition,5000,Edwards,Other,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Eagle,Can Do Multiple Sclerosis,5000,Edwards,General Operating,Health                                                                     ,
Anschutz Family Foundation,2010,Western Slope,Eagle,English in Action,5000,Basalt,General Operating,,
Anschutz Family Foundation,2010,Western Slope,Eagle,SOS Outreach,5000,Avon,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,The Manaus Fund,5000,Carbondale,Program,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,"Blue Lake Preschool, Inc.",5000,Carbondale,Program,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,Crystal Valley Preschool,3500,Marble,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,Family Visitor Programs,7500,Glenwood Springs,Program,,
Anschutz Family Foundation,2010,Western Slope,Garfield,Roaring Fork Family Resource Center,5000,Carbondale,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,"Alpine Legal Services, Inc.",5000,Glenwood Springs,General Operating,Legal Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,Feed My Sheep Ministry,5000,New Castle,General Operating,Human Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,LIFT-UP,5000,Glenwood Springs,Program,"Food, Agriculture, Nutrition",
Anschutz Family Foundation,2010,Western Slope,Garfield,Tom's Door,2000,Carbondale,General Operating,Emergency Assistance      ,
Anschutz Family Foundation,2010,Western Slope,Garfield,Literacy Outreach,5000,Glenwood Springs,General Operating,Education,
Anschutz Family Foundation,2010,Western Slope,Garfield,"Advocate Safehouse Project, Inc.",5000,Glenwood Springs,General Operating,"Domestic Violence Shelters, Services",
Anschutz Family Foundation,2010,Western Slope,Mesa,"Eagle Corps Robotics, Grand Mesa High School",5000,Collbran,Program,Education,
Anschutz Family Foundation,2010,Western Slope,Mesa,Riverside Educational Center,5000,Grand Junction,General Operating,Education,
Anschutz Family Foundation,2010,Western Slope,Mesa,The Parenting Place of Western Colorado,5000,Grand Junction,General Operating,,
Anschutz Family Foundation,2010,Western Slope,Mesa,Grand Valley Catholic Outreach,7500,Grand Junction,General Operating,Emergency Assistance      ,
Anschutz Family Foundation,2010,Western Slope,Mesa,"Pro Bono Project of Mesa County, Inc.",2500,Grand Junction,General Operating,Legal Services,
Anschutz Family Foundation,2010,Western Slope,Mesa,"Mesa County, RSVP, Inc.",3242,Grand Junction,General Operating,,
Anschutz Family Foundation,2010,Western Slope,Mesa,"The Tree House Center for Youth, Inc.",5000,Grand Junction,Program,Children and Youth Services,
AV Hunter Trust,2010,Western Slope,Garfield,Advocate Safehouse Project,5000,Glenwood Springs,General Operating,Indigent,8/30/10
AV Hunter Trust,2010,Western Slope,Garfield,Family Visitor Programs,10000,Glenwood Springs,Program Support,Youth,8/30/10
AV Hunter Trust,2010,Western Slope,Mesa,Counseling and Education Center,5000,Grand Junction,Program Support,Indigent,6/1/10
AV Hunter Trust,2010,Western Slope,Mesa,Mesa County Partners,7500,Grand Junction,Program Support,Youth,6/1/10
AV Hunter Trust,2010,Western Slope,Mesa,CASA of Mesa County,5000,Grand Junction,General Operating,Youth,8/30/10
AV Hunter Trust,2010,Western Slope,Mesa,Hospice & Palliative Care of Western Colorado,10000,Grand Junction,Program Support,Indigent,8/30/10
AV Hunter Trust,2010,Western Slope,Mesa,Western Slope Center for Children,5000,Grand Junction,General Operating,Youth,8/30/10
Boettcher Foundation,2010,Western Slope,Eagle,Roundup River Ranch,25000,Avon,Capital,,
Boettcher Foundation,2010,Western Slope,Garfield,Marble Charter School,25000,Marble,Capital,,
Boettcher Foundation,2010,Western Slope,Mesa,City of Fruita,75000,Fruita,Capital,,
Boettcher Foundation,2010,Western Slope,Mesa,Mesa State College,28210,Grand Junction,Student Aid/Scholarship,Education,
Boettcher Foundation,2010,Western Slope,Pitkin,Aspen Institute,100000,Aspen,Capital,,
Boettcher Foundation,2010,Western Slope,Pitkin,Spellbinders,5000,Woody Creek,General Operating,,
Caring for Colorado Foundation,2010,Western Slope,Garfield,Roaring Fork Family Resource,35000,Carbondale,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Western Slope,Mesa,"Child and Migrant Services, Inc.",23000,Palisade,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Western Slope,Mesa,Family Health West,100000,Fruita,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Western Slope,Mesa,Hilltop Community Resources,35000,Grand Junction,Program,,
Caring for Colorado Foundation,2010,Western Slope,Mesa,"Marillac Clinic, Inc.",100000,Grand Junction,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Western Slope,Mesa,Mesa State College,33573,Grand Junction,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Western Slope,Mesa,Western Colorado Area Health Education Center (WCAHEC),100000,Grand Junction,Program,Health                                                                     ,
Daniels Fund,2010,Western Slope,Delta,"Senior CommUnity Meals, Inc.",20000,Eckert,Program,Human Services,
Daniels Fund,2010,Western Slope,Delta,Delta County Meth Task Force,40000,Delta,Program,Health                                                                     ,
Daniels Fund,2010,Western Slope,Delta,Delta County School District 50-J,35000,Delta,Program,Children and Youth Services,
Daniels Fund,2010,Western Slope,Garfield,"Colorado West Regional Mental Health, Inc.",25000,Glenwood Springs,Program,Health                                                                     ,
Daniels Fund,2010,Western Slope,Garfield,Mountain Valley Developmental Services,10000,Glenwood Springs,Program,Disabled Persons,
Daniels Fund,2010,Western Slope,Garfield,Elbie and Wilma Gann Memorial Foundation,8000,Carbondale,Other,Children and Youth Services,
Daniels Fund,2010,Western Slope,Garfield,Computers for Kids Foundation,15000,Carbondale,Program,Children and Youth Services,
Daniels Fund,2010,Western Slope,Garfield,Roaring Fork School District No RE-1,2500,Glenwood Springs,Program,Children and Youth Services,
Daniels Fund,2010,Western Slope,Garfield,YouthZone,15000,Glenwood Springs,Program,Children and Youth Services,
Daniels Fund,2010,Western Slope,Mesa,City of Fruita,25000,Fruita,Capital,"Community, Public Affairs",
Daniels Fund,2010,Western Slope,Mesa,Hospice & Palliative Care of Western Colorado,30000,Grand Junction,General Operating,Hospice,
Daniels Fund,2010,Western Slope,Mesa,Saint Mary's Hospital Development,30000,Grand Junction,Program,Health                                                                     ,
Daniels Fund,2010,Western Slope,Mesa,Colorado Discover Ability Integrated Outdoor,10000,Grand Junction,General Operating,Disabled Persons,
Daniels Fund,2010,Western Slope,Mesa,Center for Independence,10000,Grand Junction,Program,Disabled Persons,
Daniels Fund,2010,Western Slope,Mesa,Mesa Developmental Services,40000,Grand Junction,Capital,Disabled Persons,
Daniels Fund,2010,Western Slope,Mesa,Community Food Bank,15000,Grand Junction,General Operating,Human Services,
Daniels Fund,2010,Western Slope,Mesa,Grand Valley Catholic Outreach Inc,100000,Grand Junction,Program,"Housing, Homeless shelters",
Daniels Fund,2010,Western Slope,Mesa,Hilltop Health Services Corporation,30000,Grand Junction,Program,"Domestic Violence Shelters, Services",
Daniels Fund,2010,Western Slope,Mesa,Community Friends of Collbran Job Corps,5000,Collbran,General Operating,Children and Youth Services,
Daniels Fund,2010,Western Slope,Mesa,"The Tree House Center for Troubled Youth, Inc.",10000,Grand Junction,Program,Children and Youth Services,
Daniels Fund,2010,Western Slope,Pitkin,City of Aspen,10000,Aspen,Program,Children and Youth Services,
El Pomar Foundation,2010,Western Slope,Delta,Delta County Joint School District 50J,10000,Delta,Program,Education,
El Pomar Foundation,2010,Western Slope,Delta,Delta County Meth Task Force,5000,Delta,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Western Slope,Delta,Delta County Citizens for Animal Welfare and Shelters,5000,Crawford,Program,Animal Protection and Welfare,
El Pomar Foundation,2010,Western Slope,Delta,Spirt Wind Horse Rescue,2500,Hotchkiss,Other,Animal Protection and Welfare,
El Pomar Foundation,2010,Western Slope,Delta,Delta County School District 50-J,1000,Delta,Program,Education,
El Pomar Foundation,2010,Western Slope,Delta,"Delta Food Pantry, Inc.",2500,Delta,Program,Human Services,
El Pomar Foundation,2010,Western Slope,Delta,"Rotary Club of Paonia Foundation, Inc.",1000,Paonia,Program,Human Services,
El Pomar Foundation,2010,Western Slope,Delta,Delta County Joint School District 50J,1000,Delta,Program,Children and Youth Services,
El Pomar Foundation,2010,Western Slope,Delta,Delta County,10000,Delta,Program,"Public safety, Emergency relief",
El Pomar Foundation,2010,Western Slope,Delta,Delta County Joint School District 50J,5000,Delta,Other,Education,
El Pomar Foundation,2010,Western Slope,Delta,Delta County Joint School District 50J,1500,Delta,Program,Education,
El Pomar Foundation,2010,Western Slope,Eagle,Eagle River Youth Coalition,2500,Avon,General Operating,Children and Youth Services,
El Pomar Foundation,2010,Western Slope,Eagle,Vail Valley Foundation,150000,Vail,Program,"Community, Public Affairs",
El Pomar Foundation,2010,Western Slope,Eagle,Red Ribbon Project,2500,Avon,General Operating,Human Services,
El Pomar Foundation,2010,Western Slope,Eagle,Youth Foundation,15000,Edwards,General Operating,Education,
El Pomar Foundation,2010,Western Slope,Eagle,VVMC Diversified Services,7500,Vail,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Western Slope,Eagle,Gore Range Natural Science School,7500,Avon,General Operating,"Environment, Conservation",
El Pomar Foundation,2010,Western Slope,Eagle,"Small Champions, Inc.",15000,Vail,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Western Slope,Eagle,SOS Outreach,7500,Avon,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Western Slope,Eagle,Food Rescue Express Eagle County,2000,Edwards,Program,Human Services,
El Pomar Foundation,2010,Western Slope,Eagle,Red Ribbon Project,2000,Avon,Program,Abuse & Neglect Prevention,
El Pomar Foundation,2010,Western Slope,Eagle,Resource Center of Eagle County,6000,Avon,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Western Slope,Eagle,Salvation Army Vail Valley,5000,Edwards,Program,Human Services,
El Pomar Foundation,2010,Western Slope,Eagle,Roundup River Ranch,4000,Avon,Program,Children and Youth Services,
El Pomar Foundation,2010,Western Slope,Eagle,Eagle Valley Child Care Association,1500,Vail,General Operating,Children and Youth Services,
El Pomar Foundation,2010,Western Slope,Eagle,Resource Center of Eagle County,25000,Avon,Program,"Community, Public Affairs",
El Pomar Foundation,2010,Western Slope,Eagle,Youth Foundation,1500,Edwards,General Operating,Children and Youth Services,
El Pomar Foundation,2010,Western Slope,Eagle,Youth Foundation,1500,Edwards,General Operating,Children and Youth Services,
El Pomar Foundation,2010,Western Slope,Garfield,Computers for Kids ,10000,Carbondale,Program,"Community, Public Affairs",
El Pomar Foundation,2010,Western Slope,Garfield,"Family Visitor Program of Garfield County, Inc.",5000,Glenwood Springs,General Operating,Human Services,
El Pomar Foundation,2010,Western Slope,Garfield,Literacy Outreach,7500,Glenwood Springs,General Operating,Education,
El Pomar Foundation,2010,Western Slope,Garfield,"Advocate Safehouse Project, Inc.",10000,Glenwood Springs,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Western Slope,Garfield,Mountain Family Health Center,5000,Glenwood Springs,Program,Human Services,
El Pomar Foundation,2010,Western Slope,Garfield,"Family Visitor Program of Garfiel County, Inc.",1500,Glenwood Springs,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Western Slope,Garfield,Life Inter-Faith Team on Unemployment and Poverty,1500,Glenwood Springs,General Operating,Human Services,
El Pomar Foundation,2010,Western Slope,Mesa,Grand Junction Imagination Library,2500,Grand Junction,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Western Slope,Mesa,"Center for Enriched Communications, Inc.",5000,Grand Junction,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Western Slope,Mesa,City of Fruita,25000,Fruita,Capital,"Community, Public Affairs",
El Pomar Foundation,2010,Western Slope,Mesa,"Mesa County Land Conservancy, Inc.",5000,Grand Junction,General Operating,"Environment, Conservation",
El Pomar Foundation,2010,Western Slope,Mesa,United Way of Mesa County,10000,Grand Junction,Program,"Community, Public Affairs",
El Pomar Foundation,2010,Western Slope,Mesa,Riverside Educational Center,10000,Grand Junction,General Operating,Education,
El Pomar Foundation,2010,Western Slope,Mesa,"Child and Migrant Services, Inc.",5000,Palisade,General Operating,Human Services,
El Pomar Foundation,2010,Western Slope,Mesa,Habitat for Humanity of Mesa County,20000,Grand Junction,Program,"Housing, Homeless shelters",
El Pomar Foundation,2010,Western Slope,Mesa,Hospice & Palliative Care of Western Colorado,10000,Grand Junction,General Operating,Hospice,
El Pomar Foundation,2010,Western Slope,Mesa,Mesa Developmental Services,25000,Grand Junction,General Operating,Disabled Persons,
El Pomar Foundation,2010,Western Slope,Mesa,Tree House Center for Troubled Youth,5000,Grand Junction,General Operating,Children and Youth Services,
El Pomar Foundation,2010,Western Slope,Mesa,Hilltop Health Services Corporation,15000,Grand Junction,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Western Slope,Mesa,"Marillac Clinic, Inc.",10000,Grand Junction,Program,Human Services,
El Pomar Foundation,2010,Western Slope,Mesa,Western Council Boy Scouts of America,7500,Grand Junction,Program,Children and Youth Services,
El Pomar Foundation,2010,Western Slope,Mesa,"Mesa Youth Services, Inc.",4000,Grand Junction,General Operating,,
El Pomar Foundation,2010,Western Slope,Mesa,Mesa County Business Education Foundation,15000,Grand Junction,Program,"Housing, Homeless shelters",
El Pomar Foundation,2010,Western Slope,Mesa,Mesa State College Foundation,50000,Grand Junction,Program,Education,
El Pomar Foundation,2010,Western Slope,Mesa,Mesa State College Foundation,10000,Grand Junction,Program,Education,
El Pomar Foundation,2010,Western Slope,Mesa,Mesa State College Foundation,25000,Grand Junction,Event,"Housing, Homeless shelters",
El Pomar Foundation,2010,Western Slope,Mesa,Mesa State College Foundation,1500,Grand Junction,Student Aid/Scholarship,Education,
El Pomar Foundation,2010,Western Slope,Mesa,Riverside Educational Center,1500,Grand Junction,General Operating,Education,
El Pomar Foundation,2010,Western Slope,Mesa,Western Colorado Math & Science Center,1500,Grand Junction,General Operating,Education,
El Pomar Foundation,2010,Western Slope,Mesa,Hospice and Palliative Care of Western Colorado,25000,Grand Junction,Capital,Hospice,
El Pomar Foundation,2010,Western Slope,Mesa,Hospice and Palliative Care of Western Colorado,1500,Grand Junction,Program,Hospice,
El Pomar Foundation,2010,Western Slope,Mesa,Quality Health Network,5000,Grand Junction,Program,Health                                                                     ,
El Pomar Foundation,2010,Western Slope,Pitkin,"Pathfinders, Inc.",5000,Aspen,General Operating,Human Services,
El Pomar Foundation,2010,Western Slope,Pitkin,Spellbinders,5000,Aspen,Program,"Community, Public Affairs",
El Pomar Foundation,2010,Western Slope,Pitkin,Aspen Youth Experience,7500,Aspen,General Operating,Children and Youth Services,
El Pomar Foundation,2010,Western Slope,Pitkin,"Buddy Program, Inc.",5000,Aspen,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Western Slope,Pitkin,"Buddy Program, Inc.",1500,Aspen,General Operating,Children and Youth Services,
El Pomar Foundation,2010,Western Slope,Pitkin,Resource Help for Battered Women,25000,Aspen,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Western Slope,Pitkin,"Right Door, Inc.",25000,Aspen,Program,"Domestic Violence Shelters, Services",
Gates Family Foundation,2010,Western Slope,Delta,North Fork River Improvement Association,22000,Paonia,Capital,"Environment, Conservation",
Gates Family Foundation,2010,Western Slope,Delta,Western Slope Environmental Resource Council,25000,Paonia,Capital,"Environment, Conservation",
Gates Family Foundation,2010,Western Slope,Eagle,Basalt Regional Heritage Society,15000,Basalt,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2010,Western Slope,Eagle,Gore Range Natural Science School,250000,Avon,Capital,Education,
Gates Family Foundation,2010,Western Slope,Eagle,Youth Foundation,30000,Edwards,Capital,Children and Youth Services,
Gates Family Foundation,2010,Western Slope,Garfield,Third Street Center,100000,Carbondale,Capital,"Community, Public Affairs",
Gates Family Foundation,2010,Western Slope,Garfield,Colorado Mountain College Foundation,30000,Glenwood Springs,Capital,Education,
Gates Family Foundation,2010,Western Slope,Garfield,Western Colorado Early Childhood Cooperative,25000,Carbondale,Capital,Education,
Gates Family Foundation,2010,Western Slope,Garfield,Aspen Valley Land Trust,40000,Carbondale,Capital,"Environment, Conservation",
Gates Family Foundation,2010,Western Slope,Garfield,Mountain Family Health Center,90000,Glenwood Springs,Capital,Children and Youth Services,
Gates Family Foundation,2010,Western Slope,Mesa,Mesa Land Trust,40000,Grand Junction,Capital,"Environment, Conservation",
Gates Family Foundation,2010,Western Slope,Mesa,City of Fruita,50000,Fruita,Capital,Children and Youth Services,
Gates Family Foundation,2010,Western Slope,Mesa,Grand Junction Housing Authority,30000,Grand Junction,Capital,"Housing, Homeless shelters",
Helen K. and Arthur E. Johnson Foundation,2010,Western Slope,Garfield,"Advocate Safehouse Project, Inc.",10000,Glenwood Springs,General Operating,"Domestic Violence Shelters, Services",
Helen K. and Arthur E. Johnson Foundation,2010,Western Slope,Garfield,Colorado Mountain College Foundation,40000,Glenwood Springs,Student Aid/Scholarship,Education,
Helen K. and Arthur E. Johnson Foundation,2010,Western Slope,Garfield,Columbine Home Health,25000,Glenwood Springs,General Operating,Health                                                                     ,
Helen K. and Arthur E. Johnson Foundation,2010,Western Slope,Garfield,Family Visitor Program of Garfield County,20000,Glenwood Springs,General Operating,"Community, Public Affairs",
Helen K. and Arthur E. Johnson Foundation,2010,Western Slope,Garfield,YouthZone,20000,Glenwood Springs,General Operating,,
Helen K. and Arthur E. Johnson Foundation,2010,Western Slope,Mesa,"Child and Migrant Services, Inc.",15000,Palisade,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2010,Western Slope,Mesa,Grand Valley Catholic Outreach Inc,25000,Grand Junction,Program,Human Services,
Helen K. and Arthur E. Johnson Foundation,2010,Western Slope,Mesa,Hilltop Community Resources,27500,Grand Junction,General Operating,,
Helen K. and Arthur E. Johnson Foundation,2010,Western Slope,Mesa,Hospice and Palliative Care of Western Colorado,10000,Grand Junction,Program,Hospice,
Helen K. and Arthur E. Johnson Foundation,2010,Western Slope,Mesa,Mesa County Partners,20000,Grand Junction,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2010,Western Slope,Mesa,Western Slope Center for Children,10000,Grand Junction,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2010,Western Slope,Mesa,Mesa Developmental Services,25000,Grand Junction,Capital,Disabled Persons,
Temple Hoyne Buell Foundation,2010,Western Slope,Delta,North Fork Community Montessori School,15000,Hotchkiss,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2010,Western Slope,Delta,Delta County School District 50-J,10000,Delta,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Western Slope,Delta,Delta County School District,6500,Crawford,Other,Education,
Temple Hoyne Buell Foundation,2010,Western Slope,Eagle,Eagle Valley Child Care Association,35000,Vail,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Western Slope,Eagle,The Literacy Project,10000,Minturn,Program,Education,
Temple Hoyne Buell Foundation,2010,Western Slope,Eagle,Roaring Fork School District No RE-1,2000,Basalt,Other,Education,
Temple Hoyne Buell Foundation,2010,Western Slope,Garfield,Family Visitor Programs,65000,Glenwood Springs,General Operating,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Western Slope,Garfield,Mountain Board of Cooperative Educational Services,25000,Glenwood Springs,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Western Slope,Garfield,Valley View Hospital Foundation,15000,Glenwood Springs,Capital,Health                                                                     ,
Temple Hoyne Buell Foundation,2010,Western Slope,Garfield,Garfield County School District 16,15000,Parachute,Program,Education,
Temple Hoyne Buell Foundation,2010,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,12000,Glenwood Springs,General Operating,Education,
Temple Hoyne Buell Foundation,2010,Western Slope,Garfield,Elbie and Wilma Gann Memorial Foundation,8000,Carbondale,Other,Education,
Temple Hoyne Buell Foundation,2010,Western Slope,Garfield,Roaring Fork School District No RE-1,4000,Glenwood Springs,Other,Education,
Temple Hoyne Buell Foundation,2010,Western Slope,Garfield,Roaring Fork School District No RE-1,2425,Glenwood Springs,Other,Education,
Temple Hoyne Buell Foundation,2010,Western Slope,Mesa,Hilltop Community Resources,30000,Grand Junction,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Western Slope,Mesa,Hilltop Community Resources,30000,Grand Junction,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Western Slope,Mesa,Mesa Land Trust,15000,Grand Junction,General Operating,"Environment, Conservation",
Temple Hoyne Buell Foundation,2010,Western Slope,Mesa,"Strong Families, Safe Kids",12000,Grand Junction,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Western Slope,Mesa,Western Colorado Math & Science Center,12000,Grand Junction,General Operating,Education,
Temple Hoyne Buell Foundation,2010,Western Slope,Mesa,"St. Mary's Hospital and Medical Center, Inc.",10000,Grand Junction,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2010,Western Slope,Mesa,Western Colorado Center for the Arts,8000,Grand Junction,General Operating,"Arts, Culture & Humanities ",
Temple Hoyne Buell Foundation,2010,Western Slope,Mesa,Grand Junction Imagination Library,5000,Grand Junction,General Operating,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Western Slope,Mesa,Grand Junction Musical Arts Association,5000,Grand Junction,Event,"Arts, Culture & Humanities ",
Temple Hoyne Buell Foundation,2010,Western Slope,Mesa,"Mesa Youth Service, Inc.",5000,Grand Junction,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Western Slope,Mesa,"Strong Families, Safe Kids",5000,Grand Junction,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Western Slope,Mesa,"Marillac Clinic, Inc.",4500,Grand Junction,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2010,Western Slope,Mesa,"Child and Migrant Services, Inc.",3500,Palisade,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Western Slope,Pitkin,Rural Resort Region Early Childhood Council,75000,Aspen,Other,Education,
The Colorado Health Foundation,2010,Western Slope,Delta,All American Families,90000,Delta,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Western Slope,Eagle,Roaring Fork (RE-1) School District,120000,Basalt,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Western Slope,Eagle,Vail Valley Foundation,25000,Vail,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Western Slope,Garfield,Grand River Hospital District Memorial Trust Fund,400000,Rifle,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Western Slope,Garfield,Mountain Family Health Center,500000,Glenwood Springs,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Western Slope,Mesa,Hilltop Health Services Corporation,330000,Grand Junction,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Western Slope,Mesa,Hilltop Health Services Corporation,15000,Grand Junction,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Western Slope,Mesa,Mesa County Retired and Senior Volunteer Program,207209,Grand Junction,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Western Slope,Mesa,Quality Health Network,640000,Grand Junction,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Western Slope,Pitkin,Children's Health Foundation,435000,Aspen,Program,Health                                                                     ,
The Colorado Trust,2010,Western Slope,Eagle,Eagle Care Medical Clinic,25000,Vail ,Program,Health                                                                     ,
The Colorado Trust,2010,Western Slope,Mesa,CLUB 20 Education & Research Foundation,390703,Grand Junction,Program,Health                                                                     ,
The Colorado Trust,2010,Western Slope,Pitkin,Rural Resort Region Early Childhood Council- Western Division,25000,Aspen,Program,Health                                                                     ,
The Colorado Trust,2010,Western Slope,Pitkin,"Rocky Mountain Institute, Inc.",1000,Snowmass,General Operating,"Environment, Conservation",
Adolph Coors Foundation,2011,Western Slope,Eagle,Access Roaring Fork,10000,Basalt,General Operating,,
Adolph Coors Foundation,2011,Western Slope,Garfield,Roaring Fork Business Resource Center,5000,Glenwood Springs,General Operating,,
Adolph Coors Foundation,2011,Western Slope,Garfield,YouthZone,10000,Glenwood Springs,General Operating,,
Adolph Coors Foundation,2011,Western Slope,Mesa,Girls On The Run of the Grand Valley,5000,Grand Junction,General Operating,,
Adolph Coors Foundation,2011,Western Slope,Mesa,Riverside Educational Center,7500,Grand Junction,General Operating,,
Adolph Coors Foundation,2011,Western Slope,Mesa,St. Mary's Foster Grandparent Program,7500,Grand Junction,General Operating,,
Adolph Coors Foundation,2011,Western Slope,Mesa,Western CO Math and Science Center,12000,Grand Junction,General Operating,,
Adolph Coors Foundation,2011,Western Slope,Pitkin,Computers for Kids Foundation,10000,Carbondale,General Operating,,
Anschutz Family Foundation,2011,Western Slope,Delta,Kids' Pasta Project,6000,Hotchkiss,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Delta,Delta County School District #50,5000,Delta,Program,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Delta,Little Sprouts Community Preschool,5000,Cedaredge,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Delta,North Fork Community Montessori School,5000,Hotchkiss,Student Aid/Scholarship,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Delta,FAMILIES PLUS,5000,Delta,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Delta,Delta County Citizens for Animal Welfare and Shelter,5000,Paonia,General Operating,Animal Protection and Welfare,
Anschutz Family Foundation,2011,Western Slope,Delta,"VOANS Senior CommUnity Meals, Inc.",7500,Eckert,General Operating,"Food, Agriculture, Nutrition",
Anschutz Family Foundation,2011,Western Slope,Eagle,Early Childhood Partners,5000,Eagle,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Eagle,Family Learning Center,5000,Edwards,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Eagle,The Salvation Army/Vail Valley,5000,Edwards,General Operating,"Food, Agriculture, Nutrition",
