funder,year,region,county,nonprofit,amount,city,type ,category,,,,,
Daniels Fund,2013,Mountain,Garfield,Life Inter-Faith Team on Unemployment and Poverty (Lift-Up),25000.00,Rifle,General Operating Support,Homeless and Disadvantaged,9/16/13,,,,
Daniels Fund,2013,Mountain,Lake,Partnership for Lake County Recreation,47000.00,Leadville,Capital Campaign,Amateur Sports,2/25/13,,,,
Daniels Fund,2013,Mountain,Garfield,Roaring Fork Valley Early Learning Fund,25000.00,Glenwood Springs,Program / Project,Early Childhood Education,1/7/13,,,,
Daniels Fund,2013,Mountain,Eagle,SOS Outreach,15000.00,Avon,General Operating Support,Amateur Sports,7/15/13,,,,
El Pomar Foundation,2009,Mountain,Lake,Advocates of Lake County,5000.00,Leadville,General Operating,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Pitkin,Aspen Center for Environmental Studies,7500.00,Aspen,General Operating,"Environment, Conservation",,,,,
El Pomar Foundation,2009,Mountain,Eagle,"Bravo Vail Valley Music Festival, Inc.",3000.00,Vail,Program,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2009,Mountain,Garfield,Carbondale Community Nonprofit Center,25000.00,Carbondale,Capital,"Philanthropy, Volunteerism, Grants",,,,,
El Pomar Foundation,2009,Mountain,Summit,Casa of the Continental Divide,5000.00,Dillon,General Operating,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Garfield,"ChildHelp, Inc.",5000.00,Glenwood Springs,Capital,Children and Youth Services,,,,,
El Pomar Foundation,2009,Mountain,Garfield,Colorado West Regional Mental Health Center,50000.00,Glenwood Springs,Capital,Health                                                                     ,,,,,
El Pomar Foundation,2009,Mountain,Eagle,Jimmie Huega Center,5000.00,Edwards,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2009,Mountain,Eagle,Life Inter Faith Team on Unemployment and Poverty (Lift-Up),10000.00,Glenwood Springs,General Operating,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Garfield,Mountain Family Health Centers National Foundation of Dentistry for the Handicapped,30000.00,Glenwood Springs,Capital,Health                                                                     ,,,,,
El Pomar Foundation,2009,Mountain,Garfield,Mountain Valley Developmental Services,10000.00,Glenwood Springs,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Eagle,New America School,25000.00,Gypsum,General Operating,Education,,,,,
El Pomar Foundation,2009,Mountain,Pitkin,"Right Door, Inc.",10000.00,Aspen,General Operating,,,,,,
El Pomar Foundation,2009,Mountain,Summit,"Summit Community Care Clinic, Inc.",15000.00,Frisco,General Operating,Health                                                                     ,,,,,
El Pomar Foundation,2009,Mountain,Summit,Summit County School District,25000.00,Frisco,Capital,Education,,,,,
El Pomar Foundation,2009,Mountain,Eagle,Vail Leadership Institute,2500.00,Vail,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2009,Mountain,Summit,"Advocates for Victims of Assault, Inc.",5000.00,Frisco,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2009,Mountain,lake,"Advoactes of Lake County, Inc.",25000.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Eagle,"Community Health Initiatives, Inc.",2500.00,Eagle,Program,Health                                                                     ,,,,,
El Pomar Foundation,2009,Mountain,Summit,Father Dyer United Methodist Church,500.00,Breckenridge,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Summit,Keystone Center,5000.00,Keystone,Program,Abuse & Neglect Prevention,,,,,
El Pomar Foundation,2009,Mountain,Lake,Lake County Human Services,10000.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Eagle,Resource Center of Eagle County,5000.00,Avon,Program,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2009,Mountain,Pitkin,Response Help for Battered Women,2500.00,Aspen,Program,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2009,Mountain,Pitkin,"Right Door, Inc.",5000.00,Aspen,Program,Health                                                                     ,,,,,
El Pomar Foundation,2009,Mountain,Eagle,Salvation Army- Vail Valley,5000.00,Edwards,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Summit,Summit County Family Resource Center,10000.00,Dillon,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Pitkin,Valley Partnership for Drug Prevention,4000.00,Aspen,Program,Health                                                                     ,,,,,
El Pomar Foundation,2009,Mountain,Garfield,Andy Zanca Youth Empowerment Program,2000.00,Carbondale,Program,Children and Youth Services,,,,,
El Pomar Foundation,2009,Mountain,Garfield,Computers for Kids Foundation,2500.00,Carbondale,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2009,Mountain,Eagle,Resource Center of Eagle County,2000.00,Avon,Program,Children and Youth Services,,,,,
El Pomar Foundation,2009,Mountain,Summit,Summit County,2500.00,Breckenridge,Program,Children and Youth Services,,,,,
El Pomar Foundation,2009,Mountain,Pitkin,Aspen Valley Medical Foundation Limited,1500.00,Aspen,Program,Health                                                                     ,,,,,
El Pomar Foundation,2009,Mountain,Lake,Catholic Diocese of Colorado Springs,2250.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Summit,Dillon Community Church,2500.00,Dillon,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Eagle,Eagle County School District,3000.00,Eagle,Program,Education,,,,,
El Pomar Foundation,2009,Mountain,Summit,Father Dyer United Methodist Church,2500.00,Breckenridge,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Lake,First Presbyterian Church,2250.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Lake,Lake County District,25000.00,Leadville,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2009,Mountain,Pitkin,Pitkin County Health and Human Services,9000.00,Aspen,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Eagle,Resource Center of Eagle County,4000.00,Avon,Program,Children and Youth Services,,,,,
El Pomar Foundation,2009,Mountain,Eagle,Salvation Army- Vail Valley,9000.00,Edwards,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Lake,Small Steps,14000.00,Leadville,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2009,Mountain,Lake,St. George Episcopal Church,4750.00,Leadville,General Operating,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Summit,"Summit Community Care Clinic, Inc.",25000.00,Dillon,General Operating,Health                                                                     ,,,,,
El Pomar Foundation,2009,Mountain,Summit,Summit County Family Resource Center,25000.00,Frisco,Program,Health                                                                     ,,,,,
El Pomar Foundation,2009,Mountain,Summit,Summit County Family Resource Center,2000.00,Dillon,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Summit,Summit County Social Services,2000.00,Frisco,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Summit,Summit County Youth and Family,2500.00,Frisco,Program,Children and Youth Services,,,,,
El Pomar Foundation,2009,Mountain,Summit,"Zoomers, Inc.",1500.00,Dillon,Program,Children and Youth Services,,,,,
El Pomar Foundation,2009,Mountain,Garfield,Senior Matters Because Seniors Matter,1500.00,Carbondale,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2009,Mountain,Garfield,"Summit Ministries Resources, Inc Preschool and Childcare",25000.00,Rifle,General Operating,Education,,,,,
El Pomar Foundation,2009,Mountain,Summit,Dillon Community Church,500.00,Dillon,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Summit,Dillon Community Church,500.00,Dillon,Other,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Summit,Lake Dillon Foundation for the Performing Arts,7500.00,Dillon,General Operating,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2010,Mountain,Garfield,Computers for Kids ,10000.00,Carbondale,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,Mountain,Eagle,Eagle River Youth Coalition,2500.00,Avon,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2010,Mountain,Eagle,Vail Valley Foundation,150000.00,Vail,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,Mountain,Summit,Breckenridge Outdoor Education Center,7500.00,Breckenridge,Program,Education,,,,,
El Pomar Foundation,2010,Mountain,Summit,"Advocates for Victims of Assault, Inc.",5000.00,Frisco,General Operating,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2010,Mountain,Summit,"Early Intervention Colorado of Summit County, Inc.",2500.00,Frisco,Program,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Garfield,"Family Visitor Program of Garfield County, Inc.",5000.00,Glenwood Springs,General Operating,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Summit,Family Wellness Center,1500.00,Frisco,Program,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Lake,"Full Circle of Lake County, Inc.",5000.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Pitkin,"Pathfinders, Inc.",5000.00,Aspen,General Operating,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Eagle,Red Ribbon Project,2500.00,Avon,General Operating,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Lake,Small Steps,7500.00,Leadville,Program,Children and Youth Services,,,,,
El Pomar Foundation,2010,Mountain,Pitkin,Spellbinders,5000.00,Aspen,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,Mountain,Eagle,Youth Foundation,15000.00,Edwards,General Operating,Education,,,,,
El Pomar Foundation,2010,Mountain,Garfield,Literacy Outreach,7500.00,Glenwood Springs,General Operating,Education,,,,,
El Pomar Foundation,2010,Mountain,Summit,Keystone Center,7500.00,Keystone,General Operating,Education,,,,,
El Pomar Foundation,2010,Mountain,Eagle,VVMC Diversified Services,7500.00,Vail,General Operating,Health                                                                     ,,,,,
El Pomar Foundation,2010,Mountain,Pitkin,Aspen Youth Experience,7500.00,Aspen,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2010,Mountain,Eagle,Gore Range Natural Science School,7500.00,Avon,General Operating,"Environment, Conservation",,,,,
El Pomar Foundation,2010,Mountain,Eagle,"Small Champions, Inc.",15000.00,Vail,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,Mountain,Eagle,SOS Outreach,7500.00,Avon,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,Mountain,Garfield,"Advocate Safehouse Project, Inc.",10000.00,Glenwood Springs,Program,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2010,Mountain,Lake,"Advocates of Lake County, Inc.",12000.00,Leadville,Program,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2010,Mountain,Pitkin,"Buddy Program, Inc.",5000.00,Aspen,Program,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2010,Mountain,Summit,Dillon Community Church,1000.00,Dillon,Program,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Summit,Father Dyer United Methodist Church,1000.00,Breckenridge,Program,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Lake,First Presbyterian Church,1000.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Eagle,Food Rescue Express Eagle County,2000.00,Edwards,Program,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Lake,Holy Family Parish,1000.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Lake,Lake County Human Services,10000.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Garfield,Mountain Family Health Center,5000.00,Glenwood Springs,Program,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Eagle,Red Ribbon Project,2000.00,Avon,Program,Abuse & Neglect Prevention,,,,,
El Pomar Foundation,2010,Mountain,Eagle,Resource Center of Eagle County,6000.00,Avon,Program,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2010,Mountain,Eagle,Salvation Army Vail Valley,5000.00,Edwards,Program,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Lake,St. George Episcopal Church,1000.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Summit,"Summit County Community Care Clinic, Inc.",7000.00,Frisco,Program,Health                                                                     ,,,,,
El Pomar Foundation,2010,Mountain,Summit,Summit County Family Resource Center,6000.00,Dillon,Program,Human Services,,,,,
El Pomar Foundation,2010,Mountain,Eagle,Roundup River Ranch,4000.00,Avon,Program,Children and Youth Services,,,,,
El Pomar Foundation,2010,Mountain,Lake,"Advocates of Lake County, Inc.",50000.00,Leadville,Program,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2010,Mountain,Pitkin,"Buddy Program, Inc.",1500.00,Aspen,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2010,Mountain,Eagle,Eagle Valley Child Care Association,1500.00,Vail,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2010,Mountain,Eagle,Resource Center of Eagle County,25000.00,Avon,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,Mountain,Pitkin,Resource Help for Battered Women,25000.00,Aspen,Program,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2010,Mountain,Pitkin,"Right Door, Inc.",25000.00,Aspen,Program,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2010,Mountain,Summit,"Summit County Care Clinic, Inc.",1500.00,Frisco,General Operating,Health                                                                     ,,,,,
El Pomar Foundation,2010,Mountain,Summit,"Summit County Care Clinic, Inc.",1500.00,Frisco,General Operating,Health                                                                     ,,,,,
El Pomar Foundation,2010,Mountain,Summit,"Summit Radio and TV, Inc.",1500.00,Breckenridge,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,Mountain,Eagle,Youth Foundation,1500.00,Edwards,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2010,Mountain,Eagle,Youth Foundation,1500.00,Edwards,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2010,Mountain,Garfield,"Family Visitor Program of Garfiel County, Inc.",1500.00,Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,Mountain,Garfield,Life Inter-Faith Team on Unemployment and Poverty,1500.00,Glenwood Springs,General Operating,Human Services,,,,,
El Pomar Foundation,2011,Mountain,Pitkin,Theatre Aspen,10000.00,Aspen,Other,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2011,Mountain,Pitkin,Aspen Valley Ski/Snowboard Club,5000.00,Aspen,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2011,Mountain,Garfield,Roaring Fork Business Resource Center,5000.00,Glenwood Springs,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2011,Mountain,Eagle,Roaring Fork Outdoor Volunteers,2500.00,Basalt,General Operating,"Philanthropy, Volunteerism, Grants",,,,,
El Pomar Foundation,2011,Mountain,Eagle,Vail Symposium,2500.00,Vail,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2011,Mountain,Eagle,Walking Mountains Science Learning Center,25000.00,Avon,Capital,"Community, Public Affairs",,,,,
El Pomar Foundation,2011,Mountain,Garfield,Colorado Mountain College Foundation,25000.00,Glenwood Springs,Capital,Education,,,,,
El Pomar Foundation,2011,Mountain,Eagle,Early Childhood Partners,2500.00,Eagle,General Operating,Education,,,,,
El Pomar Foundation,2011,Mountain,Eagle,Vail Valley Charitable Fund,5000.00,Edwards,Program,Health                                                                     ,,,,,
El Pomar Foundation,2011,Mountain,Pitkin,Aspen Homeless Shelter,5000.00,Aspen,General Operating,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2011,Mountain,Pitkin,"Buddy Program, Inc.",5000.00,Aspen,Program,Children and Youth Services,,,,,
El Pomar Foundation,2011,Mountain,Garfield,Habitat for Humanity of the Roaring Fork Valley,10000.00,Carbondale,Program,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2011,Mountain,Garfield,Roaring Fork Valley Early Learning Fund,5000.00,Glenwood Springs,Program,Education,,,,,
El Pomar Foundation,2011,Mountain,Eagle,SOS Outreach,10000.00,Avon,Program,Children and Youth Services,,,,,
El Pomar Foundation,2011,Mountain,Eagle,Eagle Vail Humane Society,5000.00,Eagle,Program,Animal Protection and Welfare,,,,,
El Pomar Foundation,2011,Mountain,Lake,"Advocates of Lake County, Inc.",3000.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2011,Mountain,Pitkin,Aspen Community Foundation,4500.00,Aspen,Program,Emergency Assistance      ,,,,,
El Pomar Foundation,2011,Mountain,Pitkin,Aspen Valley Medical Foundation Limited,5000.00,Aspen,Program,Emergency Assistance      ,,,,,
El Pomar Foundation,2011,Mountain,Lake,First Presbyterian Church,1000.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2011,Mountain,Eagle,Food Rescue Express Eagle County,6000.00,Edwards,Program,Human Services,,,,,
El Pomar Foundation,2011,Mountain,Lake,Lake County Human Services,9000.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2011,Mountain,Garfield,Mountain Family Health Centers,5000.00,Glenwood Springs,Program,Health                                                                     ,,,,,
El Pomar Foundation,2011,Mountain,Pitkin,Pitkin County Health and Human Services,4500.00,Aspen,Program,Human Services,,,,,
El Pomar Foundation,2011,Mountain,Eagle,Salvation Army Vail Valley,8000.00,Edwards,Program,Emergency Assistance      ,,,,,
El Pomar Foundation,2011,Mountain,Lake,St. George Episcopal Church,5000.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2011,Mountain,Summit,"Summit County Community Care Clinic, Inc.",5000.00,Frisco,Program,Health                                                                     ,,,,,
El Pomar Foundation,2011,Mountain,Summit,Summit County Family Resource Center,4500.00,Dillon,Program,Emergency Assistance      ,,,,,
El Pomar Foundation,2011,Mountain,Summit,Summit County Human Services,4500.00,Frisco,Program,Human Services,,,,,
El Pomar Foundation,2011,Mountain,Garfield,Andy Zanca Youth Empowerment Program,2000.00,Carbondale,Program,Children and Youth Services,,,,,
El Pomar Foundation,2011,Mountain,Eagle,"Small Champions, Inc.",5000.00,Vail,Student Aid/Scholarship,Children and Youth Services,,,,,
El Pomar Foundation,2011,Mountain,Eagle,Youth Foundation,3000.00,Edwards,Program,Children and Youth Services,,,,,
El Pomar Foundation,2011,Mountain,Summit,"Advocates for Victims of Assault, Inc.",1500.00,Frisco,General Operating,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2011,Mountain,Garfield,Family Visitor Program of Garfield County,7000.00,Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2011,Mountain,Pitkin,"Hospice of the Valley, Inc.",1500.00,Basalt,General Operating,Hospice,,,,,
El Pomar Foundation,2011,Mountain,Eagle,Roundup River Ranch,1250.00,Avon,General Operating,,,,,,
El Pomar Foundation,2011,Mountain,Eagle,Salvation Army Vail Valley,1500.00,Edwards,General Operating,Human Services,,,,,
El Pomar Foundation,2011,Mountain,Summit,Summit Community Care Clinic,1500.00,Frisco,General Operating,Health                                                                     ,,,,,
El Pomar Foundation,2011,Mountain,Summit,Summit County Family Resource Center,90000.00,Dillon,Other,"Community, Public Affairs",,,,,
El Pomar Foundation,2011,Mountain,Summit,Summit County Family Resource Center,1500.00,Dillon,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2011,Mountain,Eagle,Youth Foundation,2750.00,Edwards,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2011,Mountain,Eagle,Youth Foundation,45000.00,Edwards,Program,Children and Youth Services,,,,,
El Pomar Foundation,2011,Mountain,Garfield,Youthzone,45000.00,Glenwood Springs,Program,Children and Youth Services,,,,,
El Pomar Foundation,2011,Mountain,Garfield,Computers for Kids Foundation,11000.00,Carbondale,Program,Education,,,,,
El Pomar Foundation,2011,Mountain,Garfield,Habitat for Humanity of the Roaring Fork Valley,3000.00,Carbondale,General Operating,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2011,Mountain,Garfield,Sustainable Settings,1500.00,Carbondale,Program,"Environment, Conservation",,,,,
El Pomar Foundation,2012,Mountain,Summit,"Breckenridge Music Institute, Inc.",1500.00,Breckenridge,Program,Arts & Humanities,,,,,
El Pomar Foundation,2012,Mountain,Garfield,Carbondale Council on Arts and Humanities ,2500.00,Carbondale,Program,Arts & Humanities,,,,,
El Pomar Foundation,2012,Mountain,Lake,Partnership for Lake County Recreation,25000.00,Leadville,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Mountain,Eagle,Vail Valley Foundation,25000.00,Vail,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Mountain,Eagle,Vail Valley Foundation,40000.00,Edwards,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Mountain,Eagle,Youth Foundation,30000.00,Edwards,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Mountain,Eagle,Eagle County School District,20000.00,Eagle,Program,Education ,,,,,
El Pomar Foundation,2012,Mountain,Garfield,Valley View Hospital Association,7500.00,Glenwood Springs,Program,Health,,,,,
El Pomar Foundation,2012,Mountain,Garfield,Manaus Fund,7500.00,Carbondale,Program,Education ,,,,,
El Pomar Foundation,2012,Mountain,Summit,Summit County Family Resource Center,5000.00,Dillon,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Mountain,Garfield,Youthzone,10000.00,Glenwood Springs,General Operating,Youth Development,,,,,
El Pomar Foundation,2012,Mountain,Summit,League for Animals and People of the Summit,5000.00,Frisco,Program,Animal Protection and Welfare,,,,,
El Pomar Foundation,2012,Mountain,Lake,Advocates of Lake County,5000.00,Leadville,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Pitkin,Aspen Community Foundation,3500.00,Aspen,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Pitkin,Aspen Valley Medical Foundation Limited,3000.00,Aspen,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Eagle,Bright Future Foundation for Eagle County,5000.00,Avon,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Summit,Dillon Community Church,3000.00,Dillon,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Summit,Father Dyer United Methodist Church,3000.00,Breckenridge,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Lake,First Presbyterian Church,3000.00,Leadville,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Eagle,Food Rescue Express of Eagle County,1000.00,Edwards,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Lake,Lake County Human Services,7000.00,Leadville,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Garfield,Life Inter-Faith Team on Unemployment and Poverty,5000.00,Glenwood Springs,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Garfield,Mountain Family Health Centers,5000.00,Glenwood Springs,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Pitkin,Pitkin County Health and Human Services,5000.00,Aspen,Program,Health,,,,,
El Pomar Foundation,2012,Mountain,Eagle,Salvation Army Vail Valley,9000.00,Vail,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Lake,St. George Episcopal Church,3000.00,Leadville,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Summit,"Summit Community Care Clinic, Inc.",5000.00,Frisco,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Summit,Summit County Family Resource Center,5000.00,Dillon,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Summit,Summit County Human Services,5000.00,Frisco,Program,Human Services ,,,,,
El Pomar Foundation,2012,Mountain,Summit,Breckenridge Outdoor Education Center,1000.00,Breckenridge,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,Mountain,Lake,"Full Circle of Lake County, Inc.",2000.00,Leadville,General Operating,Child and Youth Services,,,,,
El Pomar Foundation,2012,Mountain,Avon,SOS Outreach,2000.00,Avon,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,Mountain,Lake,Advocates of Lake County,3500.00,Leadville,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Mountain,Garfield,Aspen to Parachute Dental Health Alliance,5000.00,Glenwood Springs,General Operating,Health,,,,,
El Pomar Foundation,2012,Mountain,Pitkin,Aspen Valley Medical Foundation ,20000.00,Aspen,General Operating,Education,,,,,
El Pomar Foundation,2012,Mountain,Eagle,Bright Future Foundation for Eagle County,5000.00,Avon,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Mountain,Garfield,"Colorado West, Inc.",20000.00,Glenwood Springs,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Mountain,Garfield,Early Childhood Network,90000.00,Glenwood Springs,Program,Education,,,,,
El Pomar Foundation,2012,Mountain,Lake,"Full Circle of Lake County, Inc.",10000.00,Leadville,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Mountain,Summit,Keystone Center,5000.00,Keystone,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Mountain,Lake,Lake County School District R-1,5000.00,Leadville,General Operating,Education,,,,,
El Pomar Foundation,2012,Mountain,Lake,Lake County School R-1,4000.00,Leadville,Program,Education,,,,,
El Pomar Foundation,2012,Mountain,Summit,"Summit Community Care Clinic, Inc.",7500.00,Frisco,Program,Health,,,,,
El Pomar Foundation,2012,Mountain,Summit,Summit County Family Resource Center,10000.00,Dillon,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Mountain,Eagle,Vail Valley Foundation,5000.00,Vail,Program,Youth Development,,,,,
El Pomar Foundation,2012,Mountain,Eagle,Vail Valley Foundation,2500.00,Vail,Program,Youth Development,,,,,
El Pomar Foundation,2012,Mountain,Eagle,Vail Valley Foundation,2500.00,Vail,Program,Youth Development,,,,,
El Pomar Foundation,2012,Mountain,Eagle,Youth Foundation,10000.00,Edwards,Program,Youth Development,,,,,
El Pomar Foundation,2012,Mountain,Garfield,Youthzone,10000.00,Glenwood Springs,Program,Youth Development,,,,,
El Pomar Foundation,2012,Mountain,Garfield,"River Bridge Regional Center, Inc.",5000.00,Glenwood Springs,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Mountain,Garfield,"Roaring Fork Friends of the Theater, Inc.",2500.00,Carbondale,General Operating,Arts & Humanities,,,,,
El Pomar Foundation,2013,Mountain,Lake,"Full Circle of Lake County, Inc.",7500.00,Leadville,General Operating,Human Services,12/17/13,,,,
El Pomar Foundation,2013,Mountain,Pitkin,Pathfinders,10000.00,Aspen,General Operating,Education,12/17/13,,,,
El Pomar Foundation,2013,Mountain,Eagle,Red Ribbon Project,2500.00,Avon,General Operating,Health,12/17/13,,,,
El Pomar Foundation,2013,Mountain,Summit,"Summit Community Care Clinic, Inc.",2500.00,Frisco,General Operating,Health,12/17/13,,,,
El Pomar Foundation,2013,Mountain,Garfield,Access Roaring Fork,5000.00,Carbondale,General Operating,Education,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Lake,Advocates of Lake County,2500.00,Leadville,Program,Human Services,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Lake,Advocates of Lake County,2500.00,Leadville,General Operating,Human Services,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Garfield,Computers for Kids Foundation,10000.00,Carbondale,General Operating,Education,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Garfield,Computers for Kids Foundation,2500.00,Carbondale,General Operating,Education,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Eagle,"Eagle River Watershed Council, Inc.",2500.00,Avon,General Operating,Civic and Community,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Eagle,Eagle Valley Land Trust,5000.00,Edwards,General Operating,Civic and Community,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Lake,"Full Circle of Lake County, Inc.",3240.00,Leadville,Program,Human Services,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Lake,Lake County Human Services,75000.00,Leadville,Program,Civic and Community,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Lake,Lake County School District,1760.00,Leadville,Program,Human Services,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Garfield,Life Inter-Faith Team on Unemployment and Poverty,10000.00,Rifle,General Operating,Human Services,9/29/13,,,,
