Funder Name,year,Region,County,Nonprofit Name,Dollar Amount of Gift,City,Type of Gift,Category of Giving,Award Date
AV Hunter Trust,2013,San Juan,Gunnison,Habitat for Humanity of Gunnison Valley,"$5,000.00",Gunnison,General Operating,Indigent,8/29/13
AV Hunter Trust,2013,Northeast,Phillips,"Phillips County Family Education Services, Inc.","$10,000.00",Holyoke,General Operating,Indigent,8/29/13
AV Hunter Trust,2013,Northwest,Grand,Advocates for a Violence Free Community,"$5,000.00",Hot Sulphur Springs,General Operating,Indigent,8/29/13
AV Hunter Trust,2013,Southeast,Prowers,Lamar Area Hospice Association,"$10,000.00",Lamar,Program,Seniors,11/18/13
AV Hunter Trust,2013,Heart of Colorado,Lake,St. George Community Meals,"$15,000.00",Leadville,General Operating,Indigent,5/22/13
AV Hunter Trust,2013,Heart of Colorado,Lake,"Full Circle of Lake County, Inc.","$10,000.00",Leadville,Program,Indigent,11/18/13
AV Hunter Trust,2013,Heart of Colorado,Lake,The Center,"$30,000.00",Leadville,Program,Youth,11/18/13
AV Hunter Trust,2013,Southwest,Montezuma,Medicine Horse Center,"$15,000.00",Mancos,General Operating,Disabled,11/18/13
AV Hunter Trust,2013,San Juan,Montrose,"All Points Transit, Inc.","$15,000.00",Montrose,Program,Seniors,11/18/13
AV Hunter Trust,2013,San Juan,Montrose,Black Canyon Boys & Girls Club,"$7,500.00",Montrose,General Operating,Youth,11/18/13
AV Hunter Trust,2013,Southwest,Archuleta,"Habitat for Humanity of Archuleta County, Inc.","$10,000.00",Pagosa Springs,General Operating,Indigent,8/29/13
AV Hunter Trust,2013,Southeast,Otero,Tri-County Family Care Center,"$3,750.00",Rocky Ford,General Operating,Indigent,8/29/13
AV Hunter Trust,2013,Heart of Colorado,Chaffee,Colorado Farm to Table,"$15,000.00",Salida,General Operating,Indigent,5/22/13
AV Hunter Trust,2013,Heart of Colorado,Chaffee,Boys & Girls Club of Chaffee County,"$5,000.00",Salida,General Operating,Youth,11/18/13
AV Hunter Trust,2013,Heart of Colorado,Chaffee,Valley to Valley Senior Care Center,"$12,500.00",Salida,General Operating,Seniors,11/18/13
AV Hunter Trust,2013,Northeast,Logan,Family Resource Center,"$5,000.00",Sterling,Program,Youth,5/22/13
AV Hunter Trust,2013,San Juan,San Miguel,One to One San Miguel Mentoring Program,"$5,000.00",Telluride,General Operating,Youth,5/22/13
AV Hunter Trust,2013,Heart of Colorado,Teller,Habitat for Humanity of Teller County,"$10,000.00",Woodland Park,General Operating,Indigent,8/29/13
AV Hunter Trust,2013,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.","$10,000.00",Woodland Park,Program,Seniors,11/18/13
AV Hunter Trust,2013,Heart of Colorado,Teller,Teller Senior Coalition,"$5,000.00",Woodland Park,General Operating,Seniors,11/18/13
AV Hunter Trust,2013,Northeast,Yuma,Wray Rehabilitation & Activities Center,"$5,000.00",Wray,Program,Seniors,11/18/13
AV Hunter Trust,2013,Northeast,Yuma,Baby Bear Hugs,"$7,500.00",Yuma,General Operating,Youth,8/29/13
Boettcher Foundation,2013,Heart of Colorado,Custer,Westcliffe Center for the Performing Arts,"$5,000.00",Westcliffe,Capital,Arts & Culture,10/7/13
Boettcher Foundation,2013,Northeast,Morgan,Fort Morgan Heritage Foundation,"$10,000.00",Fort Morgan,Capital,Arts & Culture,7/11/13
Boettcher Foundation,2013,Northeast,Morgan,Fort Morgan Bandshell Project,"$10,000.00",Fort Morgan,Capital,Arts & Culture,7/11/13
Boettcher Foundation,2013,Northwest,Routt,First Impressions of Routt County,"$15,000.00",Steamboat Springs,Capital,Social Service,11/14/13
Boettcher Foundation,2013,Northwest,Routt,Colorado Mountain College Foundation,"$40,000.00",Glenwood Springs,Capital,Education,2/14/13
Boettcher Foundation,2013,San Juan,Gunnison,Six Points Evaluation and Training Inc.,"$30,000.00",Gunnison,Capital,Social Service,11/14/13
Boettcher Foundation,2013,San Juan,Montrose,Paradox Valley School & Community Center,"$10,000.00",Paradox,Capital,Community ,7/11/13
Boettcher Foundation,2013,San Juan,Montrose,"Magic Circle Players, Ltd","$10,000.00",Montrose,Capital,Arts & Culture,7/11/13
Boettcher Foundation,2013,San Juan,San Miguel,Telluride Film Festival,"$25,000.00",Telluride,Capital,Arts & Culture,7/11/13
Boettcher Foundation,2013,San Juan,San Miguel,Sheridan Arts Foundation,"$10,000.00",Telluride,Capital,Arts & Culture,7/11/13
Boettcher Foundation,2013,Southeast,Huerfano,Fox Theatre,"$5,000.00",Walsenburg,Capital,Arts & Culture,10/9/13
Boettcher Foundation,2013,Southeast,Otero,"Grand Friends, Inc.","$5,000.00",Rocky Ford,Capital,Arts & Culture,7/11/13
Boettcher Foundation,2013,Southeast,Otero,Inspiration Field,"$30,000.00",La Junta,Capital,Social Service,11/14/13
Boettcher Foundation,2013,Southwest,La Plata,Manna - The Durango Soup Kitchen,"$25,000.00",Durango,Capital,Social Service,11/14/13
Boettcher Foundation,2013,Western Slope,Mesa,"The Avalon Theatre Foundation, Inc.","$50,000.00",Grand Junction,Capital,Arts & Culture,7/11/13
Boettcher Foundation,2013,Western Slope,Garfield,Garfield County Public Library Foundation,"$20,000.00",Rifle,Capital,Community ,7/11/13
Boettcher Foundation,2013,Western Slope,Pitkin,Aspen Historical Society,"$10,000.00",Aspen,Capital,Arts & Culture,7/11/13
Caring for Colorado Foundation,2013,Heart of Colorado,Chaffee,Chaffee People's Clinic,"$44,800.00",Salida,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Heart of Colorado,Custer,West Custer County Hospital District,"$50,000.00",Westcliffe,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.","$18,000.00",Canon City,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Heart of Colorado,Fremont,"RAMROD, Inc. dba Arkansas Valley Ambulance","$30,000.00",Cotopaxi,Capital,,6/20/13
Caring for Colorado Foundation,2013,Heart of Colorado,Park,Rocky Mountain Rural Health,"$30,879.00",Fairplay,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Heart of Colorado,Lake,St. Vincent Hospital Foundation,"$50,000.00",Leadville,Capital,,1/17/13
Caring for Colorado Foundation,2013,Heart of Colorado,Summit,Family & Intercultural Resource Center,"$15,000.00",Dillon,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Heart of Colorado,Summit,Summit Community Care Clinic,"$10,000.00",Frisco,Technical Assistance,,6/20/13
Caring for Colorado Foundation,2013,Northeast,Kit Carson,Town of Flagler,"$50,000.00",Flagler,Capital,,6/20/13
Caring for Colorado Foundation,2013,Northeast,Logan,"Centennial Mental Health Center, Inc.","$50,000.00",Sterling,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Northeast,Logan,Northeast Colorado Health Department,"$42,150.00",Sterling,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Northeast,Morgan,Eben Ezer Lutheran Care Center,"$30,000.00",Brush,Capital,,6/20/13
Caring for Colorado Foundation,2013,Northeast,Yuma,Regional Home Visitation Program dba Baby Bear Hugs,"$76,209.00",Yuma,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Northeast,Yuma,Rural Communities Resource Center,"$90,000.00",Yuma,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Northeast,Yuma,"Wray Rehabilitation and Activities Center, Inc.","$21,574.00",Wray,Capital Equipment Purchase,,6/20/13
Caring for Colorado Foundation,2013,Northwest,Routt,Integrated Community,"$15,000.00",Steamboat Springs,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Northwest,Routt,"Northwest Colorado Visiting Nurse Association, Inc.","$30,000.00",Steamboat Springs ,,,10/1/12
Caring for Colorado Foundation,2013,Northwest,Routt,"Northwest Colorado Visiting Nurse Association, Inc.","$100,000.00",Steamboat Springs ,Technical Assistance,,8/14/13
Caring for Colorado Foundation,2013,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,"$40,000.00",Alamosa,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,San Juan,Montrose,Hospice and Palliative Care of Western Colorado ,"$30,000.00",Grand Junction,Capital,,1/17/13
Caring for Colorado Foundation,2013,San Juan,Montrose,Montrose County School District RE-1J,"$19,157.00",Montrose,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,San Juan,Montrose,"Olathe Community Clinic, Inc.","$30,000.00",Olathe,,,10/1/12
Caring for Colorado Foundation,2013,San Juan,Montrose,"Olathe Community Clinic, Inc.","$50,000.00",Olathe,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,San Juan,Montrose,"Olathe Community Clinic, Inc.","$17,500.00",Olathe,Technical Assistance,,9/10/13
Caring for Colorado Foundation,2013,San Juan,Montrose,"Senior CommUnity Care, Montrose (SCC)","$66,417.00",Montrose,Capital,,1/17/13
Caring for Colorado Foundation,2013,San Juan,San Miguel,Tri-County Health Network,"$30,715.00",Telluride,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Southeast,Baca,Walsh Health District dba Walsh Healthcare Center,"$14,005.00",Walsh,Capital,,1/17/13
Caring for Colorado Foundation,2013,Southeast,Las Animas,Mt. San Rafael Hospital,"$50,000.00",Trinidad,Capital,,6/20/13
Caring for Colorado Foundation,2013,Southeast,Otero,Otero Junior College,"$43,000.00",La Junta,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Southeast,Otero,Southeast Health Group,"$10,335.00",La Junta,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Southeast,Prowers,Lamar Community College Foundation,"$61,000.00",Lamar,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Southwest,Archuleta,Dr. Mary Fisher Medical Foundation,"$100,000.00",Pagosa Springs,Capital,,6/20/13
Caring for Colorado Foundation,2013,Southwest,Archuleta,Dr. Mary Fisher Medical Foundation,"$100,000.00",Pagosa Springs,Capital,,6/20/13
Caring for Colorado Foundation,2013,Southwest,Archuleta,Dr. Mary Fisher Medical Foundation,"$100,000.00",Pagosa Springs,Capital,,6/20/13
Caring for Colorado Foundation,2013,Southwest,Dolores,Dolores County Health Association: Community Health Clinic,"$30,000.00",Dove Creek,,,10/1/12
Caring for Colorado Foundation,2013,Southwest,Dolores,Dolores County Health Association: Community Health Clinic,"$30,000.00",Dove Creek,,,10/1/12
Caring for Colorado Foundation,2013,Southwest,La Plata,"Southwest Colorado Mental Health Center, Inc., dba Axis Health System","$18,568.00",Durango,Capital Equipment Purchase,,6/20/13
Caring for Colorado Foundation,2013,Southwest,Montezuma,Montezuma County Public Health Department,"$25,823.00",Cortez,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Western Slope,Delta,All American FAMILIES PLUS,"$32,000.00",Delta,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Western Slope,Mesa,Saint Mary's Hospital Foundation,"$41,339.00",Grand Junction,Capital,,1/17/13
Caring for Colorado Foundation,2013,Western Slope,Mesa,Saint Mary's Hospital Foundation,"$41,339.00",Grand Junction,Capital,,1/17/13
Caring for Colorado Foundation,2013,Western Slope,Mesa,Hilltop Community Resources,"$35,000.00",Grand Junction,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Western Slope,Mesa,"Marillac Clinic, Inc.","$85,000.00",Grand Junction,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Western Slope,Mesa,Saint Mary's Hospital Foundation,"$41,339.00",Grand Junction,Capital,,1/17/13
Caring for Colorado Foundation,2013,Western Slope,Eagle,Samaritan Center of the Rockies,"$30,000.00",Edwards,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Western Slope,Garfield,"Family Visitor Program of Garfield County Inc., DBA Family Visitor Programs","$89,800.00",Glenwood Springs,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Western Slope,Garfield,Garfield County Public Health,"$52,364.00",Rifle,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Western Slope,Garfield,Mountain Family Health Centers,"$30,000.00",Glenwood Springs,,,10/1/12
Caring for Colorado Foundation,2013,Western Slope,Garfield,Mountain Family Health Centers,"$100,000.00",Glenwood Springs,Technical Assistance,,8/14/13
Daniels Fund,2013,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County,"$10,000.00",Canon City,Program / Project,Homeless and Disadvantaged,3/4/13
Daniels Fund,2013,Heart of Colorado,Lake,Partnership for Lake County Recreation,"$47,000.00",Leadville,Capital Campaign,Amateur Sports,2/25/13
Daniels Fund,2013,Northeast,Lincoln,Limon Child Development Center,"$10,000.00",Limon,Program / Project,Disabilities,6/21/13
Daniels Fund,2013,Northeast,Logan,Family Resource Center,"$25,000.00",Sterling,Program / Project,Youth Development,10/1/13
Daniels Fund,2013,Northeast,Logan,Northeast Colorado Health Department,"$25,000.00",Sterling,Program / Project,Disabilities,1/7/13
Daniels Fund,2013,Northeast,Morgan,"The Production Company, dba Kids at their Best","$40,000.00",Wiggins,General Operating Support,Youth Development,12/3/13
Daniels Fund,2013,Northeast,Yuma,Wray Community Child Care Center dba Wray Community Learning Center,"$10,000.00",Wray,Program / Project,Early Childhood Education,12/3/13
Daniels Fund,2013,Northeast,Yuma,"Wray Rehabilitation & Activities Center, Incorporated","$40,000.00",Wray,General Operating Support,Aging,10/21/13
Daniels Fund,2013,Northeast,Yuma,Young Americans Center for Financial Education - Wray,"$25,000.00",Wray,General Operating Support,Youth Development,11/18/13
Daniels Fund,2013,Northwest,Grand,Grand Futures Prevention Coalition,"$30,000.00",Granby,General Operating Support,Alcoholism and Substance Abuse,7/15/13
Daniels Fund,2013,Northwest,Routt,Lift-Up of Routt County,"$25,000.00",Steamboat Springs,Program / Project,Homeless and Disadvantaged,4/1/13
Daniels Fund,2013,Northwest,Routt,Northwest Colorado Visiting Nurse Association,"$50,000.00",Steamboat Springs,Program / Project,Aging,6/21/13
Daniels Fund,2013,Northwest,Routt,Rocky Mountain Youth Corps,"$18,000.00",Steamboat Springs,Program / Project,Youth Development,6/21/13
Daniels Fund,2013,San Luis Valley,Alamosa,Adams State College Foundation,"$2,500.00",Alamosa,Program / Project,Youth Development,5/29/13
Daniels Fund,2013,San Luis Valley,Alamosa,"La Puente Home, Incorporated","$90,000.00",Alamosa,General Operating Support,Homeless and Disadvantaged,11/18/13
Daniels Fund,2013,San Luis Valley,Alamosa,San Luis Valley Immigrant Resource Center,"$15,000.00",Alamosa,Program / Project,Homeless and Disadvantaged,4/1/13
Daniels Fund,2013,San Juan, Gunnison ," Western State College Foundation, Incorporated dba Western State Colorado University Foundation ","$30,000.00", Gunnison , Program / Project , Boundless Opportunity Scholarship ,2/25/13
Daniels Fund,2013,San Juan,Montrose," Montrose County Senior Citizens Transportation, Incorporated, dba All Points Transit ","$48,000.00", Montrose , General Operating Support , Aging ,9/16/13
Daniels Fund,2013,San Juan,Montrose, RSVP Colorado West ,"$15,000.00", Montrose , Program / Project , Aging ,7/15/13
Daniels Fund,2013,Southeast,Huerfano,Huerfano County Hospital District,"$14,500.00",Walsenburg,Program / Project,Aging,10/21/13
Daniels Fund,2013,Southeast,Otero,"La Junta Associated Charities, Incorporated","$20,000.00",La Junta,General Operating Support,Homeless and Disadvantaged,10/21/13
Daniels Fund,2013,Southeast,Prowers,Lamar Community College Foundation,"$30,000.00",Lamar,Program / Project,Boundless Opportunity Scholarship,2/25/13
Daniels Fund,2013,Southwest,La Plata,Animas High School,"$200,000.00",Durango,Program / Project,K-12 Education Reform,5/13/13
Daniels Fund,2013,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,"$15,000.00",Durango,General Operating Support,Youth Development,9/16/13
Daniels Fund,2013,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,"$2,500.00",Durango,General Operating Support,Youth Development,5/29/13
Daniels Fund,2013,Southwest,La Plata,Fort Lewis College Foundation,"$25,000.00",Durango,Program / Project,Boundless Opportunity Scholarship,2/25/13
Daniels Fund,2013,Southwest,La Plata,Manna - The Durango Soup Kitchen,"$35,000.00",Durango,General Operating Support,Homeless and Disadvantaged,2/25/13
Daniels Fund,2013,Southwest,La Plata,Regional Substance Abuse Prevention Partners,"$30,000.00",Durango,General Operating Support,Alcoholism and Substance Abuse,7/15/13
Daniels Fund,2013,Southwest,Montezuma,Bridge Emergency Shelter,"$30,000.00",Cortez,Program / Project,Homeless and Disadvantaged,2/25/13
Daniels Fund,2013,Western Slope, Delta , City of Delta ,"$50,000.00", Delta , Capital Campaign , Aging ,6/21/13
Daniels Fund,2013,Western Slope, Mesa ," Boy Scouts of America, Western Colorado Council ","$30,000.00", Grand Junction , General Operating Support , Youth Development ,9/16/13
Daniels Fund,2013,Western Slope, Mesa , Hilltop Health Services Corporation ,"$30,000.00", Grand Junction , Program / Project , Homeless and Disadvantaged ,7/15/13
Daniels Fund,2013,Western Slope, Mesa , Hospice & Palliative Care of Western Colorado ,"$50,000.00", Grand Junction , Capital Campaign , Aging ,6/21/13
Daniels Fund,2013,Western Slope, Mesa , Hospice & Palliative Care of Western Colorado ,"$2,500.00", Grand Junction , Program / Project , Youth Development ,5/29/13
Daniels Fund,2013,Western Slope, Mesa ," Mesa Developmental Services, dba Strive ","$25,000.00", Grand Junction , Program / Project , Disabilities ,7/15/13
Daniels Fund,2013,Western Slope, Mesa ," Mesa Youth Services, Incorporated, dba Mesa County Partners ","$2,500.00", Grand Junction , General Operating Support , Youth Development ,5/29/13
Daniels Fund,2013,Western Slope,Eagle,"Early Childhood Partners, Incorporated","$20,000.00",Eagle,Program / Project,Early Childhood Education,2/4/13
Daniels Fund,2013,Western Slope,Eagle,SOS Outreach,"$15,000.00",Avon,General Operating Support,Amateur Sports,7/15/13
Daniels Fund,2013,Western Slope,Garfield,"Computers for Kids Foundation, dba YouthEntity","$47,500.00",Carbondale,Program / Project,Youth Development,9/16/13
Daniels Fund,2013,Western Slope,Garfield,Life Inter-Faith Team on Unemployment and Poverty (Lift-Up),"$25,000.00",Rifle,General Operating Support,Homeless and Disadvantaged,9/16/13
Daniels Fund,2013,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,"$25,000.00",Glenwood Springs,Program / Project,Early Childhood Education,1/7/13
Daniels Fund,2013,Western Slope,Pitkin,The Buddy Program,"$10,000.00",Aspen,Program / Project,Youth Development,4/1/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,Boys and Girls Clubs of Chaffee County,"$2,500.00",Salida,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,Boys and Girls Clubs of Chaffee County,"$2,500.00",Salida,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,"Colorado Farm to Table, Inc.","$2,500.00",Salida,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,Society of the First Presbyterian Church of Salida,"$2,500.00",Salida,Program,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,"Ark-Valley Humane Society, Inc.","$10,000.00",Buena Vista,Program,Civic and Community,9/29/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,Chaffee People's Clinic,"$2,500.00",Salida,General Operating,Health,9/29/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,Guidestone,"$25,000.00",Salida,Program,Civic and Community,5/8/13
El Pomar Foundation,2013,Heart of Colorado,Custer,"Friends of Beckwith Ranch, Inc.","$2,000.00",Westcliffe,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Custer,"Outdoor Buddies, Inc.","$5,000.00",Westcliffe,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Custer,Wet Mountain Valley Community Foundation,"$3,000.00",Westcliffe,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Custer,"All Aboard Westcliffe, Inc.","$25,000.00",Westcliffe,Capital,Arts and Culture,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Custer,In Concert - Classical Music in the Valley,"$1,500.00",Westcliffe,Program,Arts and Culture,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,"Boys and Girls Club of Fremont County, Inc.","$1,250.00",Canon City,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Canon City Pregnancy Center,"$2,500.00",Canon City,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Desert Waters Correctional Outreach,"$2,500.00",Florence,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County,"$2,500.00",Canon City,Program,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Fremont County Public Health,"$2,500.00",Canon City,Program,Health,9/29/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Meals on Wheels of Canon City,"$7,500.00",Canon City,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Fremont County,"$10,000.00",Canon City,Program,Civic and Community,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Fremont County,"$10,000.00",Canon City,Program,Civic and Community,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Fremont County Sheriff's Office: Wildland Fire Team,"$10,000.00",Canon City,Capital,Human Services,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Tallahassee Rural Fire Protection Association,"$6,000.00",Canon City,Capital,Human Services,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,"Canon Literacy Center, Inc.","$2,500.00",Canon City,General Operating,Education,2/27/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Fremont Center for the Arts,"$5,000.00",Canon City,General Operating,Arts and Culture,2/27/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County,"$10,000.00",Canon City,Program,Human Services,2/27/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Price Pioneer Museum Association,"$1,500.00",Florence,General Operating,Arts and Culture,2/27/13
El Pomar Foundation,2013,Heart of Colorado,Park,Alma Foundation,"$3,750.00",Alma,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Park,Park County Senior Coalition,"$1,250.00",Fairplay,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Park,"South Park Seniors, Inc.","$2,500.00",Fairplay,Program,Human Services,5/8/13
El Pomar Foundation,2013,Heart of Colorado,Teller,City of Cripple Creek,"$5,000.00",Cripple Creek,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Teller,City of Woodland Park,"$5,000.00",Woodland Park,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Teller,City of Woodland Park,"$5,000.00",Woodland Park,Program,Education,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Teller,Teller County,"$5,000.00",Cripple Creek,Program,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Teller,Victor Museum Improvement Association,"$25,000.00",Victor,Capital,Arts and Culture,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Teller,City of Victor,"$10,000.00",Victor,Capital,Human Services,5/8/13
El Pomar Foundation,2013,Heart of Colorado,Teller,"Prospect Home Care-Hospice, Inc.","$5,000.00",Woodland Park,Program,Health,5/8/13
El Pomar Foundation,2013,Heart of Colorado,Lake,"Full Circle of Lake County, Inc.","$7,500.00",Leadville,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Lake,Advocates of Lake County,"$2,500.00",Leadville,Program,Human Services,9/29/13
El Pomar Foundation,2013,Heart of Colorado,Lake,Advocates of Lake County,"$2,500.00",Leadville,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Heart of Colorado,Lake,"Full Circle of Lake County, Inc.","$3,240.00",Leadville,Program,Human Services,9/29/13
El Pomar Foundation,2013,Heart of Colorado,Lake,Lake County Human Services,"$75,000.00",Leadville,Program,Civic and Community,9/29/13
El Pomar Foundation,2013,Heart of Colorado,Lake,Lake County School District,"$1,760.00",Leadville,Program,Human Services,9/29/13
El Pomar Foundation,2013,Heart of Colorado,Lake,Cloud City Conservation Center,"$1,000.00",Leadville,Program,Civic and Community,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Lake,Lake County Human Services,"$10,000.00",Leadville,Program,Civic and Community,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Lake,St. Vincent Hospital Foundation,"$25,000.00",Leadville,Capital,Health,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Summit,"Summit Community Care Clinic, Inc.","$2,500.00",Frisco,General Operating,Health,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Summit,"Summit Community Care Clinic, Inc.","$25,000.00",Frisco,General Operating,Health,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Summit,"Zoomers, Inc.","$5,000.00",Dillon,General Operating,Human Services,5/8/13
El Pomar Foundation,2013,Heart of Colorado,Summit,Bristlecone Foundation,"$5,000.00",Frisco,Program,Health,2/27/13
El Pomar Foundation,2013,Northeast,Kit Carson,"Burlington Community Child Care,Inc","$5,000.00",Burlington,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Kit Carson,Prairie Family Center,"$5,000.00",Burlington,Program,Education,9/29/13
El Pomar Foundation,2013,Northeast,Lincoln,"Lincoln County Economic Development Corporation, Inc.","$5,000.00",Limon,Capital,Arts and Culture,8/20/13
El Pomar Foundation,2013,Northeast,Lincoln,Limon Train Ride & Heritage Society,"$7,500.00",Limon,Capital,Arts and Culture,5/8/13
El Pomar Foundation,2013,Northeast,Logan,Family Resource Center,"$2,500.00",Sterling,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Logan,Family Resource Center,"$6,000.00",Sterling,Program,Human Services,9/29/13
El Pomar Foundation,2013,Northeast,Logan,Rural Solutions,"$5,000.00",Sterling,Program,Human Services,9/29/13
El Pomar Foundation,2013,Northeast,Logan,Northeastern Junior College Foundation,"$50,000.00",Sterling,Program,Civic and Community,5/8/13
El Pomar Foundation,2013,Northeast,Morgan,"Caring Ministries of Morgan County, Inc.","$2,500.00",Fort Morgan,Program,Human Services,9/29/13
El Pomar Foundation,2013,Northeast,Morgan,"Centennial Mental Health Center, Inc.","$2,500.00",Sterling,General Operating,Health,9/29/13
El Pomar Foundation,2013,Northeast,Morgan,Morgan Community College Foundation,"$50,000.00",Fort Morgan,Program,Civic and Community,5/8/13
El Pomar Foundation,2013,Northeast,Morgan,"Centennial Mental Health Center, Inc.","$15,000.00",Sterling,Program,Health,2/27/13
El Pomar Foundation,2013,Northeast,Phillips,Dragon's Wagon,"$5,000.00",Holyoke,Capital,Civic and Community,5/8/13
El Pomar Foundation,2013,Northeast,Sedgwick,Sedgwick County Economic Development Corporation,"$3,500.00",Julesburg,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Northeast,Sedgwick,Town of Julesburg,"$1,500.00",Julesburg,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Northeast,Sedgwick,Hippodrome Arts Center,"$25,000.00",Julesburg,General Operating,Arts and Culture,8/20/13
El Pomar Foundation,2013,Northeast,Washington,Freedom to Cowboy Up Therapeutic Riding Center,"$1,000.00",Akron,Capital,Civic and Community,5/8/13
El Pomar Foundation,2013,Northeast,Yuma,"Cliff Cultural Community Center, Inc.","$2,500.00",Wray,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Regional Home Visitation Program,"$2,500.00",Yuma,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Regional Home Visitation Program,"$2,500.00",Yuma,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Wray Community Child Care Center,"$5,000.00",Wray,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Yuma Children's Academy,"$2,500.00",Yuma,General Operating,Human Services,12/17/13
