funder,year,region,county,nonprofit,amount,city,type ,category,
Adolph Coors Foundation,2009,Heart of Colorado,Chaffee,Boys & Girls Clubs of Chaffee County,10000.00,Buena Vista,Program,Children and Youth Services,
Adolph Coors Foundation,2009,Heart of Colorado,Chaffee,"Colorado Farm To Table, Inc.",50000.00,Salida,Program,Human Services,
Adolph Coors Foundation,2009,Heart of Colorado,Fremont,Fremont County Friendly Visitors,4000.00,Canon City,General Operating,Human Services,
Adolph Coors Foundation,2009,Heart of Colorado,Custer,Outdoor Buddies,5000.00,Westcliffe,General Operating,Human Services,
Adolph Coors Foundation,2010,Heart of Colorado,Teller,CO Lions Camp,25000.00,Woodland Park,Capital,,
Adolph Coors Foundation,2010,Heart of Colorado,Teller,Help The Needy,10000.00,Woodland Park,General Operating,,
Adolph Coors Foundation,2010,Heart of Colorado,Custer,Lighthouse Resource and Pregnancy Center,25000.00,Westcliffe,Capital,,
Adolph Coors Foundation,2010,Heart of Colorado,Teller,Woodland Park Pregnancy Center,5000.00,Woodland Park,General Operating,,
Adolph Coors Foundation,2011,Heart of Colorado,Park,Boys & Girls Club of South Park,10000.00,Fairplay,General Operating,,
Adolph Coors Foundation,2011,Heart of Colorado,Chaffee,Boys & Girls Clubs of Chaffee County,10000.00,Salida,General Operating,,
Adolph Coors Foundation,2011,Heart of Colorado,Fremont,Boys & Girls of Fremont County,10000.00,Canon City,General Operating,,
Adolph Coors Foundation,2011,Heart of Colorado,Custer,Cross D Bar Recreation Center,5000.00,Westcliffe,General Operating,,
Adolph Coors Foundation,2012,Heart of Colorado,Teller,Community Coalition for Families & Children,10000.00,Divide,General Operating,"Community, Public Affairs",
Adolph Coors Foundation,2012,Heart of Colorado,Teller,"Prospect Home Care- Hospice, Inc.",10000.00,Woodland Park,General Operating,Hospice,
Anschutz Family Foundation,2009,Heart of Colorado,Fremont,Arkansas Valley Ambulance,5000.00,Cotopaxi,General Operating,Health                                                                     ,
Anschutz Family Foundation,2009,Heart of Colorado,Park,Boys and Girls Club of South Park,5000.00,Fairplay,General Operating,Children and Youth Services,
Anschutz Family Foundation,2009,Heart of Colorado,Chaffee,Boys and Girls Clubs of Chaffee County,5000.00,Salida,General Operating,Children and Youth Services,
Anschutz Family Foundation,2009,Heart of Colorado,Chaffee,Chaffee Housing Trust,5000.00,Salida,General Operating,"Housing, Homeless shelters",
Anschutz Family Foundation,2009,Heart of Colorado,Teller,Community Partnership Family Resource Center,7500.00,Divide,General Operating,,
Anschutz Family Foundation,2009,Heart of Colorado,Teller,Cresson Dance,5000.00,Cripple Creek,Student Aid/Scholarship,Children and Youth Services,
Anschutz Family Foundation,2009,Heart of Colorado,Teller,Help the Needy,5000.00,Woodland Park,General Operating,Human Services,
Anschutz Family Foundation,2009,Heart of Colorado,Teller,Little Chapel Food Pantrry,5000.00,Divide,General Operating,Human Services,
Anschutz Family Foundation,2009,Heart of Colorado,Park,Mountain Peace Shelter,5000.00,Bailey,General Operating,"Domestic Violence Shelters, Services",
Anschutz Family Foundation,2009,Heart of Colorado,Chaffee,Neighbor to Neighbor Volunteers/The Chaffee Shuttle,7500.00,Salida,General Operating,,
Anschutz Family Foundation,2009,Heart of Colorado,Fremont,Office of the District Attorney 11th Judicial District,2500.00,Canon City,Program,"Domestic Violence Shelters, Services",
Anschutz Family Foundation,2009,Heart of Colorado,Park,Rocky Mountain Rural Health,7500.00,Fairplay,General Operating,Health                                                                     ,
Anschutz Family Foundation,2009,Heart of Colorado,Chaffee,Salida Senior Daycare,5000.00,Salida,General Operating,,
Anschutz Family Foundation,2009,Heart of Colorado,Custer,"Wet Mountain Valley Community Service, Inc.",4000.00,Westcliffe,General Operating,,
Anschutz Family Foundation,2010,Heart of Colorado,Chaffee,Heart of Colorado Rural Philanthropy Days Regional Coordination,5000.00,Salida,Program,,
Anschutz Family Foundation,2010,Heart of Colorado,Fremont,Park Avenue Child Center,5000.00,Canon City,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Heart of Colorado,Park,South Park Early Childhood System,5000.00,Fairplay,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.",5000.00,Woodland Park,General Operating,Health                                                                     ,
Anschutz Family Foundation,2010,Heart of Colorado,Chaffee,Chaffee Housing Trust,5000.00,Salida,General Operating,"Housing, Homeless shelters",
Anschutz Family Foundation,2010,Heart of Colorado,Fremont,Florence Senior Citizen Council on Aging,5000.00,Florence,General Operating,,
Anschutz Family Foundation,2010,Heart of Colorado,Fremont,Senior Services Solutions Plus,5000.00,Canon City,General Operating,,
Anschutz Family Foundation,2010,Heart of Colorado,Park,"South Park Seniors, Inc.",5000.00,Fairplay,Program,,
Anschutz Family Foundation,2010,Heart of Colorado,Teller,Teller Senior Coalition,5000.00,Woodland Park,General Operating,,
Anschutz Family Foundation,2010,Heart of Colorado,Custer,"Valley Assisted Living, Inc.",5500.00,Silver Cliff,Capital,,
Anschutz Family Foundation,2010,Heart of Colorado,Chaffee,Valley to Valley Senior Care Center,5000.00,Salida,General Operating,,
Anschutz Family Foundation,2010,Heart of Colorado,Fremont,"Family Crisis Services, Inc.",5000.00,Canon City,Program,Abuse & Neglect Prevention,
Anschutz Family Foundation,2010,Heart of Colorado,Park,Mountain Peace Shelter,5000.00,Bailey,General Operating,"Domestic Violence Shelters, Services",
Anschutz Family Foundation,2010,Heart of Colorado,Fremont,"Boys and Girls Club of Fremont County, Inc.",5000.00,Canon City,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Heart of Colorado,Chaffee,Boys and Girls Clubs of Chaffee County,5000.00,Salida,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Heart of Colorado,Park,Bristlecone Montessori School,5000.00,Alma,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,Park Avenue Child Center,5000.00,Canon City,Program,Children and Youth Services,
Anschutz Family Foundation,2011,Heart of Colorado,Park,South Park Early Childhood System,5000.00,Fairplay,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Heart of Colorado,Custer,Excellence in Education Committee and Designated Fund,3500.00,Westcliffe,Program,Education,
Anschutz Family Foundation,2011,Heart of Colorado,Chaffee,The Grainery Ministries,5000.00,Salida,General Operating,"Food, Agriculture, Nutrition",
Anschutz Family Foundation,2011,Heart of Colorado,Teller,Help the Needy,6000.00,Woodland Park,General Operating,Emergency Assistance      ,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,Arkansas Valley Ambulance,5000.00,Cotopaxi,General Operating,Health                                                                     ,
Anschutz Family Foundation,2011,Heart of Colorado,Chaffee,Chaffee People's Clinic,5000.00,Salida,General Operating,Health                                                                     ,
Anschutz Family Foundation,2011,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.",5000.00,Woodland Park,General Operating,Hospice,
Anschutz Family Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,5000.00,Fairplay,General Operating,Health                                                                     ,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,"The Canon City Golden Age Council, Inc.",5000.00,Canon City,General Operating,,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,The Florence Senior Center,5000.00,Florence,General Operating,,
Anschutz Family Foundation,2011,Heart of Colorado,Fremont,Senior Services Solutions Plus,5000.00,Canon City,General Operating,Disabled Persons,
Anschutz Family Foundation,2011,Heart of Colorado,Teller,Teller Senior Coalition,5000.00,Woodland Park,General Operating,,
Anschutz Family Foundation,2011,Heart of Colorado,Custer,VALI Residence and VALI Home Care,5000.00,Silver Cliff,General Operating,Disabled Persons,
Anschutz Family Foundation,2011,Heart of Colorado,Custer,"Boys and Girls Club of Fremont County, Inc.",5000.00,Canon City,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Heart of Colorado,Chaffee,Family and Youth Initiatives,5000.00,Salida,Program,Children and Youth Services,
Boettcher Foundation,2009,Heart of Colorado,Fremont,Development Training Services,10000.00,Canon City,Capital,,
Boettcher Foundation,2009,Heart of Colorado,Fremont,Florence Senior Citizen Council on Aging,10000.00,Florence,Capital,,
Boettcher Foundation,2009,Heart of Colorado,Fremont,Fremont Schools Facilities Corporation,20000.00,Canon City,,,
Boettcher Foundation,2009,Heart of Colorado,Fremont,Friends of Penrose Community Library,25000.00,Penrose,Capital,,
Boettcher Foundation,2009,Heart of Colorado,Chaffee,Heart of the Rockies Medical Center,50000.00,Salida,Capital,,
Boettcher Foundation,2009,Heart of Colorado,Chaffee,Neighbor to Neighbor Volunteers,10000.00,Salida,Capital,,
Boettcher Foundation,2010,Heart of Colorado,Custer,Custer 2020,75000.00,Westcliffe,Capital,,
Caring for Colorado Foundation,2009,Heart of Colorado,Chaffee,Chaffee County Health and Human Services,100000.00,Salida,General Operating,,
Caring for Colorado Foundation,2009,Heart of Colorado,Fremont,"RAMROD, dba Arkansas Valley Ambulance",33902.00,Cotopaxi,General Operating,,
Caring for Colorado Foundation,2009,Heart of Colorado,Park,Rocky Mountain Rural Health,48420.00,Fairplay,General Operating,Health                                                                     ,
Caring for Colorado Foundation,2009,Heart of Colorado,Teller,Southwest Teller County Emergency Medical Services,5000.00,Cripple Creek,General Operating,,
Caring for Colorado Foundation,2010,Heart of Colorado,Chaffee,Chaffee People's Clinic,38800.00,Salida,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Heart of Colorado,Chaffee,Neighbor to Neighbor Volunteers,20000.00,Salida,Not Provided,,
Caring for Colorado Foundation,2010,Heart of Colorado,Park,Rocky Mountain Rural Health,49730.00,Fairplay,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Heart of Colorado,Chaffee,"Salida Hospital Foundation, dba: Heart of the Rockies Regional Medical Cent",50000.00,Salida,Not Provided,Health                                                                     ,
Caring for Colorado Foundation,2010,Heart of Colorado,Teller,Southwest Teller County Emergency Medical Services,8000.00,Cripple Creek,Not Provided,Health                                                                     ,
Caring for Colorado Foundation,2011,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",18000.00,Canon City,Program,Human Services,
Caring for Colorado Foundation,2011,Heart of Colorado,Teller,Cripple Creek-Victor School District RE-1,50000.00,Cripple Creek,Capital,Health                                                                     ,
Caring for Colorado Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,10000.00,Fairplay,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,50000.00,Fairplay,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Heart of Colorado,Fremont,Colorado Health Initiatives Colorado Foundation,49408.00,Canon City,Capital,Health                                                                     ,
Caring for Colorado Foundation,2012,Heart of Colorado,Fremont,Fremont County Public Health Agency,30540.00,Ca–on City,Program,Health,990 dated Oct 2011 through Sept 2012 
Caring for Colorado Foundation,2012,Heart of Colorado,Teller,"Prospect Home Care and Hospice, Inc.",25000.00,Woodland Park,Program,Health,992 dated Oct 2011 through Sept 2012 
Caring for Colorado Foundation,2012,Heart of Colorado,Fremont,"RAMROD, Inc.",50000.00,Cotopaxi,Program,Health,994 dated Oct 2011 through Sept 2012 
Daniels Fund,2009,Heart of Colorado,Park,"Boys & Girls Club of South Park, Inc.",15000.00,Fairplay,General Operating,Children and Youth Services,
Daniels Fund,2009,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",22000.00,Canon City,General Operating,"Community, Public Affairs",
Daniels Fund,2009,Heart of Colorado,Fremont,"Family Crisis Services, Inc.",10000.00,Canon City,General Operating,Human Services,
Daniels Fund,2009,Heart of Colorado,Teller,Help the Needy,10000.00,Woodland Park,General Operating,Human Services,
Daniels Fund,2009,Heart of Colorado,Chaffee,Neighbor to Neighbor Volunteers,13680.00,Salida,General Operating,"Philanthropy, Volunteerism, Grants",
Daniels Fund,2009,Heart of Colorado,Park,Platte Canyon School District RE-1,3000.00,Bailey,Other,Education,
Daniels Fund,2009,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.",15000.00,Salida,General Operating,"Community, Public Affairs",
Daniels Fund,2009,Heart of Colorado,Teller,"Teller Senior Coalition, Inc.",10000.00,Woodland Park,General Operating,"Community, Public Affairs",
Daniels Fund,2009,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,8000.00,Canon City,Other,Education,
Daniels Fund,2010,Heart of Colorado,Fremont,Florence Senior Citizen Council on Aging,10000.00,Florence,Other,"Community, Public Affairs",
Daniels Fund,2010,Heart of Colorado,Fremont,Rocky Mountain Behavioral Health,10000.00,Canon City,Program,Health                                                                     ,
Daniels Fund,2010,Heart of Colorado,Teller,Help the Needy,10000.00,Woodland Park,General Operating,Human Services,
Daniels Fund,2010,Heart of Colorado,Teller,Little Chapel of the Hills,8500.00,Divide,Program,Human Services,
Daniels Fund,2011,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",22000.00,Canon City,General Operating,"Community, Public Affairs",
Daniels Fund,2011,Heart of Colorado,Fremont,Fremont Regional Hospice,12000.00,Canon City,Program,Hospice,
Daniels Fund,2011,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.",10000.00,Salida,General Operating,"Community, Public Affairs",
Daniels Fund,2011,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.",5000.00,Salida,General Operating,"Community, Public Affairs",
Daniels Fund,2011,Heart of Colorado,Park,Park County School District RE-2,20000.00,Fairplay,Program,Education,
Daniels Fund,2011,Heart of Colorado,Fremont,"Family Crisis Services, Inc.",10000.00,Canon City,General Operating,"Housing, Homeless shelters",
Daniels Fund,2011,Heart of Colorado,Park,"Park County Crisis Center, Inc.",20000.00,Bailey,General Operating,"Housing, Homeless shelters",
Daniels Fund,2011,Heart of Colorado,Chaffee,Boys & Girls Club of Chaffee County,30000.00,Salida,General Operating,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Boys & Girls Clobe of Chaffee County,4000.00,Salida,Program,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Park,"Boys & Girls Club of South Park, Inc.",15000.00,Fairplay,General Operating,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,2500.00,Salida,Program,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Chaffee People's Clinic,5000.00,Salida,General Operating,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Teller,Community of Caring Foundation,5000.00,Cripple Creek,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Teller,Cresson Dance,1500.00,Cripple Creek,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Teller,Cripple Creek-Victor School District RE-1,2500.00,Cripple Creek,Program,Education,
El Pomar Foundation,2009,Heart of Colorado,Custer,"Custer 2020, Inc.",15000.00,Westcliffe,Capital,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Fremont,"Family Crisis Services, Inc.",5000.00,Canon City,General Operating,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Fremont Center for the Arts,5000.00,Canon City,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Fremont,Fremont Schools Facilities Corporation,10000.00,Canon City,Capital,Education,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Grainery Ministries,5000.00,Salida,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Custer,In Concert Classical Music in the Valley,1500.00,Westcliffe,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Custer,Lighthouse Helpline and Pregnancy Center,10000.00,Westcliffe,Capital,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Meals on Wheels of Canon City,5000.00,Canon City,General Operating,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Neighbor to Neighbor Volunteers,5000.00,Salida,Capital,"Philanthropy, Volunteerism, Grants",
El Pomar Foundation,2009,Heart of Colorado,Park,North-West Fire Protection District,1297.00,Fairplay,Other,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Custer,"Outdoor Buddies, Inc.",2500.00,Westcliffe,General Operating,,
El Pomar Foundation,2009,Heart of Colorado,Park,Park County School District RE-2,4000.00,Fairplay,Not Provided,Education,
El Pomar Foundation,2009,Heart of Colorado,Teller,Pikes Peak Regional Medical Foundation,10000.00,Woodland Park,Other,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Park,Platte Canyon Fire Protection District,7500.00,Bailey,Other,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Teller,Rampart Library District,5000.00,Woodland Park,Capital,Education,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Ramrod,7500.00,Cotopaxi,Other,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Salida School District Chaffee County Head Start,4500.00,Salida,Program,Education,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Valley Health Center at Coaldale,20000.00,Cotopaxi,Capital,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Teller,Butte Opera House Foundation,45000.00,Cripple Creek,Event,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Teller,City of Cripple Creek,15000.00,Cripple Creek,General Operating,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Teller,"Prospect Home Care-Hospice, Inc.",25000.00,Woodland Park,General Operating,Hospice,
El Pomar Foundation,2009,Heart of Colorado,Teller,Woodland Park Pregnancy Center,2500.00,Woodland Park,General Operating,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Teller,Community of Caring Foundation,5000.00,Cripple Creek,Other,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Alliance Against Domestic Abuse,5000.00,Salida,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,5000.00,Salida,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,General Council of the Assemblies of God,5000.00,Buena Vista,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",12500.00,Canon City,Capital,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Custer,Hope Evangelical Lutheran Church,5000.00,Westcliffe,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Teller,Little Chapel of the Hills,2500.00,Divide,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County,20000.00,Canon City,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Park,"Park County Crisis Center, Inc.",10000.00,Bailey,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,"Rocky Mountain Behavioral Health, Inc.",10000.00,Salida,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Society of the First Presbyterian Church of Salid,5000.00,Salida,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Teller,Teller County Safe House,5000.00,Woodland Park,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2009,Heart of Colorado,Teller,"Teller Senior Coalition, Inc.",7500.00,Woodland Park,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,10000.00,Canon City,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Boys & Girls Club of Chaffee County,2500.00,Salida,General Operating,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Park,"Boys & Girls Club of South Park, Inc.",2500.00,Fairplay,Program,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Chaffee County Health and Human Services,2000.00,Salida,Program,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Boys & Girls Club of Chaffee County,10000.00,Salida,General Operating,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Buena Vista Heritage Museum,1500.00,Buena Vista,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Buena Vista School District R-31,10000.00,Buena Vista,Not Provided,Education,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Chaffee County Sheriff,15000.00,Salida,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,1500.00,Salida,Program,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Colorado Farm to Table,10000.00,Salida,General Operating,"Environment, Conservation",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Colorado Farm to Table,1500.00,Salida,General Operating,"Environment, Conservation",
El Pomar Foundation,2009,Heart of Colorado,Custer,Custer County School District C-1,5500.00,Westcliffe,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Custer,Custer County Search and Rescue,15000.00,Westcliffe,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2009,Heart of Colorado,Fremont,Fremont RE-1 School District,15000.00,Canon City,Program,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Fremont RE-2 School District,5000.00,Florence,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Fremont,"Fremont Search and Rescue, Inc.",15000.00,Canon City,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2009,Heart of Colorado,Park,Park County School District RE-2,16000.00,Fairplay,Capital,Education,
El Pomar Foundation,2009,Heart of Colorado,Park,Park County School District RE-2,1500.00,Fairplay,Capital,Education,
El Pomar Foundation,2009,Heart of Colorado,Park,Park County Search and Rescue,10000.00,Bailey,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2009,Heart of Colorado,Park,Park County Search and Rescue,25000.00,Bailey,Capital,"Public safety, Emergency relief",
El Pomar Foundation,2009,Heart of Colorado,Park,Rocky Mountain Rural Health,5000.00,Fairplay,General Operating,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Upper Arkansas Regional Services Council,1500.00,Canon City,Program,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Fremont,Valley Health Center at Coaldale,5000.00,Cotopaxi,General Operating,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Custer,"Wet Mountain Valley Rotary Community Service, Inc.",10000.00,Westcliffe,General Operating,"Philanthropy, Volunteerism, Grants",
El Pomar Foundation,2009,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,2250.00,Canon City,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Teller,Woodland Park High School,10000.00,Woodland Park,Program,Education,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Boys & Girls Club of Fremont County,40000.00,Canon City,General Operating,Children and Youth Services,
El Pomar Foundation,2010,Heart of Colorado,Custer,Custer County Search and Rescue,7000.00,Westcliffe,Capital,"Public safety, Emergency relief",
El Pomar Foundation,2010,Heart of Colorado,Park,Gold Belt Tour Scenic and Historic Byway Association,5000.00,Guffey,Capital,"Community, Public Affairs",
El Pomar Foundation,2010,Heart of Colorado,Custer,Wet Mountain Valley Community Foundation,1720.00,Westcliffe,Program,Education,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,5000.00,Salida,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Fremont Regional Hospice,12000.00,Canon City,Program,Hospice,
El Pomar Foundation,2010,Heart of Colorado,Custer,West Custer County Hospital District,10000.00,Westcliffe,Other,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Chaffee Housing Trust,15000.00,Salida,General Operating,"Housing, Homeless shelters",
El Pomar Foundation,2010,Heart of Colorado,Park,Lake George Fire Protection District,2500.00,Lake George,Other,"Public safety, Emergency relief",
El Pomar Foundation,2010,Heart of Colorado,Chaffee,"Moms for Moms, Inc.",10000.00,Salida,Other,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Teller,Teller Senior Coalition,5000.00,Woodland Park,General Operating,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Ark Valley Humane Society,7500.00,Buena Vista,Program,Animal Protection and Welfare,
El Pomar Foundation,2010,Heart of Colorado,Teller,Feline Friends of the Pikes Peak Region,3900.00,Florissant,General Operating,Animal Protection and Welfare,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Alliance Against Domestic Abuse,5000.00,Salida,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Heart of Colorado,Custer,"Catholic Charities of the Diocese of Pueblo, Inc.",5000.00,Westcliffe,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Grainery Ministries,2500.00,Salida,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Custer,Hope Evangelical Lutheran Church,2500.00,Westcliffe,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Teller,Little Chapel of the Hills,5000.00,Divide,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County,12500.00,Canon City,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,New Caring and Sharing,5000.00,Salida,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Park,Park County Vision 2020,2500.00,Fairplay,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Park,Park County Senior Coalition,2500.00,Fairplay,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Society of the First Presbyterian Church of Salida,5000.00,Salida,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Park,South Park Food Bank,7500.00,Fairplay,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Teller,Teller County Safe House,5000.00,Woodland Park,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Heart of Colorado,Teller,Teller Senior Coalition,5000.00,Woodland Park,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,10000.00,Canon City,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Teller,"Woodland Park Community Cupboard, inc.",2500.00,Woodland Park,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,10000.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,1500.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Park,Boys and Girls Club of South Park,15000.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,1500.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Chaffee County Publich Health,15000.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Chaffee People's Clinic,1500.00,Salida,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Custer,Crystal Mountain Center for Performing Arts,1500.00,Westcliffe,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Heart of Colorado,Custer,Custer County Public Health Agency,7500.00,Westcliffe,Event,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Custer,Custer County Public Health Agency,5000.00,Westcliffe,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Fremont County Public Health,20000.00,Canon City,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Park,Park County Search and Rescue,1500.00,Bailey,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2010,Heart of Colorado,Park,Rocky Mountain Rural Health,12500.00,Fairplay,Program,Health                                                                     ,
