funder,year,region,county,nonprofit,amount,city,type ,category,
El Pomar Foundation,2009,San Luis Valley,Rio Grande,Rio Grande Headwaers Land Trust,12500.00,Monte Vista,General Operating,"Community, Public Affairs",
El Pomar Foundation,2009,San Luis Valley,Alamosa,San Luis Valley Ecosystem Council,2500.00,Alamosa,General Operating,"Environment, Conservation",
El Pomar Foundation,2009,San Luis Valley,Alamosa,San Luis Valley Regional Medical Center,20000.00,Alamosa,Capital,Health                                                                     ,
El Pomar Foundation,2009,San Luis Valley,Alamosa,"San Luis Valley Regional Science Fair, Inc.",2500.00,Alamosa,General Operating,,
El Pomar Foundation,2009,San Luis Valley,Saguache,SCSCEED,12500.00,Moffat,Program,,
El Pomar Foundation,2009,San Luis Valley,Saguache,SCSCEED,7500.00,Moffat,Other,,
El Pomar Foundation,2009,San Luis Valley,Alamosa,"South-Central Colorado Seniors, Inc.",3000.00,Alamosa,Program,Human Services,
El Pomar Foundation,2009,San Luis Valley,Alamosa,"Tu Casa, Inc.",2500.00,Alamosa,General Operating,,
El Pomar Foundation,2009,San Luis Valley,Alamosa,Valley Community Fund,2500.00,Alamosa,General Operating,,
El Pomar Foundation,2009,San Luis Valley,Alamosa,Valley Community Fund,1500.00,Alamosa,General Operating,,
El Pomar Foundation,2009,San Luis Valley,Costilla,Ventero Open Press Fine Art,2500.00,San Luis,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,San Luis Valley,Alamosa,San Luis Valley Museum,10000.00,Alamosa,Capital,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,San Luis Valley,Rio Grande,Rio Grande County Library District,15500.00,Rio Grande,Capital,"Community, Public Affairs",
El Pomar Foundation,2010,San Luis Valley,Saguache,Town of Crestone,10000.00,Crestone,Capital,"Community, Public Affairs",
El Pomar Foundation,2010,San Luis Valley,Alamosa,Adams State College,25000.00,Alamosa,Other,Education,
El Pomar Foundation,2010,San Luis Valley,Saguache,City of Cripple Creek Fire Department,1500.00,Cripple Creek,Other,"Public safety, Emergency relief",
El Pomar Foundation,2010,San Luis Valley,Alamosa,"La Puente Home, Inc.",25000.00,Alamosa,Capital,"Housing, Homeless shelters",
El Pomar Foundation,2010,San Luis Valley,Alamosa,"Tu Casa, Inc.",7500.00,Alamosa,Capital,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,San Luis Valley,Alamosa,Alamosa County Health Department,8000.00,Alamosa,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,San Luis Valley,Mineral,Mineral County,10000.00,Creede,Program,Health                                                                     ,
El Pomar Foundation,2010,San Luis Valley,Alamosa,"South-Central Colorado Seniors, Inc",15000.00,Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2010,San Luis Valley,Alamosa,"Tu Casa, Inc.",9000.00,Alamosa,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,San Luis Valley,Alamosa,"Valley-Wide Health Services, Inc.",10000.00,Alamosa,Other,Health                                                                     ,
El Pomar Foundation,2010,San Luis Valley,Alamosa,Adams State College Foundation,1500.00,Alamosa,Program,Education,
El Pomar Foundation,2010,San Luis Valley,Alamosa,"Alamosa Community Greenhouse, Inc.",1500.00,Alamosa,Program,Education,
El Pomar Foundation,2010,San Luis Valley,Alamosa,Alamosa Live Music Association,10000.00,Alamosa,Event,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley Inc.,2300.00,Alamosa,General Operating,Children and Youth Services,
El Pomar Foundation,2010,San Luis Valley,Rio Grande,Center Consolidated School District,22000.00,Center,Program,Education,
El Pomar Foundation,2010,San Luis Valley,Alamosa,Center for Restorative Programs,1500.00,Alamosa,General Operating,,
El Pomar Foundation,2010,San Luis Valley,Rio Grande,City of Monte Vista,2500.00,Monte Vista,Program,Children and Youth Services,
El Pomar Foundation,2010,San Luis Valley,Conejos,Con-Cepts,2000.00,Conejos,General Operating,,
El Pomar Foundation,2010,San Luis Valley,Conejos,Conejos County Library,10000.00,La Jara,Other,"Community, Public Affairs",
El Pomar Foundation,2010,San Luis Valley,Conejos,Conejos County Tourism Council,7500.00,Antonito,Other,"Community, Public Affairs",
El Pomar Foundation,2010,San Luis Valley,Mineral,Creede Repertory Theatre,2500.00,Creede,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,San Luis Valley,Saguache,"Crestone Performances, Inc.",1500.00,Crestone,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,San Luis Valley,Alamosa,Friends of the Southern Peaks Library,3000.00,Alamosa,Program,Education,
El Pomar Foundation,2010,San Luis Valley,Rio Grande,Homelake Historic Preservation and Restoration Foundation,2000.00,Homelake,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,San Luis Valley,Conejos,La Jara Elementary Parent-Teacher Association,17500.00,La Jara,Other,Education,
El Pomar Foundation,2010,San Luis Valley,Alamosa,"La Puente Home, Inc.",1500.00,Alamosa,Program,Human Services,
El Pomar Foundation,2010,San Luis Valley,Mineral,"Mineral County Fairgrounds Association, Inc.",25000.00,Creede,Program,"Community, Public Affairs",
El Pomar Foundation,2010,San Luis Valley,Alamosa,San Luis Valley Ecosystem Council,1000.00,Alamosa,Other,"Environment, Conservation",
El Pomar Foundation,2010,San Luis Valley,Alamosa,San Luis Valley Habitat for Humanity,1800.00,Alamosa,Program,"Housing, Homeless shelters",
El Pomar Foundation,2010,San Luis Valley,Alamosa,"San Luis Valley Regional Science Fair, Inc.",2200.00,Alamosa,General Operating,Education,
El Pomar Foundation,2010,San Luis Valley,Alamosa,"South-Central Colorado Seniors, Inc",1500.00,Alamosa,Program,Human Services,
El Pomar Foundation,2010,San Luis Valley,Saguache,Town of Saguache,5000.00,Saguache,Capital,"Community, Public Affairs",
El Pomar Foundation,2010,San Luis Valley,Rio Grande,Town of South Fork,3900.00,South Fork,Program,"Community, Public Affairs",
El Pomar Foundation,2010,San Luis Valley,Conejos,Valle del Sol Community Center,1500.00,Capulin,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,San Luis Valley,Alamosa,Valley Community Funds,1500.00,Alamosa,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,San Luis Valley,Alamosa,Veterans Green Job Alliance,2500.00,Alamosa,General Operating,"Employment, Job training",
El Pomar Foundation,2010,San Luis Valley,Conejos,Centauri High School,5000.00,La Jara,Other,Education,
El Pomar Foundation,2010,San Luis Valley,Costilla,Sierra Grande High School,5000.00,Blanca,Other,Education,
El Pomar Foundation,2011,San Luis Valley,Costilla,Costilla County Libraries,7500.00,San Luis,Capital,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Rio Grande,High Valley Community Center,5000.00,Del Norte,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Saguache,Saguache County Sustainable Environment and Economic Development,2500.00,Moffat,General Operating,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Conejos,La Jara Elementary Parent Teacher Association,7500.00,La Jara,Capital,Education,
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Health Education Center,5000.00,Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Alamosa Senior Citizens, Inc.",5000.00,Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Mineral,Creede Child Care Center,2500.00,Creede,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Conejos,"Northerners Senior Citizens Association, Inc.",2500.00,La Jara,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",25000.00,Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Alamosa County Public Health,5000.00,Alamosa,Program,Emergency Assistance      ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",25000.00,Alamosa,Program,Emergency Assistance      ,
El Pomar Foundation,2011,San Luis Valley,Mineral,Mineral County Publich Health,10000.00,Creede,Program,Emergency Assistance      ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"South-Central Colorado Seniors, Inc.",10000.00,Alamosa,Program,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Valley-Wide Health Services Inc.,10000.00,Alamosa,Program,Emergency Assistance      ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley,5000.00,Alamosa,General Operating,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Center for Restorative Programs,4000.00,Alamosa,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,City of Monte Vista,4000.00,Monte Vista,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Alamosa Community Greenhouse, Inc.",750.00,Alamosa,Program,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Alamosa Live Music Association,5000.00,Alamosa,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Alamosa Live Music Association,5700.00,Alamosa,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Alamosa School District RE-11J,2500.00,Alamosa,Program,Education,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley,7000.00,Alamosa,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley,7500.00,Alamosa,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley,1500.00,Alamosa,General Operating,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,"Bridges of Health, Inc.",2500.00,Monte Vista,General Operating,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Canto Al Pueblo,2000.00,Alamosa,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Canto Al Pueblo,7000.00,Alamosa,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District,25000.00,Center,Program,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District,7500.00,Center,Other,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District 26JT,10000.00,Center,Other,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District 26JT,2000.00,Center,Program,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District 26JT,4000.00,Center,Program,Education,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Center for Restorative Programs,10000.00,Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Conejos,Conejos County Library,3000.00,La Jara,Program,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Conejos,Conejos County Public Health and Nursing Service,2150.00,La Jara,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Costilla,Costilla County Public Health Agency,10000.00,San Luis,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Mineral,Creede Repertory Theatre Inc.,1500.00,Creede,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Saguache,"Crestone Performances, Inc.",2500.00,Crestone,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Dedicated Hearts Foundation,10000.00,Alamosa,Program,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Rio Grande,High Valley Community Center,5000.00,Del Norte,Capital,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Hospice Del Valle, Inc.",5338.00,Alamosa,Other,Hospice,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",4000.00,Alamosa,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Monte Vista Community Fund,7500.00,Monte Vista,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Rio Grande Headwaters Land Trust,5000.00,Monte Vista,Program,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Rio Grande Watershed Conservation & Education Initiative,3000.00,Center,Other,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Saguache,Saguache County Sustainable Environment and Economic Development,3500.00,Saguache,Program,Neighborhood Development,
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,1500.00,Alamosa,General Operating,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Christian Community Services,1500.00,Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Ecosystem Council,2500.00,Alamosa,Program,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Regional Medical Center,47000.00,Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Regional Medical Center,13000.00,Alamosa,Other,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"San Luis Valley Regional Science Fair, Inc.",2200.00,Alamosa,Event,Education,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"San Luis Valley Regional Science Fair, Inc.",2500.00,Alamosa,Event,Education,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"South-Central Colorado Seniors, Inc.",15000.00,Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"South-Central Colorado Seniors, Inc.",1500.00,Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Costilla,"Tiny Hands Daycare Center, Inc.",5000.00,Blanca,Other,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Saguache,Town of Saguache,10000.00,Saguache,Other,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Tu Casa, Inc.",5852.00,Alamosa,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Valley Community Fund,2500.00,Alamosa,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",2000.00,Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Conejos,Centauri High School,5000.00,La Jara,Other,Education,
Helen K. and Arthur E. Johnson Foundation,2009,San Luis Valley,Alamosa,Boys & Girls Clubs of the San Luis Valley,25000.00,Alamosa,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2009,San Luis Valley,Alamosa,"La Puente Home, Inc.",22500.00,Alamosa,General Operating,"Housing, Homeless shelters",
Helen K. and Arthur E. Johnson Foundation,2009,San Luis Valley,Alamosa,"Tu Casa, Inc.",10000.00,Alamosa,General Operating,"Domestic Violence Shelters, Services",
Helen K. and Arthur E. Johnson Foundation,2010,San Luis Valley,Alamosa,Boys & Girls Clubs of the San Luis Valley,35000.00,Alamosa,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2010,San Luis Valley,Alamosa,"La Puente Home, Inc.",22500.00,Alamosa,General Operating,"Housing, Homeless shelters",
Helen K. and Arthur E. Johnson Foundation,2010,San Luis Valley,Alamosa,"Tu Casa, Inc.",10000.00,Alamosa,General Operating,"Domestic Violence Shelters, Services",
Helen K. and Arthur E. Johnson Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Club of the San Luis Valley,8000.00,Alamosa,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Club of the San Luis Valley,35000.00,Alamosa,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2011,San Luis Valley,Alamosa,La Llave Family Resource Center,10000.00,Alamosa,General Operating,"Community, Public Affairs",
Helen K. and Arthur E. Johnson Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",22500.00,Alamosa,General Operating,"Housing, Homeless shelters",
Helen K. and Arthur E. Johnson Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",10000.00,Alamosa,General Operating,"Housing, Homeless shelters",
Helen K. and Arthur E. Johnson Foundation,2011,San Luis Valley,Alamosa,"Tu Casa, Inc.",25000.00,Alamosa,General Operating,Human Services,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Alamosa,Alamosa School District RE-11J,50000.00,Alamosa,Program,Education,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Alamosa,"Boys & Girls Clubs of the San Luis Valley, Inc.",35000.00,Alamosa,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Alamosa,"Boys & Girls Clubs of the San Luis Valley, Inc.",5000.00,Alamosa,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Alamosa,City of Alamosa,10000.00,Alamosa,Capital,Neighborhood Development,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Conejos,Conejos County Library District,1500.00,La Jara,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2009,San Luis Valley,Alamosa,Early Childhood Council of the San Luis Valley,75000.00,Alamosa,Program,Education,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Alamosa,Equal Representation of Media Advocacy Corporation,10000.00,Alamosa,General Operating,"Public policy, Society benefit",
Temple Hoyne Buell Foundation,2009,San Luis Valley,Rio Grande,"High Valley Community Center, Inc.",8000.00,Del Norte,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2009,San Luis Valley,Alamosa,"Hilos Culturales, Inc.",10000.00,Alamosa,General Operating,"Group, Race Relations",
Temple Hoyne Buell Foundation,2009,San Luis Valley,Alamosa,La Llave Family Resource Center,24000.00,Alamosa,Program,Education,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Alamosa,"La Puente Home, Inc.",35000.00,Alamosa,Program,"Housing, Homeless shelters",
Temple Hoyne Buell Foundation,2009,San Luis Valley,Conejos,Little Treasures Early Childhood Center,10000.00,La Jara,General Operating,Education,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Costilla,"Mariachi San Luis, Inc.",5000.00,San Pablo,General Operating,"Arts, Culture & Humanities ",
Temple Hoyne Buell Foundation,2009,San Luis Valley,Rio Grande,Monte Vista Head Start,8100.00,Monte Vista,Other,Education,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Saguache,Mountain Valley School District Re-1,20000.00,Saguache,Capital,Education,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Rio Grande,Rio Grande Headwaters Land Trust,2500.00,Del Norte,General Operating,"Environment, Conservation",
Temple Hoyne Buell Foundation,2009,San Luis Valley,Conejos,"Rocky Mountain S.E.R./Jobs for Progress, Inc.",4000.00,Conejos,Other,"Employment, Job training",
Temple Hoyne Buell Foundation,2009,San Luis Valley,Rio Grande,Saguache County Community Council,5350.00,Center,Other,Education,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Saguache,Saguache County Community Council,1710.00,Saguache,Other,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2009,San Luis Valley,Alamosa,San Luis Valley Ecosystem Council,10000.00,Alamosa,General Operating,"Environment, Conservation",
Temple Hoyne Buell Foundation,2009,San Luis Valley,Alamosa,San Luis Valley Immigrant Resource Center,2000.00,Alamosa,Other,Minorities,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Rio Grande,Sargent Child Care Association,5000.00,Monte Vista,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Costilla,"Tiny Hands Daycare Center, Inc.",10000.00,Blanca,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,San Luis Valley,Conejos,Valle del Sol Community Center,7500.00,Capulin,Program,Education,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",100000.00,Alamosa,Other,Health                                                                     ,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Alamosa,Early Childhood Council of the San Luis Valley,80000.00,Alamosa,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Alamosa,Alamosa School District RE-11J,50000.00,Alamosa,General Operating,Education,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Alamosa,"La Puente Home, Inc.",35000.00,Alamosa,Program,"Housing, Homeless shelters",
Temple Hoyne Buell Foundation,2010,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",35000.00,Alamosa,Program,Education,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Alamosa,Boys & Girls Clubs of the San Luis Valley,30000.00,Alamosa,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Alamosa,La Llave Family Resource Center,25000.00,Alamosa,Program,Education,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Rio Grande,Monte Vista Head Start,12000.00,Monte Vista,Other,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Mineral,Creede Early Learning Center,10000.00,Creede,General Operating,Education,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Rio Grande,"High Valley Community Center, Inc.",10000.00,Del Norte,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Saguache,Saguache County Community Council ,7900.00,Center,Other,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,San Luis Valley,Conejos,Valle del Sol Community Center,7500.00,Capulin,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Alamosa,Adams State College,5000.00,Alamosa,Program,"Arts, Culture & Humanities ",
Temple Hoyne Buell Foundation,2010,San Luis Valley,Alamosa,"La Puente Home, Inc.",5000.00,Alamosa,General Operating,"Housing, Homeless shelters",
Temple Hoyne Buell Foundation,2010,San Luis Valley,Alamosa,San Luis Valley Museum,5000.00,Alamosa,General Operating,"Arts, Culture & Humanities ",
Temple Hoyne Buell Foundation,2010,San Luis Valley,Costilla,"Tiny Hands Daycare Center, Inc.",4000.00,Blanca,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Alamosa,Boys & Girls Clubs of the San Luis Valley,2500.00,Alamosa,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Alamosa,Canto Al Pueblo Cultural Arts,2500.00,Alamosa,Not Provided,"Arts, Culture & Humanities ",
Temple Hoyne Buell Foundation,2010,San Luis Valley,Alamosa,"South-Central Seniors, Inc.",2500.00,Alamosa,General Operating,Human Services,
Temple Hoyne Buell Foundation,2010,San Luis Valley,Saguache,Saguache County Community Council ,2000.00,Saguache,Other,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2011,San Luis Valley,Alamosa,Early Childhood Partners of the San Luis Valley,80000.00,Alamosa,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Alamosa,Alamosa School District RE-11J,50000.00,Alamosa,General Operating,Education,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",35000.00,Alamosa,Program,"Housing, Homeless shelters",
Temple Hoyne Buell Foundation,2011,San Luis Valley,Alamosa,Boys & Girls Clubs of the San Luis Valley,30000.00,Alamosa,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Alamosa,La Llave Family Resource Center,20000.00,Alamosa,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",19000.00,Alamosa,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Mineral,Creede Child Care Center,7000.00,Creede,Other,Education,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Costilla,"Tiny Hands Daycare Center, Inc.",5000.00,Blanca,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,San Luis Valley,Costilla,"Tiny Hands Daycare Center, Inc.",4000.00,Blanca,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Alamosa,"Hilos Culturales, Inc.",99649.00,Alamosa,Program,"Group, Race Relations",
Temple Hoyne Buell Foundation,2012,San Luis Valley,Alamosa,Early Childhood Council of the San Luis Valley,80000.00,Alamosa,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Saguache,Saguache County Community Council ,47000.00,Center,Capital,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2012,San Luis Valley,Alamosa,"La Puente Home, Inc.",26250.00,Alamosa,Program,"Housing, Homeless shelters",
Temple Hoyne Buell Foundation,2012,San Luis Valley,Alamosa,Boys and Girls Club of the San Luis Valley,22500.00,Alamosa,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Alamosa,La Llave Family Resource Center,20000.00,Alamosa,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2012,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",20000.00,Alamosa,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Rio Grande,County of Rio Grande Consolidated School District No. 8,15843.00,Monte Vista,Program,Education,
Temple Hoyne Buell Foundation,2012,San Luis Valley,Costilla,"Tiny Hands Daycare Center, Inc.",5000.00,Blanca,General Operating,Children and Youth Services,
The Colorado Health Foundation,2009,San Luis Valley,Alamosa,Lutheran Hospital Association of the San Luis Valley,486200.00,Alamosa,Program,Health                                                                     ,
The Colorado Health Foundation,2009,San Luis Valley,Alamosa,Lutheran Hospital Association of the San Luis Valley,416583.00,Alamosa,Program,Health                                                                     ,
The Colorado Health Foundation,2009,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",500000.00,Alamosa,Program,Health                                                                     ,
The Colorado Health Foundation,2010,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",1600000.00,Alamosa,Program,Health                                                                     ,
The Colorado Health Foundation,2010,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",200000.00,Alamosa,Program,Health                                                                     ,
The Colorado Health Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Comprehensive Community Mental Health Center,104162.00,Alamosa,Program,Health                                                                     ,
The Colorado Health Foundation,2011,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.",39100.00,Alamosa,Program,Health                                                                     ,
The Colorado Trust,2009,San Luis Valley,Alamosa,Early Childhood Council of the San Luis Valley,7500.00,Alamosa,Program,Health                                                                     ,
The Colorado Trust,2009,San Luis Valley,Alamosa,San Luis Valley Regional Medical Center,187500.00,Alamosa,Program,Health                                                                     ,
The Colorado Trust,2010,San Luis Valley,Alamosa,San Luis Valley Regional Medical Center,398806.00,Alamosa,Program,Health                                                                     ,
The Colorado Trust,2011,San Luis Valley,Rio Grande,"Valley Citizen's Foundation for Health Care, Inc. ",5000.00,Del Norte,General Operating,Health                                                                     ,
The Colorado Trust,2011,San Luis Valley,Alamosa,SLVRMC Foundation,5000.00,Alamosa,General Operating,Health                                                                     ,
The Colorado Trust,2011,San Luis Valley,Alamosa,Boys and Girls Club of the San Luis Valley,5000.00,Alamosa,General Operating,Children and Youth Services,
The Colorado Trust,2011,San Luis Valley,Rio Grande,Center Consolidated Schools ,5000.00,Center,General Operating,Education,
The Colorado Trust,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.",8500.00,Alamosa,General Operating,Human Services,
The Colorado Trust,2011,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,5000.00,Alamosa,General Operating,Health                                                                     ,
The Colorado Trust,2011,San Luis Valley,Alamosa,San Luis Valley Comprehensive Community Mental Health Center,5000.00,Alamosa,General Operating,Health                                                                     ,
The Colorado Trust,2011,San Luis Valley,Saguache,San Luis Valley Rural Philanthropy Days,7500.00,Villa Grove,General Operating,"Community, Public Affairs",
