funder,year,region,county,nonprofit,amount,city,type ,category,
El Pomar Foundation,2012,Southeast,Bent,Las Animas Bent County Fire Protection District,5000.00,Las Animas,Program,"Public safety, Emergency relief",
El Pomar Foundation,2012,Southeast,Otero,Town of Cheraw,13000.00,Cheraw,Program,"Public safety, Emergency relief",
El Pomar Foundation,2013,Southeast,Prowers,"Arkansas Valley Wind and Percussion Ensemble, Inc.",2500.00,Lamar,General Operating,Arts and Culture,12/17/13
El Pomar Foundation,2013,Southeast,Otero,Clean Valley Recycling,5000.00,Swink,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Southeast,Crowley,Crowley County,2500.00,Ordway,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Southeast,Otero,"Arkansas Valley Hospice, Inc.",1500.00,La Junta,General Operating,Health,9/29/13
El Pomar Foundation,2013,Southeast,Otero,Friends of the Rocky Ford Library,2000.00,Rocky Ford,General Operating,Education,9/29/13
El Pomar Foundation,2013,Southeast,Las Animas,"Mount Carmel Health, Wellness, and Community Center",5000.00,Trinidad,General Operating,Health,9/29/13
El Pomar Foundation,2013,Southeast,Las Animas,"Mount Carmel Health, Wellness, and Community Center",2500.00,Trinidad,General Operating,Health,9/29/13
El Pomar Foundation,2013,Southeast,Prowers,Prowers Medical Center Foundation,5000.00,Lamar,General Operating,Health,9/29/13
El Pomar Foundation,2013,Southeast,Huerfano,"Spanish Peaks Community Foundation, Inc.",5000.00,Walsenburg,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Southeast,Las Animas,Fisher's Peak Fire Protection District,10000.00,Trinidad,Capital,Human Services,8/20/13
El Pomar Foundation,2013,Southeast,Crowley,"Grand Friends, Inc.",15000.00,Rocky Ford,Capital,Arts and Culture,8/20/13
El Pomar Foundation,2013,Southeast,Prowers,High Plains Community Health Center,50000.00,Lamar,Program,Health,8/20/13
El Pomar Foundation,2013,Southeast,Huerfano,Huerfano County,7460.00,Walsenburg,Program,Human Services,8/20/13
El Pomar Foundation,2013,Southeast,Otero,"Koshare Foundation, Inc.",5000.00,La Junta,Capital,Arts and Culture,8/20/13
El Pomar Foundation,2013,Southeast,Otero,"La Junta Associated Charities, Inc.",15000.00,La Junta,General Operating,Human Services,8/20/13
El Pomar Foundation,2013,Southeast,Las Animas,"Mount Carmel Health, Wellness, and Community Center",75000.00,Trinidad,General Operating,Health,8/20/13
El Pomar Foundation,2013,Southeast,Las Animas,Stonewall Fire Protection District,6000.00,Weston,Capital,Human Services,8/20/13
El Pomar Foundation,2013,Southeast,Las Animas,Trinidad Area Health Association,25000.00,Trinidad,Capital,Health,8/20/13
El Pomar Foundation,2013,Southeast,Las Animas,Arthur Roy Mitchell Memorial,10000.00,Trinidad,Capital,Arts and Culture,2/27/13
El Pomar Foundation,2013,Southeast,Prowers,Wiley School District,10000.00,Wiley,Capital,Education,2/27/13
Helen K. and Arthur E. Johnson Foundation,2009,Southeast,Otero,Colorado Boys Ranch Foundation,50.00,La Junta,Other,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2009,Southeast,Otero,Council of Preventive and Supportive Services for the Aging,47350.00,Rocky Ford,Program,"Community, Public Affairs",
Helen K. and Arthur E. Johnson Foundation,2009,Southeast,Prowers,Lamar Area Hospice Association,10000.00,Lamar,Program,Hospice,
Helen K. and Arthur E. Johnson Foundation,2009,Southeast,Prowers,Lamar Community College Foundation,20000.00,Lamar,Student Aid/Scholarship,Education,
Helen K. and Arthur E. Johnson Foundation,2010,Southeast,Otero,Colorado Boys Ranch Foundation,45000.00,La Junta,Other,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2010,Southeast,Otero,Council of Preventive and Supportive Services for the Aging,37350.00,Rocky Ford,Program,"Community, Public Affairs",
Helen K. and Arthur E. Johnson Foundation,2010,Southeast,Prowers,Lamar Community College Foundation,20000.00,Lamar,Student Aid/Scholarship,Education,
Helen K. and Arthur E. Johnson Foundation,2011,Southeast,Prowers,Lamar Area Hospice Association,15000.00,Lamar,Program,Hospice,
Helen K. and Arthur E. Johnson Foundation,2011,Southeast,Prowers,Lamar Community College Foundation,10000.00,Lamar,Student Aid/Scholarship,Education,
Helen K. and Arthur E. Johnson Foundation,2012,Southeast,Prowers,Lamar Community College Foundation,20000.00,Lamar,Program,Education,
Helen K. and Arthur E. Johnson Foundation,2012,Southeast,Prowers,Lamar Area Hospice Association,10000.00,Lamar,Program,Hospice,
Helen K. and Arthur E. Johnson Foundation,2013,Southeast,Prowers,Lamar Area Hospice Association,10000.00,Lamar,Program,Hospice,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Southeast,Prowers,Lamar Community College Foundation,30000.00,Lamar,General Operating,Public Higher,6/20/13
Temple Hoyne Buell Foundation,2009,Southeast,Bent,Bent County Memorial Nursing Home,20000.00,Las Animas,Other,Health                                                                     ,
Temple Hoyne Buell Foundation,2009,Southeast,Otero,Cheraw School District 31,15000.00,Cheraw,General Operating,Education,
Temple Hoyne Buell Foundation,2009,Southeast,Otero,Cheraw School District 31,1840.00,Cheraw,Other,Education,
Temple Hoyne Buell Foundation,2009,Southeast,Otero,Cheraw School District 32,15000.00,Cheraw,General Operating,Education,
Temple Hoyne Buell Foundation,2009,Southeast,Crowley,Crowley County Child Care Center,25000.00,Ordway,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Southeast,Huerfano,Huerfano County Youth Services,20000.00,Walsenburg,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Southeast,Kiowa,Kiowa County School District RE-2,5000.00,Sheridan Lake,Capital,Education,
Temple Hoyne Buell Foundation,2009,Southeast,Otero,"La Junta Child Care Services, Inc.",25000.00,La Junta,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Southeast,Kiowa,Little Sprouts Childcare Center- Kiowa County ,7410.00,Eads,Other,Education,
Temple Hoyne Buell Foundation,2009,Southeast,Bent,McClave School District RE-2,2910.00,McClave,Other,Education,
Temple Hoyne Buell Foundation,2009,Southeast,Otero,Otero Junior College Child Development Services,14000.00,La Junta,Other,Education,
Temple Hoyne Buell Foundation,2009,Southeast,Baca,"Springfield Child Care Center, Inc.",437.00,Springfield,Other,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Southeast,Otero,St. Peter Catholic Church,15000.00,Rocky Ford,General Operating,Education,
Temple Hoyne Buell Foundation,2009,Southeast,Otero,St. Peter Catholic Church,4000.00,Rocky Ford,Other,Education,
Temple Hoyne Buell Foundation,2009,Southeast,Otero,St. Peter Catholic Church,2910.00,Rocky Ford,Other,Education,
Temple Hoyne Buell Foundation,2009,Southeast,Otero,"Tri-County Family Care Center, Inc.",20000.00,Rocky Ford,Program,Education,
Temple Hoyne Buell Foundation,2009,Southeast,Baca,Walsh Health Care Center,15000.00,Walsh,General Operating,Health                                                                     ,
Temple Hoyne Buell Foundation,2010,Southeast,Otero,Southeast Mental Health Services,45000.00,La Junta,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2010,Southeast,Las Animas,Las Animas County Rehabilitation Center,25000.00,Trinidad,Capital,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Southeast,Prowers,Prowers County Department of Social Services,25000.00,Lamar,General Operating,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Southeast,Huerfano,Huerfano County Youth Services,20000.00,Walsenburg,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Southeast,Bent,Bent County Memorial Nursing Home,20000.00,Las Animas,General Operating,Human Services,
Temple Hoyne Buell Foundation,2010,Southeast,Otero,Tri-County Family Care Center,20000.00,Rocky Ford,Program,Education,
Temple Hoyne Buell Foundation,2010,Southeast,Bent,McClave School District RE-2,15000.00,McClave,General Operating,Education,
Temple Hoyne Buell Foundation,2010,Southeast,Baca,Walsh Health Care Center,15000.00,Walsh,General Operating,Health                                                                     ,
Temple Hoyne Buell Foundation,2010,Southeast,Crowley,"Bent, Otero & Crowley County Early Childhood Council",12840.00,Ordway,Program,Education,
Temple Hoyne Buell Foundation,2010,Southeast,Baca,Walsh Health Care Center,10000.00,Walsh,Capital,Health                                                                     ,
Temple Hoyne Buell Foundation,2010,Southeast,Otero,Otero County Health Department,7000.00,La Junta,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Southeast,Otero,Otero Junior College Child Development Services,4000.00,Las Animas,Other,Education,
Temple Hoyne Buell Foundation,2010,Southeast,Otero,Otero Junior College Child Development Services,2910.00,Las Animas,Other,Education,
Temple Hoyne Buell Foundation,2011,Southeast,Otero,Southeast Mental Health Services,45000.00,La Junta,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2011,Southeast,Las Animas,Huerfano Las Animas Area Council of Governments,30000.00,Trinidad,Not Provided,Education,
Temple Hoyne Buell Foundation,2011,Southeast,Crowley,Crowley County Child Care Center,25000.00,Ordway,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Southeast,Bent,Bent County Memorial Nursing Home,20000.00,Las Animas,General Operating,Human Services,
Temple Hoyne Buell Foundation,2011,Southeast,Bent,McClave School District RE-2,20000.00,McClave,General Operating,Education,
Temple Hoyne Buell Foundation,2011,Southeast,Otero,Otero Junior College Child Development Services,20000.00,La Junta,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Southeast,Otero,"Tri-County Family Care Center, Inc.",20000.00,Rocky Ford,Program,,
Temple Hoyne Buell Foundation,2011,Southeast,Crowley,"Bent, Otero & Crowley County Early Childhood Council",15000.00,Ordway,Program,Education,
Temple Hoyne Buell Foundation,2011,Southeast,Baca,Walsh Health Care Center,15000.00,Walsh,Student Aid/Scholarship,Health                                                                     ,
Temple Hoyne Buell Foundation,2011,Southeast,Baca,"Springfield Child Care Center, Inc.",12000.00,Springfield,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2011,Southeast,Otero,Cheraw School District 31,10000.00,Cheraw,General Operating,Education,
Temple Hoyne Buell Foundation,2011,Southeast,Otero,Otero County Health Department,7500.00,La Junta,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Southeast,Bent,McClave School District RE-2,3161.00,McClave,Other,Education,
Temple Hoyne Buell Foundation,2012,Southeast,Otero,Southeast Mental Health Services,45000.00,La Junta,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2012,Southeast,Las Animas,Huerfano Las Animas Area Council of Governments,38000.00,Trinidad,Not Provided,Education,
Temple Hoyne Buell Foundation,2012,Southeast,Prowers,Prowers County Department of Social Services,30000.00,Lamar,General Operating,Health                                                                     ,
Temple Hoyne Buell Foundation,2012,Southeast,Bent,Bent County Memorial Nursing Home,20000.00,Las Animas,General Operating,Human Services,
Temple Hoyne Buell Foundation,2012,Southeast,Bent,McClave School District RE-2,20000.00,McClave,General Operating,Education,
Temple Hoyne Buell Foundation,2012,Southeast,Otero,Otero Junior College Child Development Services,20000.00,La Junta,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Southeast,Otero,"Tri-County Family Care Center, Inc.",20000.00,Rocky Ford,General Operating,Human Services,
Temple Hoyne Buell Foundation,2012,Southeast,Baca,"Springfield Child Care Center, Inc.",12000.00,Springfield,Student Aid/Scholarship,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Southeast,Otero,Otero County Health Department,8058.00,La Junta,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Southeast,Kiowa,Kiowa County School District RE-2,7000.00,Sheridan Lake,Other,Education,
Temple Hoyne Buell Foundation,2013,Southeast,Otero,"Bent, Otero & Crowley County Early Childhood Council",10000.00,Ordway,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Crowley,Kids' Campus Preschool and Day Care Center,5000.00,Ordway,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Crowley,Kids' Campus Preschool and Day Care Center,20000.00,Ordway,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Bent,Kountry Kids Learning Center,20000.00,Las Animas,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Bent,McClave School District Preschool,20000.00,McClave,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Otero,Otero County Health Department - Reach Out and Read,6413.00,La Junta,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Otero,Otero Junior College Child Development Services,20000.00,La Junta,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Las Animas,South Central Council of Governments,38000.00,Trinidad,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Otero,Southeast Mental Health Services,50000.00,La Junta,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Otero,Tri-County Family Care Center,15000.00,Rocky Ford,Program,Early Childhood,
The Colorado Health Foundation,2009,Southeast,Prowers,High Plains Community Health Center,400000.00,Lamar,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Southeast,Huerfano,Huerfano County Hospital District,141656.00,Walsenburg,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Southeast,Huerfano,Huerfano County Youth Services,85000.00,Walsenburg,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Southeast,Prowers,Prowers County Hospital District,10000.00,Lamar,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Southeast,Las Animas,Trinidad Area Health Association,120000.00,Trinidad,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southeast,Bent,Bent County HealthCare Center,50000.00,Las Animas,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southeast,Bent,Bent County Nursing Service,46769.00,Las Animas,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southeast,Bent,Board of Regents on Behalf of the University of Colorado Denver Anschutz MedicalCampus,13167.00,Las Animas,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southeast,Prowers,High Plains Community Health Center,73018.00,Lamar,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southeast,Prowers,High Plains Community Health Center,500000.00,Lamar,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southeast,Huerfano,Huerfano County Youth Services,57560.00,Walsenburg,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Southeast,Las Animas,Seeds of Learning,20000.00,Pagosa Springs,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southeast,Bent,Bent County Healthcare Center,44255.00,Las Animas,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southeast,Prowers,High Plains Community Health Center,638820.00,Lamar,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southeast,Prowers,Holly School District Re-3,30820.00,Holly,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southeast,Huerfano,Huerfano County Hospital District,163351.00,Walsenburg,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southeast,Bent,Las Animas School District RE-1,30850.00,Las Animas,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southeast,Otero,Newfarms,65000.00,Fowler,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Southeast,Prowers,Prowers County Public Health Nursing Service,33963.00,Lamar,Program,Health                                                                     ,
The Colorado Health Foundation,2012,Southeast,Huerfano,Huerfano County Hospital District,580576.00,Walsenburg,Program,Health,
The Colorado Health Foundation,2012,Southeast,Huerfano,La Veta School District RE-2,100000.00,La Veta,Program,Health,
The Colorado Health Foundation,2012,Southeast,Prowers,Lamar School District RE-2,21567.00,Lamar,Program,Health,
The Colorado Health Foundation,2012,Southeast,Bent,Las Animas School District,65335.00,Las Animas,Program,Health,
The Colorado Health Foundation,2012,Southeast,Prowers,Prowers County Public Health Nursing Service,177155.00,Lamar,Program,Health,
The Colorado Health Foundation,2012,Southeast,Otero,Southeast Mental Health Services,100000.00,La Junta,Program,Health,
The Colorado Health Foundation,2012,Southeast,Huerfano,Spanish Peaks Healthcare Foundation,6000.00,Walsenburg,Program,Health,
The Colorado Health Foundation,2012,Southeast,Otero,Town of Swink,150000.00,Swink,Program,Health,
The Colorado Health Foundation,2012,Southeast,Prowers,Wiley School District,6000.00,Wiley,Program,Health,
The Colorado Health Foundation,2013,Southeast,Bent,Bent County,9500.00,Las Animas,Capital,,4/25/13
The Colorado Health Foundation,2013,Southeast,Bent,Las Animas Community Garden,42385.00,Las Animas,General Operating,,10/3/13
The Colorado Health Foundation,2013,Southeast,Las Animas,Mt. San Rafael Hospital Clinic,159519.00,Trinidad,Program,,5/30/13
The Colorado Health Foundation,2013,Southeast,Prowers,High Plains Community Health Center,550046.00,Lamar,Program,,10/24/13
The Colorado Health Foundation,2013,Southeast,Prowers,High Plains Community Health Center,1000000.00,Lamar,Program,,10/1/13
The Colorado Trust,2009,Southeast,Crowley,Crowley County,7500.00,Ordway,Program,Health                                                                     ,
The Colorado Trust,2009,Southeast,Las Animas,South Central Council of Governments,7500.00,Trinidad,Program,Health                                                                     ,
The Colorado Trust,2009,Southeast,Otero,Southeast Mental Health Services,8250.00,La Junta,Program,Health                                                                     ,
The Colorado Trust,2010,Southeast,Crowley,Crowley County Commissioners/BOC Council,186000.00,Ordway,Program,Health                                                                     ,
The Colorado Trust,2010,Southeast,Crowley,Crowley County,5000.00,Ordway,Program,Health                                                                     ,
The Colorado Trust,2010,Southeast,Las Animas,South Central Council of Governments,5000.00,Trinidad,Program,Health                                                                     ,
The Colorado Trust,2010,Southeast,Crowley,Crowley County,56844.00,Ordway,Program,Health                                                                     ,
The Colorado Trust,2010,Southeast,Otero,Arkansas Valley Community Center,5000.00,La Junta,Program,"Community, Public Affairs",
The Colorado Trust,2010,Southeast,Otero,Arkansas Valley Regional Medical Center,5000.00,La Junta,Program,Health                                                                     ,
The Colorado Trust,2010,Southeast,Bent,Bent County HealthCare Center,5000.00,Las Animas,Program,Health                                                                     ,
The Colorado Trust,2010,Southeast,Baca,Walsh Hospital District,5000.00,Walsh,Program,Health                                                                     ,
The Colorado Trust,2011,Southeast,Otero,Inspiration Field,3000.00,La Junta,General Operating,Disabled Persons,
The Colorado Trust,2011,Southeast,Otero,La Junta Associated Charities,3000.00,La Junta,General Operating,Human Services,
The Colorado Trust,2012,Southeast,Otero,Southeast Mental Health Services,10000.00,La Junta,Directed,,
The Colorado Trust,2013,Southeast,Otero,Southeast Behavioral Health Group,1000.00,La Junta,Program,Health Equity Learning Series,6/4/13
Gates Family Foundation,2009,Southeast,Huerfano,Huerfano School District RE-1,150000.00,Walsenburg,Capital,"Environment, Conservation",
Gates Family Foundation,2009,Southeast,Las Animas,Kim Equestrian Pavilion and Event Center,30000.00,Kim,Capital,"Environment, Conservation",
Gates Family Foundation,2009,Southeast,Kiowa,Kiowa County Economic Development Foundation,20000.00,Eads,Capital,Economic Development      ,
Gates Family Foundation,2009,Southeast,Huerfano,Spanish Peaks Library District,150000.00,Walsenburg,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2009,Southeast,Prowers,Town of Holly,30000.00,Holly,Capital,"Environment, Conservation",
Gates Family Foundation,2010,Southeast,Kiowa,Crow Luther Cultural Events Center,100000.00,Eads,Capital,"Community, Public Affairs",
Gates Family Foundation,2010,Southeast,Huerfano,Huerfano School District Re-1,100000.00,Walsenburg,Capital,"Environment, Conservation",
Gates Family Foundation,2010,Southeast,Las Animas,Kim Equine Pavilion and Education Center,60000.00,Kim,Capital,"Environment, Conservation",
Gates Family Foundation,2010,Southeast,Huerfano,Spanish Peaks Arts Council,25000.00,La Veta,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2011,Southeast,Huerfano,"Friends of the La Veta Library, Inc.",15000.00,La Veta,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2011,Southeast,Otero,Friends of the Rocky Ford Library,26000.00,Rocky Ford,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2011,Southeast,Otero,Town of Fowler,83500.00,Fowler,Capital,"Community, Public Affairs",
Gates Family Foundation,2011,Southeast,Las Animas,"Kim Equine Pavillion and Education Center, Inc.",75000.00,Kim,Capital,"Environment, Conservation",
Gates Family Foundation,2011,Southeast,Prowers,Alta Vista Charter School,360000.00,Lamar,Capital,Education,
Gates Family Foundation,2012,Southeast,Kiowa,Crow Luther Cultural Events Center,100000.00,Eads,Capital,"Community, Public Affairs",
Gates Family Foundation,2013,Southeast,Bent,Bent County Board of County Commissioners,60000.00,Las Animas,Renovation,Community Development & Revitalization,12/12/12
Gates Family Foundation,2013,Southeast,Las Animas,Kim Equine Pavilion and Education Center,100000.00,Kim,Construction,Parks-Conservation-Recreation,12/11/13
Gates Family Foundation,2013,Southeast,Otero,Guidestone,25000.00,Salida,Project Support,Parks-Conservation-Recreation,4/4/13
Gates Family Foundation,2013,Southeast,Otero,Otero Museum Association,5000.00,La Junta,Unrestricted,Arts and Culture,9/6/13
Gates Family Foundation,2013,Southeast,Otero,Southeast Colorado Regional Heritage Taskforce,100000.00,Fowler,Operating,Community Development & Revitalization,4/4/13
