funder,year,region,county,nonprofit,amount,city,type ,category,
El Pomar Foundation,2011,Northeast,Sedgwick,Sedgwick County Memorial Hospital,20000.00,Julesburg,Other,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Yuma,"Wray Rehabilitation & Activities Center, Inc.",15000.00,Wray,Other,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Logan,Cooperating Ministry of Logan County,10000.00,Sterling,Program,Human Services,
El Pomar Foundation,2011,Northeast,Elbert,Elbert County Coalition for Outreach,5000.00,Kiowa,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Northeast,Morgan,Morgan Humane Society,5000.00,Fort Morgan,General Operating,Animal Protection and Welfare,
El Pomar Foundation,2011,Northeast,Morgan,"Caring Ministries of Morgan County, Inc.",15000.00,Fort Morgan,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Northeast,Logan,Cooperating Ministry of Logan County,15000.00,Sterling,Program,Human Services,
El Pomar Foundation,2011,Northeast,Elbert,Elbert County Coalition for Outreach,15000.00,Elizabeth,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Northeast,Yuma,Rural Communities Resource Center,3000.00,Yuma,Program,Human Services,
El Pomar Foundation,2011,Northeast,Elbert,Acts 19 11,11500.00,Elbert,Student Aid/Scholarship,Children and Youth Services,
El Pomar Foundation,2011,Northeast,Logan,Family Resource Center,5000.00,Sterling,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,2500.00,Yuma,Program,Children and Youth Services,
El Pomar Foundation,2011,Northeast,Logan,"Centennial Mental Health Center, Inc.",25000.00,Sterling,Other,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Morgan,Colorado Mission of Mercy,15000.00,Brush,Program,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Kit Carson,"Dynamic Dimensions, Inc.",1500.00,Burlington,Program,,
El Pomar Foundation,2011,Northeast,Lincoln,East Central BOCES,50000.00,Limon,Other,,
El Pomar Foundation,2011,Northeast,Logan,Family Resource Center,30000.00,Sterling,Program,"Community, Public Affairs",
El Pomar Foundation,2011,Northeast,Logan,Family Resource Center,1500.00,Sterling,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Northeast,Kit Carson,Kit Carson Rural Development,1500.00,Kit Carson,General Operating,Neighborhood Development,
El Pomar Foundation,2011,Northeast,Morgan,Morgan County Family Center,1500.00,Fort Morgan,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Northeast,Logan,Northeastern Junior College Foundation,50000.00,Sterling,Program,Education,
El Pomar Foundation,2011,Northeast,Yuma,Plano Land Trust Corporation,6000.00,Wray,Program,"Environment, Conservation",
El Pomar Foundation,2011,Northeast,Logan,RE-1 Valley Schools,1500.00,Sterling,Other,Education,
El Pomar Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,2500.00,Yuma,General Operating,,
El Pomar Foundation,2011,Northeast,Yuma,"Wray Rehabilitation & Activities Center, Inc.",10000.00,Wray,Other,"Community, Public Affairs",
El Pomar Foundation,2012,Northeast,Morgan,"Fort Morgan Heritage Foundation, Inc. ",7500.00,Fort Morgan,Program,Civic and Community,
El Pomar Foundation,2012,Northeast,Phillips,"Phillips County Family Education Service, Inc.",5000.00,Holyoke,General Operating,Education ,
El Pomar Foundation,2012,Northeast,Kit Carson ,Kit Carson Heath Service District ,25000.00,Burlington,Project ,Health,
El Pomar Foundation,2012,Northeast,Logan,Northeast Colorado Health Department,10000.00,Sterling,Program,Health,
El Pomar Foundation,2012,Northeast,Morgan,Caring Ministries of Morgan County,5000.00,Fort Morgan,General Operating,Human Services ,
El Pomar Foundation,2012,Northeast,Morgan,Morgan County Early Childhood Council,5000.00,Fort Morgan,General Operating,Education ,
El Pomar Foundation,2012,Northeast,Morgan,"SARA (Sexual Assault Respose Advocates), Inc.",5000.00,Fort Morgan,General Operating,"Domestic Violence Shelters, Services",
El Pomar Foundation,2012,Northeast,Yuma,Wray Community Child Care Center,10000.00,Wray,General Operating,Civic and Community,
El Pomar Foundation,2012,Northeast,Morgan,Caring Ministries of Morgan County,15000.00,Fort Morgan,Program,Human Services ,
El Pomar Foundation,2012,Northeast,Kit Carson ,Colorado East Community Action Agency,7500.00,Stratton,Program,Human Services ,
El Pomar Foundation,2012,Northeast,Logan,Cooperating Ministry of Logan County,10000.00,Sterling,Program,Human Services ,
El Pomar Foundation,2012,Northeast,Kit Carson ,Prairie Family Center,5000.00,Burlington,Program,Human Services ,
El Pomar Foundation,2012,Northeast,Yuma,Rural Communities Resrouce Center,10000.00,Yuma,Program,Human Services ,
El Pomar Foundation,2012,Northeast,Sedgwick,Sedgwick County Department of Human Services,2500.00,Julesburg,Program,Human Services ,
El Pomar Foundation,2012,Northeast,Elbert,Acts 19:11,2000.00,Elbert,General Operating,Child and Youth Services,
El Pomar Foundation,2012,Northeast,Logan,Rural Solutions,4000.00,Sterling,Program,Child and Youth Services,
El Pomar Foundation,2012,Northeast,Morgan,Brush Fire Department,1000.00,Brush,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2012,Northeast,Kit Carson ,City of Burlington,5000.00,Burlington,General Operating,Civic and Community,
El Pomar Foundation,2012,Northeast,Yuma,"Cliff Cultural Community Center, Inc. ",2500.00,Wray,General Operating,Civic and Community,
El Pomar Foundation,2012,Northeast,Logan,Family Resource Center,2500.00,Sterling,General Operating,Civic and Community,
El Pomar Foundation,2012,Northeast,Sedgwick,Hippodrome Arts Center,5000.00,Julesburg,General Operating,Arts & Humanities,
El Pomar Foundation,2012,Northeast,Yuma,"Hospice of the Plains, Inc.",2500.00,Wray,General Operating,Hospice,
El Pomar Foundation,2012,Northeast,Cheyenne,Kit Carson Rural Development,2500.00,Kit Carson,General Operating,Civic and Community,
El Pomar Foundation,2012,Northeast,Morgan,Morgan Community College Foundation,50000.00,Fort Morgan,Program,Education,
El Pomar Foundation,2012,Northeast,Logan,Northeastern Junior College Foundation,50000.00,Sterling,Program,Education,
El Pomar Foundation,2012,Northeast,Logan,Northeastern Junior College Foundation,20000.00,Sterling,Program,Education,
El Pomar Foundation,2012,Northeast,Morgan,OneMorgan County,4000.00,Fort Morgan,General Operating,Civic and Community,
El Pomar Foundation,2012,Northeast,Morgan,OneMorgan County,2500.00,Fort Morgan,General Operating,Civic and Community,
El Pomar Foundation,2012,Northeast,Phillips,Phillips County Family Education Services,6000.00,Holyoke,Program,Education,
El Pomar Foundation,2012,Northeast,Cheyenne,"Praire View Health Resources, Inc.",2500.00,Cheyenne Wells,General Operating,Health,
El Pomar Foundation,2012,Northeast,Yuma,Regional Home Visitation Program,7500.00,Yuma,General Operating,Civic and Community,
El Pomar Foundation,2012,Northeast,Elbert,Women's Crisis and Family Outreach Center,10000.00,Kiowa,General Operating,Civic and Community,
El Pomar Foundation,2012,Northeast,Elbert,Elbert County Coalition for Outreach,10000.00,Kiowa,Program,Human Services ,
El Pomar Foundation,2013,Northeast,Kit Carson,"Burlington Community Child Care,Inc",5000.00,Burlington,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,"Cliff Cultural Community Center, Inc.",2500.00,Wray,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Northeast,Logan,Family Resource Center,2500.00,Sterling,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Regional Home Visitation Program,2500.00,Yuma,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Regional Home Visitation Program,2500.00,Yuma,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Sedgwick,Sedgwick County Economic Development Corporation,3500.00,Julesburg,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Northeast,Sedgwick,Town of Julesburg,1500.00,Julesburg,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Wray Community Child Care Center,5000.00,Wray,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Yuma Children's Academy,2500.00,Yuma,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Yuma District Hospital Foundation,2500.00,Yuma,Capital,Health,12/17/13
El Pomar Foundation,2013,Northeast,Morgan,"Caring Ministries of Morgan County, Inc.",2500.00,Fort Morgan,Program,Human Services,9/29/13
El Pomar Foundation,2013,Northeast,Morgan,"Centennial Mental Health Center, Inc.",2500.00,Sterling,General Operating,Health,9/29/13
El Pomar Foundation,2013,Northeast,Logan,Family Resource Center,6000.00,Sterling,Program,Human Services,9/29/13
El Pomar Foundation,2013,Northeast,Kit Carson,Prairie Family Center,5000.00,Burlington,Program,Education,9/29/13
El Pomar Foundation,2013,Northeast,Logan,Rural Solutions,5000.00,Sterling,Program,Human Services,9/29/13
El Pomar Foundation,2013,Northeast,Elbert,Elizabeth Fire Protection District,10000.00,Elizabeth,Capital,Human Services,8/20/13
El Pomar Foundation,2013,Northeast,Sedgwick,Hippodrome Arts Center,25000.00,Julesburg,General Operating,Arts and Culture,8/20/13
El Pomar Foundation,2013,Northeast,Lincoln,"Lincoln County Economic Development Corporation, Inc.",5000.00,Limon,Capital,Arts and Culture,8/20/13
El Pomar Foundation,2013,Northeast,Phillips,Dragon's Wagon,5000.00,Holyoke,Capital,Civic and Community,5/8/13
El Pomar Foundation,2013,Northeast,Washington,Freedom to Cowboy Up Therapeutic Riding Center,1000.00,Akron,Capital,Civic and Community,5/8/13
El Pomar Foundation,2013,Northeast,Yuma,"Grassroots Foundation, Inc.",5000.00,Joes,Program,Civic and Community,5/8/13
El Pomar Foundation,2013,Northeast,Lincoln,Limon Train Ride & Heritage Society,7500.00,Limon,Capital,Arts and Culture,5/8/13
El Pomar Foundation,2013,Northeast,Morgan,Morgan Community College Foundation,50000.00,Fort Morgan,Program,Civic and Community,5/8/13
El Pomar Foundation,2013,Northeast,Logan,Northeastern Junior College Foundation,50000.00,Sterling,Program,Civic and Community,5/8/13
El Pomar Foundation,2013,Northeast,Morgan,"Centennial Mental Health Center, Inc.",15000.00,Sterling,Program,Health,2/27/13
El Pomar Foundation,2012,Northeast ,Yuma,"Cliff Cultural Community Center, Inc. ",10000.00,Wray,Program,Arts & Humanities,
El Pomar Foundation,2012,Northeast ,Lincoln,Hugo Improvement Partnership,2500.00,Hugo,Program,Civic and Community,
El Pomar Foundation,2012,Northeast ,Elbert,Town of Kiowa,2500.00,Kiowa,Program,Civic and Community,
Helen K. and Arthur E. Johnson Foundation,2009,Northeast,Yuma,"Hospice of the Plains, Inc.",12500.00,Wray,General Operating,Hospice,
Helen K. and Arthur E. Johnson Foundation,2009,Northeast,Lincoln,Limon Child Development Center,15000.00,Limon,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2009,Northeast,Phillips,"Phillips County Family Education Services, Inc.",10000.00,Holyoke,General Operating,Education,
Helen K. and Arthur E. Johnson Foundation,2009,Northeast,Elbert,Pikes Peak Therapeutic Riding Center,12000.00,Elbert,General Operating,Health                                                                     ,
Helen K. and Arthur E. Johnson Foundation,2009,Northeast,Yuma,Regional Home Visitation Program,12500.00,Yuma,General Operating,,
Helen K. and Arthur E. Johnson Foundation,2010,Northeast,Yuma,"Hospice of the Plains, Inc.",12500.00,Wray,General Operating,Hospice,
Helen K. and Arthur E. Johnson Foundation,2010,Northeast,Lincoln,Limon Child Development Center,15000.00,Limon,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2010,Northeast,Phillips,"Phillips County Family Education Services, Inc.",10000.00,Holyoke,General Operating,Education,
Helen K. and Arthur E. Johnson Foundation,2010,Northeast,Elbert,Pikes Peak Therapeutic Riding Center,12000.00,Elbert,General Operating,Health                                                                     ,
Helen K. and Arthur E. Johnson Foundation,2010,Northeast,Yuma,Regional Home Visitation Program,12500.00,Yuma,General Operating,,
Helen K. and Arthur E. Johnson Foundation,2011,Northeast,Yuma,"Hospice of the Plains, Inc.",12500.00,Wray,General Operating,Hospice,
Helen K. and Arthur E. Johnson Foundation,2011,Northeast,Lincoln,Limon Child Development Center,20000.00,Limon,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2011,Northeast,Phillips,"Phillips County Family Education Services, Inc.",25000.00,Holyoke,General Operating,"Community, Public Affairs",
Helen K. and Arthur E. Johnson Foundation,2011,Northeast,Elbert,Pikes Peak Therapeutic Riding Center,12000.00,Elbert,General Operating,Health                                                                     ,
Helen K. and Arthur E. Johnson Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,12500.00,Yuma,General Operating,"Community, Public Affairs",
Helen K. and Arthur E. Johnson Foundation,2012,Northeast,Lincoln,Limon Child Development Center,20000.00,Limon,Program,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2012,Northeast,Yuma,"Hospice of the Plains, Inc.",12500.00,Wray,Program,Hospice,
Helen K. and Arthur E. Johnson Foundation,2012,Northeast,Yuma,Regional Home Visitation Program,12500.00,Yuma,Program,Community and Civic,
Helen K. and Arthur E. Johnson Foundation,2012,Northeast,Elbert,Acts 19 11,12000.00,Elbert,Program,Community and Civic,
Helen K. and Arthur E. Johnson Foundation,2012,Northeast,Phillips,"Phillips County Family Education Services, Inc.",8500.00,Holyoke,Program,Community and Civic,
Helen K. and Arthur E. Johnson Foundation,2013,Northeast,Lincoln,Limon Child Development Center,20000.00,Limon,General Operating,Pre Elementary,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Northeast,Phillips,Phillips County Family Education Services Inc,8500.00,Holyoke,General Operating,Adult Education,12/5/13
Helen K. and Arthur E. Johnson Foundation,2013,Northeast,Yuma,Hospice Of The Plains Inc,12500.00,Wray,General Operating,Hospice,12/5/13
Helen K. and Arthur E. Johnson Foundation,2013,Northeast,Yuma,Regional Home Visitation Program,12500.00,Yuma,General Operating,Pre Elementary,12/6/13
Temple Hoyne Buell Foundation,2009,Northeast,Washington,Akron United Methodist Church,7500.00,Akron,Program,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Kit Carson,"Burlington Community Child Care, Inc.",10000.00,Burlington,Student Aid/Scholarship,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Northeast,Kit Carson,"Burlington Community Child Care, Inc.",800.00,Burlington,Other,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Elbert,Elbert County School District No. C-1,7812.00,Elizabeth,Other,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Logan,Family Resource Center,15000.00,Sterling,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2009,Northeast,Yuma,Idalia School District RJ-3,800.00,Idalia,Other,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Logan,Iliff Community Center,20000.00,Iliff,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2009,Northeast,Yuma,Liberty School District J-4,2000.00,Joes,Other,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Lincoln,Limon Child Development Center,35000.00,Limon,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Northeast,Lincoln,Limon Child Development Center,8000.00,Limon,Student Aid/Scholarship,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Northeast,Logan,Logan County School District No. RE-1 Valley,10000.00,Sterling,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Morgan,Morgan County Early Childhood  Council,45000.00,Fort Morgan,Program,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Morgan,Morgan County Family Center,15000.00,Fort Morgan,Program,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Morgan,Morgan County School District RE-3,25000.00,Fort Morgan,General Operating,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Morgan,Morgan County School District RE-3,1808.00,Fort Morgan,General Operating,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Logan,Northeastern Junior College Foundation,26000.00,Sterling,Program,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Washington,Otis Public Schools,35000.00,Otis,Capital,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Phillips,"Phillips County Family Education Services, Inc.",10000.00,Holyoke,Program,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Yuma,Regional Home Visitation Program,36000.00,Yuma,General Operating,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2009,Northeast,Yuma,Rural Communities Resource Center,10000.00,Yuma,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Northeast,Logan,Small World Child Center,20000.00,Sterling,Other,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Northeast,Yuma,The Cub's Den,5800.00,Idalia,Other,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Lincoln,"The Early Childhood Council of Logan, Phillips & Sedgwick Counties",31850.00,Sterling,Program,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Morgan,Trinity Luteran Church & School,10000.00,Fort Morgan,Other,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Morgan,Wiggins School District RE-50J,6300.00,Wiggins,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2009,Northeast,Yuma,Wray Community Child Care Center,17000.00,Wray,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Northeast,Yuma,Wray Community Child Care Center,3000.00,Wray,Other,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Northeast,Yuma,Wray School District RD-2,10000.00,Wray,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Northeast,Morgan,Morgan County Early Childhood Council,45000.00,Fort Morgan,Other,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Northeast,Lincoln,"Centennial Mental Health Center, Inc.",44895.00,Sterling,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2010,Northeast,Yuma,Regional Home Visitation Program,40000.00,Yuma,General Operating,,
Temple Hoyne Buell Foundation,2010,Northeast,Logan,"Early Childhood Council of Logan, Phillips, and Sedgwick Counties",35000.00,Sterling,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Northeast,Lincoln,Limon Child Development Center,35000.00,Limon,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Northeast,Logan,Northeastern Junior College Foundation,26000.00,Sterling,Program,Education,
Temple Hoyne Buell Foundation,2010,Northeast,Lincoln,Limon Child Development Center,22800.00,Limon,Capital,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Northeast,Logan,Trinity Lutheran Church,21600.00,Sterling,Other,Education,
Temple Hoyne Buell Foundation,2010,Northeast,Logan,Family Resource Center,20000.00,Sterling,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Northeast,Logan,"Iliff Community Center, Inc.",20000.00,Iliff,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Northeast,Kit Carson,Prairie Family Center,20000.00,Burlington,Program,Education,
Temple Hoyne Buell Foundation,2010,Northeast,Yuma,Rural Communities Resource Center,20000.00,Yuma,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Northeast,Morgan,Wiggins School District RE-50J,20000.00,Wiggins,General Operating,Education,
Temple Hoyne Buell Foundation,2010,Northeast,Yuma,Wray Community Child Care Center,20000.00,Wray,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Northeast,Sedgwick,Julesburg School District RE-1,7000.00,Julesburg,Other,Education,
Temple Hoyne Buell Foundation,2010,Northeast,Sedgwick,Julesburg School District RE-1,10000.00,Julesburg,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2010,Northeast,Yuma,The Cub's Den,15000.00,Idalia,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Northeast,Logan,Logan County School District No. RE-1 Valley,15000.00,Sterling,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2010,Northeast,Morgan,Morgan County Family Center,15000.00,Fort Morgan,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Northeast,Phillips,Haxtun School District,11200.00,Haxtun,Other,Education,
Temple Hoyne Buell Foundation,2010,Northeast,Phillips,The Dragon's Wagon Preschool,10000.00,Holyoke,General Operating,Education,
Temple Hoyne Buell Foundation,2010,Northeast,Phillips,"Phillips County Family Education Services, Inc.",10000.00,Holyoke,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Northeast,Washington,Akron United Methodist Church,7500.00,Akron,General Operating,,
Temple Hoyne Buell Foundation,2011,Northeast,Phillips,"Haxtun Education Foundation, Inc.",55000.00,Haxtun,Capital,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,45000.00,Yuma,General Operating,,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,"Centennial Mental Health Center, Inc.",45000.00,Sterling,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2011,Northeast,Morgan,Morgan County Early Childhood Council,45000.00,Fort Morgan,Other,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Lincoln,Limon Child Development Center,36500.00,Limon,Other,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,"The Early Childhood Council of Logan, Phillips & Sedgwick Counties",35000.00,Sterling,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Morgan,Morgan County School District RE-3,25000.00,Fort Morgan,Program,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Kit Carson,Prairie Family Center,23800.00,Burlington,Other,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2011,Northeast,Elbert,Elbert County School District No. C-1,20000.00,Elizabeth,Capital,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,Northeastern Junior College Foundation,20000.00,Sterling,Program,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Morgan,Wiggins School District RE-50J,20000.00,Wiggins,General Operating,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Yuma,Wray Community Child Care Center,20000.00,Wray,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,"Iliff Community Center, Inc.",18000.00,Iliff,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Elbert,Elbert County Elizabeth C-1 School District,16000.00,Elizabeth,General Operating,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,Morgan County Family Center,15000.00,Fort Morgan,Program,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Yuma,Rural Communities Resource Center,15000.00,Yuma,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Yuma,Rural Communities Resource Center,15000.00,Yuma,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Northeast,Yuma,The Cub's Den,15000.00,Idalia,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,Trinity Lutheran Church,15000.00,Sterling,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Sedgwick,Julesburg School District RE-1,10000.00,Julesburg,Capital,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Phillips,"Phillips County Family Education Services, Inc.",10000.00,Holyoke,Program,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Kit Carson,"Burlington Community Child Care, Inc.",10000.00,Burlington,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Washington,Akron United Methodist Church,7500.00,Akron,Program,,
Temple Hoyne Buell Foundation,2011,Northeast,Logan,Northeast Colorado Health Department,7500.00,Sterling,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2011,Northeast,Phillips,Haxtun School District,5000.00,Haxtun,General Operating,Education,
Temple Hoyne Buell Foundation,2011,Northeast,Yuma,Rural Communities Resource Center,5000.00,Yuma,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Regional Home Visitation Program,45000.00,Yuma,General Operating,,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,"Centennial Mental Health Center, Inc.",45000.00,Sterling,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,"The Early Childhood Council of Logan, Phillips & Sedgwick Counties",35000.00,Sterling,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Northeast,Lincoln,Limon Child Development Center,35000.00,Limon,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Northeast,Morgan,Morgan County Early Childhood Council,35000.00,Fort Morgan,Other,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Rural Communities Resource Center,30000.00,Yuma,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2012,Northeast,Morgan,Morgan County School District RE-3,25000.00,Fort Morgan,Program,Education,
Temple Hoyne Buell Foundation,2012,Northeast,Elbert,Elbert County School District No. C-1,20000.00,Elizabeth,Program,Education,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,Northeastern Junior College Foundation,20000.00,Sterling,Program,Education,
Temple Hoyne Buell Foundation,2012,Northeast,Morgan,Wiggins School District RE-50J,20000.00,Wiggins,General Operating,Education,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Wray Community Child Care Center,20000.00,Wray,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Northeast,Elbert,Elbert County Elizabeth C-1 School District,16000.00,Elizabeth,General Operating,Education,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Rural Communities Resource Center,15000.00,Yuma,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,Morgan County Family Center,15000.00,Fort Morgan,Program,Education,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Rural Communities Resource Center,15000.00,Yuma,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Northeast,Washington,Woodlin School District R-104,15000.00,Woodrow,Capital,Education,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,"Iliff Community Center, Inc.",12000.00,Iliff,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Northeast,Phillips,"Phillips County Family Education Services, Inc.",11000.00,Holyoke,Program,Education,
Temple Hoyne Buell Foundation,2012,Northeast,Washington,Akron United Methodist Church,10000.00,Akron,General Operating,,
Temple Hoyne Buell Foundation,2012,Northeast,Kit Carson,"Dynamic Dimensions, Inc.",10000.00,Burlington,Not Provided,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Northeast,Washington,Otis Public Schools,9000.00,Otis,Other,Education,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,Northeast Colorado Health Department,7500.00,Sterling,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2012,Northeast,Sedgwick,Julesburg School District RE-1,3000.00,Julesburg,Other,Education,
Temple Hoyne Buell Foundation,2013,Northeast,Washington,Akron Head Start,12000.00,Akron,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Washington,Arickaree Preschool,4000.00,Anton,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,Baby Bear Hugs,45000.00,Yuma,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,Centennial Mental Health Center,45000.00,Sterling,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Kit Carson,Dynamic Dimensions,10000.00,Burlington,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,"Early Childhood Council of Logan, Phillips & Sedgwick Counties",30000.00,Sterling,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,"Early Childhood Council of Yuma, Washington, and Kit Carson Counties",20000.00,Yuma,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Elbert,Elbert County Early Childhood Council,10000.00,Elizabeth,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Elbert,Elbert County Library District,2000.00,Elizabeth,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Phillips,Haxtun Community Childcare Center,15000.00,Haxtun,General Operating,Early Childhood,
