Funder Name,year,Region,County,Nonprofit Name,Dollar Amount of Gift,City,Type of Gift,Category of Giving,Award Date
AV Hunter Trust,2011,Heart of Colorado,Lake,St. George Community Meals,"$15,000.00",Leadville,General Operating,Indigent,6/3/11
AV Hunter Trust,2011,Heart of Colorado,Lake,"Full Circle of Lake County, Inc.","$10,000.00",Leadville,Program,Indigent,11/22/11
AV Hunter Trust,2011,Heart of Colorado,Lake,The Center,"$30,000.00",Leadville,Program,Youth,11/22/11
AV Hunter Trust,2011,Southwest,Montezuma,Medicine Horse Center,"$10,000.00",Mancos,General Operating,Disabled,11/22/11
AV Hunter Trust,2011,San Juan,Montrose,"All Points Transit, Inc.","$15,000.00",Montrose,Program,Seniors,11/22/11
AV Hunter Trust,2011,San Juan,Montrose,Black Canyon Boys & Girls Club,"$7,500.00",Montrose,General Operating,Youth,11/22/11
AV Hunter Trust,2011,Southwest,Archuleta,"Habitat for Humanity of Archuleta County, Inc.","$10,000.00",Pagosa Springs,General Operating,Indigent,8/29/11
AV Hunter Trust,2011,Heart of Colorado,Chaffee,Colorado Farm to Table,"$7,500.00",Salida,General Operating,Indigent,6/3/11
AV Hunter Trust,2011,Heart of Colorado,Chaffee,Valley to Valley Senior Care Center,"$5,000.00",Salida,General Operating,Seniors,11/22/11
AV Hunter Trust,2011,Heart of Colorado,Chaffee,Valley to Valley Senior Care Center,"$2,500.00",Salida,General Operating,Seniors,12/20/11
AV Hunter Trust,2011,Heart of Colorado,Teller,Habitat for Humanity of Teller County,"$10,000.00",Woodland Park,General Operating,Indigent,8/29/11
AV Hunter Trust,2011,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.","$10,000.00",Woodland Park,Program,Seniors,8/29/11
AV Hunter Trust,2011,Heart of Colorado,Teller,Teller Senior Coalition,"$5,000.00",Woodland Park,General Operating,Seniors,11/22/11
AV Hunter Trust,2011,Northeast ,Yuma,Baby Bear Hugs,"$10,000.00",Yuma,General Operating,Youth,8/29/11
Boettcher Foundation,2011,Northeast,Logan,Sterling Public Library,"$25,000.00",Sterling,Capital,,
Boettcher Foundation,2011,Northwest,Grand,National Sports Center for the Disabled,"$3,000.00",Winter Park,General Operating,Disabled Persons,
Boettcher Foundation,2011,Northwest,Grand,Rocky Mountain Repertory Theatre - Grand Lake,"$3,000.00",Grand Lake,General Operating,,
Boettcher Foundation,2011,San Juan,Gunnison,Crested Butte Land Trust,"$2,500.00",Crested Butte,General Operating,,
Boettcher Foundation,2011,San Juan,Gunnison,Rocky Mountain Biological Laboratory,"$2,500.00",Crested Butte,General Operating,,
Boettcher Foundation,2011,San Juan,Gunnison,Western State College,"$15,000.00",Gunnison,Student Aid/Scholarship,Education,
Boettcher Foundation,2011,San Juan,Montrose,Colorado FFA Foundation,"$1,170.00",Montrose,Program,,
Boettcher Foundation,2011,San Juan,Ouray,Wright Opera House,"$20,000.00",Ouray,Capital,"Arts, Culture & Humanities ",
Boettcher Foundation,2011,San Juan,San Miguel,Telluride Medical Center,"$25,000.00",Telluride,Capital,Health                                                                     ,
Boettcher Foundation,2011,San Luis Valley,Alamosa,Adams State College,"$27,016.00",Alamosa,Student Aid/Scholarship,Education,
Boettcher Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.","$15,000.00",Alamosa,Capital,,
Boettcher Foundation,2011,San Luis Valley,Rio Grande,Rio Grande Headwaters Land Trust,"$2,500.00",Del Norte,General Operating,,
Boettcher Foundation,2011,San Luis Valley,Saguache,Town of Crestone,"$25,000.00",Crestone,Capital,,
Boettcher Foundation,2011,Southeast,Crowley,Crowley County,"$10,000.00",Ordway,Capital,,
Boettcher Foundation,2011,Southeast,Huerfano,Spanish Peaks Arts Council,"$10,000.00",La Veta,Capital,,
Boettcher Foundation,2011,Southwest,La Plata,Fort Lewis College,"$50,000.00",Durango,Capital,Education,
Boettcher Foundation,2011,Southwest,La Plata,Fort Lewis College - Scholarships,"$15,000.00",Durango,Student Aid/Scholarship,Education,
Boettcher Foundation,2011,Southwest,Montezuma,Crow Canyon Archaeological Center,"$5,000.00",Cortez,General Operating,,
Boettcher Foundation,2011,Western Slope,Eagle,Walking Mountains Science Learning Center,"$25,000.00",Avon,Capital,,
Boettcher Foundation,2011,Western Slope,Garfield,Mountain Family Health Center,"$50,000.00",Glenwood Springs,Capital,,
Boettcher Foundation,2011,Western Slope,Garfield,Third Street Center,"$40,000.00",Carbondale,Capital,,
Boettcher Foundation,2011,Western Slope,Mesa,Colorado Mesa University,"$15,000.00",Grand Junction,Student Aid/Scholarship,Education,
Boettcher Foundation,2011,Western Slope,Mesa,Hospice and Palliative Care of Western Colorado,"$15,000.00",Grand Junction,Capital,Hospice,
Boettcher Foundation,2011,Western Slope,Mesa,"Mesa Youth Services, Inc.","$40,000.00",Grand Junction,Capital,Children and Youth Services,
Boettcher Foundation,2011,Western Slope,Mesa,The Parenting Place of Western Colorado,"$10,000.00",Grand Junction,Capital,,
Boettcher Foundation,2011,Western Slope,Pitkin,Spellbinders,"$5,000.00",Woody Creek,General Operating,,
Caring for Colorado Foundation,2011,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.","$18,000.00",Canon City,Program,Human Services,
Caring for Colorado Foundation,2011,Heart of Colorado,Fremont,Colorado Health Initiatives Colorado Foundation,"$49,408.00",Canon City,Capital,Health                                                                     ,
Caring for Colorado Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,"$10,000.00",Fairplay,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,"$50,000.00",Fairplay,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Heart of Colorado,Summit,Summit Community Care Clinic,"$45,493.00",Frisco,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Heart of Colorado,Teller,Cripple Creek-Victor School District RE-1,"$50,000.00",Cripple Creek,Capital,Health                                                                     ,
Caring for Colorado Foundation,2011,Northeast,Lincoln,"Plains Medical Center, Inc.","$100,000.00",Limon,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,"$68,818.00",Yuma,Program,,
Caring for Colorado Foundation,2011,Northeast,Yuma,Rural Communities Resource Center,"$44,787.00",Yuma,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Northwest,Grand,Middle Park Medical Foundation,"$50,000.00",Kremmling,Capital,Health                                                                     ,
Caring for Colorado Foundation,2011,Northwest,Moffat,"Colorado West Regional Mental Health Center, Inc.","$81,979.00",Craig,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Northwest,Moffat,Northwest Colorado Dental Coalition,"$42,000.00",Craig,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Northwest,Routt,"Centennial Mental Health Center, Inc.","$50,000.00",Sterling,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,San Juan,Gunnison,Gunnison County Department of Health and Human Services,"$50,000.00",Gunnison,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,San Juan,Hinsdale,"LCMC Endowment Fund, Inc.","$100,000.00",Lake City,Capital,Health                                                                     ,
Caring for Colorado Foundation,2011,San Juan,Montrose,Montrose County School District RE-1J,"$10,473.00",Montrose,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,San Juan,Montrose,"Montrose County Senior Citizens Transportation, Inc. dba All Points Transit","$30,000.00",Montrose,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,San Juan,San Miguel,Telluride Foundation,"$72,284.00",Telluride,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,San Juan,San Miguel,Uncompahgre Combined Clinics dba Uncompahgre Medical Center,"$100,000.00",Norwood,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,San Luis Valley,Alamosa,Adams State College,"$79,878.00",Alamosa,Program,Education,
Caring for Colorado Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,"$49,692.00",Alamosa,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.","$100,000.00",Alamosa,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.","$100,000.00",Alamosa,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.","$175,000.00",Alamosa,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Southeast,Baca,Walsh Health District dba Walsh Healthcare Center,"$19,685.00",Walsh,Capital,Health                                                                     ,
Caring for Colorado Foundation,2011,Southeast,Bent,Las Animas Bent Fire Protection District DBA Bent County Ambulance Service,"$70,500.00",Las Animas,Capital,Health                                                                     ,
Caring for Colorado Foundation,2011,Southeast,Huerfano,Spanish Peaks Regional Health Center,"$33,365.00",Walsenburg,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Southeast,Las Animas,Huerfano-Las Animas Area Council of Governments d/b/a South Central Council,"$35,000.00",Trinidad,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Southeast,Prowers,Lamar Community College,"$13,868.00",Lamar,Program,Education,
Caring for Colorado Foundation,2011,Southwest,La Plata,San Juan Basin Health Department,"$74,996.00",Durango,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Southwest,La Plata,Southern Ute Community Action Programs,"$23,000.00",Ignacio,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Southwest,Montezuma,Montezuma County Public Health Department,"$9,500.00",Cortez,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Western Slope,Eagle,Western Eagle County Ambulance,"$50,000.00",Eagle,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Western Slope,Garfield,Mountain Family Health Centers,"$150,000.00",Glenwood Springs,Capital,Health                                                                     ,
Caring for Colorado Foundation,2011,Western Slope,Mesa,"VOANS PACE, Inc. dba Senior CommUnity Care","$52,000.00",Montrose,Capital,,
Caring for Colorado Foundation,2011,Western Slope,Pitkin,Roaring Forks (RE-1) School District,"$35,000.00",Carbondale,Program,Health                                                                     ,
Daniels Fund,2011,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.","$10,000.00",Salida,General Operating,"Community, Public Affairs",
Daniels Fund,2011,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.","$5,000.00",Salida,General Operating,"Community, Public Affairs",
Daniels Fund,2011,Heart of Colorado,Chaffee,Boys & Girls Club of Chaffee County,"$30,000.00",Salida,General Operating,Children and Youth Services,
Daniels Fund,2011,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.","$22,000.00",Canon City,General Operating,"Community, Public Affairs",
Daniels Fund,2011,Heart of Colorado,Fremont,Fremont Regional Hospice,"$12,000.00",Canon City,Program,Hospice,
Daniels Fund,2011,Heart of Colorado,Fremont,"Family Crisis Services, Inc.","$10,000.00",Canon City,General Operating,"Housing, Homeless shelters",
Daniels Fund,2011,Heart of Colorado,Lake,"Full Circle of Lake County, Inc","$20,000.00",Leadville,Program,Children and Youth Services,
Daniels Fund,2011,Heart of Colorado,Park,Park County School District RE-2,"$20,000.00",Fairplay,Program,Education,
Daniels Fund,2011,Heart of Colorado,Park,"Park County Crisis Center, Inc.","$20,000.00",Bailey,General Operating,"Housing, Homeless shelters",
Daniels Fund,2011,Heart of Colorado,Summit,Summit County Department of Youth and Family Services,"$15,000.00",Frisco,Program,Children and Youth Services,
Daniels Fund,2011,Northeast,Logan,Cooperating Ministry of Logan County,"$20,000.00",Sterling,General Operating,Human Services,
Daniels Fund,2011,Northeast,Logan,Family Resource Center,"$25,000.00",Sterling,Program,Children and Youth Services,
Daniels Fund,2011,Northeast,Morgan,Eben Ezer Lutheran Care Center,"$58,845.00",Brush,Program,Health                                                                     ,
Daniels Fund,2011,Northeast,Yuma,Wray Community Child Care Center,"$7,000.00",Wray,General Operating,Education,
Daniels Fund,2011,Northeast,Yuma,Wray Community Child Care Center,"$5,000.00",Wray,General Operating,Education,
Daniels Fund,2011,Northwest,Grand,"Heart of the Mountains Volunteer Hospice, Inc.","$15,000.00",Hot Sulphur Springs,General Operating,Hospice,
Daniels Fund,2011,Northwest,Routt,Grand Futures Prevention Coalition,"$25,000.00",Steamboat Springs,General Operating,Health                                                                     ,
Daniels Fund,2011,Northwest,Routt,"Horizon Specialized Services, Inc.","$15,000.00",Steamboat Springs,Program,Disabled Persons,
Daniels Fund,2011,Northwest,Routt,Northwest Colorado Boces,"$30,000.00",Steamboat Springs,Program,Health                                                                     ,
Daniels Fund,2011,Northwest,Routt,Partners in Routt County,"$12,000.00",Steamboat Springs,Program,Children and Youth Services,
Daniels Fund,2011,Northwest,Routt,Rocky Mountain Youth Corps,"$18,000.00",Steamboat Springs,Program,Children and Youth Services,
Daniels Fund,2011,San Juan,Gunnison,Paradise Place Community Christian School,"$8,300.00",Crested Butte,Program,Education,
Daniels Fund,2011,San Juan,Gunnison,Gunnison Country Partners,"$25,000.00",Gunnison,General Operating,Children and Youth Services,
Daniels Fund,2011,San Juan,Hinsdale,Hinsdale County Public Health Agency,"$10,000.00",Lake City,Program,Health                                                                     ,
Daniels Fund,2011,San Juan,Montrose,"Montrose County Senior Citizens Transportation, Inc.","$25,000.00",Montrose,General Operating,"Community, Public Affairs",
Daniels Fund,2011,San Juan,Montrose,Christ's Kitchen,"$15,000.00",Montrose,General Operating,Human Services,
Daniels Fund,2011,San Juan,Ouray,Uncompahgre Board of Cooperative Services,"$27,770.00",Ridgway,General Operating,Disabled Persons,
Daniels Fund,2011,San Juan,San Miguel,Wright Stuff Community Foundation,"$15,000.00",Norwood,Program,Education,
Daniels Fund,2011,San Luis Valley,Alamosa,Alamosa School District RE-11J,"$25,000.00",Alamosa,Program,Education,
Daniels Fund,2011,San Luis Valley,Alamosa,Alamosa School District RE-11J,"$2,500.00",Alamosa,Program,Education,
Daniels Fund,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.","$90,000.00",Alamosa,General Operating,"Housing, Homeless shelters",
Daniels Fund,2011,San Luis Valley,Alamosa,Adams State College Foundation,"$2,500.00",Alamosa,Program,Children and Youth Services,
Daniels Fund,2011,San Luis Valley,Rio Grande,"High Valley Community Center, Inc.","$12,000.00",Del Norte,Program,Children and Youth Services,
Daniels Fund,2011,Southeast,Bent,Las Animas Housing Development Corporation,"$10,000.00",Las Animas,Program,"Housing, Homeless shelters",
Daniels Fund,2011,Southeast,Bent,"Bent County Las Animas Community Activity Center, Inc.","$15,000.00",Las Animas,General Operating,Children and Youth Services,
Daniels Fund,2011,Southeast,Kiowa,Kiowa County School District RE-2,"$8,000.00",Sheridan Lake,Program,Education,
Daniels Fund,2011,Southeast,Otero,"La Junta Associated Chanties, Inc","$15,000.00",La Junta,General Operating,Human Services,
Daniels Fund,2011,Southwest,Archuleta,Archuleta County Senior Services,"$15,000.00",Pagosa Springs,Program,"Community, Public Affairs",
Daniels Fund,2011,Southwest,Dolores,Dove's Nest,"$8,500.00",Dove Creek,Other,Education,
Daniels Fund,2011,Southwest,La Plata,Manna - The Durango Soup Kitchen,"$25,000.00",Durango,General Operating,Human Services,
Daniels Fund,2011,Southwest,La Plata,Fort Lewis College,"$2,500.00",Durango,Program,Health                                                                     ,
Daniels Fund,2011,Western Slope,Eagle,SOS Outreach,"$15,000.00",Avon,General Operating,Health                                                                     ,
Daniels Fund,2011,Western Slope,Eagle,Early Childhood Partners,"$15,000.00",Eagle,Program,Education,
Daniels Fund,2011,Western Slope,Garfield,Columbine Home Health,"$10,000.00",Glenwood Springs,Program,Health                                                                     ,
Daniels Fund,2011,Western Slope,Garfield,Valley View Hospital Association,"$30,000.00",Glenwood Springs,Program,Health                                                                     ,
Daniels Fund,2011,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,"$32,000.00",Glenwood Springs,Program,Education,
Daniels Fund,2011,Western Slope,Garfield,Feed My Sheep Ministry,"$25,000.00",New Castle,General Operating,"Housing, Homeless shelters",
Daniels Fund,2011,Western Slope,Garfield,Life Inter Faith Team on Unemployment and Poverty (Lift-Up),"$25,000.00",Rifle,General Operating,Human Services,
Daniels Fund,2011,Western Slope,Garfield,Roaring Fork School District RE-1,"$2,500.00",Glenwood Springs,Program,Education,
Daniels Fund,2011,Western Slope,Mesa,"Mesa County Retired & Senior Volunteer Program, Inc.","$10,000.00",Grand Junction,Program,"Philanthropy, Volunteerism, Grants",
Daniels Fund,2011,Western Slope,Mesa,"Mesa County Retired & Senior Volunteer Program, Inc.","$2,500.00",Grand Junction,General Operating,"Philanthropy, Volunteerism, Grants",
Daniels Fund,2011,Western Slope,Mesa,Community Food Bank,"$20,000.00",Grand Junction,General Operating,Human Services,
Daniels Fund,2011,Western Slope,Mesa,Hilltop Health Services Corporation,"$30,000.00",Grand Junction,Program,"Domestic Violence Shelters, Services",
Daniels Fund,2011,Western Slope,Mesa,"Boy Scouts of America, Western Colorado Council","$25,000.00",Grand Junction,General Operating,Children and Youth Services,
Daniels Fund,2011,Western Slope,Mesa,"Mesa Youth Services, Inc.","$18,000.00",Grand Junction,Program,Children and Youth Services,
Daniels Fund,2011,Western Slope,Mesa,"Mesa Youth Services, Inc.","$2,500.00",Grand Junction,General Operating,Children and Youth Services,
Daniels Fund,2011,Western Slope,Mesa,Riverside Educational Center,"$15,000.00",Grand Junction,General Operating,Children and Youth Services,
Daniels Fund,2011,Western Slope,Pitkin,The Buddy Program,"$15,000.00",Basalt,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Chaffee County Search and Rescue- South,"$5,000.00",Salida,Other,"Public safety, Emergency relief",
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Full Circle Center for Community Restorative Justice,"$5,000.00",Salida,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.","$5,000.00",Salida,General Operating,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Salida Hospital Foundation,"$25,000.00",Salida,General Operating,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Chaffee People's Clinic,"$5,500.00",Salida,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,New Caring and Sharing,"$2,000.00",Salida,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Society of the First Presbyterian Church of Salida,"$6,000.00",Salida,Program,,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,"$10,000.00",Salida,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,"$10,000.00",Salida,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,"$1,500.00",Salida,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Chaffee County Public Health,"$7,500.00",Salida,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Full Circle for Community Restorative Justice,"$3,000.00",Salida,General Operating,,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Salida Hospital Foundation,"$10,000.00",Salida,Event,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Buena Vista High School,"$5,000.00",Buena Vista,Other,Education,
El Pomar Foundation,2011,Heart of Colorado,Custer,Hope Evangelical Lutheran Church,"$4,000.00",Westcliffe,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,Heart of Colorado,Custer,"All Aboard Westcliffe, Inc.","$1,500.00",Westcliffe,General Operating,,
El Pomar Foundation,2011,Heart of Colorado,Custer,Custer 2020,"$5,000.00",Westcliffe,Program,,
El Pomar Foundation,2011,Heart of Colorado,Custer,Custer County Public Health Agency,"$10,000.00",Westcliffe,Event,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Custer,Custer County Transitions,"$5,000.00",Westcliffe,Program,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Custer,Sustainable Ways,"$5,000.00",Westcliffe,General Operating,"Environment, Conservation",
El Pomar Foundation,2011,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.","$10,000.00",Canon City,Program,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Fremont,Florence Senior Citizens Council on Aging,"$5,000.00",Florence,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Fremont,Senior Services Solutions Plus,"$3,000.00",Canon City,General Operating,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,"$35,000.00",Canon City,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,"$25,000.00",Canon City,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County,"$5,000.00",Canon City,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Manna House,"$3,000.00",Florence,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,"$10,000.00",Canon City,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Heart of Colorado,Fremont,"Boys and Girls Club of Fremont County, Inc.","$10,000.00",Canon City,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Fremont,"Colorado Court Appointed Special Advocates, Inc.","$1,500.00",Canon City,Program,Abuse & Neglect Prevention,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Fremont County Public Health,"$18,000.00",Canon City,Other,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Fremont County Public Health,"$24,000.00",Canon City,Other,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Manna House,"$3,000.00",Florence,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Fremont,St. Thomas More Hospital Foundation,"$12,500.00",Canon City,Event,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Young Life,"$1,500.00",Canon City,Program,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Lake,"Advocates of Lake County, Inc.","$3,000.00",Leadville,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Lake,First Presbyterian Church,"$1,000.00",Leadville,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Lake,Lake County Human Services,"$9,000.00",Leadville,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Lake,St. George Episcopal Church,"$5,000.00",Leadville,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Park,Boys and Girls Club of South Park,"$20,000.00",Fairplay,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Park,"A Hand Up, Not a Hand Out","$4,000.00",Hartsel,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Park,Harris Park Bible Church,"$1,500.00",Bailey,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Park,"Park County Crisis Center, Inc.","$2,000.00",Bailey,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,Heart of Colorado,Park,Park County Human Services,"$3,000.00",Fairplay,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Park,Park County Senior Coalition,"$3,000.00",Fairplay,Other,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,"$4,000.00",Fairplay,Other,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Park,South Park Food Bank,"$3,000.00",Fairplay,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Park,"A Hand Up, Not a Hand Out","$1,500.00",Hartsel,General Operating,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Park,Boys and Girls Club of South Park,"$10,000.00",Fairplay,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Park,Boys and Girls Club of South Park,"$15,000.00",Fairplay,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,"$20,000.00",Fairplay,Other,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,"$21,000.00",Fairplay,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Summit,"Summit County Community Care Clinic, Inc.","$5,000.00",Frisco,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Summit,Summit County Family Resource Center,"$4,500.00",Dillon,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Heart of Colorado,Summit,Summit County Human Services,"$4,500.00",Frisco,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Summit,"Advocates for Victims of Assault, Inc.","$1,500.00",Frisco,General Operating,"Domestic Violence Shelters, Services",
El Pomar Foundation,2011,Heart of Colorado,Summit,Summit Community Care Clinic,"$1,500.00",Frisco,General Operating,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Summit,Summit County Family Resource Center,"$90,000.00",Dillon,Other,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Summit,Summit County Family Resource Center,"$1,500.00",Dillon,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.","$5,000.00",Woodland Park,General Operating,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Teller,Community Coalition for Families and Children,"$10,000.00",Divide,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Teller,Habitat for Humanity of Teller County,"$5,000.00",Woodland Park,General Operating,"Housing, Homeless shelters",
El Pomar Foundation,2011,Heart of Colorado,Teller,Little Chapel of the Hills,"$5,000.00",Divide,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Teller,Cresson Dance,"$1,500.00",Cripple Creek,Student Aid/Scholarship,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Heart of Colorado,Teller,Community Coalition for Families and Children,"$7,500.00",Divide,General Operating,"community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Teller,"Teller County Regional Animal Shelter, Inc.","$2,500.00",Divide,Capital,Animal Protection and Welfare,
El Pomar Foundation,2011,Heart of Colorado,Teller,City of Woodland Park,"$5,000.00",Woodland Park,Other,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Teller,Help the Needy,"$5,000.00",Woodland Park,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Teller,Little Chapel of the Hills,"$5,000.00",Divide,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Teller,Teller County Department of Social Services,"$10,000.00",Woodland Park,Program,,
El Pomar Foundation,2011,Heart of Colorado,Teller,Teller Senior Coalition,"$7,500.00",Woodland Park,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Teller,"Woodland Park Community Cupboard, Inc.","$7,500.00",Woodland Park,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Teller,Cripple Creek-Victor High School,"$5,000.00",Cripple Creek,Other,Education,
El Pomar Foundation,2011,Northeast,Kit Carson,"Dynamic Dimensions, Inc.","$1,500.00",Burlington,Program,,
El Pomar Foundation,2011,Northeast,Kit Carson,Kit Carson Rural Development,"$1,500.00",Kit Carson,General Operating,Neighborhood Development,
El Pomar Foundation,2011,Northeast,Lincoln,East Central BOCES,"$50,000.00",Limon,Other,,
El Pomar Foundation,2011,Northeast,Logan,"Centennial Mental Health Center, Inc.","$20,000.00",Sterling,Program,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Logan,Cooperating Ministry of Logan County,"$10,000.00",Sterling,Program,Human Services,
El Pomar Foundation,2011,Northeast,Logan,Cooperating Ministry of Logan County,"$15,000.00",Sterling,Program,Human Services,
El Pomar Foundation,2011,Northeast,Logan,Family Resource Center,"$5,000.00",Sterling,General Operating,Children and Youth Services,
