Funder Name,year,Region,County,Nonprofit Name,Dollar Amount of Gift,City,Type of Gift,Category of Giving,Award Date
Boettcher Foundation,2009,Western Slope,Mesa,Mesa State College,24261.00,Grand Junction,Student Aid/Scholarship,,
Boettcher Foundation,2009,Western Slope,Mesa,Western Colorado Community Foundation,1000.00,Grand Junction,Program,,
Boettcher Foundation,2009,Western Slope,Pitkin,Spellbinders,5000.00,Woody Creek,General Operating,,
Caring for Colorado Foundation,2009,Heart of Colorado,Chaffee,Chaffee County Health and Human Services,100000.00,Salida,General Operating,,
Caring for Colorado Foundation,2009,Heart of Colorado,Fremont,"RAMROD, dba Arkansas Valley Ambulance",33902.00,Cotopaxi,General Operating,,
Caring for Colorado Foundation,2009,Heart of Colorado,Park,Rocky Mountain Rural Health,48420.00,Fairplay,General Operating,Health                                                                     ,
Caring for Colorado Foundation,2009,Heart of Colorado,Teller,Southwest Teller County Emergency Medical Services,5000.00,Cripple Creek,General Operating,,
Caring for Colorado Foundation,2009,Northeast,Lincoln,Plains Medical Center,75000.00,Limon,General Operating,Health                                                                     ,
Caring for Colorado Foundation,2009,Northeast,Lincoln,Plains Medical Center,175000.00,Limon,General Operating,Health                                                                     ,
Caring for Colorado Foundation,2009,Northeast,Logan,Northeast Colorado Health Department,72288.00,Sterling,General Operating,,
Caring for Colorado Foundation,2009,Northeast,Yuma,Rural Communities Resource Center,30000.00,Yuma,General Operating,,
Caring for Colorado Foundation,2009,Northwest,Rio Blanco,Rangely District Hospital,25000.00,Rangely,General Operating,Health                                                                     ,
Caring for Colorado Foundation,2009,Northwest,Routt,"Northwest Colorado Visiting Nurse Association, Inc.",50000.00,Steamboat Springs,General Operating,,
Caring for Colorado Foundation,2009,San Juan,Gunnison,"Gunnison County Health and Human Services, Multicultural Resource Office",49088.00,Gunnison,General Operating,,
Caring for Colorado Foundation,2009,San Juan,Montrose,Montrose County School District,37675.00,Montrose,Not Provided,,
Caring for Colorado Foundation,2009,San Juan,San Miguel,Norwood Fire Protection District,68559.00,Norwood,General Operating,,
Caring for Colorado Foundation,2009,San Juan,San Miguel,Telluride Foundation,53782.00,Telluride,General Operating,,
Caring for Colorado Foundation,2009,San Juan,San Miguel,Uncompahgre Medical Center,51000.00,Norwood,General Operating,,
Caring for Colorado Foundation,2009,San Luis Valley,Alamosa,"La Puente Home, Inc.",30000.00,Alamosa,General Operating,,
Caring for Colorado Foundation,2009,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,48130.00,Alamosa,General Operating,,
Caring for Colorado Foundation,2009,San Luis Valley,Alamosa,Valley-Wide Health Services Inc.,63266.00,Alamosa,General Operating,,
Caring for Colorado Foundation,2009,San Luis Valley,Mineral,Mineral County Board of County Commissioners,10000.00,Creede,General Operating,,
Caring for Colorado Foundation,2009,Southeast,Huerfano,La Veta Fire Protection District,57500.00,La Veta,General Operating,,
Caring for Colorado Foundation,2009,Southeast,Huerfano,Spanish Peaks Regional Health Center,63629.00,Walsenburg,General Operating,,
Caring for Colorado Foundation,2009,Southeast,Otero,Otero Junior College,50000.00,La Junta,General Operating,Education,
Caring for Colorado Foundation,2009,Southeast,Prowers,"High Plains Community Health Center, Inc.",66618.00,Lamar,General Operating,,
Caring for Colorado Foundation,2009,Southwest,Dolores,Dolores County Senior Services aka Cahone Recreation Hall and Senior Center,48000.00,Cahone,General Operating,,
Caring for Colorado Foundation,2009,Southwest,La Plata,San Juan Basin Health Department,49044.00,Durango,General Operating,,
Caring for Colorado Foundation,2009,Western Slope,Mesa,"Child and Migrant Services, Inc.",23000.00,Palisade,General Operating,,
Caring for Colorado Foundation,2009,Western Slope,Mesa,"Hilltop Community Resources, Inc.",35000.00,Grand Junction,General Operating,,
Caring for Colorado Foundation,2009,Western Slope,Mesa,Hospice and Palliative Care of Western Colorado,40000.00,Grand Junction,General Operating,Hospice,
Caring for Colorado Foundation,2009,Western Slope,Mesa,"Marillac Clinic, Inc.",50000.00,Grand Junction,General Operating,,
Caring for Colorado Foundation,2009,Western Slope,Mesa,Mesa State College,50000.00,Grand Junction,General Operating,Education,
Caring for Colorado Foundation,2009,Western Slope,Mesa,Western Colorado Area Health Education Center (WCAHEC),56000.00,Grand Junction,General Operating,,
Daniels Fund,2009,Heart of Colorado,Chaffee,Neighbor to Neighbor Volunteers,13680.00,Salida,General Operating,"Philanthropy, Volunteerism, Grants",
Daniels Fund,2009,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.",15000.00,Salida,General Operating,"Community, Public Affairs",
Daniels Fund,2009,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",22000.00,Canon City,General Operating,"Community, Public Affairs",
Daniels Fund,2009,Heart of Colorado,Fremont,"Family Crisis Services, Inc.",10000.00,Canon City,General Operating,Human Services,
Daniels Fund,2009,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,8000.00,Canon City,Other,Education,
Daniels Fund,2009,Heart of Colorado,Lake,"Full Circle of Lake County, Inc",20000.00,Leadville,Program,Children and Youth Services,
Daniels Fund,2009,Heart of Colorado,Park,"Boys & Girls Club of South Park, Inc.",15000.00,Fairplay,General Operating,Children and Youth Services,
Daniels Fund,2009,Heart of Colorado,Park,Platte Canyon School District RE-1,3000.00,Bailey,Other,Education,
Daniels Fund,2009,Heart of Colorado,Summit,"Advocates for Victims of Assault, Inc.",10000.00,Frisco,General Operating,"Domestic Violence Shelters, Services",
Daniels Fund,2009,Heart of Colorado,Summit,Breckenridge Outdoor Education Center,5000.00,Breckenridge,General Operating,Health                                                                     ,
Daniels Fund,2009,Heart of Colorado,Summit,High Country Soccer Association,5000.00,Silverthorne,Program,Health                                                                     ,
Daniels Fund,2009,Heart of Colorado,Summit,Summit County Department of Youth and Family Services,15000.00,Frisco,Program,Children and Youth Services,
Daniels Fund,2009,Heart of Colorado,Teller,Help the Needy,10000.00,Woodland Park,General Operating,Human Services,
Daniels Fund,2009,Heart of Colorado,Teller,"Teller Senior Coalition, Inc.",10000.00,Woodland Park,General Operating,"Community, Public Affairs",
Daniels Fund,2009,Northeast,Kit Carson,"Dynamic Dimensions, Inc.",10000.00,Burlington,Other,Disabled Persons,
Daniels Fund,2009,Northeast,Lincoln,Limon Child Development Center,10000.00,Limon,Program,Disabled Persons,
Daniels Fund,2009,Northeast,Logan,Cooperating Ministry of Logan County,25000.00,Sterling,General Operating,Human Services,
Daniels Fund,2009,Northeast,Logan,Family Resource Center,20000.00,Sterling,Program,Children and Youth Services,
Daniels Fund,2009,Northeast,Morgan,"Caring Ministries of Morgan County, Inc.",25000.00,Fort Morgan,General Operating,Human Services,
Daniels Fund,2009,Northeast,Morgan,"SHARE , Inc.",12000.00,Fort Morgan,General Operating,Human Services,
Daniels Fund,2009,Northeast,Morgan,Wiggins School District RE-50J,10000.00,Wiggins,Capital,Education,
Daniels Fund,2009,Northeast,Phillips,"Phillips County Family Education Services, Inc.",10000.00,Holyoke,Program,Education,
Daniels Fund,2009,Northeast,Yuma,Wray Community Child Care Center,12100.00,Wray,Program,Education,
Daniels Fund,2009,Northeast,Yuma,"Wray Rehabilitation & Activities Center, Inc.",20000.00,Wray,General Operating,Children and Youth Services,
Daniels Fund,2009,Northwest,Grand,Fraser Creative Learning Center,3000.00,Fraser,Program,Education,
Daniels Fund,2009,Northwest,Routt,"Horizons Specialized Services, Inc.",10000.00,Steamboat Springs,General Operating,Disabled Persons,
Daniels Fund,2009,Northwest,Routt,Northwest Colorado Visiting Nurse Association,150000.00,Steamboat Springs,Program,Health                                                                     ,
Daniels Fund,2009,Northwest,Routt,Partners in Routt County,12500.00,Steamboat Springs,Program,Children and Youth Services,
Daniels Fund,2009,Northwest,Routt,Rocky Mountain Youth Corps,15000.00,Steamboat Springs,General Operating,Children and Youth Services,
Daniels Fund,2009,San Juan,Gunnison,Gunnison Country Partners,15000.00,Gunnison,General Operating,Children and Youth Services,
Daniels Fund,2009,San Juan,Gunnison,Stepping Stones Children's Center,5000.00,Crested Butte,Other,Education,
Daniels Fund,2009,San Juan,Montrose,Christ's Kitchen,10000.00,Montrose,General Operating,Human Services,
Daniels Fund,2009,San Juan,Montrose,"Delta Montrose Youth Services, Inc.",20000.00,Montrose,General Operating,Children and Youth Services,
Daniels Fund,2009,San Juan,Montrose,Dream Catcher Therapy Center Incorporated,5000.00,Olathe,General Operating,Disabled Persons,
Daniels Fund,2009,San Juan,Montrose,"Montrose County Senior Citizens Transportation, Inc.",15000.00,Montrose,General Operating,"Community, Public Affairs",
Daniels Fund,2009,San Juan,Montrose,Passage Charter School,5000.00,Montrose,Other,Education,
Daniels Fund,2009,San Juan,Montrose,"Sharing Ministries, Inc.",31000.00,Montrose,General Operating,Human Services,
Daniels Fund,2009,San Juan,San Miguel,Wright Stuff Community Foundation,15000.00,Norwood,Program,Education,
Daniels Fund,2009,San Luis Valley,Alamosa,Alamosa School District RE-11J,15000.00,Alamosa,Program,Education,
Daniels Fund,2009,San Luis Valley,Alamosa,"Alamosa Senior Citizens, Inc.",10000.00,Alamosa,General Operating,"Community, Public Affairs",
Daniels Fund,2009,San Luis Valley,Alamosa,"Boys & Girls Clubs of the San Luis Valley, Inc.",55000.00,Alamosa,General Operating,Children and Youth Services,
Daniels Fund,2009,San Luis Valley,Rio Grande,"High Valley Community Center, Inc.",10000.00,Del Norte,Program,Children and Youth Services,
Daniels Fund,2009,San Luis Valley,Saguache,"Crestone Youth Plaza, Inc.",8000.00,Crestone,Program,Children and Youth Services,
Daniels Fund,2009,San Luis Valley,Saguache,Saguache County Public Library,8000.00,Saguache,Program,"Community, Public Affairs",
Daniels Fund,2009,San Luis Valley,Saguache,Town of Crestone,25000.00,Crestone,Capital,"Housing, Homeless shelters",
Daniels Fund,2009,Southeast,Bent,"Bent County Las Animas Community Activity Center, Inc.",15000.00,Las Animas,Program,Children and Youth Services,
Daniels Fund,2009,Southeast,Bent,Las Animas Helping Hands,25000.00,Las Animas,General Operating,Human Services,
Daniels Fund,2009,Southeast,Bent,Las Animas Housing Development Corporation,11526.00,Las Animas,Capital,"Housing, Homeless shelters",
Daniels Fund,2009,Southeast,Las Animas,First Christian Church Inc.,5000.00,Trinidad,Program,Human Services,
Daniels Fund,2009,Southeast,Otero,"Arkansas Valley Community Center for Handicapped and for Retarded Persons, Inc.",10000.00,La Junta,Capital,Disabled Persons,
Daniels Fund,2009,Southeast,Otero,Colorado Boys Ranch Foundation,30000.00,La Junta,Program,Children and Youth Services,
Daniels Fund,2009,Southeast,Otero,County of Otero Cheraw School District 31,2000.00,Cheraw,Other,Education,
Daniels Fund,2009,Southeast,Otero,East Otero School District R-1,10000.00,La Junta,Program,Children and Youth Services,
Daniels Fund,2009,Southeast,Prowers,Southeastern Colorado Homeless Center,25000.00,Lamar,General Operating,"Housing, Homeless shelters",
Daniels Fund,2009,Southwest,Archuleta,Seeds of Learning Family Center,5000.00,Pagosa Springs,Other,Education,
Daniels Fund,2009,Southwest,Dolores,Dove's Nest,5000.00,Dove Creek,Other,Education,
Daniels Fund,2009,Southwest,La Plata,"Bayfleld Early Education Programs, Inc.",15000.00,Bayfield,Capital,Education,
Daniels Fund,2009,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,5000.00,Durango,General Operating,Children and Youth Services,
Daniels Fund,2009,Southwest,La Plata,Boys & Girls Clubs of La Plata County,10000.00,Durango,Program,Children and Youth Services,
Daniels Fund,2009,Southwest,La Plata,"Durango Early Learning Center, Inc",5000.00,Durango,Other,Education,
Daniels Fund,2009,Southwest,La Plata,"Southern Ute Community Action Programs, Inc.",5000.00,Ignacio,Program,"Community, Public Affairs",
Daniels Fund,2009,Southwest,Montezuma,Children's Kiva,15000.00,Cortez,Program,Education,
Daniels Fund,2009,Southwest,Montezuma,First United Methodist Church of Cortez,5000.00,Cortez,Program,Human Services,
Daniels Fund,2009,Western Slope,Delta,All American Families,5000.00,Delta,General Operating,Human Services,
Daniels Fund,2009,Western Slope,Delta,Delta County,125000.00,Delta,Not Provided,Health                                                                     ,
Daniels Fund,2009,Western Slope,Eagle,SOS Outreach,10000.00,Avon,General Operating,Health                                                                     ,
Daniels Fund,2009,Western Slope,Garfield,Columbine Home Health,10000.00,Glenwood Springs,Program,Health                                                                     ,
Daniels Fund,2009,Western Slope,Garfield,"Community Health Initiatives, Inc.",25000.00,Carbondale,Program,Health                                                                     ,
Daniels Fund,2009,Western Slope,Garfield,Computers for Kids Foundation,10000.00,Carbondale,Program,Children and Youth Services,
Daniels Fund,2009,Western Slope,Garfield,Feed My Sheep Ministry,20000.00,New Castle,General Operating,Human Services,
Daniels Fund,2009,Western Slope,Garfield,Life Inter Faith Team on Unemployment and Poverty (Lift-Up),10000.00,Glenwood Springs,General Operating,Human Services,
Daniels Fund,2009,Western Slope,Garfield,Mountain Board of Cooperative Education Services,10000.00,Glenwood Springs,Program,Education,
Daniels Fund,2009,Western Slope,Garfield,Mountain Valley Developmental Services,5000.00,Glenwood Springs,Program,Disabled Persons,
Daniels Fund,2009,Western Slope,Garfield,Valley View Hospital Association,60000.00,Glenwood Springs,Program,Health                                                                     ,
Daniels Fund,2009,Western Slope,Mesa,"Boy Scouts of America, Western Colorado Council",20000.00,Grand Junction,General Operating,Children and Youth Services,
Daniels Fund,2009,Western Slope,Mesa,Grand Junction Housing Authority,30000.00,Grand Junction,Capital,Human Services,
Daniels Fund,2009,Western Slope,Mesa,Grand Valley Catholic Outreach,20904.00,Grand Junction,Capital,Human Services,
Daniels Fund,2009,Western Slope,Mesa,"Mesa County Retired & Senior Volunteer Program, Inc.",5000.00,Grand Junction,Program,"Philanthropy, Volunteerism, Grants",
Daniels Fund,2009,Western Slope,Mesa,"Mesa Youth Services, Inc.",18000.00,Grand Junction,Program,Children and Youth Services,
Daniels Fund,2009,Western Slope,Mesa,Riverside Educational Center,15000.00,Grand Junction,General Operating,Children and Youth Services,
Daniels Fund,2009,Western Slope,Mesa,"The Tree House Center for Troubled Youth, Inc.",15000.00,Grand Junction,Program,Children and Youth Services,
Daniels Fund,2009,Western Slope,Pitkin,The Buddy Program,15000.00,Aspen,General Operating,Children and Youth Services,
Daniels Fund,2009,Western Slope,Pitkin,"The Right Door, Inc.",15000.00,Aspen,General Operating,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Boys & Girls Clobe of Chaffee County,4000.00,Salida,Program,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,2500.00,Salida,Program,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Chaffee People's Clinic,5000.00,Salida,General Operating,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Grainery Ministries,5000.00,Salida,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Neighbor to Neighbor Volunteers,5000.00,Salida,Capital,"Philanthropy, Volunteerism, Grants",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Salida School District Chaffee County Head Start,4500.00,Salida,Program,Education,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Alliance Against Domestic Abuse,5000.00,Salida,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,5000.00,Salida,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,General Council of the Assemblies of God,5000.00,Buena Vista,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,"Rocky Mountain Behavioral Health, Inc.",10000.00,Salida,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Society of the First Presbyterian Church of Salid,5000.00,Salida,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Boys & Girls Club of Chaffee County,2500.00,Salida,General Operating,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Chaffee County Health and Human Services,2000.00,Salida,Program,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Boys & Girls Club of Chaffee County,10000.00,Salida,General Operating,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Buena Vista Heritage Museum,1500.00,Buena Vista,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Buena Vista School District R-31,10000.00,Buena Vista,Not Provided,Education,
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Chaffee County Sheriff,15000.00,Salida,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,1500.00,Salida,Program,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Colorado Farm to Table,10000.00,Salida,General Operating,"Environment, Conservation",
El Pomar Foundation,2009,Heart of Colorado,Chaffee,Colorado Farm to Table,1500.00,Salida,General Operating,"Environment, Conservation",
El Pomar Foundation,2009,Heart of Colorado,Custer,"Custer 2020, Inc.",15000.00,Westcliffe,Capital,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Custer,In Concert Classical Music in the Valley,1500.00,Westcliffe,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Custer,Lighthouse Helpline and Pregnancy Center,10000.00,Westcliffe,Capital,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Custer,"Outdoor Buddies, Inc.",2500.00,Westcliffe,General Operating,,
El Pomar Foundation,2009,Heart of Colorado,Custer,Hope Evangelical Lutheran Church,5000.00,Westcliffe,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Custer,Custer County School District C-1,5500.00,Westcliffe,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Custer,Custer County Search and Rescue,15000.00,Westcliffe,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2009,Heart of Colorado,Custer,"Wet Mountain Valley Rotary Community Service, Inc.",10000.00,Westcliffe,General Operating,"Philanthropy, Volunteerism, Grants",
El Pomar Foundation,2009,Heart of Colorado,Fremont,"Family Crisis Services, Inc.",5000.00,Canon City,General Operating,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Fremont Center for the Arts,5000.00,Canon City,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Fremont,Fremont Schools Facilities Corporation,10000.00,Canon City,Capital,Education,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Meals on Wheels of Canon City,5000.00,Canon City,General Operating,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Ramrod,7500.00,Cotopaxi,Other,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Fremont,Valley Health Center at Coaldale,20000.00,Cotopaxi,Capital,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",12500.00,Canon City,Capital,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County,20000.00,Canon City,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,10000.00,Canon City,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Fremont RE-1 School District,15000.00,Canon City,Program,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Fremont RE-2 School District,5000.00,Florence,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Fremont,"Fremont Search and Rescue, Inc.",15000.00,Canon City,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2009,Heart of Colorado,Fremont,Upper Arkansas Regional Services Council,1500.00,Canon City,Program,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Fremont,Valley Health Center at Coaldale,5000.00,Cotopaxi,General Operating,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,2250.00,Canon City,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Lake,Advocates of Lake County,5000.00,Leadville,General Operating,Human Services,
El Pomar Foundation,2009,Heart of Colorado,lake,"Advoactes of Lake County, Inc.",25000.00,Leadville,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Lake,Lake County Human Services,10000.00,Leadville,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Lake,Catholic Diocese of Colorado Springs,2250.00,Leadville,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Lake,First Presbyterian Church,2250.00,Leadville,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Lake,Lake County District,25000.00,Leadville,General Operating,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Lake,Small Steps,14000.00,Leadville,General Operating,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Lake,St. George Episcopal Church,4750.00,Leadville,General Operating,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Park,"Boys & Girls Club of South Park, Inc.",15000.00,Fairplay,General Operating,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Park,North-West Fire Protection District,1297.00,Fairplay,Other,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Park,Park County School District RE-2,4000.00,Fairplay,Not Provided,Education,
El Pomar Foundation,2009,Heart of Colorado,Park,Platte Canyon Fire Protection District,7500.00,Bailey,Other,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Park,"Park County Crisis Center, Inc.",10000.00,Bailey,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Park,"Boys & Girls Club of South Park, Inc.",2500.00,Fairplay,Program,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Park,Park County School District RE-2,16000.00,Fairplay,Capital,Education,
El Pomar Foundation,2009,Heart of Colorado,Park,Park County School District RE-2,1500.00,Fairplay,Capital,Education,
El Pomar Foundation,2009,Heart of Colorado,Park,Park County Search and Rescue,10000.00,Bailey,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2009,Heart of Colorado,Park,Park County Search and Rescue,25000.00,Bailey,Capital,"Public safety, Emergency relief",
El Pomar Foundation,2009,Heart of Colorado,Park,Rocky Mountain Rural Health,5000.00,Fairplay,General Operating,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Summit,Casa of the Continental Divide,5000.00,Dillon,General Operating,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Summit,"Summit Community Care Clinic, Inc.",15000.00,Frisco,General Operating,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Summit,Summit County School District,25000.00,Frisco,Capital,Education,
El Pomar Foundation,2009,Heart of Colorado,Summit,"Advocates for Victims of Assault, Inc.",5000.00,Frisco,Program,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Summit,Father Dyer United Methodist Church,500.00,Breckenridge,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Summit,Keystone Center,5000.00,Keystone,Program,Abuse & Neglect Prevention,
El Pomar Foundation,2009,Heart of Colorado,Summit,Summit County Family Resource Center,10000.00,Dillon,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Summit,Summit County,2500.00,Breckenridge,Program,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Summit,Dillon Community Church,2500.00,Dillon,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Summit,Father Dyer United Methodist Church,2500.00,Breckenridge,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Summit,"Summit Community Care Clinic, Inc.",25000.00,Dillon,General Operating,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Summit,Summit County Family Resource Center,25000.00,Frisco,Program,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Summit,Summit County Family Resource Center,2000.00,Dillon,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Summit,Summit County Social Services,2000.00,Frisco,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Summit,Summit County Youth and Family,2500.00,Frisco,Program,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Summit,"Zoomers, Inc.",1500.00,Dillon,Program,Children and Youth Services,
El Pomar Foundation,2009,Heart of Colorado,Summit,Dillon Community Church,500.00,Dillon,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Summit,Dillon Community Church,500.00,Dillon,Other,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Teller,Community of Caring Foundation,5000.00,Cripple Creek,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Teller,Cresson Dance,1500.00,Cripple Creek,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Teller,Cripple Creek-Victor School District RE-1,2500.00,Cripple Creek,Program,Education,
El Pomar Foundation,2009,Heart of Colorado,Teller,Pikes Peak Regional Medical Foundation,10000.00,Woodland Park,Other,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Teller,Rampart Library District,5000.00,Woodland Park,Capital,Education,
El Pomar Foundation,2009,Heart of Colorado,Teller,Butte Opera House Foundation,45000.00,Cripple Creek,Event,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Heart of Colorado,Teller,City of Cripple Creek,15000.00,Cripple Creek,General Operating,"Community, Public Affairs",
El Pomar Foundation,2009,Heart of Colorado,Teller,"Prospect Home Care-Hospice, Inc.",25000.00,Woodland Park,General Operating,Hospice,
El Pomar Foundation,2009,Heart of Colorado,Teller,Woodland Park Pregnancy Center,2500.00,Woodland Park,General Operating,Health                                                                     ,
El Pomar Foundation,2009,Heart of Colorado,Teller,Community of Caring Foundation,5000.00,Cripple Creek,Other,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Teller,Little Chapel of the Hills,2500.00,Divide,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Teller,Teller County Safe House,5000.00,Woodland Park,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2009,Heart of Colorado,Teller,"Teller Senior Coalition, Inc.",7500.00,Woodland Park,Program,Human Services,
El Pomar Foundation,2009,Heart of Colorado,Teller,Woodland Park High School,10000.00,Woodland Park,Program,Education,
El Pomar Foundation,2009,Northeast,Cheyenne,"Praire View Health Resources, Inc.",10000.00,Cheyenne Wells,Capital,Health                                                                     ,
El Pomar Foundation,2009,Northeast,Cheyenne,Cheyenne County Public Health,4500.00,Cheyenne Wells,Program,Health                                                                     ,
El Pomar Foundation,2009,Northeast,Cheyenne,Kit Carson Rural Development,1500.00,Kit Carson,General Operating,"Community, Public Affairs",
El Pomar Foundation,2009,Northeast,Kit Carson,Kit Carson County Health Services District,25000.00,Burlington,Capital,Health                                                                     ,
El Pomar Foundation,2009,Northeast,Kit Carson,Praire Heritage Arts Association,1500.00,Burlington,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Northeast,Logan,Family Resource Center,5000.00,Sterling,Program,Human Services,
El Pomar Foundation,2009,Northeast,Logan,Northeast Colorado Health Department,10000.00,Sterling,Program,Health                                                                     ,
El Pomar Foundation,2009,Northeast,Logan,"Centennial Mental Health Center, Inc.",8000.00,Sterling,Program,Health                                                                     ,
El Pomar Foundation,2009,Northeast,Logan,Cooperating Ministry of Logan County,20000.00,Sterling,General Operating,Human Services,
El Pomar Foundation,2009,Northeast,Logan,Rural Solutions,5000.00,Sterling,Program,Health                                                                     ,
El Pomar Foundation,2009,Northeast,Logan,Eastern Colorado Services for the Developmentally Disabled,1500.00,Sterling,Not Provided,Disabled Persons,
El Pomar Foundation,2009,Northeast,Logan,Frenchman School District RE-3,1500.00,Fleming,Capital,Education,
El Pomar Foundation,2009,Northeast,Logan,Northeast Colorado Health Department,26000.00,Sterling,Program,Health                                                                     ,
El Pomar Foundation,2009,Northeast,Logan,Northeastern Junior College Foundation,8334.00,Sterling,Program,Health                                                                     ,
