Funder Name,year,Region,County,Nonprofit Name,Dollar Amount of Gift,City,Type of Gift,Category of Giving,Award Date
Boettcher Foundation,2010,Southwest,Montezuma,Crow Canyon Archaeological Center,7000.00,Cortez,General Operating,,
Boettcher Foundation,2010,Western Slope,Eagle,Roundup River Ranch,25000.00,Avon,Capital,,
Boettcher Foundation,2010,Western Slope,Garfield,Marble Charter School,25000.00,Marble,Capital,,
Boettcher Foundation,2010,Western Slope,Mesa,City of Fruita,75000.00,Fruita,Capital,,
Boettcher Foundation,2010,Western Slope,Mesa,Mesa State College,28210.00,Grand Junction,Student Aid/Scholarship,Education,
Boettcher Foundation,2010,Western Slope,Pitkin,Aspen Institute,100000.00,Aspen,Capital,,
Boettcher Foundation,2010,Western Slope,Pitkin,Spellbinders,5000.00,Woody Creek,General Operating,,
Caring for Colorado Foundation,2010,Heart of Colorado,Chaffee,Chaffee People's Clinic,38800.00,Salida,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Heart of Colorado,Chaffee,Neighbor to Neighbor Volunteers,20000.00,Salida,Not Provided,,
Caring for Colorado Foundation,2010,Heart of Colorado,Chaffee,"Salida Hospital Foundation, dba: Heart of the Rockies Regional Medical Cent",50000.00,Salida,Not Provided,Health                                                                     ,
Caring for Colorado Foundation,2010,Heart of Colorado,Park,Rocky Mountain Rural Health,49730.00,Fairplay,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Heart of Colorado,Teller,Southwest Teller County Emergency Medical Services,8000.00,Cripple Creek,Not Provided,Health                                                                     ,
Caring for Colorado Foundation,2010,Northeast,Cheyenne,Keefe Memorial Hospital,14100.00,Cheyenne,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Northeast,Lincoln,"Plains Medical Center, Inc.",100000.00,Limon,Not Provided,Health                                                                     ,
Caring for Colorado Foundation,2010,Northeast,Lincoln,"Plains Medical Center, Inc.",50000.00,Limon,Not Provided,Health                                                                     ,
Caring for Colorado Foundation,2010,Northeast,Logan,"Centennial Mental Health Center, Inc.",50000.00,Sterling,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Northeast,Morgan,Northeastern Colorado Association of Local Governments,35000.00,Fort Morgan,Not Provided,Health                                                                     ,
Caring for Colorado Foundation,2010,Northwest,Grand,"Grand County Rural Health Network, Inc.",25000.00,Hot Sulphur Springs,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Northwest,Moffat,"Colorado West Regional Mental Health Center, Inc.",80038.00,Craig,Program,,
Caring for Colorado Foundation,2010,Northwest,Moffat,"Independent Life Center, Inc.",36715.00,Craig,Capital,,
Caring for Colorado Foundation,2010,Northwest,Routt,Colorado Nonprofit Development,25500.00,Steamboat Springs,Program,,
Caring for Colorado Foundation,2010,Northwest,Routt,"Northwest Colorado Visiting Nurses Association, Inc.",50000.00,Steamboat Springs,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,San Juan,Gunnison,Gunnison County Department of Health and Human Services,49088.00,Gunnison,Other,Health                                                                     ,
Caring for Colorado Foundation,2010,San Juan,Montrose,Midwestern Colorado Mental Health Center,50000.00,Montrose,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,San Juan,Montrose,Montrose County Senior Citizens Transportation dba All Points Transit,30000.00,Montrose,Program,,
Caring for Colorado Foundation,2010,San Juan,San Miguel,The Telluride Medical Center Foundation,10600.00,Telluride,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,San Juan,San Miguel,Uncompahgre Medical Center,125000.00,Norwood,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,San Luis Valley,Alamosa,"La Puente Home, Inc.",30000.00,Alamosa,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,San Luis Valley,Alamosa,San Luis Valley Regional Medical Center,47500.00,Alamosa,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Southeast,Baca,Southeast Colorado Hospital District,44400.00,Springfield,Capital,Health                                                                     ,
Caring for Colorado Foundation,2010,Southeast,Otero,Otero Junior College,50000.00,La Junta,Program,Education,
Caring for Colorado Foundation,2010,Southeast,Prowers,Prowers County Hospital District d.b.a. Prowers Medical Center,50000.00,Lamar,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Southwest,Archuleta,Upper San Juan Health Services District,100000.00,Pagosa Springs,Not Provided,Health                                                                     ,
Caring for Colorado Foundation,2010,Southwest,Montezuma,"Southwest Health System, Inc.",50000.00,Cortez,Capital,Health                                                                     ,
Caring for Colorado Foundation,2010,Western Slope,Garfield,Roaring Fork Family Resource,35000.00,Carbondale,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Western Slope,Mesa,"Child and Migrant Services, Inc.",23000.00,Palisade,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Western Slope,Mesa,Family Health West,100000.00,Fruita,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Western Slope,Mesa,Hilltop Community Resources,35000.00,Grand Junction,Program,,
Caring for Colorado Foundation,2010,Western Slope,Mesa,"Marillac Clinic, Inc.",100000.00,Grand Junction,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Western Slope,Mesa,Mesa State College,33573.00,Grand Junction,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Western Slope,Mesa,Western Colorado Area Health Education Center (WCAHEC),100000.00,Grand Junction,Program,Health                                                                     ,
Daniels Fund,2010,Heart of Colorado,Fremont,Florence Senior Citizen Council on Aging,10000.00,Florence,Other,"Community, Public Affairs",
Daniels Fund,2010,Heart of Colorado,Fremont,Rocky Mountain Behavioral Health,10000.00,Canon City,Program,Health                                                                     ,
Daniels Fund,2010,Heart of Colorado,Summit,Breckenridge Outdoor Education Center,10000.00,Breckenridge,General Operating,Education,
Daniels Fund,2010,Heart of Colorado,Summit,"Advocates for Victims of Assault, Inc.",15000.00,Frisco,Program,"Domestic Violence Shelters, Services",
Daniels Fund,2010,Heart of Colorado,Teller,Help the Needy,10000.00,Woodland Park,General Operating,Human Services,
Daniels Fund,2010,Heart of Colorado,Teller,Little Chapel of the Hills,8500.00,Divide,Program,Human Services,
Daniels Fund,2010,Northeast,Cheyenne,Cheyenne County School District RE-5,10000.00,Cheyenne Wells,Program,Children and Youth Services,
Daniels Fund,2010,Northeast,Lincoln,Limon Child Development Center,10000.00,Limon,Program,Disabled Persons,
Daniels Fund,2010,Northeast,Logan,Northeast Colorado Health Department,40000.00,Sterling,Program,Disabled Persons,
Daniels Fund,2010,Northeast,Morgan,Eben Ezer Lutheran Care Center,36440.00,Brush,Program,Health                                                                     ,
Daniels Fund,2010,Northeast,Morgan,Morgan County,13000.00,Fort Morgan,Program,Hospice,
Daniels Fund,2010,Northeast,Morgan,"Northeastern Colorado Transportation Authority, Inc.",20000.00,Fort Morgan,Other,,
Daniels Fund,2010,Northeast,Morgan,Caring Ministries of Morqan County,27500.00,Fort Morgan,General Operating,Human Services,
Daniels Fund,2010,Northeast,Morgan,"SHARE, Inc",12000.00,Fort Morgan,General Operating,Human Services,
Daniels Fund,2010,Northeast,Morgan,Morgan County School District RE-3,15000.00,Fort Morgan,Program,Children and Youth Services,
Daniels Fund,2010,Northeast,Morgan,Wiggins School District RE-50J,30000.00,Wiggins,Program,Children and Youth Services,
Daniels Fund,2010,Northeast,Phillips,Haxtun Education Foundation,30000.00,Haxtun,Capital,Children and Youth Services,
Daniels Fund,2010,Northeast,Phillips,Phillips County,10000.00,Holyoke,Other,Children and Youth Services,
Daniels Fund,2010,Northeast,Yuma,The Cub's Den,20000.00,Idalia,Other,Children and Youth Services,
Daniels Fund,2010,Northeast,Yuma,Wray Rehabilitation & Activities Center,25000.00,Wray,General Operating,Children and Youth Services,
Daniels Fund,2010,Northwest,Grand,Grand County Council on Aging,4929.00,Granby,Capital,"Community, Public Affairs",
Daniels Fund,2010,Northwest,Grand,Grand Futures Prevention Coalition,25000.00,Granby,Program,Health                                                                     ,
Daniels Fund,2010,Northwest,Moffat,Boys & Girls Club of Craig,30000.00,Craig,General Operating,Children and Youth Services,
Daniels Fund,2010,Northwest,Rio Blanco,North Routt Preschool,8000.00,Clark,Other,Children and Youth Services,
Daniels Fund,2010,Northwest,Routt,"Northwest Colorado Visiting Nurse Association, Inc.",150000.00,Steamboat Springs,Program,Health                                                                     ,
Daniels Fund,2010,Northwest,Routt,Lift-Up of Routt County,7200.00,Steamboat Springs,Program,"Housing, Homeless shelters",
Daniels Fund,2010,Northwest,Routt,Partners in Routt County,12000.00,Steamboat Springs,Program,Children and Youth Services,
Daniels Fund,2010,San Juan,Montrose,RSVP Colorado West,15000.00,Montrose,Other,"Philanthropy, Volunteerism, Grants",
Daniels Fund,2010,San Juan,Montrose,"Sharing Ministries, Inc",35000.00,Montrose,General Operating,Human Services,
Daniels Fund,2010,San Juan,Montrose,Black Canyon Boys & Girls Club,20000.00,Montrose,General Operating,Children and Youth Services,
Daniels Fund,2010,San Juan,Montrose,"Delta Montrose Youth Services, Inc",25000.00,Montrose,General Operating,Children and Youth Services,
Daniels Fund,2010,San Juan,San Miguel,San Miguel Mentoring Program,7500.00,Telluride,General Operating,Children and Youth Services,
Daniels Fund,2010,San Luis Valley,Alamosa,"La Puente Home, Inc.",90000.00,Alamosa,General Operating,"Housing, Homeless shelters",
Daniels Fund,2010,San Luis Valley,Conejos,Antonito Senior Citizens Association,5000.00,Antonito,General Operating,"Community, Public Affairs",
Daniels Fund,2010,San Luis Valley,Conejos,Antonito Senior Citizens Association,2500.00,Antonito,General Operating,"Community, Public Affairs",
Daniels Fund,2010,San Luis Valley,Conejos,"Northerners Senior Citizens, Inc",5000.00,La Jara,General Operating,"Community, Public Affairs",
Daniels Fund,2010,San Luis Valley,Rio Grande,City of Monte Vista,75000.00,Monte Vista,Program,Children and Youth Services,
Daniels Fund,2010,Southeast,Baca,Walsh Hospital District,10000.00,Walsh,Capital,Children and Youth Services,
Daniels Fund,2010,Southeast,Bent,Bent County Healthcare Center,5000.00,Las Animas,Program,"Community, Public Affairs",
Daniels Fund,2010,Southeast,Huerfano,Las Animas County Rehabilitation Center,6000.00,Walsenburg,Other,Children and Youth Services,
Daniels Fund,2010,Southeast,Huerfano,Huerfano County Youth Services,20000.00,Walsenburg,General Operating,Children and Youth Services,
Daniels Fund,2010,Southeast,Kiowa,Kiowa County School District RE-2,5000.00,Sheridan Lake,Program,Children and Youth Services,
Daniels Fund,2010,Southeast,Otero,"Arkansas Valley Community Center for Handicapped and for Retarded Persons, Inc.",50000.00,La Junta,Capital,Disabled Persons,
Daniels Fund,2010,Southeast,Otero,"La Junta Associated Chanties, Inc",25000.00,La Junta,General Operating,Human Services,
Daniels Fund,2010,Southeast,Prowers,Southeastern Colorado Homeless Center,15000.00,Lamar,General Operating,"Housing, Homeless shelters",
Daniels Fund,2010,Southeast,Prowers,Lamar School District RE-2,25000.00,Lamar,Program,Children and Youth Services,
Daniels Fund,2010,Southwest,Archuleta,Seeds of Learning,10000.00,Pagosa Springs,Other,Children and Youth Services,
Daniels Fund,2010,Southwest,La Plata,Town of Bayfield,7500.00,Bayfield,Program,"Community, Public Affairs",
Daniels Fund,2010,Southwest,La Plata,Community Foundation Serving Southwest,30000.00,Durango,Program,Health                                                                     ,
Daniels Fund,2010,Southwest,La Plata,"Community Connections, Inc.",12000.00,Durango,Program,Disabled Persons,
Daniels Fund,2010,Southwest,La Plata,Manna - The Durango Soup Kitchen,35000.00,Durango,General Operating,Human Services,
Daniels Fund,2010,Southwest,La Plata,Boys & Girls Clubs of La Plata County,15000.00,Durango,General Operating,Children and Youth Services,
Daniels Fund,2010,Southwest,La Plata,Fort Lewis College,2500.00,Durango,Program,Children and Youth Services,
Daniels Fund,2010,Southwest,La Plata,Southwest Conservation Corps,25000.00,Durango,Program,Children and Youth Services,
Daniels Fund,2010,Southwest,Montezuma,First United Methodist Church of Cortez,5000.00,Cortez,Program,Human Services,
Daniels Fund,2010,Southwest,Montezuma,"Renew, Inc.",25000.00,Cortez,General Operating,"Domestic Violence Shelters, Services",
Daniels Fund,2010,Western Slope,Delta,"Senior CommUnity Meals, Inc.",20000.00,Eckert,Program,Human Services,
Daniels Fund,2010,Western Slope,Delta,Delta County Meth Task Force,40000.00,Delta,Program,Health                                                                     ,
Daniels Fund,2010,Western Slope,Delta,Delta County School District 50-J,35000.00,Delta,Program,Children and Youth Services,
Daniels Fund,2010,Western Slope,Garfield,"Colorado West Regional Mental Health, Inc.",25000.00,Glenwood Springs,Program,Health                                                                     ,
Daniels Fund,2010,Western Slope,Garfield,Mountain Valley Developmental Services,10000.00,Glenwood Springs,Program,Disabled Persons,
Daniels Fund,2010,Western Slope,Garfield,Elbie and Wilma Gann Memorial Foundation,8000.00,Carbondale,Other,Children and Youth Services,
Daniels Fund,2010,Western Slope,Garfield,Computers for Kids Foundation,15000.00,Carbondale,Program,Children and Youth Services,
Daniels Fund,2010,Western Slope,Garfield,Roaring Fork School District No RE-1,2500.00,Glenwood Springs,Program,Children and Youth Services,
Daniels Fund,2010,Western Slope,Garfield,YouthZone,15000.00,Glenwood Springs,Program,Children and Youth Services,
Daniels Fund,2010,Western Slope,Mesa,City of Fruita,25000.00,Fruita,Capital,"Community, Public Affairs",
Daniels Fund,2010,Western Slope,Mesa,Hospice & Palliative Care of Western Colorado,30000.00,Grand Junction,General Operating,Hospice,
Daniels Fund,2010,Western Slope,Mesa,Saint Mary's Hospital Development,30000.00,Grand Junction,Program,Health                                                                     ,
Daniels Fund,2010,Western Slope,Mesa,Colorado Discover Ability Integrated Outdoor,10000.00,Grand Junction,General Operating,Disabled Persons,
Daniels Fund,2010,Western Slope,Mesa,Center for Independence,10000.00,Grand Junction,Program,Disabled Persons,
Daniels Fund,2010,Western Slope,Mesa,Mesa Developmental Services,40000.00,Grand Junction,Capital,Disabled Persons,
Daniels Fund,2010,Western Slope,Mesa,Community Food Bank,15000.00,Grand Junction,General Operating,Human Services,
Daniels Fund,2010,Western Slope,Mesa,Grand Valley Catholic Outreach Inc,100000.00,Grand Junction,Program,"Housing, Homeless shelters",
Daniels Fund,2010,Western Slope,Mesa,Hilltop Health Services Corporation,30000.00,Grand Junction,Program,"Domestic Violence Shelters, Services",
Daniels Fund,2010,Western Slope,Mesa,Community Friends of Collbran Job Corps,5000.00,Collbran,General Operating,Children and Youth Services,
Daniels Fund,2010,Western Slope,Mesa,"The Tree House Center for Troubled Youth, Inc.",10000.00,Grand Junction,Program,Children and Youth Services,
Daniels Fund,2010,Western Slope,Pitkin,City of Aspen,10000.00,Aspen,Program,Children and Youth Services,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,5000.00,Salida,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Chaffee Housing Trust,15000.00,Salida,General Operating,"Housing, Homeless shelters",
El Pomar Foundation,2010,Heart of Colorado,Chaffee,"Moms for Moms, Inc.",10000.00,Salida,Other,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Ark Valley Humane Society,7500.00,Buena Vista,Program,Animal Protection and Welfare,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Alliance Against Domestic Abuse,5000.00,Salida,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Grainery Ministries,2500.00,Salida,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,New Caring and Sharing,5000.00,Salida,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Society of the First Presbyterian Church of Salida,5000.00,Salida,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,10000.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,1500.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,1500.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Chaffee County Publich Health,15000.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Chaffee People's Clinic,1500.00,Salida,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Salida Hospital Foundation,15000.00,Salida,Event,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Buena Vista High School,5000.00,Buena Vista,Other,Education,
El Pomar Foundation,2010,Heart of Colorado,Custer,Custer County Search and Rescue,7000.00,Westcliffe,Capital,"Public safety, Emergency relief",
El Pomar Foundation,2010,Heart of Colorado,Custer,Wet Mountain Valley Community Foundation,1720.00,Westcliffe,Program,Education,
El Pomar Foundation,2010,Heart of Colorado,Custer,West Custer County Hospital District,10000.00,Westcliffe,Other,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Custer,"Catholic Charities of the Diocese of Pueblo, Inc.",5000.00,Westcliffe,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Custer,Hope Evangelical Lutheran Church,2500.00,Westcliffe,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Custer,Crystal Mountain Center for Performing Arts,1500.00,Westcliffe,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Heart of Colorado,Custer,Custer County Public Health Agency,7500.00,Westcliffe,Event,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Custer,Custer County Public Health Agency,5000.00,Westcliffe,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Boys & Girls Club of Fremont County,40000.00,Canon City,General Operating,Children and Youth Services,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Fremont Regional Hospice,12000.00,Canon City,Program,Hospice,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County,12500.00,Canon City,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,10000.00,Canon City,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Fremont,Fremont County Public Health,20000.00,Canon City,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Fremont,St. Thomas More Hospital,15000.00,Canon City,Event,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Lake,"Full Circle of Lake County, Inc.",5000.00,Leadville,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Lake,Small Steps,7500.00,Leadville,Program,Children and Youth Services,
El Pomar Foundation,2010,Heart of Colorado,Lake,"Advocates of Lake County, Inc.",12000.00,Leadville,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Heart of Colorado,Lake,First Presbyterian Church,1000.00,Leadville,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Lake,Holy Family Parish,1000.00,Leadville,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Lake,Lake County Human Services,10000.00,Leadville,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Lake,St. George Episcopal Church,1000.00,Leadville,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Lake,"Advocates of Lake County, Inc.",50000.00,Leadville,Program,"Housing, Homeless shelters",
El Pomar Foundation,2010,Heart of Colorado,Park,Gold Belt Tour Scenic and Historic Byway Association,5000.00,Guffey,Capital,"Community, Public Affairs",
El Pomar Foundation,2010,Heart of Colorado,Park,Lake George Fire Protection District,2500.00,Lake George,Other,"Public safety, Emergency relief",
El Pomar Foundation,2010,Heart of Colorado,Park,Park County Vision 2020,2500.00,Fairplay,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Park,Park County Senior Coalition,2500.00,Fairplay,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Park,South Park Food Bank,7500.00,Fairplay,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Heart of Colorado,Park,Boys and Girls Club of South Park,15000.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Park,Park County Search and Rescue,1500.00,Bailey,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2010,Heart of Colorado,Park,Rocky Mountain Rural Health,12500.00,Fairplay,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Park,Rocky Mountain Rural Health,10000.00,Fairplay,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Summit,Lake Dillon Foundation for the Performing Arts,7500.00,Dillon,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Heart of Colorado,Summit,Breckenridge Outdoor Education Center,7500.00,Breckenridge,Program,Education,
El Pomar Foundation,2010,Heart of Colorado,Summit,"Advocates for Victims of Assault, Inc.",5000.00,Frisco,General Operating,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Heart of Colorado,Summit,"Early Intervention Colorado of Summit County, Inc.",2500.00,Frisco,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Summit,Family Wellness Center,1500.00,Frisco,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Summit,Keystone Center,7500.00,Keystone,General Operating,Education,
El Pomar Foundation,2010,Heart of Colorado,Summit,Dillon Community Church,1000.00,Dillon,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Summit,Father Dyer United Methodist Church,1000.00,Breckenridge,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Summit,"Summit County Community Care Clinic, Inc.",7000.00,Frisco,Program,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Summit,Summit County Family Resource Center,6000.00,Dillon,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Summit,"Summit County Care Clinic, Inc.",1500.00,Frisco,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Summit,"Summit County Care Clinic, Inc.",1500.00,Frisco,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Summit,"Summit Radio and TV, Inc.",1500.00,Breckenridge,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Heart of Colorado,Teller,Teller Senior Coalition,5000.00,Woodland Park,General Operating,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Teller,Feline Friends of the Pikes Peak Region,3900.00,Florissant,General Operating,Animal Protection and Welfare,
El Pomar Foundation,2010,Heart of Colorado,Teller,Little Chapel of the Hills,5000.00,Divide,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Teller,Teller County Safe House,5000.00,Woodland Park,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Heart of Colorado,Teller,Teller Senior Coalition,5000.00,Woodland Park,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Teller,"Woodland Park Community Cupboard, inc.",2500.00,Woodland Park,Program,Human Services,
El Pomar Foundation,2010,Heart of Colorado,Teller,Cripple Creek Victor High School,5000.00,Cripple Creek,Other,Education,
El Pomar Foundation,2010,Northeast,Cheyenne,Cheyenne County Public Health,2200.00,Cheyenne Wells,Program,Health                                                                     ,
El Pomar Foundation,2010,Northeast,Cheyenne,Prairie View Health Resources ,1500.00,Cheyenne Wells,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Northeast,Kit Carson,"Dynamic Dimensions, Inc.",10000.00,Burlington,Capital,Disabled Persons,
El Pomar Foundation,2010,Northeast,Logan,Logan County Literacy Coalition,2500.00,Sterling,General Operating,Education,
El Pomar Foundation,2010,Northeast,Logan,Cooperating Ministries of Logan County,14000.00,Sterling,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Northeast,Logan,Help for Abused Partners,5000.00,Sterling,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Northeast,Logan,Family Resource Center,1500.00,Sterling,General Operating,,
El Pomar Foundation,2010,Northeast,Logan,Northeast Colorado Health Department,13000.00,Sterling,Program,Health                                                                     ,
El Pomar Foundation,2010,Northeast,Logan,Northeastern Junior College Foundation,7500.00,Sterling,Student Aid/Scholarship,Education,
El Pomar Foundation,2010,Northeast,Logan,Northeastern Junior College Foundation,5000.00,Sterling,Program,Education,
El Pomar Foundation,2010,Northeast,Morgan,High Plains Sexual Assault Center,5000.00,Fort Morgan,General Operating,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Northeast,Morgan,Morgan County Family Center,5000.00,Fort Morgan,General Operating,Human Services,
El Pomar Foundation,2010,Northeast,Morgan,"Caring Ministries of Morgan County, Inc.",14000.00,Fort Morgan,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Northeast,Morgan,"SHARE, Inc",5000.00,Fort Morgan,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Northeast,Morgan,Morgan Community College Foundation,7500.00,Fort Morgan,Student Aid/Scholarship,Education,
El Pomar Foundation,2010,Northeast,Morgan,Morgan Community College Foundation,5000.00,Fort Morgan,Program,Education,
El Pomar Foundation,2010,Northeast,Morgan,Northeastern Colorado Association of Local Governments,1500.00,Fort Morgan,Program,Human Services,
El Pomar Foundation,2010,Northeast,Morgan,OneMorgan County,1500.00,Fort Morgan,Program,"Community, Public Affairs",
El Pomar Foundation,2010,Northeast,Morgan,OneMorgan County,1500.00,Fort Morgan,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Northeast,Phillips,Phillips County,5000.00,Holyoke,Capital,Children and Youth Services,
El Pomar Foundation,2010,Northeast,Yuma,City of Wray,25000.00,Wray,Capital,"Community, Public Affairs",
El Pomar Foundation,2010,Northeast,Yuma,Idalia Vision Foundation,5000.00,Idalia,Capital,Human Services,
El Pomar Foundation,2010,Northeast,Yuma,"Wray Area Foundation, Inc.",5000.00,Wray,Program,"Community, Public Affairs",
El Pomar Foundation,2010,Northeast,Yuma,Rural Communities Resource Center,7000.00,Yuma,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Northeast,Yuma,Rural Communities Resource Center,3000.00,Yuma,Program,Children and Youth Services,
El Pomar Foundation,2010,Northeast,Yuma,Rural Communities Resource Center,4800.00,Yuma,Program,Health                                                                     ,
El Pomar Foundation,2010,Northeast,Yuma,Idalia High School,5000.00,Idalia,Other,Education,
El Pomar Foundation,2010,Northeast,Yuma,Wray High School,5000.00,Wray,Other,Education,
El Pomar Foundation,2010,Northwest,Grand,Advocates Victim Assistance Team,5000.00,Hot Sulphur Springs,General Operating,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Northwest,Moffat,Yampa Valley Partners,10000.00,Craig,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Northwest,Moffat,Love Inc of the Yampa Valley,5000.00,Craig,Program,Human Services,
El Pomar Foundation,2010,Northwest,Moffat,Advocates Crisis Support Services,10000.00,Craig,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Northwest,Moffat,Boys and Girls Club of Craig,2500.00,Craig,Program,Children and Youth Services,
El Pomar Foundation,2010,Northwest,Moffat,Memorial Hospital of Craig Foundation,1500.00,Craig,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Northwest,Rio Blanco,Human Resources Centeer,1500.00,Rangely,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Northwest,Routt,North Routt Preschool,5000.00,Clark,General Operating,Education,
El Pomar Foundation,2010,Northwest,Routt,Yampa Valley Medical Center,35000.00,Steamboat Springs,Other,Health                                                                     ,
El Pomar Foundation,2010,Northwest,Routt,Lift-Up of Routt County,5000.00,Steamboat Springs,Program,Emergency Assistance      ,
El Pomar Foundation,2010,Northwest,Routt,Advocates Against Battering and Abuse dba Advocates Building Peaceful Communities,10000.00,Steamboat Springs,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,San Juan,Gunnison,Western State College Foundation,10000.00,Gunnison,General Operating,Education,
